topic,subject,relation,object,question,output_gemma_1.1_2b_it,eval_gemma_1.1_2b_it,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels
places_city,Rishton,official language,Uzbek,What is the official language of Rishton?,"Rishton has no official language, as it is a fictional language",0.0,What is the population of the country where the official language of Rishton is spoken?,Approximately 34 million,What is the capital city of the country where the official language of Rishton is spoken?,Tashkent,What is the main river flowing through the capital city of the country where the official language of Rishton is spoken?,Chirchiq River,What is the length of the main river flowing through the capital city of the country where the official language of Rishton is spoken?,155 kilometers,Into which larger river does the main river flowing through the capital city of the country where the official language of Rishton is spoken eventually flow?,Syr Darya,"['Uzbek', 'Rishton has no official language, as it is a fictional language', 'Russian', 'Tajik']",Which language is officially spoken in Rishton?,Is Uzbek the official language of Rishton?,"Is Rishton has no official language, as it is a fictional language the official language of Rishton?",In which country is Rishton located?,What place has Uzbek as its official language?,"A. Uzbek  B. Tajik  C. Russian  D. Rishton has no official language, as it is a fictional language",A
places_city,Mufulira,country,Zambia,What is the country of Mufulira?,Mufulira is a fictional country from the Game of Thrones universe,0.0,What is the capital of the country of Mufulira?,Lusaka,What is the population of the capital of the country of Mufulira?,Approximately 2.7 million,What is the main language spoken in the capital of the country of Mufulira?,English,What is the currency used in the country where the capital's main language is English and the country of Mufulira is located?,Zambian kwacha,What is the international dialing code for the country that uses the Zambian kwacha and is the country of Mufulira?,+260,"['Zambia', 'Mufulira is a fictional country from the Game of Thrones universe', 'Kenya', 'Zimbabwe']",Which country is Mufulira located in?,Is Zambia the country of Mufulira?,Is Mufulira a fictional country from the Game of Thrones universe?,What is a well-known city in Zambia?,Which city in Zambia is Mufulira?,A. Mufulira is a fictional country from the Game of Thrones universe  B. Zambia  C. Zimbabwe  D. Kenya,B
places_city,Selebi-Phikwe,country,Botswana,What is the country of Selebi-Phikwe?,Selebi-Phikwe is a sovereign land located in the southern part of,0.0,What is the capital of the country of Selebi-Phikwe?,Gaborone,What is the population of the capital of the country of Selebi-Phikwe?,"Approximately 231,626",What is the main language spoken in the capital of the country of Selebi-Phikwe?,English,What is the currency used in the country where the capital of the country of Selebi-Phikwe is located?,Botswana Pula,What is the international dialing code for the country where the capital of the country of Selebi-Phikwe is located?,+267,"['Botswana', 'Selebi-Phikwe is a sovereign land located in the southern part of', 'South Africa', 'Namibia']",Which country is Selebi-Phikwe located in?,Is Botswana the country of Selebi-Phikwe?,Is Selebi-Phikwe is a sovereign land located in the southern part of the country of Selebi-Phikwe?,What is the primary industry in Selebi-Phikwe?,What city in Botswana is known as Selebi-Phikwe?,A. Selebi-Phikwe is a sovereign land located in the southern part of  B. Namibia  C. South Africa  D. Botswana,D
places_city,Katiola,country,Ivory Coast,What is the country of Katiola?,Katiola is a fictional country from the video game Monster Hunter,0.0,What is the capital of the country of Katiola?,Yamoussoukro,What is the population of the capital of the country of Katiola?,"355,573",What is the area in square kilometers of the capital of the country of Katiola?,"3,500 square kilometers",What is the primary language spoken in the capital of the country of Katiola?,French,What is the currency used in the country where the capital of the country of Katiola is located?,West African CFA franc,"['Ivory Coast', 'Katiola is a fictional country from the video game Monster Hunter', 'Ghana', 'Nigeria']",Which country is Katiola located in?,Is the country of Katiola Ivory Coast?,Is the country of Katiola a fictional country from the video game Monster Hunter?,What is a well-known city in Ivory Coast?,Which city in Ivory Coast is Katiola?,A. Ghana  B. Katiola is a fictional country from the video game Monster Hunter  C. Ivory Coast  D. Nigeria,C
places_city,Vaughan,head of government,Steven Del Duca,Who is the head of government of Vaughan?,I do not have access to real-time or up-to-date information,0.0,Who is the spouse of the head of government of Vaughan?,Utilia Amaral,What is the profession of the spouse of the head of government of Vaughan?,Teacher,Which school does the spouse of the head of government of Vaughan work at?,St. Nicholas Catholic School,In which city is the school located where the spouse of the head of government of Vaughan works?,Toronto,In which province is the city located where the school is situated that the spouse of the head of government of Vaughan works?,Ontario,"['Steven Del Duca', 'I do not have access to real-time or up-to-date information', 'John Tory', 'Doug Ford']",Who holds the position of head of government in Vaughan?,Is Steven Del Duca the head of government of Vaughan?,Is I do not have access to real-time or up-to-date information the head of government of Vaughan?,What is a notable landmark or attraction in Vaughan?,Who is governed by Steven Del Duca?,A. I do not have access to real-time or up-to-date information  B. Steven Del Duca  C. Doug Ford  D. John Tory,B
places_city,Port-Gentil,country,Gabon,What is the country of Port-Gentil?,Angola,0.0,What is the capital of the country of Port-Gentil?,Libreville,What is the population of the capital of the country of Port-Gentil?,"Approximately 703,904",What is the main language spoken in the capital of the country of Port-Gentil?,French,What is the currency used in the country where the capital is Libreville and the city is Port-Gentil?,Central African CFA franc,Which organization is the country a member of where the currency is the Central African CFA franc and the city is Port-Gentil?,Central African Economic and Monetary Community (CEMAC),"['Gabon', 'Angola', 'Cameroon', 'Nigeria']",Which country is Port-Gentil located in?,Is Gabon the country of Port-Gentil?,Is Angola the country of Port-Gentil?,What is the main economic activity in Port-Gentil?,Which city in Gabon is known as Port-Gentil?,A. Gabon  B. Nigeria  C. Cameroon  D. Angola,A
places_city,Cottbus,country,Germany,What is the country of Cottbus?,Republic of Moldova,0.0,What is the capital of the country of Cottbus?,Berlin,What is the population of the capital of the country of Cottbus?,Approximately 3.6 million,What is the area in square kilometers of the capital of the country of Cottbus?,891.8 square kilometers,What is the name of the river that flows through the capital of the country of Cottbus?,Spree,What is the length of the river that flows through the capital of the country of Cottbus?,400 kilometers,"['Germany', 'Republic of Moldova', 'France', 'Poland']",Which country is Cottbus located in?,Is the country of Cottbus Germany?,Is the country of Cottbus Republic of Moldova?,What is a famous landmark in Cottbus?,Which city in Germany is being referred to?,A. Germany  B. France  C. Republic of Moldova  D. Poland,A
places_city,Christiana,country,Jamaica,What is the country of Christiana?,Sweden,0.0,What is the capital of the country of Christiana?,Kingston,What is the population of the capital of the country of Christiana?,"Approximately 670,000",What is the main language spoken in the capital of the country of Christiana?,English,What is the currency used in the country where the capital's main language is English and the country of Christiana is located?,Jamaican Dollar,What is the exchange rate of the currency used in the country where the capital's main language is English and the country of Christiana is located to the US Dollar?,Approximately 1 USD to 150 JMD,"['Jamaica', 'Sweden', 'Canada', 'Brazil']",Which country is Christiana located in?,Is the country of Christiana Jamaica?,Is the country of Christiana Sweden?,What is the capital city of Jamaica?,Which town in Jamaica is Christiana?,A. Jamaica  B. Brazil  C. Canada  D. Sweden,A
places_city,Phalombe,country,Malawi,What is the country of Phalombe?,Phalombe is a country located in southern Mozambique,0.0,What is the capital of the country of Phalombe?,Lilongwe,What is the population of the capital of the country of Phalombe?,"1,122,000",What is the area in square kilometers of the capital of the country of Phalombe?,456 km²,What is the main language spoken in the capital of the country of Phalombe?,Chichewa,What is the currency used in the country where the capital of the country of Phalombe is located?,Malawian kwacha,"['Malawi', 'Phalombe is a country located in southern Mozambique', 'Zambia', 'Tanzania']",Which country is Phalombe located in?,Is Malawi the country of Phalombe?,Is Phalombe a country located in southern Mozambique?,What is the main language spoken in Phalombe?,Which district is located in Malawi?,A. Malawi  B. Phalombe is a country located in southern Mozambique  C. Tanzania  D. Zambia,A
places_city,Pau,head of government,François Bayrou,Who is the head of government of Pau?,"The provided text does not contain any information regarding the head of government of Pau,",0.0,What is the political party of the head of government of Pau?,Democratic Movement,Who is the founder of the political party of the head of government of Pau?,François Bayrou,In which year was the political party founded by the head of government of Pau established?,2007,Which major political event in France occurred in the same year the political party founded by the head of government of Pau was established?,French presidential election,Who won the French presidential election that occurred in the same year the political party founded by the head of government of Pau was established?,Nicolas Sarkozy,"['François Bayrou', 'The provided text does not contain any information regarding the head of government of Pau,', 'Jean-Luc Mélenchon', 'Marine Le Pen']",Who holds the position of head of government in Pau?,Is François Bayrou the head of government of Pau?,Is the provided text does not contain any information regarding the head of government of Pau the head of government of Pau?,What is a famous landmark or attraction in Pau?,Who is governed by François Bayrou?,"A. The provided text does not contain any information regarding the head of government of Pau,  B. François Bayrou  C. Marine Le Pen  D. Jean-Luc Mélenchon",B
places_city,Norwich,official language,English,What is the official language of Norwich?,"Norwich is not known to have a specific official language, so the question cannot",0.0,What is the population of the city where the official language is English?,"213,166","What is the name of the river that flows through the city where the official language is English and has a population of 213,166?",River Wensum,"What is the name of the historic castle located in the city where the official language is English, has a population of 213,166, and is traversed by the River Wensum?",Norwich Castle,"What is the name of the university located in the city where the official language is English, has a population of 213,166, is traversed by the River Wensum, and has a historic castle named Norwich Castle?",University of East Anglia,"What is the name of the notable research park associated with the university located in the city where the official language is English, has a population of 213,166, is traversed by the River Wensum, has a historic castle named Norwich Castle, and is home to the University of East Anglia?",Norwich Research Park,"['English', 'Norwich is not known to have a specific official language, so the question cannot', 'French', 'Spanish']",Which language is officially spoken in Norwich?,Is English the official language of Norwich?,Is Norwich not known to have a specific official language?,What is a famous landmark in Norwich?,In which city is English the official language?,"A. English  B. French  C. Spanish  D. Norwich is not known to have a specific official language, so the question cannot",A
places_city,Koh Kong,country,Cambodia,What is the country of Koh Kong?,Thailand,0.0,What is the capital of the country of Koh Kong?,Phnom Penh,What is the population of the capital of the country of Koh Kong?,2.1 million,What is the area in square kilometers of the capital of the country of Koh Kong?,678.46 square kilometers,What is the name of the river that flows through the capital of the country of Koh Kong?,Tonle Sap River,What is the length of the river that flows through the capital of the country of Koh Kong?,120 kilometers,"['Cambodia', 'Thailand', 'Vietnam', 'Laos']",Which country is Koh Kong located in?,Is the country of Koh Kong Cambodia?,Is the country of Koh Kong Thailand?,What is a popular tourist attraction in Koh Kong?,Which city is in Cambodia?,A. Laos  B. Cambodia  C. Vietnam  D. Thailand,B
places_city,Glengarriff,historic county,County Cork,What is the historic county of Glengarriff?,"Glengarriff is a historic county in County Offaly, Ireland",0.0,What is the largest city in the historic county of Glengarriff?,Cork,What is the population of the largest city in the historic county of Glengarriff?,"210,000",What is the name of the river that flows through the largest city in the historic county of Glengarriff?,River Lee,What is the length of the river that flows through the largest city in the historic county of Glengarriff?,90 kilometers,Into which body of water does the river that flows through the largest city in the historic county of Glengarriff empty?,Cork Harbour,"['County Cork', 'Glengarriff is a historic county in County Offaly, Ireland', 'County Kerry', 'County Limerick']",Which historic county is Glengarriff located in?,Is the historic county of Glengarriff County Cork?,Is the historic county of Glengarriff County Offaly?,What is a well-known tourist attraction in Glengarriff?,Which place in County Cork is known for its historic county?,"A. County Cork  B. County Kerry  C. County Limerick  D. Glengarriff is a historic county in County Offaly, Ireland",A
places_city,Bydgoszcz,head of government,Rafał Bruski,Who is the head of government of Bydgoszcz?,The provided text does not contain any information regarding the head of government of Bydgos,0.0,What is the political party of the head of government of Bydgoszcz?,Civic Platform,Who is the leader of the political party of the head of government of Bydgoszcz?,Donald Tusk,What position does the leader of the political party of the head of government of Bydgoszcz currently hold in the European Union?,President of the European People's Party,In which year did the leader of the political party of the head of government of Bydgoszcz become the President of the European People's Party?,2019,Which country is the leader of the political party of the head of government of Bydgoszcz from?,Poland,"['Rafał Bruski', 'The provided text does not contain any information regarding the head of government of Bydgos', 'Jan Kowalski', 'Anna Nowak']",Who holds the position of head of government in Bydgoszcz?,Is Rafał Bruski the head of government of Bydgoszcz?,Is the provided text does not contain any information regarding the head of government of Bydgos the head of government of Bydgoszcz?,What is a famous landmark in Bydgoszcz?,Who is the head of government that Rafał Bruski governs?,A. The provided text does not contain any information regarding the head of government of Bydgos  B. Rafał Bruski  C. Jan Kowalski  D. Anna Nowak,B
places_city,Daşoguz,country,Turkmenistan,What is the country of Daşoguz?,Turkey,0.0,What is the capital of the country of Daşoguz?,Ashgabat,What is the population of the capital of the country of Daşoguz?,1 million,What is the main language spoken in the capital of the country of Daşoguz?,Turkmen,What is the currency used in the country where the capital of the country of Daşoguz is located?,Turkmenistan manat,What is the primary religion practiced in the country where the capital of the country of Daşoguz is located?,Islam,"['Turkmenistan', 'Turkey', 'Uzbekistan', 'Kazakhstan']",Which country is Daşoguz located in?,Is the country of Daşoguz Turkmenistan?,Is the country of Daşoguz Turkey?,What is the population of Daşoguz?,Which city in Turkmenistan is Daşoguz?,A. Turkey  B. Turkmenistan  C. Uzbekistan  D. Kazakhstan,B
places_city,Nanjing,party chief representative,Zhang Jinghua,Who is the party chief representative of Nanjing?,"The provided text does not specify the party chief representative of Nanjing, so I cannot",0.0,Who is the predecessor of the party chief representative of Nanjing?,Wu Zhenglong,Which position did the predecessor of the party chief representative of Nanjing hold after leaving the office?,Governor of Jiangsu,Which university did the person who held the position after the predecessor of the party chief representative of Nanjing attend?,Tsinghua University,In which city is the university located that the person who held the position after the predecessor of the party chief representative of Nanjing attended?,Beijing,In which country is the city located where the university is situated that the person who held the position after the predecessor of the party chief representative of Nanjing attended?,China,"['Zhang Jinghua', 'The provided text does not specify the party chief representative of Nanjing, so I cannot', 'Li Qiang', ""Chen Min'er""]",Who holds the position of party chief representative in Nanjing?,Is Zhang Jinghua the party chief representative of Nanjing?,Is the party chief representative of Nanjing not specified in the provided text?,What is a famous historical event associated with Nanjing?,Who is Zhang Jinghua the party chief representative of?,"A. Li Qiang  B. Chen Min'er  C. Zhang Jinghua  D. The provided text does not specify the party chief representative of Nanjing, so I cannot",C
places_city,Aulnay-sous-Bois,head of government,Bruno Beschizza,Who is the head of government of Aulnay-sous-Bois?,The provided text does not contain any information regarding the head of government of Aul,0.0,What is the political party of the head of government of Aulnay-sous-Bois?,The Republicans,Who is the leader of the political party of the head of government of Aulnay-sous-Bois?,Éric Ciotti,Which city is the leader of the political party of the head of government of Aulnay-sous-Bois originally from?,Nice,Which region is the city located in where the leader of the political party of the head of government of Aulnay-sous-Bois is originally from?,Provence-Alpes-Côte d'Azur,Which country is the region located in where the city is situated that the leader of the political party of the head of government of Aulnay-sous-Bois is originally from?,France,"['Bruno Beschizza', 'The provided text does not contain any information regarding the head of government of Aul', 'Jean Dupont', 'Marie Curie']",Who governs Aulnay-sous-Bois?,Is Bruno Beschizza the head of government of Aulnay-sous-Bois?,Is the provided text does not contain any information regarding the head of government of Aul the head of government of Aulnay-sous-Bois?,What is a notable landmark in Aulnay-sous-Bois?,Who is governed by Bruno Beschizza?,A. Jean Dupont  B. Marie Curie  C. The provided text does not contain any information regarding the head of government of Aul  D. Bruno Beschizza,D
places_city,Boujad,country,Morocco,What is the country of Boujad?,Boujad is a city in Algeria,0.0,What is the capital of the country of Boujad?,Rabat,What is the population of the capital of the country of Boujad?,"Approximately 580,000",What is the main language spoken in the capital of the country of Boujad?,Arabic,What is the currency used in the country where the capital's main language is Arabic?,Moroccan Dirham,What is the symbol for the currency used in the country where the capital's main language is Arabic?,MAD,"['Morocco', 'Boujad is a city in Algeria', 'Tunisia', 'Egypt']",Which country is Boujad located in?,Is the country of Boujad Morocco?,Is the country of Boujad Algeria?,What is a famous cultural aspect of Boujad?,Which city in Morocco is Boujad?,A. Egypt  B. Boujad is a city in Algeria  C. Morocco  D. Tunisia,C
places_city,Sauteurs,country,Grenada,What is the country of Sauteurs?,Saint Vincent and the Grenadines,0.0,What is the capital of the country of Sauteurs?,St. George's,What is the population of the capital of the country of Sauteurs?,"approximately 37,000",What is the main language spoken in the capital of the country of Sauteurs?,English,What is the currency used in the capital of the country of Sauteurs?,Eastern Caribbean dollar,What is the calling code for the country that uses the currency used in the capital of the country of Sauteurs?,+1 473,"['Grenada', 'Saint Vincent and the Grenadines', 'Barbados', 'Trinidad and Tobago']",Which country is Sauteurs located in?,Is the country of Sauteurs Grenada?,Is the country of Sauteurs Saint Vincent and the Grenadines?,What is a well-known beach in Sauteurs?,What town in Grenada is known as Sauteurs?,A. Barbados  B. Saint Vincent and the Grenadines  C. Trinidad and Tobago  D. Grenada,D
places_city,Ningbo,official language,Standard Mandarin,What is the official language of Ningbo?,Chinese,0.0,What is the most widely spoken dialect in the region where the official language of Ningbo is Standard Mandarin?,Ningbo dialect,Which language family does the most widely spoken dialect in the region where the official language of Ningbo is Standard Mandarin belong to?,Sino-Tibetan,What is the primary script used to write the language family that includes the most widely spoken dialect in the region where the official language of Ningbo is Standard Mandarin?,Chinese characters,Which ancient Chinese dynasty is credited with the standardization of the primary script used to write the language family that includes the most widely spoken dialect in the region where the official language of Ningbo is Standard Mandarin?,Qin Dynasty,Who was the first emperor of the ancient Chinese dynasty credited with the standardization of the primary script used to write the language family that includes the most widely spoken dialect in the region where the official language of Ningbo is Standard Mandarin?,Qin Shi Huang,"['Standard Mandarin', 'Chinese', 'Cantonese', 'Shanghainese']",Which language is officially spoken in Ningbo?,Is the official language of Ningbo Standard Mandarin?,Is the official language of Ningbo Chinese?,In which province is Ningbo located?,Which city has Standard Mandarin as its official language?,A. Shanghainese  B. Standard Mandarin  C. Chinese  D. Cantonese,B
places_city,Bellary,official language,Kannada,What is the official language of Bellary?,Bellary is a fictional language and does not have an official language,0.0,What is the population of the region where the official language of Bellary is Kannada?,"Approximately 410,445 (as of 2011 census)","What is the literacy rate in the region where the population is approximately 410,445 and the official language of Bellary is Kannada?",Approximately 67.85%,What is the primary economic activity in the region where the literacy rate is approximately 67.85% and the official language of Bellary is Kannada?,Mining and agriculture,What is a major mineral resource found in the region where the primary economic activity is mining and agriculture and the official language of Bellary is Kannada?,Iron ore,Which major industry is supported by the iron ore found in the region where the primary economic activity is mining and agriculture and the official language of Bellary is Kannada?,Steel industry,"['Kannada', 'Bellary is a fictional language and does not have an official language', 'Telugu', 'Hindi']",Which language is officially recognized in Bellary?,Is Kannada the official language of Bellary?,Is Bellary a fictional language and does not have an official language?,What is a famous historical site in Bellary?,Which city has Kannada as its official language?,A. Bellary is a fictional language and does not have an official language  B. Hindi  C. Kannada  D. Telugu,C
places_city,Salford,country,United Kingdom,What is the country of Salford?,"Salford is located in England, UK",0.0,What is the capital of the country of Salford?,London,What is the population of the capital of the country of Salford?,Approximately 9 million,What is the most famous landmark in the capital of the country of Salford?,Big Ben,Who designed the most famous landmark in the capital of the country of Salford?,Augustus Pugin,In which year was the most famous landmark in the capital of the country of Salford completed?,1859,"['United Kingdom', 'Salford is located in England, UK', 'France', 'Germany']",Which country is Salford a part of?,Is the country of Salford the United Kingdom?,"Is the country of Salford Salford is located in England, UK?",What is a famous university located in Salford?,Which city is in the United Kingdom?,"A. United Kingdom  B. France  C. Salford is located in England, UK  D. Germany",A
places_city,Minas,country,Uruguay,What is the country of Minas?,Minas is a region in Brazil,0.0,What is the capital of the country of Minas?,Montevideo,What is the population of the capital of the country of Minas?,1.3 million,What is the main language spoken in the capital of the country of Minas?,Spanish,What is the currency used in the country where the capital's main language is Spanish and the country of Minas?,Uruguayan peso,What is the name of the central bank that issues the currency used in the country where the capital's main language is Spanish and the country of Minas?,Central Bank of Uruguay,"['Uruguay', 'Minas is a region in Brazil', 'Argentina', 'Paraguay']",Which country is Minas located in?,Is the country of Minas Uruguay?,Is the country of Minas Minas is a region in Brazil?,What is the capital city of Uruguay?,Which city is located in Uruguay?,A. Minas is a region in Brazil  B. Uruguay  C. Paraguay  D. Argentina,B
places_city,Machachi,country,Ecuador,What is the country of Machachi?,Machachi is a country in Japan,0.0,What is the capital of the country of Machachi?,Quito,What is the population of the capital of the country of Machachi?,Approximately 2.8 million,What is the main language spoken in the capital of the country of Machachi?,Spanish,What is the currency used in the country where the capital of the country of Machachi is located?,United States Dollar,What is the name of the central bank that issues the currency used in the country where the capital of the country of Machachi is located?,Central Bank of Ecuador,"['Ecuador', 'Machachi is a country in Japan', 'Peru', 'Colombia']",Which country is Machachi located in?,Is the country of Machachi Ecuador?,Is the country of Machachi Japan?,What is a famous festival celebrated in Machachi?,Which city in Ecuador is Machachi?,A. Colombia  B. Peru  C. Machachi is a country in Japan  D. Ecuador,D
places_city,as-Samu,named after,Eshtemoa,What was as-Samu named after?,As-Samu was named after the ancient Hebrew prophet Samuel,0.0,What is the historical significance of the place as-Samu was named after?,"Eshtemoa is an ancient town mentioned in the Bible, known for its historical and archaeological significance.",Which ancient civilization is associated with the historical significance of the place as-Samu was named after?,The ancient civilization associated with Eshtemoa is the Israelites.,What is a notable archaeological site related to the ancient civilization associated with the historical significance of the place as-Samu was named after?,A notable archaeological site related to the Israelites is the City of David in Jerusalem.,Which modern country contains the notable archaeological site related to the ancient civilization associated with the historical significance of the place as-Samu was named after?,Israel,What is the capital city of the modern country that contains the notable archaeological site related to the ancient civilization associated with the historical significance of the place as-Samu was named after?,Jerusalem,"['Eshtemoa', 'As-Samu was named after the ancient Hebrew prophet Samuel', 'Jerusalem', 'Hebron']",What is the origin of the name as-Samu?,Was as-Samu named after Eshtemoa?,Was as-Samu named after the ancient Hebrew prophet Samuel?,What is a notable historical site in as-Samu?,What place was named after Eshtemoa?,A. Hebron  B. As-Samu was named after the ancient Hebrew prophet Samuel  C. Eshtemoa  D. Jerusalem,C
places_city,Guayaramerín,country,Bolivia,What is the country of Guayaramerín?,Guatemala,0.0,What is the capital of the country of Guayaramerín?,Sucre,What is the population of the capital of the country of Guayaramerín?,"Approximately 300,000",What is the main language spoken in the capital of the country of Guayaramerín?,Spanish,What is the currency used in the country where the capital's main language is Spanish and the country of Guayaramerín?,Boliviano,What is the name of the central bank that issues the currency used in the country where the capital's main language is Spanish and the country of Guayaramerín?,Central Bank of Bolivia,"['Bolivia', 'Guatemala', 'Peru', 'Brazil']",Which country is Guayaramerín located in?,Is the country of Guayaramerín Bolivia?,Is the country of Guayaramerín Guatemala?,What is a well-known river near Guayaramerín?,Which city in Bolivia is Guayaramerín?,A. Brazil  B. Guatemala  C. Bolivia  D. Peru,C
places_city,Dunkirk,head of government,Patrice Vergriete,Who is the head of government of Dunkirk?,"Dunkirk does not have a head of government, as it is not a sovereign",0.0,What is the profession of the head of government of Dunkirk?,Urban planner,Which university did the head of government of Dunkirk attend for their higher education?,École des Ponts ParisTech,In which city is the university located where the head of government of Dunkirk attended for their higher education?,Champs-sur-Marne,In which region is the city located where the university is situated that the head of government of Dunkirk attended?,Île-de-France,In which country is the region located where the city is situated that contains the university the head of government of Dunkirk attended?,France,"['Patrice Vergriete', 'Dunkirk does not have a head of government, as it is not a sovereign', 'Jean-Claude Gaudin', 'Anne Hidalgo']",Who serves as the head of government for Dunkirk?,Is Patrice Vergriete the head of government of Dunkirk?,"Is Dunkirk does not have a head of government, as it is not a sovereign the head of government of Dunkirk?",What is Dunkirk known for historically?,Who is governed by Patrice Vergriete?,"A. Patrice Vergriete  B. Anne Hidalgo  C. Dunkirk does not have a head of government, as it is not a sovereign  D. Jean-Claude Gaudin",A
places_city,Carrefour,country,Haiti,What is the country of Carrefour?,France,0.0,What is the capital city of the country of Carrefour?,Port-au-Prince,What is the population of the capital city of the country of Carrefour?,"987,310",What is the area in square kilometers of the capital city of the country of Carrefour?,36.04 km²,What is the name of the department where the capital city of the country of Carrefour is located?,Ouest,What is the population of the department where the capital city of the country of Carrefour is located?,"2,943,200","['Haiti', 'France', 'Brazil', 'Canada']",Which country is Carrefour located in?,Is the country of Carrefour Haiti?,Is the country of Carrefour France?,What is a popular supermarket chain in Carrefour?,Which city is located in Haiti?,A. France  B. Haiti  C. Canada  D. Brazil,B
places_city,Olomouc,historical region,Moravia,What is the historical region of Olomouc?,Olomouc is located in the Olomouc Region of the Czech Republic,0.0,What is the capital of the historical region of Olomouc?,Brno,What is the population of the capital of the historical region of Olomouc?,"Approximately 380,000",What is the main university in the capital of the historical region of Olomouc?,Masaryk University,When was the main university in the capital of the historical region of Olomouc founded?,1919,Who was the main university in the capital of the historical region of Olomouc named after?,Tomáš Garrigue Masaryk,"['Moravia', 'Olomouc is located in the Olomouc Region of the Czech Republic', 'Bohemia', 'Silesia']",Which historical region does Olomouc belong to?,Is the historical region of Olomouc Moravia?,Is the historical region of Olomouc Olomouc is located in the Olomouc Region of the Czech Republic?,What is a famous landmark in Olomouc?,Which city is located in the historical region of Moravia?,A. Silesia  B. Moravia  C. Olomouc is located in the Olomouc Region of the Czech Republic  D. Bohemia,B
places_city,Keelung,head of government,Hsieh Kuo-liang,Who is the head of government of Keelung?,"The provided text does not specify the head of government of Keelung, so I",0.0,What is the political party of the head of government of Keelung?,Kuomintang,Who is the chairman of the political party of the head of government of Keelung?,Eric Chu,Which university did the chairman of the political party of the head of government of Keelung attend for their undergraduate studies?,National Taiwan University,In which city is the university that the chairman of the political party of the head of government of Keelung attended located?,Taipei,In which country is the city located where the university that the chairman of the political party of the head of government of Keelung attended is situated?,Taiwan,"['Hsieh Kuo-liang', 'The provided text does not specify the head of government of Keelung, so I', 'Lin Yu-chang', 'Chen Chi-mai']",Who governs Keelung?,Is Hsieh Kuo-liang the head of government of Keelung?,"Is the provided text does not specify the head of government of Keelung, so I the head of government of Keelung?",What is a famous port city in Taiwan?,Who is governed by Hsieh Kuo-liang?,"A. Chen Chi-mai  B. The provided text does not specify the head of government of Keelung, so I  C. Hsieh Kuo-liang  D. Lin Yu-chang",C
places_city,Mandalay,founded by,Mindon Min,Who was Mandalay founded by?,Mandalay was founded by the Mon people,0.0,What was the title of the person who founded Mandalay?,King of Burma,Which dynasty did the person who held the title of King of Burma and founded Mandalay belong to?,Konbaung Dynasty,Who was the predecessor of the person from the Konbaung Dynasty who founded Mandalay?,Pagan Min,Which city was the capital before Mandalay was founded by the predecessor of the person from the Konbaung Dynasty?,Amarapura,In which year did the predecessor of the person from the Konbaung Dynasty who founded Mandalay make Amarapura the capital?,1842,"['Mindon Min', 'Mandalay was founded by the Mon people', 'King Thibaw', 'Anawrahta']",Who established the city of Mandalay?,Was Mandalay founded by Mindon Min?,Was Mandalay founded by the Mon people?,What is a famous landmark in Mandalay?,Which city was founded by Mindon Min?,A. Mindon Min  B. Mandalay was founded by the Mon people  C. Anawrahta  D. King Thibaw,A
places_city,Saint-Marc,country,Haiti,What is the country of Saint-Marc?,Saint-Marc is a country located in the Caribbean,0.0,What is the capital of the country of Saint-Marc?,Port-au-Prince,What is the population of the capital of the country of Saint-Marc?,"987,310",What is the area in square kilometers of the capital of the country of Saint-Marc?,36.04 km²,What is the official language spoken in the capital of the country of Saint-Marc?,French,What is the currency used in the country where the capital of the country of Saint-Marc is located?,Haitian gourde,"['Haiti', 'Saint-Marc is a country located in the Caribbean', 'Dominican Republic', 'Jamaica']",Which country is Saint-Marc located in?,Is Haiti the country of Saint-Marc?,Is Saint-Marc a country located in the Caribbean?,What is a well-known city in Haiti?,What city is located in Haiti?,A. Saint-Marc is a country located in the Caribbean  B. Jamaica  C. Dominican Republic  D. Haiti,D
places_city,Odda Municipality,capital,Odda,What is the capital of Odda Municipality?,Bergen,0.0,What is the population of the capital of Odda Municipality?,"Approximately 7,000",What is the main industry in the capital of Odda Municipality?,Tourism,What is a popular tourist attraction in the capital of Odda Municipality?,Trolltunga,What is the height above sea level of the popular tourist attraction in the capital of Odda Municipality?,"1,100 meters",In which mountain range is the popular tourist attraction located that is in the capital of Odda Municipality?,Scandinavian Mountains,"['Odda', 'Bergen', 'Oslo', 'Stavanger']",Which city serves as the capital of Odda Municipality?,Is Odda the capital of Odda Municipality?,Is Bergen the capital of Odda Municipality?,What is a famous natural attraction in Odda Municipality?,Which municipality has Odda as its capital?,A. Oslo  B. Odda  C. Bergen  D. Stavanger,B
