topic,type,subject,relation,object,question,label,output_gemma_2_9b_it
places_city,wh,Philip of Jesus,patron saint,Mexico City,Which city's patron saint is Philip of Jesus?,Mexico City,Manila  
places_city,wh,Blois,twinned administrative body,Urbino,Which city's twinned administrative body is Blois?,Urbino,Worcester  
places_city,wh,Royal Borough of Greenwich,twinned administrative body,Maribor,Which city's twinned administrative body is Royal Borough of Greenwich?,Maribor,Shanghai
places_city,wh,Lower New York Bay,located in or next to body of water,New York City,Which city's located in or next to body of water is Lower New York Bay?,New York City,New York City  
places_city,wh,Crucifixion of Jesus,significant event,Jerusalem,Which city's significant event is Crucifixion of Jesus?,Jerusalem,Jerusalem  
places_city,wh,Krosno,twinned administrative body,Košice,Which city's twinned administrative body is Krosno?,Košice,Wolverhampton  
places_city,wh,Southampton,country,United Kingdom,What is the country of Southampton?,United Kingdom,England.  
places_city,wh,Southampton,official language,English,What is the official language of Southampton?,English,English  
places_city,wh,Majuro,twinned administrative body,Taipei,Which city's twinned administrative body is Majuro?,Taipei,Honolulu
places_city,wh,Penghu County,twinned administrative body,Tainan,Which city's twinned administrative body is Penghu County?,Tainan,Kaohsiung
places_city,wh,Tel Aviv,located in the administrative territorial entity,Tel Aviv District,What is the located in the administrative territorial entity of Tel Aviv?,Tel Aviv District,Tel Aviv.  
places_city,wh,Tel Aviv,head of government,Ron Huldai,Who is the head of government of Tel Aviv?,Ron Huldai,Mayor 
places_city,wh,Tel Aviv,country,Israel,What is the country of Tel Aviv?,Israel,Israel.  
places_city,wh,Tel Aviv,located in the administrative territorial entity,Jaffa,Which city's located in the administrative territorial entity is Tel Aviv?,Jaffa,Israel  
places_city,wh,1984 Winter Olympics,significant event,Sarajevo,Which city's significant event is 1984 Winter Olympics?,Sarajevo,Sarajevo  
places_city,wh,Kazakhstan,country,Almaty,Which city's country is Kazakhstan?,Almaty,Kazakhstan
places_city,wh,Bern,located in or next to body of water,Aare,Who is the located in or next to body of water of Bern?,Aare,Aare River  
