topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
technology_software,Microsoft Power BI,operating system,Microsoft Windows,Microsoft Windows,What is the operating system of Microsoft Power BI?,"Windows (Desktop), Web (Browser), or iOS/Android (Mobile)",0.0,"['Microsoft Windows', 'Windows (Desktop), Web (Browser), or iOS/Android (Mobile)', 'Linux', 'macOS']",Which operating system does Microsoft Power BI run on?,"A. Windows (Desktop), Web (Browser), or iOS/Android (Mobile)  B. macOS  C. Linux  D. Microsoft Windows",D,Is the operating system of Microsoft Power BI Microsoft Windows?,"Is the operating system of Microsoft Power BI Windows (Desktop), Web (Browser), or iOS/Android (Mobile)?",What type of software is Microsoft Power BI known for?,Which software runs on Microsoft Windows as its operating system?,Which company developed the operating system for Microsoft Power BI?,Microsoft,Who is the current CEO of the company that developed the operating system for Microsoft Power BI?,Satya Nadella,Which university did the current CEO of the company that developed the operating system for Microsoft Power BI attend for their undergraduate studies?,Manipal Institute of Technology,In which city is the university located where the current CEO of the company that developed the operating system for Microsoft Power BI attended for their undergraduate studies?,Manipal,In which state is the city located where the university is situated that the current CEO of the company that developed the operating system for Microsoft Power BI attended for their undergraduate studies?,Karnataka
technology_software,REBOL,programmed in,C,C,What was REBOL programmed in?,REBOL was programmed in REBOL,0.0,"['C', 'REBOL was programmed in REBOL', 'Python', 'Java']",In which programming language was REBOL developed?,A. Python  B. Java  C. REBOL was programmed in REBOL  D. C,D,Was REBOL programmed in C?,Was REBOL programmed in REBOL?,What is a notable feature of REBOL?,Which programming language was used to develop C?,Who is the creator of the language that REBOL is programmed in?,Carl Sassenrath,Which company did the creator of the language that REBOL is programmed in work for before creating REBOL?,Amiga Corporation,What was the primary product developed by the company where the creator of the language that REBOL is programmed in worked before creating REBOL?,AmigaOS,In which year was the primary product developed by the company where the creator of the language that REBOL is programmed in worked before creating REBOL released?,1985,Which company acquired the company that developed the primary product released in 1985 where the creator of the language that REBOL is programmed in worked?,Commodore International
technology_software,FSlint,programmed in,Python,Python,What was FSlint programmed in?,C++,0.0,"['Python', 'C++', 'Java', 'Ruby']",In which programming language was FSlint developed?,A. Python  B. C++  C. Java  D. Ruby,A,Was FSlint programmed in Python?,Was FSlint programmed in C++?,What is a primary function of FSlint?,Which software was programmed in Python?,Who is the developer of the programming language in which FSlint is programmed?,Guido van Rossum,Which company did the developer of the programming language in which FSlint is programmed work for in 2018?,Dropbox,In which city is the headquarters of the company where the developer of the programming language in which FSlint is programmed worked in 2018 located?,San Francisco,In which state is the city located where the headquarters of the company that employed the developer of the programming language in which FSlint is programmed in 2018 is situated?,California,In which country is the state located where the city is situated that contains the headquarters of the company that employed the developer of the programming language in which FSlint is programmed in 2018?,United States
technology_software,Deep Dungeons of Doom,publisher,Bossa Studios,Bossa Studios,What is the publisher of Deep Dungeons of Doom?,"tinyBuild  (Note: This is a response to the question ""What",0.0,"['Bossa Studios', 'tinyBuild', 'Devolver Digital', 'Team17']",Who published Deep Dungeons of Doom?,"A. Bossa Studios  B. tinyBuild  (Note: This is a response to the question ""What  C. Devolver Digital  D. Team17",A,Is Bossa Studios the publisher of Deep Dungeons of Doom?,Is tinyBuild the publisher of Deep Dungeons of Doom?,What genre is Deep Dungeons of Doom known for?,What game was published by Bossa Studios?,What other game was published by the publisher of Deep Dungeons of Doom?,Titan Souls,Who developed the game that was also published by the publisher of Deep Dungeons of Doom?,Acid Nerve,"In which year was the game developed by Acid Nerve, which was also published by the publisher of Deep Dungeons of Doom, released?",2015,"Which platform was the game released on in 2015, developed by Acid Nerve and published by the same publisher as Deep Dungeons of Doom?",PlayStation 4,Which company manufactures the platform that the game developed by Acid Nerve and published by the same publisher as Deep Dungeons of Doom was released on in 2015?,Sony
technology_software,Cladun X2,platform,Microsoft Windows,Microsoft Windows,What is the platform of Cladun X2?,"PS Vita, PS4",0.0,"['Microsoft Windows', 'PS Vita', 'PS4', 'Nintendo Switch']",On which platform can you play Cladun X2?,"A. PS4  B. PS Vita, PS4  C. Microsoft Windows  D. Nintendo Switch",C,Is the platform of Cladun X2 Microsoft Windows?,Is the platform of Cladun X2 PS Vita?,What genre is Cladun X2 known for?,Which game is available on Microsoft Windows and has a platform of Microsoft Windows?,Which company developed the game that is available on the platform Cladun X2?,Nippon Ichi Software,Who is the founder of the company that developed the game available on the platform Cladun X2?,Koichi Kitazumi,Which university did the founder of the company that developed the game available on the platform Cladun X2 attend?,Osaka University,In which city is the university located that the founder of the company who developed the game available on the platform Cladun X2 attended?,Osaka,In which country is the city located where the university is situated that the founder of the company who developed the game available on the platform Cladun X2 attended?,Japan
technology_software,Small World 2,distribution format,digital distribution,digital distribution,What is the distribution format of Small World 2?,Digital (Steam),0.0,"['digital distribution', 'Digital (Steam)', 'physical copy', 'streaming service']",In what format is Small World 2 distributed?,A. physical copy  B. digital distribution  C. Digital (Steam)  D. streaming service,B,Is the distribution format of Small World 2 digital distribution?,Is the distribution format of Small World 2 Digital (Steam)?,What genre does Small World 2 belong to?,Which game is distributed in digital distribution format?,What is the primary distribution format of Small World 2?,Digital download,Which platform primarily offers the digital download of Small World 2?,Steam,Which company operates the platform that primarily offers the digital download of Small World 2?,Valve Corporation,In which city is the headquarters of the company that operates the platform offering the digital download of Small World 2 located?,Bellevue,In which country is the state located where the city is situated that contains the headquarters of the company that operates the platform offering the digital download of Small World 2?,United States
technology_software,Inoreader,business model,freemium,freemium,What is the business model of Inoreader?,Subscription,0.0,"['freemium', 'Subscription', 'Ad-supported', 'Pay-per-use']",What type of business model does Inoreader use?,A. freemium  B. Subscription  C. Pay-per-use  D. Ad-supported,A,Is the business model of Inoreader freemium?,Is the business model of Inoreader Subscription?,What is a popular feature of Inoreader?,Which company uses the freemium business model?,What type of subscription service is part of Inoreader's business model?,Freemium,Which company offers a freemium subscription service as part of its business model?,Inoreader,What is a feature of the freemium subscription service offered by Inoreader?,RSS feed aggregation,Which platform provides RSS feed aggregation as a feature of its freemium subscription service?,Inoreader,What is the primary function of the platform that provides RSS feed aggregation as a feature of its freemium subscription service?,Content curation and reading
technology_software,Ben and Ed,game mode,single-player video game,single-player video game,What is the game mode of Ben and Ed?,Adventure,0.0,"['single-player video game', 'Adventure', 'multiplayer', 'co-op']",Which game mode does Ben and Ed feature?,A. single-player video game  B. multiplayer  C. co-op  D. Adventure,A,Is the game mode of Ben and Ed a single-player video game?,Is the game mode of Ben and Ed Adventure?,Who are the main characters in Ben and Ed?,Which game features a single-player video game mode?,What is the primary objective in the game mode of Ben and Ed?,To complete obstacle courses,What type of obstacles are present in the game mode of Ben and Ed?,Traps and hazards,What is the main character's ability to overcome the obstacles in the game mode of Ben and Ed?,Regenerative abilities,Who is the main antagonist that sets up the obstacles in the game mode of Ben and Ed?,Hans Showmaster,What is the ultimate goal of the main character in the game mode of Ben and Ed?,To rescue his friend Ed
technology_software,Backblaze,industry,cloud storage,cloud storage,What is the industry of Backblaze?,Technology (Storage),0.0,"['cloud storage', 'Technology (Storage)', 'software development', 'data analytics']",In which industry does Backblaze operate?,A. data analytics  B. Technology (Storage)  C. software development  D. cloud storage,D,Is the industry of Backblaze cloud storage?,Is the industry of Backblaze Technology (Storage)?,What is a well-known service provided by Backblaze?,Which company operates in the cloud storage industry?,Who is the CEO of the company in the industry that Backblaze operates in?,Gleb Budman,Which university did the CEO of the company in the industry that Backblaze operates in attend?,"University of California, Berkeley",In which city is the university located that the CEO of the company in the industry that Backblaze operates in attended?,Berkeley,In which state is the city located where the university that the CEO of the company in the industry that Backblaze operates in attended is situated?,California,In which country is the state located where the city is situated that contains the university the CEO of the company in the industry that Backblaze operates in attended?,United States
technology_software,Two Worlds II Castle Defense,distributed by,Steam,Steam,What was Two Worlds II Castle Defense distributed by?,"TopWare Interactive, Reality Pump Studios",0.0,"['Steam', 'TopWare Interactive, Reality Pump Studios', 'GOG.com', 'Epic Games Store']",Who was the distributor of Two Worlds II Castle Defense?,"A. Steam  B. GOG.com  C. Epic Games Store  D. TopWare Interactive, Reality Pump Studios",A,Was Two Worlds II Castle Defense distributed by Steam?,"Was Two Worlds II Castle Defense distributed by TopWare Interactive, Reality Pump Studios?",What genre does Two Worlds II Castle Defense belong to?,What game was distributed by Steam?,What is the name of the company that distributed Two Worlds II Castle Defense?,TopWare Interactive,Who is the CEO of the company that distributed Two Worlds II Castle Defense?,Dirk P. Hassinger,Which country is the company headquartered in that distributed Two Worlds II Castle Defense?,Germany,What is the capital city of the country where the company that distributed Two Worlds II Castle Defense is headquartered?,Berlin,Which river flows through the capital city of the country where the company that distributed Two Worlds II Castle Defense is headquartered?,Spree
technology_software,mystride,complies with,privacy policy,privacy policy,What does mystride comply with?,"GDPR, CCPA, and PCI-DSS",0.0,"['privacy policy', 'GDPR, CCPA, and PCI-DSS', 'data protection regulations', 'security standards']",With what does mystride comply?,"A. GDPR, CCPA, and PCI-DSS  B. privacy policy  C. security standards  D. data protection regulations",B,Does mystride comply with the privacy policy?,"Does mystride comply with GDPR, CCPA, and PCI-DSS?",What type of service does mystride provide?,What complies with the privacy policy?,Which standard does mystride comply with?,ISO 9001,Which organization issues the standard that mystride complies with?,International Organization for Standardization (ISO),In which country is the headquarters of the organization that issues the standard mystride complies with located?,Switzerland,In which city is the headquarters of the organization located that issues the standard mystride complies with?,Geneva,What is the official language of the city where the headquarters of the organization that issues the standard mystride complies with is located?,French
technology_software,TransOcean: The Shipping Company,country of origin,Germany,Germany,What is the country of origin of TransOcean: The Shipping Company?,Switzerland,0.0,"['Germany', 'Switzerland', 'France', 'Netherlands']",Which country is TransOcean: The Shipping Company originally from?,A. Netherlands  B. France  C. Germany  D. Switzerland,C,Is the country of origin of TransOcean: The Shipping Company Germany?,Is the country of origin of TransOcean: The Shipping Company Switzerland?,What type of business is TransOcean: The Shipping Company known for?,Which company has Germany as its country of origin?,What is the capital city of the country of origin of TransOcean: The Shipping Company?,Berlin,Which river flows through the capital city of the country of origin of TransOcean: The Shipping Company?,Spree,What is the length of the river that flows through the capital city of the country of origin of TransOcean: The Shipping Company?,400 kilometers,Which sea does the river that flows through the capital city of the country of origin of TransOcean: The Shipping Company eventually flow into?,Baltic Sea,"Which country borders the sea that the river flows into, which passes through the capital city of the country of origin of TransOcean: The Shipping Company?",Denmark
technology_software,Relic Hunters Zero,publisher,Akupara Games,Akupara Games,What is the publisher of Relic Hunters Zero?,Chuhai Labs,0.0,"['Akupara Games', 'Chuhai Labs', 'Devolver Digital', 'Annapurna Interactive']",Who published Relic Hunters Zero?,A. Chuhai Labs  B. Akupara Games  C. Devolver Digital  D. Annapurna Interactive,B,Is Akupara Games the publisher of Relic Hunters Zero?,Is Chuhai Labs the publisher of Relic Hunters Zero?,What genre is Relic Hunters Zero known for?,Which game is published by Akupara Games?,Who is the CEO of the publisher of Relic Hunters Zero?,Mark Venturelli,Which company did the CEO of the publisher of Relic Hunters Zero previously work for?,Critical Studio,What game was developed by the company where the CEO of the publisher of Relic Hunters Zero previously worked?,Dungeonland,Which platform was the game developed by the company where the CEO of the publisher of Relic Hunters Zero previously worked released on?,PC,Which operating system is commonly used to run the platform that the game developed by the company where the CEO of the publisher of Relic Hunters Zero previously worked was released on?,Windows
technology_software,Small World 2,has characteristic,indie game,indie game,What does Small World 2 have characteristic?,Network simulation,0.0,"['indie game', 'Network simulation', 'multiplayer mode', 'strategy elements']",What characteristic does Small World 2 possess?,A. multiplayer mode  B. strategy elements  C. indie game  D. Network simulation,C,Does Small World 2 have the characteristic of being an indie game?,Does Small World 2 have the characteristic of being a Network simulation?,What genre does Small World 2 belong to?,Which game has the characteristic of being an indie game?,What is a notable feature of Small World 2?,Digital board game,Which company developed the digital board game that is a notable feature of Small World 2?,Days of Wonder,"In which year was the company that developed the digital board game, a notable feature of Small World 2, founded?",2002,"Who acquired the company that was founded in 2002 and developed the digital board game, a notable feature of Small World 2?",Asmodee,"In which country is the headquarters of the company that acquired the developer of the digital board game, a notable feature of Small World 2, located?",France
technology_software,J-Pilot,programmed in,GTK,GTK,What was J-Pilot programmed in?,C++,0.0,"['GTK', 'C++', 'Java', 'Python']",In which programming language was J-Pilot developed?,A. GTK  B. Java  C. C++  D. Python,A,Was J-Pilot programmed in GTK?,Was J-Pilot programmed in C++?,What is a notable feature of J-Pilot?,Which software was programmed in GTK?,Who is the creator of the programming language in which J-Pilot is programmed?,Guido van Rossum,What is the name of the first version of the programming language created by the person who developed the language in which J-Pilot is programmed?,Python 0.9.0,In which year was the first version of the programming language released that was created by the person who developed the language in which J-Pilot is programmed?,1991,Which organization did the creator of the programming language in which J-Pilot is programmed join in 2005?,Google,What is the name of the project that the creator of the programming language in which J-Pilot is programmed worked on while at the organization he joined in 2005?,Google App Engine
technology_software,Chuchel,has characteristic,indie game,indie game,What does Chuchel have characteristic?,"Animated, Humorous",0.0,"['indie game', 'Animated', 'Humorous', 'Puzzle']",What characteristic does Chuchel possess?,"A. Animated, Humorous  B. Humorous  C. indie game  D. Puzzle",C,Does Chuchel have the characteristic of being an indie game?,Does Chuchel have the characteristic of being Animated?,What genre is Chuchel known for?,Which game has the characteristic of being an indie game?,What is the genre of the game that has the characteristic of Chuchel?,Adventure,Who is the developer of the game that has the characteristic of Chuchel?,Amanita Design,In which country is the developer of the game that has the characteristic of Chuchel based?,Czech Republic,What is the capital city of the country where the developer of the game that has the characteristic of Chuchel is based?,Prague,What is the population of the capital city of the country where the developer of the game that has the characteristic of Chuchel is based?,1.3 million
technology_software,Archeblade,has characteristic,indie game,indie game,What does Archeblade have characteristic?,"Sharp, Energy, Unique",0.0,"['indie game', 'Sharp', 'Energy', 'Unique']",What characteristic does Archeblade have?,"A. Energy  B. indie game  C. Sharp, Energy, Unique  D. Unique",B,Does Archeblade have the characteristic of being an indie game?,Does Archeblade have the characteristic of being Sharp?,What genre is Archeblade known for?,Which game has the characteristic of being an indie game?,What is the genre of the game that has the characteristic of Archeblade?,Fighting game,Which company developed the game that has the characteristic of Archeblade?,Codebrush Games,In which country is the company located that developed the game with the characteristic of Archeblade?,South Korea,What is the capital city of the country where the company that developed the game with the characteristic of Archeblade is located?,Seoul,What is the population of the capital city of the country where the company that developed the game with the characteristic of Archeblade is located?,Approximately 9.7 million
technology_software,KuGou,developer,Tencent Music,Tencent Music,What is the developer of KuGou?,Chang Baobao,0.0,"['Tencent Music', 'Chang Baobao', 'NetEase Music', 'Alibaba Music']",Who developed KuGou?,A. NetEase Music  B. Tencent Music  C. Chang Baobao  D. Alibaba Music,B,Is Tencent Music the developer of KuGou?,Is Chang Baobao the developer of KuGou?,What type of service is KuGou known for?,What did Tencent Music develop?,What is the name of the company that developed KuGou?,Tencent Music Entertainment,Who is the CEO of the company that developed KuGou?,Cussion Pang,Which university did the CEO of the company that developed KuGou attend?,University of Hong Kong,In which city is the university located that the CEO of the company that developed KuGou attended?,Hong Kong,In which country is the city located where the university that the CEO of the company that developed KuGou attended is situated?,China
technology_software,JDiskReport,operating system,Microsoft Windows,Microsoft Windows,What is the operating system of JDiskReport?,Java (platform-independent),0.0,"['Microsoft Windows', 'Java (platform-independent)', 'Linux', 'macOS']",Which operating system does JDiskReport run on?,A. Microsoft Windows  B. macOS  C. Java (platform-independent)  D. Linux,A,Is the operating system of JDiskReport Microsoft Windows?,Is the operating system of JDiskReport Java (platform-independent)?,What is a key feature of JDiskReport?,Which software runs on Microsoft Windows?,Which company developed the operating system that JDiskReport runs on?,Microsoft,Who is the current CEO of the company that developed the operating system that JDiskReport runs on?,Satya Nadella,Which university did the current CEO of the company that developed the operating system that JDiskReport runs on attend for their undergraduate studies?,Manipal Institute of Technology,In which city is the university located where the current CEO of the company that developed the operating system that JDiskReport runs on attended for their undergraduate studies?,Manipal,In which state is the city located where the university is situated that the current CEO of the company that developed the operating system that JDiskReport runs on attended for their undergraduate studies?,Karnataka
technology_software,Vite,operating system,cross-platform,cross-platform,What is the operating system of Vite?,Node.js (Runtime),0.0,"['cross-platform', 'Node.js (Runtime)', 'Windows', 'Linux']",Which operating system does Vite use?,A. Node.js (Runtime)  B. cross-platform  C. Windows  D. Linux,B,Is the operating system of Vite cross-platform?,Is the operating system of Vite Node.js (Runtime)?,What is a well-known feature of Vite?,Which software uses a cross-platform operating system?,What is the primary programming language used to develop the operating system that Vite runs on?,JavaScript,Who created the primary programming language used to develop the operating system that Vite runs on?,Brendan Eich,Which company was Brendan Eich working for when he created the primary programming language used to develop the operating system that Vite runs on?,Netscape Communications Corporation,In which year was the company founded that Brendan Eich was working for when he created the primary programming language used to develop the operating system that Vite runs on?,1994,Who were the founders of the company that was founded in 1994 where Brendan Eich created the primary programming language used to develop the operating system that Vite runs on?,Marc Andreessen and Jim Clark
technology_software,"Nothing, Forever",based on,Seinfeld,Seinfeld,"Who was Nothing, Forever based on?","""Narnia"" (The Chronicles of Narnia)",0.0,"['Seinfeld', 'Narnia', 'Friends', 'The Office']","What show served as the inspiration for Nothing, Forever?","A. Friends  B. ""Narnia"" (The Chronicles of Narnia)  C. Seinfeld  D. The Office",C,"Was Nothing, Forever based on Seinfeld?","Was Nothing, Forever based on Narnia?","What genre is the show Nothing, Forever known for?",Which show is based on Seinfeld?,"Who is the author of the work that Nothing, Forever is based on?",Jerry Seinfeld,"What is the profession of the author of the work that Nothing, Forever is based on?",Comedian,"Which television show was created by the comedian who authored the work that Nothing, Forever is based on?",Seinfeld,"Who co-created the television show with the comedian who authored the work that Nothing, Forever is based on?",Larry David,"Which network originally aired the television show co-created by Larry David and the comedian who authored the work that Nothing, Forever is based on?",NBC
technology_software,Strawberry,language of work or name,multiple languages,multiple languages,What is the language of work or name of Strawberry?,"English, Strawberry",0.0,"['multiple languages', 'English', 'French', 'Spanish']",In which languages is Strawberry's work or name available?,"A. French  B. multiple languages  C. English, Strawberry  D. Spanish",B,Is the language of work or name of Strawberry multiple languages?,Is the language of work or name of Strawberry English?,What is the color of a ripe Strawberry?,What is the subject that has multiple languages as its language of work or name?,What is the primary language of work or name for the Strawberry plant?,English,Which country primarily speaks the language of work or name for the Strawberry plant?,United States,What is the capital city of the country that primarily speaks the language of work or name for the Strawberry plant?,"Washington, D.C.",Which river flows through the capital city of the country that primarily speaks the language of work or name for the Strawberry plant?,Potomac River,Which ocean does the river that flows through the capital city of the country that primarily speaks the language of work or name for the Strawberry plant eventually empty into?,Atlantic Ocean
technology_software,libev,operating system,Linux,Linux,What is the operating system of libev?,libev does not have an operating system. It's a network I/,0.0,"['Linux', ""libev does not have an operating system. It's a network I/O library."", 'Windows', 'macOS']",Which operating system does libev run on?,A. Linux  B. Windows  C. libev does not have an operating system. It's a network I/  D. macOS,A,Is the operating system of libev Linux?,Is the operating system of libev 'libev does not have an operating system. It's a network I/O library.'?,What type of library is libev known to be?,Which software runs on Linux as its operating system?,Which programming language is commonly used to develop software for the operating system that libev supports?,C,Who is the creator of the programming language commonly used to develop software for the operating system that libev supports?,Dennis Ritchie,Which company did the creator of the programming language commonly used to develop software for the operating system that libev supports work for?,Bell Labs,In which year was the company founded where the creator of the programming language commonly used to develop software for the operating system that libev supports worked?,1925,Who was the founder of the company that was established in 1925 and employed the creator of the programming language commonly used to develop software for the operating system that libev supports?,Alexander Graham Bell
technology_software,Cainiao,founded by,Jack Ma,Jack Ma,Who was Cainiao founded by?,Alibaba,0.0,"['Jack Ma', 'Alibaba', 'Jeff Bezos', 'Elon Musk']",Who is the founder of Cainiao?,A. Jeff Bezos  B. Jack Ma  C. Elon Musk  D. Alibaba,B,Was Cainiao founded by Jack Ma?,Was Cainiao founded by Alibaba?,What is a well-known product or service offered by Cainiao?,Who did Jack Ma found?,Who is the founder of Cainiao married to?,Zhang Ying,Which university did the spouse of the founder of Cainiao attend?,Hangzhou Teacher's Institute,In which city is the university located that the spouse of the founder of Cainiao attended?,Hangzhou,In which province is the city located where the university that the spouse of the founder of Cainiao attended is situated?,Zhejiang,In which country is the province located where the city is situated that contains the university the spouse of the founder of Cainiao attended?,China
technology_software,Bun,copyright license,MIT License,MIT License,What is the copyright license of Bun?,CC BY-NC-SA 4.0,0.0,"['MIT License', 'CC BY-NC-SA 4.0', 'GPLv3', 'Apache License 2.0']",Under which license is Bun copyrighted?,A. GPLv3  B. Apache License 2.0  C. CC BY-NC-SA 4.0  D. MIT License,D,Is the copyright license of Bun the MIT License?,Is the copyright license of Bun CC BY-NC-SA 4.0?,What is a popular feature of Bun?,Which software uses the MIT License as its copyright license?,Who is the author of the work that has the Bun copyright license?,Jarred Sumner,What is the primary programming language used by the author of the work that has the Bun copyright license?,JavaScript,Which company is known for developing the primary programming language used by the author of the work that has the Bun copyright license?,Netscape,In which year was the company that developed the primary programming language used by the author of the work that has the Bun copyright license founded?,1994,Who was the founder of the company that developed the primary programming language used by the author of the work that has the Bun copyright license?,Marc Andreessen
technology_software,Java,copyright license,GNU General Public License,GNU General Public License,What is the copyright license of Java?,GPL/LGPL (for parts of OpenJDK) or Commercial,0.0,"['GNU General Public License', 'GPL/LGPL (for parts of OpenJDK) or Commercial', 'Apache License', 'MIT License']",Under which copyright license is Java distributed?,A. MIT License  B. GPL/LGPL (for parts of OpenJDK) or Commercial  C. Apache License  D. GNU General Public License,D,Is the copyright license of Java the GNU General Public License?,Is the copyright license of Java GPL/LGPL (for parts of OpenJDK) or Commercial?,"What programming language is known for its 'write once, run anywhere' capability?",Which programming language is distributed under the GNU General Public License?,Which company holds the copyright license for Java?,Oracle Corporation,Who is the CEO of the company that holds the copyright license for Java?,Safra Catz,Which university did the CEO of the company that holds the copyright license for Java attend?,University of Pennsylvania,In which city is the university located that the CEO of the company holding the copyright license for Java attended?,Philadelphia,In which state is the city located where the university attended by the CEO of the company holding the copyright license for Java is situated?,Pennsylvania
technology_software,Adventure Game Studio,platform,Microsoft Windows,Microsoft Windows,What is the platform of Adventure Game Studio?,AGS (Adventure Game Studio) is a platform for creating adventure games,0.0,"['Microsoft Windows', 'AGS (Adventure Game Studio) is a platform for creating adventure games', 'Linux', 'macOS']",On which platform does Adventure Game Studio run?,A. Linux  B. Microsoft Windows  C. macOS  D. AGS (Adventure Game Studio) is a platform for creating adventure games,B,Is Microsoft Windows the platform of Adventure Game Studio?,Is AGS (Adventure Game Studio) a platform for creating adventure games the platform of Adventure Game Studio?,What type of software is Adventure Game Studio known for creating?,Which software runs on Microsoft Windows as its platform?,Which operating system is a platform for Adventure Game Studio?,Windows,Who is the developer of the operating system that is a platform for Adventure Game Studio?,Microsoft,Who founded the company that developed the operating system which is a platform for Adventure Game Studio?,Bill Gates,In which year was the company founded that developed the operating system which is a platform for Adventure Game Studio?,1975,In which city was the company founded that developed the operating system which is a platform for Adventure Game Studio?,Albuquerque
technology_software,Everyday Genius: SquareLogic,language of work or name,English,English,What is the language of work or name of Everyday Genius: SquareLogic?,"SquareLogic is a puzzle game, not a language",0.0,"['English', 'SquareLogic is a puzzle game, not a language', 'Spanish', 'French']",In what language is Everyday Genius: SquareLogic created?,"A. French  B. Spanish  C. SquareLogic is a puzzle game, not a language  D. English",D,Is the language of work or name of Everyday Genius: SquareLogic English?,"Is the language of work or name of Everyday Genius: SquareLogic SquareLogic is a puzzle game, not a language?",What genre does Everyday Genius: SquareLogic belong to?,What work or name is in English?,What is the primary language of the video game Everyday Genius: SquareLogic?,English,Which country primarily speaks the language of the video game Everyday Genius: SquareLogic?,United States,What is the capital city of the country that primarily speaks the language of the video game Everyday Genius: SquareLogic?,"Washington, D.C.",Which river flows through the capital city of the country that primarily speaks the language of the video game Everyday Genius: SquareLogic?,Potomac River,Into which body of water does the river that flows through the capital city of the country that primarily speaks the language of the video game Everyday Genius: SquareLogic empty?,Chesapeake Bay
technology_software,Adventure Game Studio,copyright license,Artistic License,Artistic License,What is the copyright license of Adventure Game Studio?,Public Domain License (PD) and GPL (GNU General Public License,0.0,"['Artistic License', 'Public Domain License (PD)', 'GPL (GNU General Public License)', 'MIT License']",Under which copyright license is Adventure Game Studio released?,A. MIT License  B. Public Domain License (PD) and GPL (GNU General Public License  C. Artistic License  D. GPL (GNU General Public License),C,Is the copyright license of Adventure Game Studio the Artistic License?,Is the copyright license of Adventure Game Studio the Public Domain License (PD)?,What type of software is Adventure Game Studio known for creating?,Which software is released under the Artistic License?,Who holds the copyright license for Adventure Game Studio?,Chris Jones,What is the nationality of the person who holds the copyright license for Adventure Game Studio?,British,In which country does the person who holds the copyright license for Adventure Game Studio reside?,United Kingdom,What is the capital city of the country where the person who holds the copyright license for Adventure Game Studio resides?,London,Which river flows through the capital city of the country where the person who holds the copyright license for Adventure Game Studio resides?,River Thames
technology_software,Ben and Ed,genre,platform game,platform game,What is the genre of Ben and Ed?,Comedy,0.0,"['platform game', 'Comedy', 'RPG', 'Adventure']",Which genre does Ben and Ed belong to?,A. platform game  B. Adventure  C. Comedy  D. RPG,A,Is the genre of Ben and Ed a platform game?,Is the genre of Ben and Ed Comedy?,Who are the main characters in Ben and Ed?,Which game is a platform game?,What is the primary theme of the genre of Ben and Ed?,Zombie,Which game developer is known for creating games in the same genre as Ben and Ed?,Slipgate Studios,What is another game developed by the same developer who created games in the same genre as Ben and Ed?,Rad Rodgers,What is the main character's name in another game developed by the same developer who created games in the same genre as Ben and Ed?,Rad Rodgers,What is the primary objective of the main character in another game developed by the same developer who created games in the same genre as Ben and Ed?,To save the video game world
technology_software,The Marvellous Miss Take,distribution format,digital distribution,digital distribution,What is the distribution format of The Marvellous Miss Take?,PDF,0.0,"['digital distribution', 'PDF', 'physical copy', 'streaming']",In what format is The Marvellous Miss Take distributed?,A. digital distribution  B. streaming  C. PDF  D. physical copy,A,Is the distribution format of The Marvellous Miss Take digital distribution?,Is the distribution format of The Marvellous Miss Take PDF?,What genre does The Marvellous Miss Take belong to?,Which game is distributed in digital distribution format?,Which company is responsible for the distribution format of The Marvellous Miss Take?,Rising Star Games,Who is the CEO of the company responsible for the distribution format of The Marvellous Miss Take?,Martin Defries,Which university did the CEO of the company responsible for the distribution format of The Marvellous Miss Take attend?,University of Leeds,In which city is the university located that the CEO of the company responsible for the distribution format of The Marvellous Miss Take attended?,Leeds,In which country is the city located where the university is situated that the CEO of the company responsible for the distribution format of The Marvellous Miss Take attended?,United Kingdom
technology_software,pnpm,operating system,cross-platform,cross-platform,What is the operating system of pnpm?,Node.js,0.0,"['cross-platform', 'Node.js', 'Windows', 'Linux']",Which operating system does pnpm support?,A. Windows  B. Linux  C. Node.js  D. cross-platform,D,Is the operating system of pnpm cross-platform?,Is the operating system of pnpm Node.js?,What is a well-known feature of pnpm?,Which package manager supports cross-platform operating systems?,Which company developed the operating system that pnpm primarily supports?,Microsoft,Who is the current CEO of the company that developed the operating system that pnpm primarily supports?,Satya Nadella,Which university did the current CEO of the company that developed the operating system that pnpm primarily supports attend for their MBA?,University of Chicago,In which city is the university located where the current CEO of the company that developed the operating system that pnpm primarily supports attended for their MBA?,Chicago,In which state is the city located where the university is situated that the current CEO of the company that developed the operating system that pnpm primarily supports attended for their MBA?,Illinois
