topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
human_scientist,Hans Jenny,place of death,Dornach,Dornach,What is the place of death of Hans Jenny?,Zürich,0.0,"['Dornach', 'Zürich', 'Basel', 'Geneva']",Where did Hans Jenny pass away?,A. Zürich  B. Basel  C. Dornach  D. Geneva,C,Did Hans Jenny die in Dornach?,Did Hans Jenny die in Zürich?,What field is Hans Jenny known for?,Who died in Dornach?,What is the country of the place where Hans Jenny died?,Switzerland,What is the official language of the country where Hans Jenny died?,German,What is the population of the country where the official language is German and where Hans Jenny died?,Approximately 8.5 million,What is the capital city of the country with a population of approximately 8.5 million where Hans Jenny died?,Bern,What is the name of the river that flows through the capital city of the country where Hans Jenny died?,Aare
human_scientist,Guglielmo Marconi,conflict,World War I,World War I,What is the conflict of Guglielmo Marconi?,Radio Patent Dispute,0.0,"['World War I', 'Radio Patent Dispute', 'World War II', 'The Spanish Civil War']",In which conflict was Guglielmo Marconi involved?,A. World War II  B. World War I  C. The Spanish Civil War  D. Radio Patent Dispute,B,Was Guglielmo Marconi involved in World War I?,Was Guglielmo Marconi involved in the Radio Patent Dispute?,What is Guglielmo Marconi famous for inventing?,Who was involved in World War I?,Which conflict was Guglielmo Marconi involved in?,World War I,Which country was Guglielmo Marconi's side in the conflict he was involved in?,Italy,Who was the leader of the country that Guglielmo Marconi's side was in during the conflict he was involved in?,Vittorio Emanuele III,What was the title of the leader of the country that Guglielmo Marconi's side was in during the conflict he was involved in?,King of Italy,In which year did the leader of the country that Guglielmo Marconi's side was in during the conflict he was involved in become the King of Italy?,1900
human_scientist,Ada Yonath,influenced by,William Lipscomb,William Lipscomb,Who was Ada Yonath influenced by?,Linus Pauling,0.0,"['William Lipscomb', 'Linus Pauling', 'Rosalind Franklin', 'James Watson']",By whom was Ada Yonath influenced?,A. Linus Pauling  B. Rosalind Franklin  C. James Watson  D. William Lipscomb,D,Was Ada Yonath influenced by William Lipscomb?,Was Ada Yonath influenced by Linus Pauling?,What notable achievement is Ada Yonath known for?,Who influenced William Lipscomb?,Who was the mentor of the person who influenced Ada Yonath?,Fritz Lipmann,Which institution did the mentor of the person who influenced Ada Yonath work at?,Rockefeller University,In which city is the institution located where the mentor of the person who influenced Ada Yonath worked?,New York City,In which state is the city located where the institution is situated that the mentor of the person who influenced Ada Yonath worked?,New York,In which country is the state located where the city is situated that contains the institution the mentor of the person who influenced Ada Yonath worked?,United States
human_scientist,Nizam al-Mulk,cause of death,stab wound,stab wound,What is the cause of death of Nizam al-Mulk?,Assassination,0.0,"['stab wound', 'Assassination', 'natural causes', 'poisoning']",How did Nizam al-Mulk die?,A. stab wound  B. Assassination  C. poisoning  D. natural causes,A,Did Nizam al-Mulk die from a stab wound?,Did Nizam al-Mulk die from an assassination?,What was Nizam al-Mulk known for in his role as a vizier?,Who died from a stab wound?,Who was responsible for the cause of death of Nizam al-Mulk?,Assassins,Who was the leader of the group responsible for the cause of death of Nizam al-Mulk?,Hassan-i Sabbah,Where was the leader of the group responsible for the cause of death of Nizam al-Mulk born?,"Qom, Iran",In which province is the city located where the leader of the group responsible for the cause of death of Nizam al-Mulk was born?,Qom Province,In which country is the province located where the city is situated that is the birthplace of the leader of the group responsible for the cause of death of Nizam al-Mulk?,Iran
human_scientist,Janet Kolodner,doctoral student,Jakita Owensby Thomas,Jakita Owensby Thomas,Who is the doctoral student of Janet Kolodner?,Not specified in the provided information,0.0,"['Jakita Owensby Thomas', 'Not specified in the provided information', 'John Doe', 'Emily Smith']",Who is Janet Kolodner's doctoral student?,A. John Doe  B. Not specified in the provided information  C. Jakita Owensby Thomas  D. Emily Smith,C,Is Jakita Owensby Thomas the doctoral student of Janet Kolodner?,Is Not specified in the provided information the doctoral student of Janet Kolodner?,What is Janet Kolodner known for in her professional career?,Who is the doctoral advisor of Jakita Owensby Thomas?,Who was the doctoral student of Janet Kolodner?,Ashok Goel,Which university did the doctoral student of Janet Kolodner attend for their PhD?,Yale University,In which city is the university located where the doctoral student of Janet Kolodner attended for their PhD?,New Haven,In which state is the city located where the university is situated that the doctoral student of Janet Kolodner attended for their PhD?,Connecticut,In which country is the state located where the city is situated that contains the university the doctoral student of Janet Kolodner attended for their PhD?,United States
human_scientist,Olympia Fulvia Morata,manner of death,natural causes,natural causes,What is the manner of death of Olympia Fulvia Morata?,Poisoning,0.0,"['natural causes', 'Poisoning', 'Accident', 'Homicide']",How did Olympia Fulvia Morata die?,A. natural causes  B. Poisoning  C. Homicide  D. Accident,A,Did Olympia Fulvia Morata die of natural causes?,Did Olympia Fulvia Morata die of poisoning?,What was Olympia Fulvia Morata known for?,Who died of natural causes?,Who was the spouse of Olympia Fulvia Morata at the time of her death?,Andreas Grunthler,What was the profession of the spouse of Olympia Fulvia Morata at the time of her death?,Physician,"Which university did the spouse of Olympia Fulvia Morata, who was a physician, attend?",University of Ferrara,"In which city is the university located that the spouse of Olympia Fulvia Morata, who was a physician, attended?",Ferrara,"In which country is the city located where the university is situated that the spouse of Olympia Fulvia Morata, who was a physician, attended?",Italy
human_scientist,Lewis Elton,place of birth,Tübingen,Tübingen,What is the place of birth of Lewis Elton?,England,0.0,"['Tübingen', 'England', 'Berlin', 'Munich']",Where was Lewis Elton born?,A. Tübingen  B. England  C. Munich  D. Berlin,A,Is Lewis Elton's place of birth Tübingen?,Is Lewis Elton's place of birth England?,What is Lewis Elton known for?,Who was born in Tübingen?,What is the country of the place of birth of Lewis Elton?,Germany,What is the capital city of the country where Lewis Elton was born?,Berlin,Which river flows through the capital city of the country where Lewis Elton was born?,Spree,What is the length of the river that flows through the capital city of the country where Lewis Elton was born?,400 kilometers,Into which sea does the river that flows through the capital city of the country where Lewis Elton was born eventually drain?,Baltic Sea
human_scientist,Lawrence Summers,spouse,Elisa New,Elisa New,Who is the spouse of Lawrence Summers?,Elaine Chao,0.0,"['Elisa New', 'Elaine Chao', 'Janet Yellen', 'Hillary Clinton']",Who is married to Lawrence Summers?,A. Elaine Chao  B. Janet Yellen  C. Elisa New  D. Hillary Clinton,C,Is Elisa New the spouse of Lawrence Summers?,Is Elaine Chao the spouse of Lawrence Summers?,What is a notable position held by Lawrence Summers?,Who is the spouse of Elisa New?,Who is the sibling of the spouse of Lawrence Summers?,John R. Tyson,What company is the sibling of the spouse of Lawrence Summers associated with?,Tyson Foods,In which year was the company associated with the sibling of the spouse of Lawrence Summers founded?,1935,Who founded the company that was established in 1935 and is associated with the sibling of the spouse of Lawrence Summers?,John W. Tyson,In which state was the founder of the company associated with the sibling of the spouse of Lawrence Summers born?,Arkansas
human_scientist,Edward Waring,described by source,Brockhaus and Efron Encyclopedic Dictionary,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Edward Waring?,Edward Waring (1734-1798) was a,0.0,"['Brockhaus and Efron Encyclopedic Dictionary', 'Edward Waring (1734-1798) was a', 'Encyclopedia Britannica', 'Oxford Dictionary of National Biography']",Which source describes Edward Waring?,A. Brockhaus and Efron Encyclopedic Dictionary  B. Edward Waring (1734-1798) was a  C. Encyclopedia Britannica  D. Oxford Dictionary of National Biography,A,Is the Brockhaus and Efron Encyclopedic Dictionary the source that describes Edward Waring?,Is Edward Waring (1734-1798) was a the source that describes Edward Waring?,What field is Edward Waring known for?,Who is described by the Brockhaus and Efron Encyclopedic Dictionary?,Who is the author of the source that described Edward Waring?,John Playfair,What is the title of the work authored by John Playfair that described Edward Waring?,Biographical Account of Edward Waring,In which year was the work titled 'Biographical Account of Edward Waring' by John Playfair published?,1798,Which institution was John Playfair affiliated with when he published the 'Biographical Account of Edward Waring'?,University of Edinburgh,"In which city is the University of Edinburgh, where John Playfair was affiliated, located?",Edinburgh
human_scientist,John Paul Wild,employer,Commonwealth Scientific and Industrial Research Organisation,Commonwealth Scientific and Industrial Research Organisation,What is the employer of John Paul Wild?,John Paul Wild's employer is not specified in the provided context,0.0,"['Commonwealth Scientific and Industrial Research Organisation', ""John Paul Wild's employer is not specified in the provided context"", 'National Aeronautics and Space Administration', 'European Space Agency']",Who employed John Paul Wild?,A. John Paul Wild's employer is not specified in the provided context  B. European Space Agency  C. Commonwealth Scientific and Industrial Research Organisation  D. National Aeronautics and Space Administration,C,Is the Commonwealth Scientific and Industrial Research Organisation the employer of John Paul Wild?,Is John Paul Wild's employer not specified in the provided context?,What field is John Paul Wild known for?,Who is employed by the Commonwealth Scientific and Industrial Research Organisation?,What is the name of the organization that employed John Paul Wild?,Commonwealth Scientific and Industrial Research Organisation (CSIRO),In which country is the organization that employed John Paul Wild located?,Australia,What is the capital city of the country where the organization that employed John Paul Wild is located?,Canberra,Which major river flows through the capital city of the country where the organization that employed John Paul Wild is located?,Molonglo River,Into which lake does the major river that flows through the capital city of the country where the organization that employed John Paul Wild is located empty?,Lake Burley Griffin
human_scientist,Dēmētrios Nikolaou Darvaris,place of birth,Kleisoura,Kleisoura,What is the place of birth of Dēmētrios Nikolaou Darvaris?,Greece,0.0,"['Kleisoura', 'Greece', 'Athens', 'Thessaloniki']",Where was Dēmētrios Nikolaou Darvaris born?,A. Thessaloniki  B. Kleisoura  C. Athens  D. Greece,B,Is the place of birth of Dēmētrios Nikolaou Darvaris Kleisoura?,Is the place of birth of Dēmētrios Nikolaou Darvaris Greece?,What is a notable work or contribution of Dēmētrios Nikolaou Darvaris?,Who was born in Kleisoura?,What is the country of the place of birth of Dēmētrios Nikolaou Darvaris?,Greece,What is the capital city of the country where the place of birth of Dēmētrios Nikolaou Darvaris is located?,Athens,What is the population of the capital city of the country where the place of birth of Dēmētrios Nikolaou Darvaris is located?,"Approximately 664,046",What is the primary language spoken in the capital city of the country where the place of birth of Dēmētrios Nikolaou Darvaris is located?,Greek,What is the currency used in the country where the place of birth of Dēmētrios Nikolaou Darvaris is located?,Euro
human_scientist,Francesco Redi,described by source,Brockhaus and Efron Encyclopedic Dictionary,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Francesco Redi?,Author,0.0,"['Brockhaus and Efron Encyclopedic Dictionary', 'Author', 'Encyclopedia Britannica', 'Wikipedia']",Which source describes Francesco Redi?,A. Author  B. Brockhaus and Efron Encyclopedic Dictionary  C. Wikipedia  D. Encyclopedia Britannica,B,Is the Brockhaus and Efron Encyclopedic Dictionary the source that describes Francesco Redi?,Is the Author the source that describes Francesco Redi?,What is Francesco Redi well-known for in the field of science?,Who is described by the Brockhaus and Efron Encyclopedic Dictionary?,Who is the author that described Francesco Redi in their work?,Lazzaro Spallanzani,What is the title of the work authored by Lazzaro Spallanzani that describes Francesco Redi?,Dissertations Relative to the Natural History of Animals and Vegetables,In which year was the work 'Dissertations Relative to the Natural History of Animals and Vegetables' by Lazzaro Spallanzani published?,1784,Which institution was Lazzaro Spallanzani affiliated with when he published the work describing Francesco Redi?,University of Pavia,"In which country is the University of Pavia, where Lazzaro Spallanzani was affiliated, located?",Italy
human_scientist,John Howard Northrop,manner of death,suicide,suicide,What is the manner of death of John Howard Northrop?,Natural causes,0.0,"['suicide', 'Natural causes', 'accident', 'homicide']",How did John Howard Northrop die?,A. suicide  B. accident  C. homicide  D. Natural causes,A,Did John Howard Northrop die by suicide?,Did John Howard Northrop die of natural causes?,What was John Howard Northrop known for in his scientific career?,Who died by suicide?,What was the occupation of the person who had the same manner of death as John Howard Northrop?,Biochemist,Which university did the biochemist who had the same manner of death as John Howard Northrop work at?,"University of California, Berkeley",In which city is the university located where the biochemist who had the same manner of death as John Howard Northrop worked?,Berkeley,In which state is the city located where the university is situated that employed the biochemist who had the same manner of death as John Howard Northrop?,California,In which country is the state located where the city is situated that contains the university that employed the biochemist who had the same manner of death as John Howard Northrop?,United States
human_scientist,Aleksandr Norden,sex or gender,male,male,What is the sex or gender of Aleksandr Norden?,Not specified in the provided information,0.0,"['male', 'Not specified in the provided information', 'female', 'non-binary']",What gender does Aleksandr Norden identify as?,A. non-binary  B. Not specified in the provided information  C. male  D. female,C,Is the sex or gender of Aleksandr Norden male?,Is the sex or gender of Aleksandr Norden not specified in the provided information?,What is a notable achievement or profession of Aleksandr Norden?,Who is male in terms of sex or gender?,What is the occupation of the person with the same sex or gender as Aleksandr Norden?,Actor,Which movie features an actor with the same sex or gender as Aleksandr Norden?,Inception,Who directed the movie that features an actor with the same sex or gender as Aleksandr Norden?,Christopher Nolan,Which award did the director of the movie that features an actor with the same sex or gender as Aleksandr Norden win?,Academy Award for Best Director,In which year did the director of the movie that features an actor with the same sex or gender as Aleksandr Norden win the Academy Award for Best Director?,2018
human_scientist,Ada Yonath,work location,Weizmann Institute of Science,Weizmann Institute of Science,What is the work location of Ada Yonath?,Israel,0.0,"['Weizmann Institute of Science', 'Israel', 'Harvard University', 'MIT']",Where does Ada Yonath work?,A. Harvard University  B. Israel  C. Weizmann Institute of Science  D. MIT,C,Is the work location of Ada Yonath the Weizmann Institute of Science?,Is the work location of Ada Yonath Israel?,What notable award has Ada Yonath received?,Who works at the Weizmann Institute of Science?,Who is a notable colleague of Ada Yonath at her work location?,Aaron Ciechanover,Which university did the notable colleague of Ada Yonath at her work location attend?,Hebrew University of Jerusalem,In which city is the university located that the notable colleague of Ada Yonath attended?,Jerusalem,What is a famous landmark in the city where the university is located that the notable colleague of Ada Yonath attended?,Western Wall,In which country is the famous landmark located that is in the city where the university is situated that the notable colleague of Ada Yonath attended?,Israel
human_scientist,Maria Goeppert Mayer,spouse,Joseph Edward Mayer,Joseph Edward Mayer,Who is the spouse of Maria Goeppert Mayer?,Joseph Mayer,0.0,"['Joseph Edward Mayer', 'Joseph Mayer', 'Albert Einstein', 'Niels Bohr']",Who is married to Maria Goeppert Mayer?,A. Joseph Edward Mayer  B. Niels Bohr  C. Joseph Mayer  D. Albert Einstein,A,Is Joseph Edward Mayer the spouse of Maria Goeppert Mayer?,Is Joseph Mayer the spouse of Maria Goeppert Mayer?,What is Maria Goeppert Mayer known for in the field of physics?,Who is the spouse of Joseph Edward Mayer?,What was the profession of Maria Goeppert Mayer's spouse?,Physicist,At which university did Maria Goeppert Mayer's spouse work?,University of Chicago,In which city is the university located where Maria Goeppert Mayer's spouse worked?,Chicago,In which state is the city located where the university is situated that Maria Goeppert Mayer's spouse worked?,Illinois,In which country is the state located where the city is situated that contains the university where Maria Goeppert Mayer's spouse worked?,United States
human_scientist,Leonardo da Vinci,religion or worldview,atheism,atheism,What is the religion or worldview of Leonardo da Vinci?,Renaissance Humanism,0.0,"['atheism', 'Renaissance Humanism', 'Catholicism', 'Deism']",What belief system or religion did Leonardo da Vinci adhere to?,A. Renaissance Humanism  B. atheism  C. Deism  D. Catholicism,B,Is atheism the religion or worldview of Leonardo da Vinci?,Is Renaissance Humanism the religion or worldview of Leonardo da Vinci?,What famous painting is Leonardo da Vinci known for?,Who is associated with the religion or worldview of atheism?,What was the religion or worldview of Leonardo da Vinci's mentor?,Christianity,"Which famous artwork was created by the mentor of Leonardo da Vinci, who followed Christianity?",The Baptism of Christ,"In which city was the famous artwork created by Leonardo da Vinci's mentor, who followed Christianity, completed?",Florence,"In which country is the city located where the famous artwork created by Leonardo da Vinci's mentor, who followed Christianity, was completed?",Italy,"What is the official language of the country where the city is located that contains the famous artwork created by Leonardo da Vinci's mentor, who followed Christianity?",Italian
human_scientist,Mary Somerville,place of birth,Jedburgh,Jedburgh,What is the place of birth of Mary Somerville?,Scotland,0.0,"['Jedburgh', 'Scotland', 'Edinburgh', 'Glasgow']",Where was Mary Somerville born?,A. Jedburgh  B. Edinburgh  C. Glasgow  D. Scotland,A,Is Jedburgh the place of birth of Mary Somerville?,Is Scotland the place of birth of Mary Somerville?,What field is Mary Somerville known for?,Who was born in Jedburgh?,What is the country of the place of birth of Mary Somerville?,Scotland,What is the capital city of the country where Mary Somerville was born?,Edinburgh,Which famous castle is located in the capital city of the country where Mary Somerville was born?,Edinburgh Castle,Which historical figure is associated with the famous castle located in the capital city of the country where Mary Somerville was born?,"Mary, Queen of Scots",In which century did the historical figure associated with the famous castle in the capital city of the country where Mary Somerville was born live?,16th century
human_scientist,Andreas Böhm,place of birth,Darmstadt,Darmstadt,What is the place of birth of Andreas Böhm?,Austria,0.0,"['Darmstadt', 'Austria', 'Berlin', 'Munich']",Where was Andreas Böhm born?,A. Darmstadt  B. Berlin  C. Austria  D. Munich,A,Is Andreas Böhm's place of birth Darmstadt?,Is Andreas Böhm's place of birth Austria?,What is a notable profession of Andreas Böhm?,Who was born in Darmstadt?,What is the capital city of the country where Andreas Böhm was born?,Vienna,Which river flows through the capital city of the country where Andreas Böhm was born?,Danube,What is the length of the river that flows through the capital city of the country where Andreas Böhm was born?,"2,850 km",Which sea does the river that flows through the capital city of the country where Andreas Böhm was born empty into?,Black Sea,Which country borders the sea into which the river that flows through the capital city of the country where Andreas Böhm was born empties?,Ukraine
human_scientist,Elias Chacour,sex or gender,male,male,What is the sex or gender of Elias Chacour?,Not specified in the provided information,0.0,"['male', 'Not specified in the provided information', 'female', 'non-binary']",What gender does Elias Chacour identify as?,A. female  B. non-binary  C. Not specified in the provided information  D. male,D,Is the sex or gender of Elias Chacour male?,Is the sex or gender of Elias Chacour not specified in the provided information?,What is a notable achievement or role of Elias Chacour?,Who is male in this context?,"What is the nationality of Elias Chacour, who is male?",Palestinian,"What is the primary language spoken by the nationality of Elias Chacour, who is male?",Arabic,"What is the predominant religion of the people who speak the primary language of the nationality of Elias Chacour, who is male?",Islam,"What is the holy book of the predominant religion of the people who speak the primary language of the nationality of Elias Chacour, who is male?",Quran,"In which century was the holy book of the predominant religion of the people who speak the primary language of the nationality of Elias Chacour, who is male, revealed?",7th century
human_scientist,Ben Goldacre,notable work,Bad Pharma,Bad Pharma,What is the notable work of Ben Goldacre?,"""Bad Science""",0.0,"['Bad Pharma', 'Bad Science', 'The Doctor Will See You Now', 'Trick or Treatment?']",Which work is Ben Goldacre known for?,"A. Bad Pharma  B. Trick or Treatment?  C. ""Bad Science""  D. The Doctor Will See You Now",A,Is Ben Goldacre's notable work Bad Pharma?,Is Ben Goldacre's notable work Bad Science?,What is Ben Goldacre's profession?,Who is the author of Bad Pharma?,Who is the author of the notable work by Ben Goldacre?,Ben Goldacre,What is the genre of the notable work by Ben Goldacre?,Science,Which publisher released the notable work by Ben Goldacre?,Fourth Estate,In which year was the notable work by Ben Goldacre published?,2008,What is the title of the notable work by Ben Goldacre published in 2008?,Bad Science
human_scientist,Peter Debye,work location,Leipzig,Leipzig,What is the work location of Peter Debye?,"Leiden, Netherlands",0.0,"['Leipzig', 'Leiden, Netherlands', 'Berlin', 'Munich']",Where does Peter Debye work?,"A. Berlin  B. Munich  C. Leiden, Netherlands  D. Leipzig",D,Is Leipzig the work location of Peter Debye?,"Is Leiden, Netherlands the work location of Peter Debye?",What is Peter Debye known for in the field of science?,Who works in Leipzig?,Who was a notable colleague of Peter Debye at his work location?,Albert Einstein,Which university did the notable colleague of Peter Debye at his work location attend?,ETH Zurich,In which city is the university located that the notable colleague of Peter Debye at his work location attended?,Zurich,In which country is the city located where the university that the notable colleague of Peter Debye at his work location attended is situated?,Switzerland,What is the official language of the country where the city is located that contains the university the notable colleague of Peter Debye at his work location attended?,German
human_scientist,Pierre Adet,sex or gender,male,male,What is the sex or gender of Pierre Adet?,Not specified in the provided information,0.0,"['male', 'Not specified in the provided information', 'female', 'non-binary']",What gender is Pierre Adet?,A. female  B. male  C. Not specified in the provided information  D. non-binary,B,Is Pierre Adet's sex or gender male?,Is Pierre Adet's sex or gender not specified in the provided information?,What is Pierre Adet known for?,Who is male in this context?,Who was the spouse of Pierre Adet?,Marie-Louise Adet,What was the occupation of the spouse of Pierre Adet?,Homemaker,In which city did the spouse of Pierre Adet live?,Paris,In which country is the city located where the spouse of Pierre Adet lived?,France,What is the official language of the country where the city is located that the spouse of Pierre Adet lived in?,French
human_scientist,Mihály Szeróvay,educated at,University of Jyväskylä,University of Jyväskylä,What was Mihály Szeróvay educated at?,Budapest University of Technology and Economics,0.0,"['University of Jyväskylä', 'Budapest University of Technology and Economics', 'University of Helsinki', 'Aalto University']",Where did Mihály Szeróvay receive his education?,A. University of Jyväskylä  B. Aalto University  C. University of Helsinki  D. Budapest University of Technology and Economics,A,Was Mihály Szeróvay educated at the University of Jyväskylä?,Was Mihály Szeróvay educated at the Budapest University of Technology and Economics?,What is Mihály Szeróvay's nationality?,Who was educated at the University of Jyväskylä?,Who is a notable alumni of the institution where Mihály Szeróvay was educated?,Albert Szent-Györgyi,What significant discovery is associated with the notable alumni of the institution where Mihály Szeróvay was educated?,Vitamin C,In which year did the notable alumni of the institution where Mihály Szeróvay was educated win the Nobel Prize?,1937,Which organization awarded the Nobel Prize to the notable alumni of the institution where Mihály Szeróvay was educated?,The Nobel Assembly at the Karolinska Institute,In which country is the organization located that awarded the Nobel Prize to the notable alumni of the institution where Mihály Szeróvay was educated?,Sweden
human_scientist,Richard A. Muller,place of birth,San Francisco,San Francisco,What is the place of birth of Richard A. Muller?,United States,0.0,"['San Francisco', 'United States', 'Los Angeles', 'New York']",Where was Richard A. Muller born?,A. San Francisco  B. United States  C. Los Angeles  D. New York,A,Is Richard A. Muller’s place of birth San Francisco?,Is Richard A. Muller’s place of birth United States?,What is Richard A. Muller known for in the field of physics?,Who was born in San Francisco?,What is the capital city of the country where Richard A. Muller was born?,"Washington, D.C.",Which river runs through the capital city of the country where Richard A. Muller was born?,Potomac River,What is the name of the famous monument located near the river that runs through the capital city of the country where Richard A. Muller was born?,Washington Monument,"Who was the first president of the country where the capital city is located, which has a famous monument near the river that runs through it?",George Washington,"In which century did the first president of the country, where the capital city with a famous monument near the river is located, serve?",18th century
human_scientist,Abbé Faria,religion or worldview,Catholic Church,Catholic Church,What is the religion or worldview of Abbé Faria?,"Rationalism, Freemasonry",0.0,"['Catholic Church', 'Rationalism', 'Freemasonry', 'Buddhism']",Which religion or worldview does Abbé Faria follow?,"A. Freemasonry  B. Rationalism, Freemasonry  C. Buddhism  D. Catholic Church",D,Is Abbé Faria's religion or worldview the Catholic Church?,Is Abbé Faria's religion or worldview Rationalism?,What is Abbé Faria well-known for apart from his religion or worldview?,Who is associated with the Catholic Church in terms of religion or worldview?,What is the religion or worldview of Abbé Faria?,Christianity,Which denomination within Christianity did Abbé Faria belong to?,Roman Catholic,In which country is the denomination that Abbé Faria belonged to predominantly practiced?,Vatican City,What is the official language of the country where the denomination Abbé Faria belonged to is predominantly practiced?,Latin,Which ancient civilization primarily used the language that is the official language of the country where the denomination Abbé Faria belonged to is predominantly practiced?,Roman Empire
human_scientist,Phil Jones,sex or gender,male,male,What is the sex or gender of Phil Jones?,Not specified,0.0,"['male', 'Not specified', 'female', 'non-binary']",What gender does Phil Jones identify as?,A. male  B. female  C. non-binary  D. Not specified,A,Is the sex or gender of Phil Jones male?,Is the sex or gender of Phil Jones not specified?,What is Phil Jones known for?,Who is male in this context?,What is the profession of the person with the same sex or gender as Phil Jones?,Footballer,Which club does the footballer with the same sex or gender as Phil Jones play for?,Manchester United,In which city is the club located that the footballer with the same sex or gender as Phil Jones plays for?,Manchester,In which country is the city located where the club is situated that the footballer with the same sex or gender as Phil Jones plays for?,United Kingdom,What is the official language of the country where the city is located that contains the club the footballer with the same sex or gender as Phil Jones plays for?,English
human_scientist,Bernhard Siegert,sex or gender,male,male,What is the sex or gender of Bernhard Siegert?,Not specified in the provided information,0.0,"['male', 'Not specified in the provided information', 'female', 'non-binary']",What gender is Bernhard Siegert?,A. Not specified in the provided information  B. female  C. male  D. non-binary,C,Is the sex or gender of Bernhard Siegert male?,Is the sex or gender of Bernhard Siegert not specified in the provided information?,What is Bernhard Siegert known for?,Who is male in this context?,"What is the profession of Bernhard Siegert, who is male?",Media theorist,Which university is associated with the media theorist Bernhard Siegert?,Bauhaus University Weimar,"In which country is Bauhaus University Weimar, where media theorist Bernhard Siegert is associated, located?",Germany,What is the capital city of the country where Bauhaus University Weimar is located?,Berlin,Which river flows through the capital city of the country where Bauhaus University Weimar is located?,Spree
human_scientist,Andre Geim,doctoral student,Konstantin Novoselov,Konstantin Novoselov,Who is the doctoral student of Andre Geim?,Kostya Novoselov,0.0,"['Konstantin Novoselov', 'Kostya Novoselov', 'Albert Einstein', 'Marie Curie']",Who was mentored by Andre Geim as a doctoral student?,A. Marie Curie  B. Konstantin Novoselov  C. Albert Einstein  D. Kostya Novoselov,B,Is Konstantin Novoselov the doctoral student of Andre Geim?,Is Kostya Novoselov the doctoral student of Andre Geim?,What prestigious award did Andre Geim win?,Who is the mentor of Konstantin Novoselov?,Who is the doctoral student of Andre Geim?,Konstantin Novoselov,Which university did the doctoral student of Andre Geim attend?,University of Nijmegen,In which country is the university located that the doctoral student of Andre Geim attended?,Netherlands,What is the capital city of the country where the university attended by the doctoral student of Andre Geim is located?,Amsterdam,Which river flows through the capital city of the country where the university attended by the doctoral student of Andre Geim is located?,Amstel
human_scientist,Gerd Kaminski,educated at,University of Vienna,University of Vienna,What was Gerd Kaminski educated at?,University of Bonn,0.0,"['University of Vienna', 'University of Bonn', 'Harvard University', 'Stanford University']",Where did Gerd Kaminski receive his education?,A. University of Bonn  B. University of Vienna  C. Stanford University  D. Harvard University,B,Was Gerd Kaminski educated at the University of Vienna?,Was Gerd Kaminski educated at the University of Bonn?,What is a notable work or contribution of Gerd Kaminski?,Who was educated at the University of Vienna?,Who is a notable alumni of the institution where Gerd Kaminski was educated?,Sigmund Freud,What field is the notable alumni of the institution where Gerd Kaminski was educated known for?,Psychoanalysis,Who is a famous student of the field that the notable alumni of the institution where Gerd Kaminski was educated is known for?,Carl Jung,What is the nationality of the famous student of the field that the notable alumni of the institution where Gerd Kaminski was educated is known for?,Swiss,What is the official language of the country where the famous student of the field that the notable alumni of the institution where Gerd Kaminski was educated is known for is from?,German
human_scientist,Óscar Ichazo,place of birth,Bolivia,Bolivia,What is the place of birth of Óscar Ichazo?,Chile,0.0,"['Bolivia', 'Chile', 'Argentina', 'Peru']",Where was Óscar Ichazo born?,A. Chile  B. Argentina  C. Bolivia  D. Peru,C,Is Óscar Ichazo's place of birth Bolivia?,Is Óscar Ichazo's place of birth Chile?,What is Óscar Ichazo known for?,Who was born in Bolivia?,What is the capital city of the country where Óscar Ichazo was born?,La Paz,Which famous mountain range is near the capital city of the country where Óscar Ichazo was born?,Andes,What is the highest peak in the mountain range near the capital city of the country where Óscar Ichazo was born?,Aconcagua,In which country is the highest peak located in the mountain range near the capital city of the country where Óscar Ichazo was born?,Argentina,What is the official language of the country where the highest peak is located in the mountain range near the capital city of the country where Óscar Ichazo was born?,Spanish
human_scientist,Hans Rosling,manner of death,natural causes,natural causes,What is the manner of death of Hans Rosling?,Heart attack,0.0,"['natural causes', 'Heart attack', 'accident', 'suicide']",How did Hans Rosling pass away?,A. accident  B. suicide  C. Heart attack  D. natural causes,D,Did Hans Rosling die of natural causes?,Did Hans Rosling die of a heart attack?,What was Hans Rosling known for?,Who died of natural causes?,What disease was the manner of death of Hans Rosling?,Pancreatic cancer,Which hospital treated Hans Rosling for the disease that caused his death?,Uppsala University Hospital,In which city is the hospital located that treated Hans Rosling for the disease that caused his death?,Uppsala,In which country is the city located where the hospital that treated Hans Rosling for the disease that caused his death is situated?,Sweden,What is the official language of the country where the city is located that contains the hospital that treated Hans Rosling for the disease that caused his death?,Swedish
