subject,relation,object,question,label
Stefanie Dimmeler,educated at,University of Konstanz,What was Stefanie Dimmeler educated at?,University of Konstanz
Stefanie Dimmeler,sex or gender,female,What is the sex or gender of Stefanie Dimmeler?,female
Frank Malina,place of death,Boulogne-Billancourt,What is the place of death of Frank Malina?,Boulogne-Billancourt
Anke Bosse,employer,University of Klagenfurt,What is the employer of Anke Bosse?,University of Klagenfurt
Dēmētrios Nikolaou Darvaris,place of death,Vienna,What is the place of death of Dēmētrios Nikolaou Darvaris?,Vienna
Frank Malina,child,Roger Malina,Who is the child of Frank Malina?,Roger Malina
Frank Malina,sex or gender,male,What is the sex or gender of Frank Malina?,male
Dēmētrios Nikolaou Darvaris,place of birth,Kleisoura,What is the place of birth of Dēmētrios Nikolaou Darvaris?,Kleisoura
Melvil Dewey,religion or worldview,Christianity,What is the religion or worldview of Melvil Dewey?,Christianity
Anke Bosse,country of citizenship,Germany,What is the country of citizenship of Anke Bosse?,Germany
Anke Bosse,sex or gender,female,What is the sex or gender of Anke Bosse?,female
Dēmētrios Nikolaou Darvaris,described by source,Biographisches Lexikon des Kaiserthums Oesterreich,What is the described by source of Dēmētrios Nikolaou Darvaris?,Biographisches Lexikon des Kaiserthums Oesterreich
Anke Bosse,field of work,digital humanities,What is the field of work of Anke Bosse?,digital humanities
Melvil Dewey,child,Godfrey Dewey,Who is the child of Melvil Dewey?,Godfrey Dewey
Melvil Dewey,writing language,English,What is the writing language of Melvil Dewey?,English
Melvil Dewey,employer,Columbia University,What is the employer of Melvil Dewey?,Columbia University
Dēmētrios Nikolaou Darvaris,sex or gender,male,What is the sex or gender of Dēmētrios Nikolaou Darvaris?,male
Edmond Frémy,place of death,Paris,What is the place of death of Edmond Frémy?,Paris
Melvil Dewey,field of work,librarian,What is the field of work of Melvil Dewey?,librarian
Bernhard Siegert,employer,Bauhaus-Universität Weimar,What is the employer of Bernhard Siegert?,Bauhaus-Universität Weimar
Edmond Frémy,place of birth,Versailles,What is the place of birth of Edmond Frémy?,Versailles
Bernhard Siegert,country of citizenship,Germany,What is the country of citizenship of Bernhard Siegert?,Germany
Bernhard Siegert,sex or gender,male,What is the sex or gender of Bernhard Siegert?,male
Vladimir Shukhov,place of birth,Grayvoron,What is the place of birth of Vladimir Shukhov?,Grayvoron
Edmond Frémy,sex or gender,male,What is the sex or gender of Edmond Frémy?,male
Vladimir Shukhov,place of burial,Novodevichy Cemetery,What is the place of burial of Vladimir Shukhov?,Novodevichy Cemetery
Vladimir Shukhov,movement,constructivist architecture,What is the movement of Vladimir Shukhov?,constructivist architecture
Edmond Frémy,work location,Paris,What is the work location of Edmond Frémy?,Paris
Vladimir Shukhov,educated at,Bauman Moscow State Technical University,What was Vladimir Shukhov educated at?,Bauman Moscow State Technical University
Vladimir Shukhov,employer,Branobel,What is the employer of Vladimir Shukhov?,Branobel
Edmond Frémy,doctoral student,Pierre Paul Déhérain,Who is the doctoral student of Edmond Frémy?,Pierre Paul Déhérain
Frank Malina,doctoral advisor,Theodore von Kármán,Who is the doctoral advisor of Frank Malina?,Theodore von Kármán
Vladimir Shukhov,sex or gender,male,What is the sex or gender of Vladimir Shukhov?,male
Frank Malina,academic degree,Doctor of Philosophy,What is the academic degree of Frank Malina?,Doctor of Philosophy
Alberto Santos-Dumont,sexual orientation,non-heterosexuality,What is the sexual orientation of Alberto Santos-Dumont?,non-heterosexuality
Frank Malina,employer,California Institute of Technology,What is the employer of Frank Malina?,California Institute of Technology
Frank Malina,given name,Frank,Who is the given name of Frank Malina?,Frank
Alberto Santos-Dumont,place of birth,"Santos Dumont, Minas Gerais",Who is the place of birth of Alberto Santos-Dumont?,"Santos Dumont, Minas Gerais"
Alberto Santos-Dumont,cause of death,hanging,What is the cause of death of Alberto Santos-Dumont?,hanging
Anke Bosse,academic degree,doctorate,What is the academic degree of Anke Bosse?,doctorate
Alberto Santos-Dumont,place of burial,Cemitério de São João Batista,Who is the place of burial of Alberto Santos-Dumont?,Cemitério de São João Batista
Alberto Santos-Dumont,sex or gender,male,What is the sex or gender of Alberto Santos-Dumont?,male
Alberto Santos-Dumont,medical condition,multiple sclerosis,What is the medical condition of Alberto Santos-Dumont?,multiple sclerosis
Dawson Church,sex or gender,male,What is the sex or gender of Dawson Church?,male
Alberto Santos-Dumont,manner of death,suicide,What is the manner of death of Alberto Santos-Dumont?,suicide
Alberto Santos-Dumont,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Alberto Santos-Dumont?,Brockhaus and Efron Encyclopedic Dictionary
Alberto Santos-Dumont,hairstyle / hairlength,baldness,What is the hairstyle / hairlength of Alberto Santos-Dumont?,baldness
Maurice Bucaille,place of death,Paris,What is the place of death of Maurice Bucaille?,Paris
Alberto Santos-Dumont,given name,Alberto,Who is the given name of Alberto Santos-Dumont?,Alberto
Maurice Bucaille,place of birth,Pont-l'Évêque,What is the place of birth of Maurice Bucaille?,Pont-l'Évêque
Karl Heinrich Gräffe,country of citizenship,Germany,What is the country of citizenship of Karl Heinrich Gräffe?,Germany
Maurice Bucaille,given name,Maurice,Who is the given name of Maurice Bucaille?,Maurice
Maurice Bucaille,sex or gender,male,What is the sex or gender of Maurice Bucaille?,male
Karl Heinrich Gräffe,employer,University of Zurich,What is the employer of Karl Heinrich Gräffe?,University of Zurich
Nikolai Pirogov,native language,Russian,What is the native language of Nikolai Pirogov?,Russian
Nikolai Pirogov,field of work,medicine,What is the field of work of Nikolai Pirogov?,medicine
Nikolai Pirogov,doctoral advisor,Johann Christian Moier,Who is the doctoral advisor of Nikolai Pirogov?,Johann Christian Moier
Karl Heinrich Gräffe,sex or gender,male,What is the sex or gender of Karl Heinrich Gräffe?,male
Nikolai Pirogov,doctoral student,Georg Julius von Schultz,Who is the doctoral student of Nikolai Pirogov?,Georg Julius von Schultz
Nikolai Pirogov,sex or gender,male,What is the sex or gender of Nikolai Pirogov?,male
Nikolai Pirogov,child,Wladimir Pirogoff,Who is the child of Nikolai Pirogov?,Wladimir Pirogoff
Jim Simons,doctoral advisor,Bertram Kostant,Who is the doctoral advisor of Jim Simons?,Bertram Kostant
Nikolai Pirogov,employer,Imperial University of Dorpat,What is the employer of Nikolai Pirogov?,Imperial University of Dorpat
Pierre Adet,work location,Paris,What is the work location of Pierre Adet?,Paris
Tadeusz Reichstein,place of birth,Włocławek,What is the place of birth of Tadeusz Reichstein?,Włocławek
Tadeusz Reichstein,employer,University of Basel,What is the employer of Tadeusz Reichstein?,University of Basel
Guglielmo Marconi,place of death,Rome,What is the place of death of Guglielmo Marconi?,Rome
Guglielmo Marconi,place of burial,Basilica of Santa Croce,What is the place of burial of Guglielmo Marconi?,Basilica of Santa Croce
Guglielmo Marconi,religion or worldview,Catholicism,What is the religion or worldview of Guglielmo Marconi?,Catholicism
Tadeusz Reichstein,sex or gender,male,What is the sex or gender of Tadeusz Reichstein?,male
Guglielmo Marconi,member of political party,National Fascist Party,What is the member of political party of Guglielmo Marconi?,National Fascist Party
Guglielmo Marconi,country of citizenship,Kingdom of Italy,What is the country of citizenship of Guglielmo Marconi?,Kingdom of Italy
Guglielmo Marconi,employer,University of St Andrews,What is the employer of Guglielmo Marconi?,University of St Andrews
Guglielmo Marconi,educated at,University of Bologna,What was Guglielmo Marconi educated at?,University of Bologna
Nikolai Pirogov,manner of death,natural causes,What is the manner of death of Nikolai Pirogov?,natural causes
Guglielmo Marconi,child,Degna Marconi Paresce,Who is the child of Guglielmo Marconi?,Degna Marconi Paresce
Guglielmo Marconi,noble title,marquess,What is the noble title of Guglielmo Marconi?,marquess
Guglielmo Marconi,sex or gender,male,What is the sex or gender of Guglielmo Marconi?,male
Nikolai Pirogov,cause of death,cancer,What is the cause of death of Nikolai Pirogov?,cancer
Nikolai Pirogov,academic degree,Imperial University of Dorpat,What is the academic degree of Nikolai Pirogov?,Imperial University of Dorpat
Nikolai Pirogov,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Nikolai Pirogov?,Brockhaus and Efron Encyclopedic Dictionary
Pierre Adet,place of death,Paris,What is the place of death of Pierre Adet?,Paris
Anna Heer,sex or gender,female,What is the sex or gender of Anna Heer?,female
Anna Heer,educated at,University of Zurich,What was Anna Heer educated at?,University of Zurich
Pierre Adet,sex or gender,male,What is the sex or gender of Pierre Adet?,male
Anna Heer,partner in business or sport,Marie Heim-Vögtlin,Who is the partner in business or sport of Anna Heer?,Marie Heim-Vögtlin
Gerd Kaminski,place of birth,Vienna,What is the place of birth of Gerd Kaminski?,Vienna
Jim Simons,place of death,New York City,What is the place of death of Jim Simons?,New York City
Anna Heer,given name,Anna,Who is the given name of Anna Heer?,Anna
Gerd Kaminski,educated at,University of Vienna,What was Gerd Kaminski educated at?,University of Vienna
Anna Heer,family name,Heer,Who is the family name of Anna Heer?,Heer
Gerd Kaminski,given name,Gerd,Who is the given name of Gerd Kaminski?,Gerd
Gerd Kaminski,sex or gender,male,What is the sex or gender of Gerd Kaminski?,male
Elias Chacour,country of citizenship,Israel,What is the country of citizenship of Elias Chacour?,Israel
Jim Simons,spouse,Barbara Simons,Who is the spouse of Jim Simons?,Barbara Simons
Vladimir Smirnov,native language,Russian,What is the native language of Vladimir Smirnov?,Russian
Vladimir Smirnov,religion or worldview,Eastern Orthodox Church,What is the religion or worldview of Vladimir Smirnov?,Eastern Orthodox Church
Elias Chacour,religion or worldview,Catholic Church,What is the religion or worldview of Elias Chacour?,Catholic Church
Elias Chacour,given name,Elias,Who is the given name of Elias Chacour?,Elias
Vladimir Smirnov,doctoral advisor,Vladimir Steklov,Who is the doctoral advisor of Vladimir Smirnov?,Vladimir Steklov
Jim Simons,sex or gender,male,What is the sex or gender of Jim Simons?,male
Elias Chacour,sex or gender,male,What is the sex or gender of Elias Chacour?,male
Martin Karplus,doctoral advisor,Linus Pauling,Who is the doctoral advisor of Martin Karplus?,Linus Pauling
Martin Karplus,place of birth,Vienna,What is the place of birth of Martin Karplus?,Vienna
Martin Karplus,given name,Martin,Who is the given name of Martin Karplus?,Martin
Martin Karplus,sex or gender,male,What is the sex or gender of Martin Karplus?,male
Jean Pierre Joseph d’Arcet,work location,Paris,What is the work location of Jean Pierre Joseph d’Arcet?,Paris
Jean Pierre Joseph d’Arcet,place of death,Paris,What is the place of death of Jean Pierre Joseph d’Arcet?,Paris
Jean Pierre Joseph d’Arcet,child,Louise Pradier,Who is the child of Jean Pierre Joseph d’Arcet?,Louise Pradier
Jean Pierre Joseph d’Arcet,father,Jean Darcet,Who is the father of Jean Pierre Joseph d’Arcet?,Jean Darcet
Jean Pierre Joseph d’Arcet,place of birth,Paris,What is the place of birth of Jean Pierre Joseph d’Arcet?,Paris
Vladimir Smirnov,academic degree,professor,What is the academic degree of Vladimir Smirnov?,professor
Jean Pierre Joseph d’Arcet,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Jean Pierre Joseph d’Arcet?,Brockhaus and Efron Encyclopedic Dictionary
Jean Pierre Joseph d’Arcet,sex or gender,male,What is the sex or gender of Jean Pierre Joseph d’Arcet?,male
Alberto Granado,place of death,Havana,What is the place of death of Alberto Granado?,Havana
Alberto Granado,sex or gender,male,What is the sex or gender of Alberto Granado?,male
Elias Chacour,consecrator,Boutros Mouallem,Who is the consecrator of Elias Chacour?,Boutros Mouallem
Alberto Granado,field of work,biochemistry,What is the field of work of Alberto Granado?,biochemistry
Alberto Granado,place of birth,"Hernando, Córdoba",What is the place of birth of Alberto Granado?,"Hernando, Córdoba"
Pierre Charles Le Monnier,student,Jérôme Lalande,Who is the student of Pierre Charles Le Monnier?,Jérôme Lalande
Alberto Granado,educated at,University of Havana,What was Alberto Granado educated at?,University of Havana
Alberto Granado,second family name in Spanish name,Romero,Who is the second family name in Spanish name of Alberto Granado?,Romero
Pierre Charles Le Monnier,place of birth,Paris,What is the place of birth of Pierre Charles Le Monnier?,Paris
Pierre Charles Le Monnier,work location,Paris,What is the work location of Pierre Charles Le Monnier?,Paris
Alberto Granado,given name,Alberto,Who is the given name of Alberto Granado?,Alberto
Pierre Charles Le Monnier,educated at,French Academy of Sciences,What was Pierre Charles Le Monnier educated at?,French Academy of Sciences
Pierre Charles Le Monnier,father,Pierre Lemonnier,Who is the father of Pierre Charles Le Monnier?,Pierre Lemonnier
Pierre Charles Le Monnier,sex or gender,male,What is the sex or gender of Pierre Charles Le Monnier?,male
Guglielmo Marconi,conflict,World War I,What is the conflict of Guglielmo Marconi?,World War I
Guglielmo Marconi,manner of death,natural causes,What is the manner of death of Guglielmo Marconi?,natural causes
Guglielmo Marconi,nominated for,Nobel Prize in Physics,What was Guglielmo Marconi nominated for?,Nobel Prize in Physics
William Astbury,given name,William,Who is the given name of William Astbury?,William
Guglielmo Marconi,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Guglielmo Marconi?,Brockhaus and Efron Encyclopedic Dictionary
William Astbury,employer,University of Leeds,What is the employer of William Astbury?,University of Leeds
William Astbury,nominated for,Nobel Prize in Physiology or Medicine,What was William Astbury nominated for?,Nobel Prize in Physiology or Medicine
William Astbury,country of citizenship,United Kingdom,What is the country of citizenship of William Astbury?,United Kingdom
William Astbury,place of birth,Stoke-on-Trent,What is the place of birth of William Astbury?,Stoke-on-Trent
William Astbury,sex or gender,male,What is the sex or gender of William Astbury?,male
William Astbury,doctoral advisor,William Henry Bragg,Who is the doctoral advisor of William Astbury?,William Henry Bragg
Vladimir Smirnov,educated at,Saint Petersburg State University,What was Vladimir Smirnov educated at?,Saint Petersburg State University
Vladimir Smirnov,sex or gender,male,What is the sex or gender of Vladimir Smirnov?,male
Francis Bacon,movement,empiricism,What is the movement of Francis Bacon?,empiricism
Francis Bacon,place of burial,"St Michael's Church, St Albans",What is the place of burial of Francis Bacon?,"St Michael's Church, St Albans"
Francis Bacon,noble title,viscount,What is the noble title of Francis Bacon?,viscount
Francis Bacon,mother,Anne Bacon,Who is the mother of Francis Bacon?,Anne Bacon
Francis Bacon,spouse,Alice Barnham,Who is the spouse of Francis Bacon?,Alice Barnham
Francis Bacon,father,Nicholas Bacon,Who is the father of Francis Bacon?,Nicholas Bacon
Francis Bacon,country of citizenship,Kingdom of England,What is the country of citizenship of Francis Bacon?,Kingdom of England
Francis Bacon,sex or gender,male,What is the sex or gender of Francis Bacon?,male
David P. Lane,educated at,University College London,What was David P. Lane educated at?,University College London
David P. Lane,place of birth,Wimbledon,What is the place of birth of David P. Lane?,Wimbledon
Francis Bacon,given name,Francis,Who is the given name of Francis Bacon?,Francis
Francis Bacon,manner of death,natural causes,What is the manner of death of Francis Bacon?,natural causes
David P. Lane,sex or gender,male,What is the sex or gender of David P. Lane?,male
Hans Conrad Escher von der Linth,given name,Hans,Who is the given name of Hans Conrad Escher von der Linth?,Hans
Hans Conrad Escher von der Linth,family name,Escher,Who is the family name of Hans Conrad Escher von der Linth?,Escher
Lawrence Summers,field of work,economics,What is the field of work of Lawrence Summers?,economics
Hans Conrad Escher von der Linth,sex or gender,male,What is the sex or gender of Hans Conrad Escher von der Linth?,male
Lawrence Summers,member of political party,Democratic Party,What is the member of political party of Lawrence Summers?,Democratic Party
Hans Conrad Escher von der Linth,child,Arnold Escher von der Linth,Who is the child of Hans Conrad Escher von der Linth?,Arnold Escher von der Linth
Anatoli Blagonravov,member of political party,Communist Party of the Soviet Union,What is the member of political party of Anatoli Blagonravov?,Communist Party of the Soviet Union
Anatoli Blagonravov,field of work,mechanics,What is the field of work of Anatoli Blagonravov?,mechanics
Lawrence Summers,place of birth,New Haven,What is the place of birth of Lawrence Summers?,New Haven
Lawrence Summers,mother,Anita Summers,Who is the mother of Lawrence Summers?,Anita Summers
Lawrence Summers,spouse,Elisa New,Who is the spouse of Lawrence Summers?,Elisa New
Anatoli Blagonravov,place of burial,Novodevichy Cemetery,What is the place of burial of Anatoli Blagonravov?,Novodevichy Cemetery
Anatoli Blagonravov,employer,Institute of Machines Science,What is the employer of Anatoli Blagonravov?,Institute of Machines Science
Anatoli Blagonravov,sex or gender,male,What is the sex or gender of Anatoli Blagonravov?,male
Ernst Öpik,child,Helgi Öpik,Who is the child of Ernst Öpik?,Helgi Öpik
Ernst Öpik,doctoral student,Grigory Kuzmin,Who is the doctoral student of Ernst Öpik?,Grigory Kuzmin
Benedikt Buchner,employer,University of Bremen,What is the employer of Benedikt Buchner?,University of Bremen
Benedikt Buchner,educated at,University of Augsburg,What was Benedikt Buchner educated at?,University of Augsburg
Ernst Öpik,sex or gender,male,What is the sex or gender of Ernst Öpik?,male
Nikolai Nadezhdin,sex or gender,male,What is the sex or gender of Nikolai Nadezhdin?,male
Tamara Braun,native language,English,What is the native language of Tamara Braun?,English
Benedikt Buchner,sex or gender,male,What is the sex or gender of Benedikt Buchner?,male
Tamara Braun,field of work,digital humanities,What is the field of work of Tamara Braun?,digital humanities
Tamara Braun,employer,University of Stuttgart,What is the employer of Tamara Braun?,University of Stuttgart
Bernd Nilius,given name,Bernd,Who is the given name of Bernd Nilius?,Bernd
Tamara Braun,sex or gender,female,What is the sex or gender of Tamara Braun?,female
Tamara Braun,place of birth,Evanston,What is the place of birth of Tamara Braun?,Evanston
Mihály Szeróvay,sport,association football,What is the sport of Mihály Szeróvay?,association football
Mihály Szeróvay,position played on team / speciality,goalkeeper,What is the position played on team / speciality of Mihály Szeróvay?,goalkeeper
Mihály Szeróvay,educated at,University of Jyväskylä,What was Mihály Szeróvay educated at?,University of Jyväskylä
Mihály Szeróvay,place of birth,Budapest,What is the place of birth of Mihály Szeróvay?,Budapest
Susumu Tonegawa,academic degree,Doctor of Philosophy,What is the academic degree of Susumu Tonegawa?,Doctor of Philosophy
Mihály Szeróvay,sex or gender,male,What is the sex or gender of Mihály Szeróvay?,male
Lazare Carnot,work location,Paris,What is the work location of Lazare Carnot?,Paris
Susumu Tonegawa,student,Adrian Hayday,Who is the student of Susumu Tonegawa?,Adrian Hayday
William Perry,work location,Stanford,What is the work location of William Perry?,Stanford
Harrison Schmitt,astronaut mission,Apollo 17,What is the astronaut mission of Harrison Schmitt?,Apollo 17
Lazare Carnot,conflict,Napoleonic Wars,What is the conflict of Lazare Carnot?,Napoleonic Wars
Lazare Carnot,family name,Carnot,Who is the family name of Lazare Carnot?,Carnot
Harrison Schmitt,family name,Schmitt,Who is the family name of Harrison Schmitt?,Schmitt
William Perry,family name,Perry,Who is the family name of William Perry?,Perry
William Perry,given name,William,Who is the given name of William Perry?,William
Alfred Jante,country of citizenship,Germany,What is the country of citizenship of Alfred Jante?,Germany
Charles K. Kao,work location,Hong Kong,What is the work location of Charles K. Kao?,Hong Kong
Alfred Jante,employer,TU Dresden,What is the employer of Alfred Jante?,TU Dresden
Alfred Jante,sex or gender,male,What is the sex or gender of Alfred Jante?,male
Charles K. Kao,manner of death,natural causes,What is the manner of death of Charles K. Kao?,natural causes
Charles K. Kao,given name,Charles,Who is the given name of Charles K. Kao?,Charles
Charles K. Kao,family name,Gao,Who is the family name of Charles K. Kao?,Gao
Lawrence Summers,academic degree,doctorate,What is the academic degree of Lawrence Summers?,doctorate
Lawrence Summers,doctoral advisor,Martin Feldstein,Who is the doctoral advisor of Lawrence Summers?,Martin Feldstein
Lawrence Summers,religion or worldview,Judaism,What is the religion or worldview of Lawrence Summers?,Judaism
Lawrence Summers,student,Sheryl Sandberg,Who is the student of Lawrence Summers?,Sheryl Sandberg
Lennart Nilsson,place of death,Stockholm,What is the place of death of Lennart Nilsson?,Stockholm
Lennart Nilsson,employer,Karolinska Institutet,What is the employer of Lennart Nilsson?,Karolinska Institutet
Brigitte Jockusch,place of birth,Berlin,What is the place of birth of Brigitte Jockusch?,Berlin
Brigitte Jockusch,country of citizenship,Germany,What is the country of citizenship of Brigitte Jockusch?,Germany
Francis Bacon,writing language,English,What is the writing language of Francis Bacon?,English
Brigitte Jockusch,sex or gender,female,What is the sex or gender of Brigitte Jockusch?,female
Lennart Nilsson,sex or gender,male,What is the sex or gender of Lennart Nilsson?,male
Brigitte Jockusch,employer,Technical University of Braunschweig,What is the employer of Brigitte Jockusch?,Technical University of Braunschweig
Lennart Nilsson,notable work,A Child Is Born,What is the notable work of Lennart Nilsson?,A Child Is Born
Lennart Nilsson,family name,Nilsson,Who is the family name of Lennart Nilsson?,Nilsson
Hans R. Camenzind,given name,Hans,Who is the given name of Hans R. Camenzind?,Hans
Ernst Öpik,conflict,Russian Civil War,What is the conflict of Ernst Öpik?,Russian Civil War
Nikolai Nadezhdin,writing language,Russian,What is the writing language of Nikolai Nadezhdin?,Russian
Nikolai Nadezhdin,academic degree,Doctor of Philosophy,What is the academic degree of Nikolai Nadezhdin?,Doctor of Philosophy
Hans R. Camenzind,sex or gender,male,What is the sex or gender of Hans R. Camenzind?,male
Ernst Öpik,given name,Ernst,Who is the given name of Ernst Öpik?,Ernst
Nikolai Nadezhdin,place of burial,Smolenskoye Orthodox Cemetery,What is the place of burial of Nikolai Nadezhdin?,Smolenskoye Orthodox Cemetery
Nikolai Nadezhdin,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Nikolai Nadezhdin?,Brockhaus and Efron Encyclopedic Dictionary
Harald Rose,educated at,Technical University of Darmstadt,What was Harald Rose educated at?,Technical University of Darmstadt
Harald Rose,country of citizenship,Germany,What is the country of citizenship of Harald Rose?,Germany
Harald Rose,family name,Rose,What is the family name of Harald Rose?,Rose
Anatoli Blagonravov,professorship,full professor,What is the professorship of Anatoli Blagonravov?,full professor
Harald Rose,sex or gender,male,What is the sex or gender of Harald Rose?,male
Benjamin Constant,educated at,University of Edinburgh,What was Benjamin Constant educated at?,University of Edinburgh
Harald Rose,given name,Harald,Who is the given name of Harald Rose?,Harald
Benjamin Constant,place of death,Paris,What is the place of death of Benjamin Constant?,Paris
Benjamin Constant,sex or gender,male,What is the sex or gender of Benjamin Constant?,male
Benjamin Constant,spouse,Charlotte de Constant de Rebecque (1769-1845),Who is the spouse of Benjamin Constant?,Charlotte de Constant de Rebecque (1769-1845)
Benjamin Constant,genre,novel,What is the genre of Benjamin Constant?,novel
Konstantin Tsiolkovskii,religion or worldview,atheism,What is the religion or worldview of Konstantin Tsiolkovskii?,atheism
Konstantin Tsiolkovskii,medical condition,deafness,What is the medical condition of Konstantin Tsiolkovskii?,deafness
Konstantin Tsiolkovskii,place of birth,Izhevskoe,Who is the place of birth of Konstantin Tsiolkovskii?,Izhevskoe
Konstantin Tsiolkovskii,field of work,astronautics,What is the field of work of Konstantin Tsiolkovskii?,astronautics
Konstantin Tsiolkovskii,sex or gender,male,What is the sex or gender of Konstantin Tsiolkovskii?,male
Konstantin Tsiolkovskii,influenced by,Jules Verne,Who was Konstantin Tsiolkovskii influenced by?,Jules Verne
Ron Rivest,doctoral advisor,Robert W. Floyd,Who is the doctoral advisor of Ron Rivest?,Robert W. Floyd
Ron Rivest,employer,Massachusetts Institute of Technology,What is the employer of Ron Rivest?,Massachusetts Institute of Technology
Ron Rivest,sex or gender,male,What is the sex or gender of Ron Rivest?,male
Edward Waring,employer,University of Cambridge,What is the employer of Edward Waring?,University of Cambridge
Benjamin Constant,work location,Paris,What is the work location of Benjamin Constant?,Paris
Robert Dilts,residence,Santa Cruz,What is the residence of Robert Dilts?,Santa Cruz
Edward Waring,doctoral student,John Dawson,Who is the doctoral student of Edward Waring?,John Dawson
Benjamin Constant,notable work,Adolphe,Who is the notable work of Benjamin Constant?,Adolphe
Robert Dilts,sex or gender,male,What is the sex or gender of Robert Dilts?,male
Edward Waring,sex or gender,male,What is the sex or gender of Edward Waring?,male
Robert Dilts,given name,Robert,Who is the given name of Robert Dilts?,Robert
Benjamin Constant,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Benjamin Constant?,Brockhaus and Efron Encyclopedic Dictionary
Louis de Jaucourt,place of birth,Paris,What is the place of birth of Louis de Jaucourt?,Paris
Louis de Jaucourt,place of death,Compiègne,What is the place of death of Louis de Jaucourt?,Compiègne
Alfred Rammelmeyer,work location,Marburg,What is the work location of Alfred Rammelmeyer?,Marburg
Louis de Jaucourt,sex or gender,male,What is the sex or gender of Louis de Jaucourt?,male
Otto Immisch,writing language,German,What is the writing language of Otto Immisch?,German
Abraham of Worms,place of death,Worms,What is the place of death of Abraham of Worms?,Worms
Abraham of Worms,sex or gender,male,What is the sex or gender of Abraham of Worms?,male
Otto Immisch,place of death,Freiburg im Breisgau,What is the place of death of Otto Immisch?,Freiburg im Breisgau
Abraham of Worms,given name,Abraham,Who is the given name of Abraham of Worms?,Abraham
Abraham of Worms,occupation,scientist,What is the occupation of Abraham of Worms?,scientist
Otto Immisch,academic degree,doctorate,What is the academic degree of Otto Immisch?,doctorate
Paul Dirac,country of citizenship,United Kingdom,What is the country of citizenship of Paul Dirac?,United Kingdom
Otto Immisch,sex or gender,male,What is the sex or gender of Otto Immisch?,male
Otto Immisch,given name,Otto,Who is the given name of Otto Immisch?,Otto
Paul Dirac,doctoral advisor,Ralph H. Fowwlerr,Who is the doctoral advisor of Paul Dirac?,Ralph H. Fowwlerr
Paul Dirac,place of birth,Bristol,What is the place of birth of Paul Dirac?,Bristol
Edward Waring,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Edward Waring?,Brockhaus and Efron Encyclopedic Dictionary
Paul Dirac,religion or worldview,deism,What is the religion or worldview of Paul Dirac?,deism
Edward Waring,student,John Dawson,Who is the student of Edward Waring?,John Dawson
Edward Waring,given name,Edward,Who is the given name of Edward Waring?,Edward
Ron Rivest,given name,Ronald,Who is the given name of Ron Rivest?,Ronald
Hamza Hakimzade Niyazi,religion or worldview,atheism,What is the religion or worldview of Hamza Hakimzade Niyazi?,atheism
Hamza Hakimzade Niyazi,member of political party,Communist Party of the Soviet Union,What is the member of political party of Hamza Hakimzade Niyazi?,Communist Party of the Soviet Union
Sergei Izotov,educated at,Peter the Great Saint Petersburg State Polytechnical University,Who was Sergei Izotov educated at?,Peter the Great Saint Petersburg State Polytechnical University
Clay Shirky,educated at,Yale University,What was Clay Shirky educated at?,Yale University
Sergei Izotov,field of work,aircraft industry,What is the field of work of Sergei Izotov?,aircraft industry
Sergei Izotov,described by source,Aviat︠s︡ii︠a︡ Rossii : biograficheskai︠a︡ ėnt︠s︡iklopedii︠a︡ : 1909-2009 : A--I︠A︡,What is the described by source of Sergei Izotov?,Aviat︠s︡ii︠a︡ Rossii : biograficheskai︠a︡ ėnt︠s︡iklopedii︠a︡ : 1909-2009 : A--I︠A︡
Clay Shirky,employer,New York University,What is the employer of Clay Shirky?,New York University
Clay Shirky,field of work,Internet culture,What is the field of work of Clay Shirky?,Internet culture
Hamza Hakimzade Niyazi,sex or gender,male,What is the sex or gender of Hamza Hakimzade Niyazi?,male
Hamza Hakimzade Niyazi,writing language,Uzbek,What is the writing language of Hamza Hakimzade Niyazi?,Uzbek
Clay Shirky,place of birth,Columbia,What is the place of birth of Clay Shirky?,Columbia
Hamza Hakimzade Niyazi,manner of death,homicide,What is the manner of death of Hamza Hakimzade Niyazi?,homicide
Sergei Izotov,sex or gender,male,What is the sex or gender of Sergei Izotov?,male
Clay Shirky,sex or gender,male,What is the sex or gender of Clay Shirky?,male
Hamza Hakimzade Niyazi,cause of death,stoning,What is the cause of death of Hamza Hakimzade Niyazi?,stoning
Aleksandr Norden,place of birth,Saratov,What is the place of birth of Aleksandr Norden?,Saratov
Aleksandr Norden,employer,Kazan Federal University,What is the employer of Aleksandr Norden?,Kazan Federal University
Abraham von Humbert,place of birth,Berlin,What is the place of birth of Abraham von Humbert?,Berlin
Aleksandr Norden,educated at,Moscow State University,What was Aleksandr Norden educated at?,Moscow State University
Abraham von Humbert,country of citizenship,Germany,What is the country of citizenship of Abraham von Humbert?,Germany
Abraham von Humbert,place of death,Berlin,What is the place of death of Abraham von Humbert?,Berlin
