subject,relation,object,question,label
John S. Robinson,educated at,Williams College,What was John S. Robinson educated at?,Williams College
John Ashcroft,place of birth,Chicago,What is the place of birth of John Ashcroft?,Chicago
John Ashcroft,work location,"Washington, D.C.",What is the work location of John Ashcroft?,"Washington, D.C."
John Ashcroft,sex or gender,male,What is the sex or gender of John Ashcroft?,male
Thomas Monteagle Bayly,educated at,Princeton University,What was Thomas Monteagle Bayly educated at?,Princeton University
Thomas Monteagle Bayly,member of political party,Federalist Party,What is the member of political party of Thomas Monteagle Bayly?,Federalist Party
Samuel Lewis Hays,member of political party,Democratic Party,What is the member of political party of Samuel Lewis Hays?,Democratic Party
Samuel Lewis Hays,work location,"Washington, D.C.",What is the work location of Samuel Lewis Hays?,"Washington, D.C."
John Ashcroft,given name,John,Who is the given name of John Ashcroft?,John
Samuel Lewis Hays,place of birth,Clarksburg,What is the place of birth of Samuel Lewis Hays?,Clarksburg
Thomas Monteagle Bayly,sex or gender,male,What is the sex or gender of Thomas Monteagle Bayly?,male
Thomas Monteagle Bayly,place of birth,Accomack County,What is the place of birth of Thomas Monteagle Bayly?,Accomack County
Samuel Lewis Hays,sex or gender,male,What is the sex or gender of Samuel Lewis Hays?,male
Samuel Lewis Hays,social classification,slave owner,What is the social classification of Samuel Lewis Hays?,slave owner
Thomas Monteagle Bayly,place of death,Accomac,What is the place of death of Thomas Monteagle Bayly?,Accomac
Jo Ann Emerson,work location,"Washington, D.C.",What is the work location of Jo Ann Emerson?,"Washington, D.C."
Samuel Lewis Hays,given name,Samuel,Who is the given name of Samuel Lewis Hays?,Samuel
Jo Ann Emerson,spouse,Norvell William Emerson,Who is the spouse of Jo Ann Emerson?,Norvell William Emerson
Jo Ann Emerson,place of birth,Bethesda,What is the place of birth of Jo Ann Emerson?,Bethesda
Samuel Lewis Hays,occupation,politician,What is the occupation of Samuel Lewis Hays?,politician
Jo Ann Emerson,occupation,politician,What is the occupation of Jo Ann Emerson?,politician
Jo Ann Emerson,sex or gender,female,What is the sex or gender of Jo Ann Emerson?,female
Jonas P. Phoenix,member of political party,Whig Party,What is the member of political party of Jonas P. Phoenix?,Whig Party
Jonas P. Phoenix,occupation,politician,What is the occupation of Jonas P. Phoenix?,politician
Jo Ann Emerson,employer,National Rural Electric Cooperative Association,What is the employer of Jo Ann Emerson?,National Rural Electric Cooperative Association
Edward Joseph Kelly,work location,Chicago,What is the work location of Edward Joseph Kelly?,Chicago
Edward Joseph Kelly,religion or worldview,Catholicism,What is the religion or worldview of Edward Joseph Kelly?,Catholicism
Jonas P. Phoenix,sex or gender,male,What is the sex or gender of Jonas P. Phoenix?,male
Edward Joseph Kelly,place of death,Chicago,What is the place of death of Edward Joseph Kelly?,Chicago
Jonas P. Phoenix,father,Daniel Phoenix,Who is the father of Jonas P. Phoenix?,Daniel Phoenix
Edward Joseph Kelly,given name,Edward,Who is the given name of Edward Joseph Kelly?,Edward
Thomas Monteagle Bayly,work location,"Washington, D.C.",What is the work location of Thomas Monteagle Bayly?,"Washington, D.C."
Jonas P. Phoenix,place of death,New York City,What is the place of death of Jonas P. Phoenix?,New York City
Edward Joseph Kelly,place of birth,Chicago,What is the place of birth of Edward Joseph Kelly?,Chicago
Edward Joseph Kelly,employer,Metropolitan Water Reclamation District of Greater Chicago,What is the employer of Edward Joseph Kelly?,Metropolitan Water Reclamation District of Greater Chicago
Edward Joseph Kelly,member of political party,Democratic Party,What is the member of political party of Edward Joseph Kelly?,Democratic Party
Thomas Monteagle Bayly,social classification,slave owner,What is the social classification of Thomas Monteagle Bayly?,slave owner
Edward Joseph Kelly,family name,Kelly,Who is the family name of Edward Joseph Kelly?,Kelly
Herbert B. Maw,member of political party,Democratic Party,What is the member of political party of Herbert B. Maw?,Democratic Party
Edward Joseph Kelly,sex or gender,male,What is the sex or gender of Edward Joseph Kelly?,male
Herbert B. Maw,place of death,Salt Lake City,What is the place of death of Herbert B. Maw?,Salt Lake City
David A. Bokee,member of political party,Whig Party,What is the member of political party of David A. Bokee?,Whig Party
Thomas Monteagle Bayly,conflict,War of 1812,What is the conflict of Thomas Monteagle Bayly?,War of 1812
Karl Rove,has written for,The Wall Street Journal,What does Karl Rove have written for?,The Wall Street Journal
Herbert B. Maw,employer,University of Utah,What is the employer of Herbert B. Maw?,University of Utah
Herbert B. Maw,place of burial,Salt Lake City Cemetery,What is the place of burial of Herbert B. Maw?,Salt Lake City Cemetery
David A. Bokee,place of death,"Washington, D.C.",What is the place of death of David A. Bokee?,"Washington, D.C."
David A. Bokee,place of birth,New York City,What is the place of birth of David A. Bokee?,New York City
Herbert B. Maw,religion or worldview,The Church of Jesus Christ of Latter-day Saints,What is the religion or worldview of Herbert B. Maw?,The Church of Jesus Christ of Latter-day Saints
Karl Rove,given name,Karl,Who is the given name of Karl Rove?,Karl
Herbert B. Maw,sex or gender,male,What is the sex or gender of Herbert B. Maw?,male
Rick Lazio,work location,"Washington, D.C.",What is the work location of Rick Lazio?,"Washington, D.C."
Thomas Monteagle Bayly,given name,Thomas,Who is the given name of Thomas Monteagle Bayly?,Thomas
Hempstead Washburne,place of death,Chicago,What is the place of death of Hempstead Washburne?,Chicago
Herbert B. Maw,conflict,World War I,What is the conflict of Herbert B. Maw?,World War I
Hempstead Washburne,place of burial,Graceland Cemetery,What is the place of burial of Hempstead Washburne?,Graceland Cemetery
Hempstead Washburne,place of birth,Chicago,What is the place of birth of Hempstead Washburne?,Chicago
David A. Bokee,sex or gender,male,What is the sex or gender of David A. Bokee?,male
David A. Bokee,work location,"Washington, D.C.",What is the work location of David A. Bokee?,"Washington, D.C."
Hempstead Washburne,sex or gender,male,What is the sex or gender of Hempstead Washburne?,male
William Trousdale,conflict,Mexican-American War,What is the conflict of William Trousdale?,Mexican-American War
Herbert B. Maw,given name,Herbert,Who is the given name of Herbert B. Maw?,Herbert
William Trousdale,member of political party,Democratic Party,What is the member of political party of William Trousdale?,Democratic Party
William Trousdale,military branch,United States Army,What is the military branch of William Trousdale?,United States Army
David A. Bokee,given name,David,Who is the given name of David A. Bokee?,David
Abel Huntington,work location,"Washington, D.C.",What is the work location of Abel Huntington?,"Washington, D.C."
William Trousdale,place of birth,Orange County,What is the place of birth of William Trousdale?,Orange County
William Trousdale,military or police rank,general,What is the military or police rank of William Trousdale?,general
William Trousdale,sex or gender,male,What is the sex or gender of William Trousdale?,male
William Trousdale,given name,William,Who is the given name of William Trousdale?,William
Abel Huntington,sex or gender,male,What is the sex or gender of Abel Huntington?,male
Jonas P. Phoenix,given name,Jonas,Who is the given name of Jonas P. Phoenix?,Jonas
Abel Huntington,given name,Abel,Who is the given name of Abel Huntington?,Abel
Abel Huntington,member of political party,Democratic Party,What is the member of political party of Abel Huntington?,Democratic Party
Jonas P. Phoenix,work location,"Washington, D.C.",What is the work location of Jonas P. Phoenix?,"Washington, D.C."
Abel Huntington,occupation,politician,What is the occupation of Abel Huntington?,politician
Lewis Maxwell,place of birth,Chester County,What is the place of birth of Lewis Maxwell?,Chester County
Thomas Hoyne,place of birth,New York City,What is the place of birth of Thomas Hoyne?,New York City
Abel Huntington,place of burial,South End Cemetery,What is the place of burial of Abel Huntington?,South End Cemetery
Thomas Hoyne,occupation,lawyer,What is the occupation of Thomas Hoyne?,lawyer
Nina Andreyeva,political ideology,Marxism–Leninism,What is the political ideology of Nina Andreyeva?,Marxism–Leninism
Nina Andreyeva,native language,Russian,What is the native language of Nina Andreyeva?,Russian
Nina Andreyeva,member of political party,Communist Party of the Soviet Union,What is the member of political party of Nina Andreyeva?,Communist Party of the Soviet Union
Yegor Gaidar,native language,Russian,What is the native language of Yegor Gaidar?,Russian
Nina Andreyeva,manner of death,natural causes,What is the manner of death of Nina Andreyeva?,natural causes
Nina Andreyeva,religion or worldview,atheism,What is the religion or worldview of Nina Andreyeva?,atheism
Yegor Gaidar,cause of death,edema,What is the cause of death of Yegor Gaidar?,edema
Nina Andreyeva,employer,Saint Petersburg State Institute of Technology,What is the employer of Nina Andreyeva?,Saint Petersburg State Institute of Technology
Nina Andreyeva,educated at,Saint Petersburg State Institute of Technology,What was Nina Andreyeva educated at?,Saint Petersburg State Institute of Technology
Nina Andreyeva,sex or gender,female,What is the sex or gender of Nina Andreyeva?,female
Yegor Gaidar,place of burial,Novodevichy Cemetery,What is the place of burial of Yegor Gaidar?,Novodevichy Cemetery
Yegor Gaidar,religion or worldview,agnosticism,What is the religion or worldview of Yegor Gaidar?,agnosticism
Yegor Gaidar,father,Timur Gaidar,Who is the father of Yegor Gaidar?,Timur Gaidar
Sergei Yushenkov,member of political party,Communist Party of the Soviet Union,What is the member of political party of Sergei Yushenkov?,Communist Party of the Soviet Union
Roman Abramovich,place of birth,Saratov,What is the place of birth of Roman Abramovich?,Saratov
Sergei Yushenkov,place of burial,Vagankovo Cemetery,What is the place of burial of Sergei Yushenkov?,Vagankovo Cemetery
Yegor Gaidar,sex or gender,male,What is the sex or gender of Yegor Gaidar?,male
Yegor Gaidar,child,Maria Gaidar,Who is the child of Yegor Gaidar?,Maria Gaidar
Sergei Yushenkov,sex or gender,male,What is the sex or gender of Sergei Yushenkov?,male
Roman Abramovich,religion or worldview,Judaism,What is the religion or worldview of Roman Abramovich?,Judaism
Roman Abramovich,sex or gender,male,What is the sex or gender of Roman Abramovich?,male
Boris Yeltsin,partner in business or sport,Bill Clinton,Who is the partner in business or sport of Boris Yeltsin?,Bill Clinton
Boris Yeltsin,manner of death,natural causes,What is the manner of death of Boris Yeltsin?,natural causes
Roman Abramovich,spouse,Dasha Zhukova,Who is the spouse of Roman Abramovich?,Dasha Zhukova
Anatoly Karpov,writing language,Russian,What is the writing language of Anatoly Karpov?,Russian
Boris Yeltsin,candidacy in election,1996 Russian presidential election,When is the candidacy in election of Boris Yeltsin?,1996 Russian presidential election
Nikolay Basov,educated at,National Research Nuclear University,What was Nikolay Basov educated at?,National Research Nuclear University
Nikolay Basov,native language,Russian,What is the native language of Nikolay Basov?,Russian
Nikolay Basov,place of birth,Usman,Who is the place of birth of Nikolay Basov?,Usman
Boris Yeltsin,writing language,Russian,What is the writing language of Boris Yeltsin?,Russian
Nikolay Basov,member of political party,Communist Party of the Soviet Union,What is the member of political party of Nikolay Basov?,Communist Party of the Soviet Union
Nikolay Basov,place of burial,Novodevichy Cemetery,What is the place of burial of Nikolay Basov?,Novodevichy Cemetery
Boris Yeltsin,native language,Russian,What is the native language of Boris Yeltsin?,Russian
Nikolay Basov,child,Dmitri N. Basov,Who is the child of Nikolay Basov?,Dmitri N. Basov
Boris Yeltsin,place of burial,Novodevichy Cemetery,What is the place of burial of Boris Yeltsin?,Novodevichy Cemetery
Anatoly Karpov,native language,Russian,What is the native language of Anatoly Karpov?,Russian
Nikolay Basov,sex or gender,male,What is the sex or gender of Nikolay Basov?,male
Anatoly Karpov,country of citizenship,Russia,What is the country of citizenship of Anatoly Karpov?,Russia
Boris Yeltsin,child,Tatyana Yumasheva,Who is the child of Boris Yeltsin?,Tatyana Yumasheva
Anatoly Karpov,employer,Saint Petersburg State University,What is the employer of Anatoly Karpov?,Saint Petersburg State University
Boris Yeltsin,spouse,Naina Yeltsina,Who is the spouse of Boris Yeltsin?,Naina Yeltsina
Anatoly Karpov,member of political party,Communist Party of the Soviet Union,What is the member of political party of Anatoly Karpov?,Communist Party of the Soviet Union
Sergei Yushenkov,military or police rank,colonel,What is the military or police rank of Sergei Yushenkov?,colonel
Anatoly Karpov,sex or gender,male,What is the sex or gender of Anatoly Karpov?,male
Sergei Yushenkov,manner of death,homicide,What is the manner of death of Sergei Yushenkov?,homicide
Boris Yeltsin,sex or gender,male,What is the sex or gender of Boris Yeltsin?,male
Anatoly Karpov,sport,chess,What is the sport of Anatoly Karpov?,chess
Anatoly Karpov,country for sport,Russia,What is the country for sport of Anatoly Karpov?,Russia
Marat Safin,country for sport,Russia,What is the country for sport of Marat Safin?,Russia
Marat Safin,native language,Russian,What is the native language of Marat Safin?,Russian
Marat Safin,sport,tennis,What is the sport of Marat Safin?,tennis
Marat Safin,handedness,right-handedness,What is the handedness of Marat Safin?,right-handedness
Sergei Lebedev,allegiance,Russia,What is the allegiance of Sergei Lebedev?,Russia
Marat Safin,playing hand,right-handedness,What is the playing hand of Marat Safin?,right-handedness
Marat Safin,supported sports team,Spartak Moscow,What is the supported sports team of Marat Safin?,Spartak Moscow
Gennady Yanayev,member of political party,Communist Party of the Soviet Union,What is the member of political party of Gennady Yanayev?,Communist Party of the Soviet Union
Gennady Yanayev,place of birth,Perevoz,What is the place of birth of Gennady Yanayev?,Perevoz
Gennady Yanayev,manner of death,natural causes,What is the manner of death of Gennady Yanayev?,natural causes
Gennady Yanayev,occupation,politician,What is the occupation of Gennady Yanayev?,politician
Rasul Gamzatov,member of political party,Communist Party of the Soviet Union,What is the member of political party of Rasul Gamzatov?,Communist Party of the Soviet Union
Rasul Gamzatov,movement,socialist realism,What is the movement of Rasul Gamzatov?,socialist realism
Gennady Yanayev,sex or gender,male,What is the sex or gender of Gennady Yanayev?,male
Rasul Gamzatov,place of birth,Tsada,What is the place of birth of Rasul Gamzatov?,Tsada
Rasul Gamzatov,sex or gender,male,What is the sex or gender of Rasul Gamzatov?,male
Andrei Bogdanov,educated at,Plekhanov Russian Economic University,What was Andrei Bogdanov educated at?,Plekhanov Russian Economic University
Andrei Bogdanov,occupation,politician,What is the occupation of Andrei Bogdanov?,politician
Ivan Okhlobystin,native language,Russian,What is the native language of Ivan Okhlobystin?,Russian
Andrei Bogdanov,sex or gender,male,What is the sex or gender of Andrei Bogdanov?,male
Ivan Okhlobystin,educated at,Gerasimov Institute of Cinematography,What was Ivan Okhlobystin educated at?,Gerasimov Institute of Cinematography
Ivan Okhlobystin,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Ivan Okhlobystin?,Eastern Orthodoxy
Ivan Okhlobystin,place of birth,Polenovo,What is the place of birth of Ivan Okhlobystin?,Polenovo
Valentina Matviyenko,field of work,politics,What is the field of work of Valentina Matviyenko?,politics
Ivan Okhlobystin,spouse,Oksana Arbuzova,Who is the spouse of Ivan Okhlobystin?,Oksana Arbuzova
Valentina Matviyenko,native language,Russian,What is the native language of Valentina Matviyenko?,Russian
Valentina Matviyenko,religion or worldview,Russian Orthodox Church,What is the religion or worldview of Valentina Matviyenko?,Russian Orthodox Church
Ivan Okhlobystin,sex or gender,male,What is the sex or gender of Ivan Okhlobystin?,male
Valentina Matviyenko,place of birth,Shepetivka,What is the place of birth of Valentina Matviyenko?,Shepetivka
Valentina Matviyenko,sex or gender,female,What is the sex or gender of Valentina Matviyenko?,female
Andrey Selivanov,country for sport,Russia,What is the country for sport of Andrey Selivanov?,Russia
Genrikh Yagoda,place of birth,Rybinsk,What is the place of birth of Genrikh Yagoda?,Rybinsk
Andrey Selivanov,sport,chess,What is the sport of Andrey Selivanov?,chess
Andrey Selivanov,educated at,Ural State Law University,What was Andrey Selivanov educated at?,Ural State Law University
Andrey Selivanov,sex or gender,male,What is the sex or gender of Andrey Selivanov?,male
Genrikh Yagoda,sex or gender,male,What is the sex or gender of Genrikh Yagoda?,male
Genrikh Yagoda,conflict,World War I,What is the conflict of Genrikh Yagoda?,World War I
Genrikh Yagoda,military branch,infantry,What is the military branch of Genrikh Yagoda?,infantry
Genrikh Yagoda,manner of death,capital punishment,What is the manner of death of Genrikh Yagoda?,capital punishment
Artur Taymazov,place of birth,Nogir,What is the place of birth of Artur Taymazov?,Nogir
Genrikh Yagoda,religion or worldview,atheism,What is the religion or worldview of Genrikh Yagoda?,atheism
Genrikh Yagoda,cause of death,gunshot wound,What is the cause of death of Genrikh Yagoda?,gunshot wound
Genrikh Yagoda,penalty,capital punishment,What is the penalty of Genrikh Yagoda?,capital punishment
Artur Taymazov,sex or gender,male,What is the sex or gender of Artur Taymazov?,male
Zhores Alferov,member of political party,Communist Party of the Soviet Union,What is the member of political party of Zhores Alferov?,Communist Party of the Soviet Union
Zhores Alferov,educated at,Saint Petersburg State Electrotechnical University,What was Zhores Alferov educated at?,Saint Petersburg State Electrotechnical University
Zhores Alferov,religion or worldview,atheism,What is the religion or worldview of Zhores Alferov?,atheism
Artur Taymazov,sport,wrestling,What is the sport of Artur Taymazov?,wrestling
Artur Taymazov,member of political party,United Russia,What is the member of political party of Artur Taymazov?,United Russia
Zhores Alferov,sex or gender,male,What is the sex or gender of Zhores Alferov?,male
Artur Taymazov,educated at,North Ossetian State University,What was Artur Taymazov educated at?,North Ossetian State University
Zhores Alferov,manner of death,natural causes,What is the manner of death of Zhores Alferov?,natural causes
Zhores Alferov,professorship,full professor,What is the professorship of Zhores Alferov?,full professor
Grigory Romanov,occupation,politician,What is the occupation of Grigory Romanov?,politician
Grigory Romanov,educated at,Saint Petersburg State Marine Technical University,What was Grigory Romanov educated at?,Saint Petersburg State Marine Technical University
Grigory Romanov,place of burial,Kuntsevo Cemetery,What is the place of burial of Grigory Romanov?,Kuntsevo Cemetery
Grigory Romanov,military branch,signal corps,What is the military branch of Grigory Romanov?,signal corps
Grigory Romanov,military or police rank,sergeant,What is the military or police rank of Grigory Romanov?,sergeant
Grigory Romanov,sex or gender,male,What is the sex or gender of Grigory Romanov?,male
Elvira Nabiullina,affiliation,Central Bank of Russia,What is the affiliation of Elvira Nabiullina?,Central Bank of Russia
Elvira Nabiullina,ethnic group,Tatars,What is the ethnic group of Elvira Nabiullina?,Tatars
Elvira Nabiullina,influenced by,Yevgeny Yasin,Who was Elvira Nabiullina influenced by?,Yevgeny Yasin
Elvira Nabiullina,spouse,Yaroslav Kuzminov,Who is the spouse of Elvira Nabiullina?,Yaroslav Kuzminov
Nikolay Basov,nominated for,Nobel Prize in Physics,What was Nikolay Basov nominated for?,Nobel Prize in Physics
Elvira Nabiullina,country of citizenship,Russia,What is the country of citizenship of Elvira Nabiullina?,Russia
Nikolay Basov,conflict,Eastern Front,What is the conflict of Nikolay Basov?,Eastern Front
Elvira Nabiullina,sex or gender,female,What is the sex or gender of Elvira Nabiullina?,female
Gennady Zyuganov,native language,Russian,What is the native language of Gennady Zyuganov?,Russian
Gennady Zyuganov,country of citizenship,Russia,What is the country of citizenship of Gennady Zyuganov?,Russia
Gennady Zyuganov,educated at,Orel State University,What was Gennady Zyuganov educated at?,Orel State University
Gennady Zyuganov,sex or gender,male,What is the sex or gender of Gennady Zyuganov?,male
Gennady Zyuganov,allegiance,Russia,What is the allegiance of Gennady Zyuganov?,Russia
Sergei Lebedev,member of political party,independent politician,What is the member of political party of Sergei Lebedev?,independent politician
Gennady Zyuganov,military or police rank,colonel,What is the military or police rank of Gennady Zyuganov?,colonel
Sergei Lebedev,sex or gender,male,What is the sex or gender of Sergei Lebedev?,male
Marat Safin,sex or gender,male,What is the sex or gender of Marat Safin?,male
Gennady Zyuganov,eye color,blue,What is the eye color of Gennady Zyuganov?,blue
Andrey Kozyrev,educated at,Moscow State Institute of International Relations,What was Andrey Kozyrev educated at?,Moscow State Institute of International Relations
Victor Ishaev,sex or gender,male,What is the sex or gender of Victor Ishaev?,male
Andrey Kozyrev,sex or gender,male,What is the sex or gender of Andrey Kozyrev?,male
Victor Ishaev,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Victor Ishaev?,Eastern Orthodoxy
Victor Ishaev,educated at,Novosibirsk State Academy of Water Transport,What was Victor Ishaev educated at?,Novosibirsk State Academy of Water Transport
Lev Ponomaryov,academic degree,professor,What is the academic degree of Lev Ponomaryov?,professor
Lev Ponomaryov,place of birth,Tomsk,What is the place of birth of Lev Ponomaryov?,Tomsk
Lev Ponomaryov,significant event,prisoner of conscience,What is the significant event of Lev Ponomaryov?,prisoner of conscience
Alexander Karelin,member of political party,United Russia,What is the member of political party of Alexander Karelin?,United Russia
Lev Ponomaryov,educated at,Moscow Institute of Physics and Technology,What was Lev Ponomaryov educated at?,Moscow Institute of Physics and Technology
Mikhail Fradkov,supported sports team,Spartak Moscow,What is the supported sports team of Mikhail Fradkov?,Spartak Moscow
Mikhail Fradkov,allegiance,Russia,What is the allegiance of Mikhail Fradkov?,Russia
Alexander Karelin,member of sports team,Dynamo Sports Club,What is the member of sports team of Alexander Karelin?,Dynamo Sports Club
Lev Ponomaryov,sex or gender,male,What is the sex or gender of Lev Ponomaryov?,male
Mikhail Fradkov,country of citizenship,Russia,What is the country of citizenship of Mikhail Fradkov?,Russia
Alexander Karelin,sex or gender,male,What is the sex or gender of Alexander Karelin?,male
Mikhail Fradkov,military or police rank,colonel,What is the military or police rank of Mikhail Fradkov?,colonel
Alexander Karelin,given name,Aleksandr,Who is the given name of Alexander Karelin?,Aleksandr
Mikhail Fradkov,religion or worldview,Russian Orthodox Church,What is the religion or worldview of Mikhail Fradkov?,Russian Orthodox Church
Zhores Alferov,writing language,Russian,What is the writing language of Zhores Alferov?,Russian
Victor Zubkov,religion or worldview,Russian Orthodox Church,What is the religion or worldview of Victor Zubkov?,Russian Orthodox Church
Mikhail Fradkov,sex or gender,male,What is the sex or gender of Mikhail Fradkov?,male
Boris Gromov,military or police rank,colonel general,What is the military or police rank of Boris Gromov?,colonel general
Boris Gromov,military branch,army,What is the military branch of Boris Gromov?,army
Victor Zubkov,employer,Gazprom,What is the employer of Victor Zubkov?,Gazprom
Boris Gromov,allegiance,Russia,What is the allegiance of Boris Gromov?,Russia
Victor Zubkov,country of citizenship,Russia,What is the country of citizenship of Victor Zubkov?,Russia
Victor Zubkov,educated at,Saint Petersburg State Agrarian University,What was Victor Zubkov educated at?,Saint Petersburg State Agrarian University
Victor Zubkov,sex or gender,male,What is the sex or gender of Victor Zubkov?,male
Boris Gromov,conflict,Soviet–Afghan War,What is the conflict of Boris Gromov?,Soviet–Afghan War
Valentina Tereshkova,allegiance,Russia,What is the allegiance of Valentina Tereshkova?,Russia
Valentina Tereshkova,military or police rank,major general,What is the military or police rank of Valentina Tereshkova?,major general
Valentina Tereshkova,astronaut mission,Vostok 6,What is the astronaut mission of Valentina Tereshkova?,Vostok 6
Valentina Tereshkova,professorship,full professor,What is the professorship of Valentina Tereshkova?,full professor
Valery Zorkin,native language,Russian,What is the native language of Valery Zorkin?,Russian
Valery Zorkin,educated at,Moscow State University,What was Valery Zorkin educated at?,Moscow State University
Valery Zorkin,member of political party,Communist Party of the Soviet Union,What is the member of political party of Valery Zorkin?,Communist Party of the Soviet Union
Valery Zorkin,employer,Constitutional Court of Russia,What is the employer of Valery Zorkin?,Constitutional Court of Russia
Boris Gryzlov,religion or worldview,Russian Orthodox Church,What is the religion or worldview of Boris Gryzlov?,Russian Orthodox Church
Boris Gryzlov,educated at,Saint Petersburg State University of Telecommunications,What was Boris Gryzlov educated at?,Saint Petersburg State University of Telecommunications
Boris Gryzlov,occupation,politician,What is the occupation of Boris Gryzlov?,politician
Sergey Sokolov,member of political party,Communist Party of the Soviet Union,What is the member of political party of Sergey Sokolov?,Communist Party of the Soviet Union
Valery Zorkin,professorship,full professor,What is the professorship of Valery Zorkin?,full professor
Sergey Sokolov,country of citizenship,Russia,What is the country of citizenship of Sergey Sokolov?,Russia
Boris Gryzlov,sex or gender,male,What is the sex or gender of Boris Gryzlov?,male
Valery Zorkin,sex or gender,male,What is the sex or gender of Valery Zorkin?,male
Ella Pamfilova,country of citizenship,Russia,What is the country of citizenship of Ella Pamfilova?,Russia
Sergey Sokolov,place of burial,Novodevichy Cemetery,What is the place of burial of Sergey Sokolov?,Novodevichy Cemetery
Sergey Sokolov,educated at,Military Academy of the General Staff of the Armed Forces of Russia,What was Sergey Sokolov educated at?,Military Academy of the General Staff of the Armed Forces of Russia
Ella Pamfilova,educated at,Moscow Power Engineering Institute,What was Ella Pamfilova educated at?,Moscow Power Engineering Institute
Gherman Titov,military or police rank,colonel general,What is the military or police rank of Gherman Titov?,colonel general
Ella Pamfilova,sex or gender,female,What is the sex or gender of Ella Pamfilova?,female
Gherman Titov,astronaut mission,Vostok 2,What is the astronaut mission of Gherman Titov?,Vostok 2
Sergey Sokolov,sex or gender,male,What is the sex or gender of Sergey Sokolov?,male
Vladimir Voronin,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Vladimir Voronin?,Eastern Orthodoxy
Ella Pamfilova,given name,Ella,Who is the given name of Ella Pamfilova?,Ella
Vladimir Voronin,sex or gender,male,What is the sex or gender of Vladimir Voronin?,male
Viktor Kulikov,place of burial,Novodevichy Cemetery,What is the place of burial of Viktor Kulikov?,Novodevichy Cemetery
Viktor Kulikov,military branch,Red Army,What is the military branch of Viktor Kulikov?,Red Army
Vasily Ivanovich Petrov,member of political party,Communist Party of the Soviet Union,What is the member of political party of Vasily Ivanovich Petrov?,Communist Party of the Soviet Union
Roman Romanenko,native language,Russian,What is the native language of Roman Romanenko?,Russian
Vasily Ivanovich Petrov,military branch,Red Army,What is the military branch of Vasily Ivanovich Petrov?,Red Army
Vasily Ivanovich Petrov,educated at,Military Academy of the General Staff of the Armed Forces of Russia,What was Vasily Ivanovich Petrov educated at?,Military Academy of the General Staff of the Armed Forces of Russia
Vasily Ivanovich Petrov,place of birth,Chernolesskoye,What is the place of birth of Vasily Ivanovich Petrov?,Chernolesskoye
Vasily Ivanovich Petrov,sex or gender,male,What is the sex or gender of Vasily Ivanovich Petrov?,male
Viktor Kulikov,sex or gender,male,What is the sex or gender of Viktor Kulikov?,male
Roman Romanenko,sex or gender,male,What is the sex or gender of Roman Romanenko?,male
Roman Romanenko,father,Yury Romanenko,Who is the father of Roman Romanenko?,Yury Romanenko
Vladimir Voronin,military or police rank,general,What is the military or police rank of Vladimir Voronin?,general
Gherman Titov,father,Stepan Titov,Who is the father of Gherman Titov?,Stepan Titov
Gherman Titov,place of burial,Novodevichy Cemetery,What is the place of burial of Gherman Titov?,Novodevichy Cemetery
Gherman Titov,sex or gender,male,What is the sex or gender of Gherman Titov?,male
Svetlana Savitskaya,educated at,Moscow Aviation Institute,What was Svetlana Savitskaya educated at?,Moscow Aviation Institute
Svetlana Savitskaya,father,Yevgeny Savitsky,Who is the father of Svetlana Savitskaya?,Yevgeny Savitsky
Sergey Kislyak,sex or gender,male,What is the sex or gender of Sergey Kislyak?,male
Svetlana Savitskaya,sex or gender,female,What is the sex or gender of Svetlana Savitskaya?,female
Viktor Kulikov,conflict,Eastern Front,What is the conflict of Viktor Kulikov?,Eastern Front
Viktor Kulikov,present in work,Jack Strong,Who is the present in work of Viktor Kulikov?,Jack Strong
Victor Chernomyrdin,place of burial,Novodevichy Cemetery,What is the place of burial of Victor Chernomyrdin?,Novodevichy Cemetery
Svetlana Savitskaya,astronaut mission,Soyuz T-5,What is the astronaut mission of Svetlana Savitskaya?,Soyuz T-5
Victor Chernomyrdin,religion or worldview,Russian Orthodox Church,What is the religion or worldview of Victor Chernomyrdin?,Russian Orthodox Church
Svetlana Savitskaya,professorship,docent,What is the professorship of Svetlana Savitskaya?,docent
Victor Chernomyrdin,sex or gender,male,What is the sex or gender of Victor Chernomyrdin?,male
Victor Chernomyrdin,supported sports team,Spartak Moscow,What is the supported sports team of Victor Chernomyrdin?,Spartak Moscow
Victor Chernomyrdin,manner of death,natural causes,What is the manner of death of Victor Chernomyrdin?,natural causes
Nikolai Ogarkov,place of burial,Novodevichy Cemetery,What is the place of burial of Nikolai Ogarkov?,Novodevichy Cemetery
Nikolai Ogarkov,member of political party,Communist Party of the Soviet Union,What is the member of political party of Nikolai Ogarkov?,Communist Party of the Soviet Union
Nikolai Ogarkov,conflict,Eastern Front,What is the conflict of Nikolai Ogarkov?,Eastern Front
Nikolai Ogarkov,place of birth,Molokovo,What is the place of birth of Nikolai Ogarkov?,Molokovo
Nikolai Ogarkov,sex or gender,male,What is the sex or gender of Nikolai Ogarkov?,male
Nikolai Ogarkov,military branch,Red Army,What is the military branch of Nikolai Ogarkov?,Red Army
