subject,relation,object,question,label
J'en ai marre!,composer,Laurent Boutonnat,Who is the composer of J'en ai marre!?,Laurent Boutonnat
J'en ai marre!,form of creative work,single,What is the form of creative work of J'en ai marre!?,single
Le souvenir de ce jour,lyricist,Benoît Poher,Who is the lyricist of Le souvenir de ce jour?,Benoît Poher
J'en ai marre!,author,Mylène Farmer,Who is the author of J'en ai marre!?,Mylène Farmer
Le souvenir de ce jour,composer,Nicolas Chassagne,Who is the composer of Le souvenir de ce jour?,Nicolas Chassagne
Confessions nocturnes,record label,EMI,What is the record label of Confessions nocturnes?,EMI
Le souvenir de ce jour,genre,pop music,What is the genre of Le souvenir de ce jour?,pop music
Le souvenir de ce jour,performer,Jenifer,Who does Le souvenir de ce jour performer?,Jenifer
Defying Gravity,language of work or name,English,What is the language of work or name of Defying Gravity?,English
Defying Gravity,followed by,Brave,What was Defying Gravity followed by?,Brave
Confessions nocturnes,genre,pop rap,What is the genre of Confessions nocturnes?,pop rap
Defying Gravity,composer,Stephen Schwartz,Who is the composer of Defying Gravity?,Stephen Schwartz
Defying Gravity,genre,pop music,What is the genre of Defying Gravity?,pop music
Ma Benz,lyricist,Kool Shen,Who is the lyricist of Ma Benz?,Kool Shen
À ma place,genre,pop music,What is the genre of À ma place?,pop music
À ma place,composer,Axel Bauer,Who is the composer of À ma place?,Axel Bauer
À ma place,lyricist,Zazie,What is the lyricist of À ma place?,Zazie
"Ella, elle l'a",record label,Warner Music Group,"What is the record label of Ella, elle l'a?",Warner Music Group
"Ella, elle l'a",named after,Ella Fitzgerald,"Who was Ella, elle l'a named after?",Ella Fitzgerald
"Ella, elle l'a",form of creative work,single,"What is the form of creative work of Ella, elle l'a?",single
Ma Benz,distribution format,compact disc,What is the distribution format of Ma Benz?,compact disc
"Ella, elle l'a",producer,Michel Berger,"Who is the producer of Ella, elle l'a?",Michel Berger
Ma Benz,genre,French hip hop,What is the genre of Ma Benz?,French hip hop
In the Mood,record label,Atlantic Records,What is the record label of In the Mood?,Atlantic Records
"Ella, elle l'a",lyricist,Michel Berger,"Who is the lyricist of Ella, elle l'a?",Michel Berger
"Ella, elle l'a",follows,Babacar,"Who does Ella, elle l'a follow?",Babacar
"Ella, elle l'a",main subject,Ella Fitzgerald,"Who is the main subject of Ella, elle l'a?",Ella Fitzgerald
In the Mood,performer,Robert Plant,Who does In the Mood performer?,Robert Plant
Oblivion,performer,Grimes,Who does Oblivion performer?,Grimes
Oblivion,language of work or name,English,What is the language of work or name of Oblivion?,English
"Ella, elle l'a",genre,pop music,"What is the genre of Ella, elle l'a?",pop music
Oblivion,form of creative work,song,What is the form of creative work of Oblivion?,song
Oblivion,record label,4AD,What is the record label of Oblivion?,4AD
In the Mood,genre,pop rock,What is the genre of In the Mood?,pop rock
Oblivion,distribution format,CD-R,What is the distribution format of Oblivion?,CD-R
Aerodynamic,record label,Virgin Records,What is the record label of Aerodynamic?,Virgin Records
Aerodynamic,genre,house music,What is the genre of Aerodynamic?,house music
Aerodynamic,distribution format,compact disc,What is the distribution format of Aerodynamic?,compact disc
Aerodynamic,follows,One More Time,What does Aerodynamic follow?,One More Time
Aerodynamic,lyricist,Thomas Bangalter,Who is the lyricist of Aerodynamic?,Thomas Bangalter
Hang On to Your Love,record label,Epic Records,What is the record label of Hang On to Your Love?,Epic Records
Hang On to Your Love,followed by,Smooth Operator,What was Hang On to Your Love followed by?,Smooth Operator
Aerodynamic,followed by,Digital Love,What was Aerodynamic followed by?,Digital Love
Hang On to Your Love,performer,Sade,Who does Hang On to Your Love performer?,Sade
Hang On to Your Love,follows,When Am I Going to Make a Living,What does Hang On to Your Love follow?,When Am I Going to Make a Living
Hasta la Vista,genre,French hip hop,What is the genre of Hasta la Vista?,French hip hop
Hasta la Vista,performer,MC Solaar,What does Hasta la Vista performer?,MC Solaar
On Top of the World,producer,Alex da Kid,Who is the producer of On Top of the World?,Alex da Kid
Hang On to Your Love,genre,funk,What is the genre of Hang On to Your Love?,funk
On Top of the World,country of origin,English,What is the country of origin of On Top of the World?,English
On Top of the World,genre,folk rock,What is the genre of On Top of the World?,folk rock
On Top of the World,followed by,Radioactive,What was On Top of the World followed by?,Radioactive
On Top of the World,distribution format,music download,What is the distribution format of On Top of the World?,music download
Numb,followed by,Lemon,What was Numb followed by?,Lemon
Hasta la Vista,record label,Warner Music Group,What is the record label of Hasta la Vista?,Warner Music Group
Numb,follows,Who's Gonna Ride Your Wild Horses,What does Numb follow?,Who's Gonna Ride Your Wild Horses
Fifty-Sixty,record label,RCA Records,What is the record label of Fifty-Sixty?,RCA Records
Fifty-Sixty,followed by,Les collines,What was Fifty-Sixty followed by?,Les collines
Pourvu qu'elles soient douces,record label,Polydor Records,What is the record label of Pourvu qu'elles soient douces?,Polydor Records
Fifty-Sixty,producer,Jérémy Chatelain,Who is the producer of Fifty-Sixty?,Jérémy Chatelain
Telegraph Road,form of creative work,song,What is the form of creative work of Telegraph Road?,song
Fifty-Sixty,follows,Mademoiselle Juliette,Who does Fifty-Sixty follow?,Mademoiselle Juliette
Pourvu qu'elles soient douces,performer,Mylène Farmer,Who does Pourvu qu'elles soient douces performer?,Mylène Farmer
Pourvu qu'elles soient douces,lyricist,Mylène Farmer,Who is the lyricist of Pourvu qu'elles soient douces?,Mylène Farmer
Pourvu qu'elles soient douces,composer,Laurent Boutonnat,Who is the composer of Pourvu qu'elles soient douces?,Laurent Boutonnat
Fifty-Sixty,genre,French pop,What is the genre of Fifty-Sixty?,French pop
Telegraph Road,composer,Mark Knopfler,Who is the composer of Telegraph Road?,Mark Knopfler
Pourvu qu'elles soient douces,genre,synth-pop,What is the genre of Pourvu qu'elles soient douces?,synth-pop
Telegraph Road,producer,Mark Knopfler,Who is the producer of Telegraph Road?,Mark Knopfler
Pourvu qu'elles soient douces,producer,Laurent Boutonnat,Who is the producer of Pourvu qu'elles soient douces?,Laurent Boutonnat
Telegraph Road,language of work or name,English,What is the language of work or name of Telegraph Road?,English
Telegraph Road,performer,Dire Straits,What does Telegraph Road performer?,Dire Straits
Telegraph Road,lyricist,Mark Knopfler,Who is the lyricist of Telegraph Road?,Mark Knopfler
Telegraph Road,genre,progressive rock,What is the genre of Telegraph Road?,progressive rock
Take Me Home,followed by,Murder on the Dancefloor,What was Take Me Home followed by?,Murder on the Dancefloor
Take Me Home,record label,Casablanca Records,What is the record label of Take Me Home?,Casablanca Records
Telegraph Road,record label,Vertigo Records,What is the record label of Telegraph Road?,Vertigo Records
Take Me Home,distribution format,vinyl record,What is the distribution format of Take Me Home?,vinyl record
Hearts Burst into Fire,distribution format,compact disc,What is the distribution format of Hearts Burst into Fire?,compact disc
Hearts Burst into Fire,record label,Sony Music,What is the record label of Hearts Burst into Fire?,Sony Music
Parle-moi,followed by,Et c'est parti...,What was Parle-moi followed by?,Et c'est parti...
Hearts Burst into Fire,composer,Matthew Tuck,Who is the composer of Hearts Burst into Fire?,Matthew Tuck
Take Me Home,genre,disco,What is the genre of Take Me Home?,disco
Take Me Home,performer,Cher,Who does Take Me Home performer?,Cher
Hearts Burst into Fire,producer,Colin Richardson,Who is the producer of Hearts Burst into Fire?,Colin Richardson
Hearts Burst into Fire,lyricist,Matthew Tuck,Who is the lyricist of Hearts Burst into Fire?,Matthew Tuck
Island in the Sun,producer,Ric Ocasek,Who is the producer of Island in the Sun?,Ric Ocasek
Dieu m'a donné la foi,record label,Warner Music Group,What is the record label of Dieu m'a donné la foi?,Warner Music Group
Island in the Sun,language of work or name,English,What is the language of work or name of Island in the Sun?,English
Island in the Sun,record label,Geffen Records,What is the record label of Island in the Sun?,Geffen Records
Island in the Sun,follows,Hash Pipe,What does Island in the Sun follow?,Hash Pipe
Hearts Burst into Fire,genre,traditional heavy metal,What is the genre of Hearts Burst into Fire?,traditional heavy metal
Island in the Sun,performer,Weezer,Who does Island in the Sun performer?,Weezer
I'm Alive,follows,A New Day Has Come,When does I'm Alive follow?,A New Day Has Come
Sacrifice,producer,Chris Thomas,Who is the producer of Sacrifice?,Chris Thomas
Dieu m'a donné la foi,genre,contemporary R&B,What is the genre of Dieu m'a donné la foi?,contemporary R&B
Sacrifice,composer,Elton John,Who is the composer of Sacrifice?,Elton John
Sacrifice,follows,Healing Hands,What does Sacrifice follow?,Healing Hands
Sacrifice,lyricist,Bernie Taupin,Who is the lyricist of Sacrifice?,Bernie Taupin
Sacrifice,genre,pop music,What is the genre of Sacrifice?,pop music
Mademoiselle Juliette,producer,Jérémy Chatelain,Who is the producer of Mademoiselle Juliette?,Jérémy Chatelain
Sacrifice,distribution format,vinyl record,What is the distribution format of Sacrifice?,vinyl record
Mademoiselle Juliette,record label,RCA Records,What is the record label of Mademoiselle Juliette?,RCA Records
Mademoiselle Juliette,followed by,Fifty-Sixty,What was Mademoiselle Juliette followed by?,Fifty-Sixty
Mademoiselle Juliette,follows,À contre-courant,What does Mademoiselle Juliette follow?,À contre-courant
L.A. Woman,record label,Elektra,What is the record label of L.A. Woman?,Elektra
L.A. Woman,composer,Jim Morrison,Who is the composer of L.A. Woman?,Jim Morrison
Sacrifice,performer,Elton John,Who does Sacrifice performer?,Elton John
Mademoiselle Juliette,genre,pop music,What is the genre of Mademoiselle Juliette?,pop music
L.A. Woman,language of work or name,English,What is the language of work or name of L.A. Woman?,English
L.A. Woman,lyricist,Jim Morrison,Who is the lyricist of L.A. Woman?,Jim Morrison
L.A. Woman,producer,Bruce Botnick,Who is the producer of L.A. Woman?,Bruce Botnick
C'est dans l'air,composer,Laurent Boutonnat,Who is the composer of C'est dans l'air?,Laurent Boutonnat
C'est dans l'air,producer,Laurent Boutonnat,Who is the producer of C'est dans l'air?,Laurent Boutonnat
L.A. Woman,performer,The Doors,What does L.A. Woman performer?,The Doors
C'est dans l'air,record label,Universal Music Group,What is the record label of C'est dans l'air?,Universal Music Group
L.A. Woman,genre,blues rock,What is the genre of L.A. Woman?,blues rock
C'est dans l'air,genre,electronic dance music,What is the genre of C'est dans l'air?,electronic dance music
C'est dans l'air,performer,Mylène Farmer,Who does C'est dans l'air performer?,Mylène Farmer
C'est dans l'air,lyricist,Mylène Farmer,Who is the lyricist of C'est dans l'air?,Mylène Farmer
C'est dans l'air,distribution format,music download,What is the distribution format of C'est dans l'air?,music download
Bailando,record label,Republic Records,What is the record label of Bailando?,Republic Records
Bailando,genre,Latin pop,What is the genre of Bailando?,Latin pop
Bailando,named after,Queen of Hearts,What was Bailando named after?,Queen of Hearts
Bailando,lyricist,Enrique Iglesias,Who is the lyricist of Bailando?,Enrique Iglesias
Bailando,used by,Queen of Hearts,What was Bailando used by?,Queen of Hearts
You Never Can Tell,lyricist,Chuck Berry,Who is the lyricist of You Never Can Tell?,Chuck Berry
You Never Can Tell,composer,Chuck Berry,Who is the composer of You Never Can Tell?,Chuck Berry
You Never Can Tell,record label,Chess Records,What is the record label of You Never Can Tell?,Chess Records
You Never Can Tell,distribution format,vinyl record,What is the distribution format of You Never Can Tell?,vinyl record
You Never Can Tell,performer,Chuck Berry,Who does You Never Can Tell performer?,Chuck Berry
Forgot About Dre,genre,hardcore hip hop,What is the genre of Forgot About Dre?,hardcore hip hop
Entre nous,genre,pop music,What is the genre of Entre nous?,pop music
Et c'est parti...,follows,Parle-moi,Who does Et c'est parti... follow?,Parle-moi
J'ai tout oublié,genre,pop music,What is the genre of J'ai tout oublié?,pop music
You Never Can Tell,genre,rock and roll,What is the genre of You Never Can Tell?,rock and roll
J'ai tout oublié,composer,Georges Lunghini,Who is the composer of J'ai tout oublié?,Georges Lunghini
J'ai tout oublié,record label,Mercury Records,What is the record label of J'ai tout oublié?,Mercury Records
Et c'est parti...,record label,Sony Music,What is the record label of Et c'est parti...?,Sony Music
Breathe,distribution format,vinyl record,What is the distribution format of Breathe?,vinyl record
Face à la mer,record label,Mercury Records,What is the record label of Face à la mer?,Mercury Records
Les collines,followed by,Limelight,What was Les collines followed by?,Limelight
Face à la mer,follows,Yalla,Who does Face à la mer follow?,Yalla
Les collines,follows,La Isla Bonita,What does Les collines follow?,La Isla Bonita
Hips Don't Lie,language of work or name,English,What is the language of work or name of Hips Don't Lie?,English
Hips Don't Lie,record label,Epic Records,What is the record label of Hips Don't Lie?,Epic Records
Près de moi,record label,Epic Records,What is the record label of Près de moi?,Epic Records
Près de moi,performer,Lorie,Who does Près de moi performer?,Lorie
Près de moi,form of creative work,single,What is the form of creative work of Près de moi?,single
Play,performer,Lorie,Who does Play performer?,Lorie
Play,form of creative work,single,What is the form of creative work of Play?,single
Play,follows,Je vais vite,Who does Play follow?,Je vais vite
Play,genre,pop music,What is the genre of Play?,pop music
Près de moi,genre,teen pop,What is the genre of Près de moi?,teen pop
On Fire,follows,Give It Up to Me,What does On Fire follow?,Give It Up to Me
Respect,performer,Alliance Ethnik,What does Respect performer?,Alliance Ethnik
Respect,record label,EMI,What is the record label of Respect?,EMI
Respect,genre,rapping,What is the genre of Respect?,rapping
Respect,distribution format,compact disc,What is the distribution format of Respect?,compact disc
Respire,record label,EMI,What is the record label of Respire?,EMI
Respire,lyricist,Mickaël Furnon,Who is the lyricist of Respire?,Mickaël Furnon
Rester la même,record label,Sony Music,What is the record label of Rester la même?,Sony Music
I Could Have Danced All Night,performer,Julie Andrews,Who does I Could Have Danced All Night performer?,Julie Andrews
Rester la même,followed by,S.O.S,What was Rester la même followed by?,S.O.S
Respire,genre,protest song,What is the genre of Respire?,protest song
Respire,performer,Mickey 3D,Who does Respire performer?,Mickey 3D
Rester la même,performer,Lorie,Who does Rester la même performer?,Lorie
I Could Have Danced All Night,form of creative work,song,What is the form of creative work of I Could Have Danced All Night?,song
I Could Have Danced All Night,composer,Frederick Loewe,Who is the composer of I Could Have Danced All Night?,Frederick Loewe
I Could Have Danced All Night,lyricist,Alan Jay Lerner,Who is the lyricist of I Could Have Danced All Night?,Alan Jay Lerner
I Could Have Danced All Night,genre,musical,What is the genre of I Could Have Danced All Night?,musical
Savoir aimer,record label,PolyGram,What is the record label of Savoir aimer?,PolyGram
Savoir aimer,performer,Florent Pagny,Who does Savoir aimer performer?,Florent Pagny
I Could Have Danced All Night,language of work or name,English,What is the language of work or name of I Could Have Danced All Night?,English
Savoir aimer,genre,pop music,What is the genre of Savoir aimer?,pop music
Savoir aimer,composer,Pascal Obispo,Who is the composer of Savoir aimer?,Pascal Obispo
Savoir aimer,follows,Oh Happy Day,What does Savoir aimer follow?,Oh Happy Day
Rockollection,record label,RCA Records,What is the record label of Rockollection?,RCA Records
Savoir aimer,lyricist,Lionel Florence,Who is the lyricist of Savoir aimer?,Lionel Florence
Rockollection,lyricist,Alain Souchon,Who is the lyricist of Rockollection?,Alain Souchon
Rockollection,composer,Laurent Voulzy,Who is the composer of Rockollection?,Laurent Voulzy
Rockollection,performer,Laurent Voulzy,Who does Rockollection performer?,Laurent Voulzy
S.O.S,followed by,Parti pour zouker,What was S.O.S followed by?,Parti pour zouker
S.O.S,form of creative work,single,What is the form of creative work of S.O.S?,single
Rockollection,genre,pop music,What is the genre of Rockollection?,pop music
S.O.S,genre,reggaeton,What is the genre of S.O.S?,reggaeton
S.O.S,record label,Disques Vogue,What is the record label of S.O.S?,Disques Vogue
S.O.S,performer,Lorie,Who does S.O.S performer?,Lorie
Send Me an Angel,genre,synth-pop,What is the genre of Send Me an Angel?,synth-pop
S.O.S,follows,Rester la même,What does S.O.S follow?,Rester la même
Saga Africa,sport,tennis,What is the sport of Saga Africa?,tennis
Send Me an Angel,record label,Curb Records,What is the record label of Send Me an Angel?,Curb Records
Sensualité,record label,Virgin Records,What is the record label of Sensualité?,Virgin Records
Send Me an Angel,performer,Real Life,What does Send Me an Angel performer?,Real Life
Sensualité,genre,pop music,What is the genre of Sensualité?,pop music
Saga Africa,performer,Yannick Noah,Who does Saga Africa performer?,Yannick Noah
Sensualité,performer,Axelle Red,Who does Sensualité performer?,Axelle Red
The Night They Drove Old Dixie Down,record label,Capitol Records,What is the record label of The Night They Drove Old Dixie Down?,Capitol Records
The Night They Drove Old Dixie Down,producer,John Simon,Who is the producer of The Night They Drove Old Dixie Down?,John Simon
The Night They Drove Old Dixie Down,performer,The Band,What does The Night They Drove Old Dixie Down performer?,The Band
The Night They Drove Old Dixie Down,composer,Robbie Robertson,Who is the composer of The Night They Drove Old Dixie Down?,Robbie Robertson
The Night They Drove Old Dixie Down,genre,Southern rock,What is the genre of The Night They Drove Old Dixie Down?,Southern rock
The Night They Drove Old Dixie Down,language of work or name,English,What is the language of work or name of The Night They Drove Old Dixie Down?,English
Saga Africa,genre,reggae,What is the genre of Saga Africa?,reggae
The Night They Drove Old Dixie Down,lyricist,Robbie Robertson,Who is the lyricist of The Night They Drove Old Dixie Down?,Robbie Robertson
The Night They Drove Old Dixie Down,distribution format,single,What is the distribution format of The Night They Drove Old Dixie Down?,single
Stronger,producer,Kanye West,Who is the producer of Stronger?,Kanye West
Stronger,recorded at studio or venue,Sony Music Studios,What is the recorded at studio or venue of Stronger?,Sony Music Studios
Stronger,lyricist,Thomas Bangalter,Who is the lyricist of Stronger?,Thomas Bangalter
Stronger,followed by,Good Life,What was Stronger followed by?,Good Life
Tu vas me quitter,performer,Hélène Ségara,Who does Tu vas me quitter performer?,Hélène Ségara
Stronger,performer,Kanye West,Who does Stronger performer?,Kanye West
Something About Us,record label,Virgin Records,What is the record label of Something About Us?,Virgin Records
Tu vas me quitter,genre,pop music,What is the genre of Tu vas me quitter?,pop music
Stronger,genre,hip hop music,What is the genre of Stronger?,hip hop music
Something About Us,lyricist,Thomas Bangalter,Who is the lyricist of Something About Us?,Thomas Bangalter
Something About Us,distribution format,compact disc,What is the distribution format of Something About Us?,compact disc
Something About Us,followed by,Robot Rock,What was Something About Us followed by?,Robot Rock
Something About Us,follows,"Harder, Better, Faster, Stronger",What does Something About Us follow?,"Harder, Better, Faster, Stronger"
Sur un air latino,record label,Epic Records,What is the record label of Sur un air latino?,Epic Records
Stronger,distribution format,music download,What is the distribution format of Stronger?,music download
Sur un air latino,followed by,Week End,What was Sur un air latino followed by?,Week End
Something About Us,genre,downtempo,What is the genre of Something About Us?,downtempo
Sur un air latino,performer,Lorie,Who does Sur un air latino performer?,Lorie
Sur un air latino,genre,pop music,What is the genre of Sur un air latino?,pop music
Tandem,composer,Franck Langolff,Who is the composer of Tandem?,Franck Langolff
Tandem,performer,Vanessa Paradis,Who does Tandem performer?,Vanessa Paradis
Tandem,follows,Mosquito,What does Tandem follow?,Mosquito
Tandem,lyricist,Serge Gainsbourg,Who is the lyricist of Tandem?,Serge Gainsbourg
Tandem,genre,rock music,What is the genre of Tandem?,rock music
Tandem,record label,Polydor Records,What is the record label of Tandem?,Polydor Records
Stay the Night,followed by,Find You,What was Stay the Night followed by?,Find You
Stay the Night,record label,Interscope Records,What is the record label of Stay the Night?,Interscope Records
Madness,performer,Muse,What does Madness performer?,Muse
Stay the Night,language of work or name,English,What is the language of work or name of Stay the Night?,English
Stay the Night,genre,electronic dance music,What is the genre of Stay the Night?,electronic dance music
Madness,composer,Matt Bellamy,Who is the composer of Madness?,Matt Bellamy
Madness,lyricist,Matt Bellamy,Who is the lyricist of Madness?,Matt Bellamy
Madness,follows,Survival,What does Madness follow?,Survival
Come as You Are,producer,Butch Vig,Who is the producer of Come as You Are?,Butch Vig
Madness,followed by,Follow Me,What was Madness followed by?,Follow Me
Madness,record label,Warner Bros. Records,What is the record label of Madness?,Warner Bros. Records
Come as You Are,followed by,Lithium,What was Come as You Are followed by?,Lithium
Come as You Are,distribution format,compact disc,What is the distribution format of Come as You Are?,compact disc
Come as You Are,lyricist,Kurt Cobain,Who is the lyricist of Come as You Are?,Kurt Cobain
Come as You Are,follows,Smells Like Teen Spirit,What does Come as You Are follow?,Smells Like Teen Spirit
Come as You Are,record label,Geffen Records,What is the record label of Come as You Are?,Geffen Records
Skyscraper,lyricist,Toby Gad,Who is the lyricist of Skyscraper?,Toby Gad
Come as You Are,genre,grunge,What is the genre of Come as You Are?,grunge
Skyscraper,language of work or name,English,What is the language of work or name of Skyscraper?,English
Skyscraper,followed by,Give Your Heart a Break,What was Skyscraper followed by?,Give Your Heart a Break
Lettre à France,composer,Michel Polnareff,Who is the composer of Lettre à France?,Michel Polnareff
Lettre à France,performer,Michel Polnareff,Who does Lettre à France performer?,Michel Polnareff
Lettre à France,producer,David Hentschel,Who is the producer of Lettre à France?,David Hentschel
Lettre à France,record label,Atlantic Records,What is the record label of Lettre à France?,Atlantic Records
Lettre à France,lyricist,Jean-Loup Dabadie,Who is the lyricist of Lettre à France?,Jean-Loup Dabadie
Lettre à France,genre,pop music,What is the genre of Lettre à France?,pop music
Niggas in Paris,follows,Lift Off,What does Niggas in Paris follow?,Lift Off
Niggas in Paris,composer,Hit-Boy,What is the composer of Niggas in Paris?,Hit-Boy
Niggas in Paris,producer,Hit-Boy,What is the producer of Niggas in Paris?,Hit-Boy
Niggas in Paris,genre,hip hop music,What is the genre of Niggas in Paris?,hip hop music
Popcorn,composer,Gershon Kingsley,Who is the composer of Popcorn?,Gershon Kingsley
Popcorn,genre,synth-pop,What is the genre of Popcorn?,synth-pop
Popcorn,lyricist,Gershon Kingsley,Who is the lyricist of Popcorn?,Gershon Kingsley
Popcorn,language of work or name,English,What is the language of work or name of Popcorn?,English
Beautiful Day,genre,rock music,What is the genre of Beautiful Day?,rock music
Beautiful Day,tonality,A major,What is the tonality of Beautiful Day?,A major
Popcorn,record label,Audio Fidelity,What is the record label of Popcorn?,Audio Fidelity
Niggas in Paris,distribution format,music download,What is the distribution format of Niggas in Paris?,music download
Beautiful Day,followed by,Stuck in a Moment You Can't Get Out Of,What was Beautiful Day followed by?,Stuck in a Moment You Can't Get Out Of
Beautiful Day,follows,Sweetest Thing,What does Beautiful Day follow?,Sweetest Thing
Beautiful Day,performer,U2,What does Beautiful Day performer?,U2
Beautiful Day,lyricist,Bono,Who is the lyricist of Beautiful Day?,Bono
Beautiful Day,producer,Brian Eno,Who is the producer of Beautiful Day?,Brian Eno
Limelight,follows,Les collines,What does Limelight follow?,Les collines
Limelight,genre,pop music,What is the genre of Limelight?,pop music
Happy,record label,Columbia Records,What is the record label of Happy?,Columbia Records
Happy,tonality,F major,What is the tonality of Happy?,F major
Happy,language of work or name,English,What is the language of work or name of Happy?,English
Happy,composer,Pharrell Williams,Who is the composer of Happy?,Pharrell Williams
Happy,producer,Pharrell Williams,Who is the producer of Happy?,Pharrell Williams
Happy,performer,Pharrell Williams,Who does Happy performer?,Pharrell Williams
Happy,follows,Lose Yourself to Dance,What does Happy follow?,Lose Yourself to Dance
Beautiful Day,published in,All That You Can't Leave Behind,What was Beautiful Day published in?,All That You Can't Leave Behind
Week End,performer,Lorie,Who does Week End performer?,Lorie
Happy,music mood,happiness,What is the music mood of Happy?,happiness
Week End,record label,Epic Records,What is the record label of Week End?,Epic Records
Week End,form of creative work,single,What is the form of creative work of Week End?,single
Week End,follows,Sur un air latino,What does Week End follow?,Sur un air latino
Week End,lyricist,Lorie,Who is the lyricist of Week End?,Lorie
Week End,genre,pop rock,What is the genre of Week End?,pop rock
La Isla Bonita,follows,Open Your Heart,What does La Isla Bonita follow?,Open Your Heart
Breathe,composer,Vince Clarke,Who is the composer of Breathe?,Vince Clarke
La Isla Bonita,language of work or name,English,What is the language of work or name of La Isla Bonita?,English
La Isla Bonita,distribution format,vinyl record,What is the distribution format of La Isla Bonita?,vinyl record
Two Hearts,followed by,Another Day in Paradise,When was Two Hearts followed by?,Another Day in Paradise
Silence,record label,Nettwerk,What is the record label of Silence?,Nettwerk
Two Hearts,genre,pop music,What is the genre of Two Hearts?,pop music
Two Hearts,lyricist,Phil Collins,Who is the lyricist of Two Hearts?,Phil Collins
Two Hearts,performer,Phil Collins,Who does Two Hearts performer?,Phil Collins
Two Hearts,producer,Lamont Dozier,Who is the producer of Two Hearts?,Lamont Dozier
Overprotected,record label,Jive Records,What is the record label of Overprotected?,Jive Records
Overprotected,producer,Rami Yacoub,Who is the producer of Overprotected?,Rami Yacoub
Overprotected,performer,Britney Spears,Who does Overprotected performer?,Britney Spears
Overprotected,language of work or name,English,What is the language of work or name of Overprotected?,English
Overprotected,followed by,"I'm Not a Girl, Not Yet a Woman",What was Overprotected followed by?,"I'm Not a Girl, Not Yet a Woman"
Eagleheart,distribution format,compact disc,What is the distribution format of Eagleheart?,compact disc
Overprotected,lyricist,Karl Martin,Who is the lyricist of Overprotected?,Karl Martin
Overprotected,follows,I'm a Slave 4 U,What does Overprotected follow?,I'm a Slave 4 U
Eagleheart,record label,Nuclear Blast,What is the record label of Eagleheart?,Nuclear Blast
Overprotected,genre,pop music,What is the genre of Overprotected?,pop music
Eagleheart,lyricist,Timo Kotipelto,Who is the lyricist of Eagleheart?,Timo Kotipelto
Daddy Cool,lyricist,Frank Farian,Who is the lyricist of Daddy Cool?,Frank Farian
Daddy Cool,composer,Frank Farian,Who is the composer of Daddy Cool?,Frank Farian
Daddy Cool,record label,Hansa Records,What is the record label of Daddy Cool?,Hansa Records
Daddy Cool,producer,Frank Farian,Who is the producer of Daddy Cool?,Frank Farian
Eagleheart,producer,Timo Tolkki,Who is the producer of Eagleheart?,Timo Tolkki
Daddy Cool,genre,disco,What is the genre of Daddy Cool?,disco
Eagleheart,performer,Stratovarius,What does Eagleheart performer?,Stratovarius
I Missed Again,follows,In the Air Tonight,What does I Missed Again follow?,In the Air Tonight
Daddy Cool,language of work or name,English,What is the language of work or name of Daddy Cool?,English
I Missed Again,performer,Phil Collins,Who does I Missed Again performer?,Phil Collins
I Missed Again,record label,Virgin Records,What is the record label of I Missed Again?,Virgin Records
Eagleheart,genre,heavy metal,What is the genre of Eagleheart?,heavy metal
I Missed Again,followed by,If Leaving Me Is Easy,What was I Missed Again followed by?,If Leaving Me Is Easy
Birthday,language of work or name,English,What is the language of work or name of Birthday?,English
I Missed Again,genre,contemporary R&B,What is the genre of I Missed Again?,contemporary R&B
I Missed Again,producer,Hugh Padgham,Who is the producer of I Missed Again?,Hugh Padgham
Overprotected,form of creative work,single,What is the form of creative work of Overprotected?,single
Birthday,set during recurring event,birthday,What is the set during recurring event of Birthday?,birthday
Birthday,record label,Capitol Records,What is the record label of Birthday?,Capitol Records
Birthday,producer,Dr. Luke,Who is the producer of Birthday?,Dr. Luke
Birthday,performer,Katy Perry,Who does Birthday performer?,Katy Perry
Birthday,follows,Dark Horse,What does Birthday follow?,Dark Horse
One,composer,U2,What is the composer of One?,U2
Birthday,genre,disco,What is the genre of Birthday?,disco
Birthday,followed by,This Is How We Do,What was Birthday followed by?,This Is How We Do
One,performer,U2,What does One performer?,U2
One,followed by,Even Better Than the Real Thing,What was One followed by?,Even Better Than the Real Thing
One,record label,Island Records,What is the record label of One?,Island Records
One,genre,rock music,What is the genre of One?,rock music
One,language of work or name,English,What is the language of work or name of One?,English
One,producer,Brian Eno,Who is the producer of One?,Brian Eno
One,distribution format,compact disc,What is the distribution format of One?,compact disc
Money for Nothing,tonality,G minor,What is the tonality of Money for Nothing?,G minor
Money for Nothing,record label,Vertigo Records,What is the record label of Money for Nothing?,Vertigo Records
Money for Nothing,producer,Mark Knopfler,Who is the producer of Money for Nothing?,Mark Knopfler
Money for Nothing,language of work or name,English,What is the language of work or name of Money for Nothing?,English
Money for Nothing,followed by,Walk of Life,What was Money for Nothing followed by?,Walk of Life
Sailing,form of creative work,song,What is the form of creative work of Sailing?,song
Money for Nothing,lyricist,Mark Knopfler,Who is the lyricist of Money for Nothing?,Mark Knopfler
One,lyricist,Bono,Who is the lyricist of One?,Bono
Money for Nothing,genre,rock music,What is the genre of Money for Nothing?,rock music
Sailing,producer,Michael Omartian,Who is the producer of Sailing?,Michael Omartian
Money for Nothing,performer,Dire Straits,What does Money for Nothing performer?,Dire Straits
