subject,relation,object,question,label
Gripsholm Castle,owned by,National Property Board of Sweden,What was Gripsholm Castle owned by?,National Property Board of Sweden
Washington Monument,named after,George Washington,Who was Washington Monument named after?,George Washington
Gripsholm Castle,location,Mariefred,What is the location of Gripsholm Castle?,Mariefred
Washington Monument,architectural style,Egyptian Revival architecture,What is the architectural style of Washington Monument?,Egyptian Revival architecture
Washington Monument,located in the administrative territorial entity,"Washington, D.C.",What is the located in the administrative territorial entity of Washington Monument?,"Washington, D.C."
Washington Monument,operator,National Park Service,What is the operator of Washington Monument?,National Park Service
Washington Monument,owned by,National Park Service,What was Washington Monument owned by?,National Park Service
Washington Monument,creator,Robert Mills,Who is the creator of Washington Monument?,Robert Mills
Washington Monument,genre,public art,What is the genre of Washington Monument?,public art
St Mark's Basilica,Christian liturgical rite,Roman Rite,What is the Christian liturgical rite of St Mark's Basilica?,Roman Rite
St. Peter's Basilica,religion or worldview,Catholicism,What is the religion or worldview of St. Peter's Basilica?,Catholicism
St. Peter's Basilica,located in the administrative territorial entity,Vatican City,What is the located in the administrative territorial entity of St. Peter's Basilica?,Vatican City
St. Peter's Basilica,named after,Saint Peter,Who was St. Peter's Basilica named after?,Saint Peter
St. Peter's Basilica,founded by,Julius II,Who was St. Peter's Basilica founded by?,Julius II
St Mark's Basilica,has part(s),St Mark's Campanile,What does St Mark's Basilica have part(s )?,St Mark's Campanile
St. Peter's Basilica,diocese,Diocese of Rome,What is the diocese of St. Peter's Basilica?,Diocese of Rome
St. Peter's Basilica,significant event,dedication,What is the significant event of St. Peter's Basilica?,dedication
St. Peter's Basilica,patron saint,Saint Peter,Who is the patron saint of St. Peter's Basilica?,Saint Peter
Meteor Crater,named by,Herman Le Roy Fairchild,Who was Meteor Crater named by?,Herman Le Roy Fairchild
St. Peter's Basilica,country,Vatican City,What is the country of St. Peter's Basilica?,Vatican City
St. Peter's Basilica,Christian liturgical rite,Roman Rite,What is the Christian liturgical rite of St. Peter's Basilica?,Roman Rite
Castle of Eger,architectural style,Romanesque architecture,What is the architectural style of Castle of Eger?,Romanesque architecture
Castle of Eger,location,Eger,Who is the location of Castle of Eger?,Eger
Castle of Eger,located in the administrative territorial entity,Eger,Who is the located in the administrative territorial entity of Castle of Eger?,Eger
Knossos,culture,Minoan civilization,What is the culture of Knossos?,Minoan civilization
Meteor Crater,located in the administrative territorial entity,Coconino County,What is the located in the administrative territorial entity of Meteor Crater?,Coconino County
Knossos,time period,Minoan civilization,What is the time period of Knossos?,Minoan civilization
Knossos,located in/on physical feature,Crete,What is the located in/on physical feature of Knossos?,Crete
Knossos,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Knossos?,Brockhaus and Efron Encyclopedic Dictionary
Knossos,has part(s),Palace of Knossos,What does Knossos have part(s )?,Palace of Knossos
Busan,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Busan?,Brockhaus and Efron Encyclopedic Dictionary
Knossos,director of archaeological fieldwork,Arthur Evans,Who is the director of archaeological fieldwork of Knossos?,Arthur Evans
Egyptian pyramids,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Egyptian pyramids?,Brockhaus and Efron Encyclopedic Dictionary
Wat Arun,religion or worldview,Buddhism,What is the religion or worldview of Wat Arun?,Buddhism
Egyptian pyramids,country,Egypt,What is the country of Egyptian pyramids?,Egypt
Wat Arun,country,Thailand,What is the country of Wat Arun?,Thailand
Ulriksdal Palace,located in or next to body of water,Edsviken,Who is the located in or next to body of water of Ulriksdal Palace?,Edsviken
Ulriksdal Palace,architect,Hans Jacob Kristler,Who does Ulriksdal Palace architect?,Hans Jacob Kristler
Ulriksdal Palace,owned by,National Property Board of Sweden,What was Ulriksdal Palace owned by?,National Property Board of Sweden
Ulriksdal Palace,named after,Prince Ulrik,Who was Ulriksdal Palace named after?,Prince Ulrik
Mount Etna,located in protected area,Etna Park,What is the located in protected area of Mount Etna?,Etna Park
Ulriksdal Palace,architectural style,baroque architecture,What is the architectural style of Ulriksdal Palace?,baroque architecture
Mount Etna,heritage designation,World Heritage Site,What is the heritage designation of Mount Etna?,World Heritage Site
Mount Etna,significant event,volcanic eruption,What is the significant event of Mount Etna?,volcanic eruption
Ulriksdal Palace,made from material,natural stone,What is the made from material of Ulriksdal Palace?,natural stone
Washington Monument,commemorates,George Washington,Who does Washington Monument commemorate?,George Washington
Washington Monument,significant event,dedication,What is the significant event of Washington Monument?,dedication
avenue Montaigne,named after,Michel de Montaigne,Who was avenue Montaigne named after?,Michel de Montaigne
Peter and Paul Cathedral,founded by,Peter the Great,Who was Peter and Paul Cathedral founded by?,Peter the Great
Peter and Paul Cathedral,made from material,brick,What is the made from material of Peter and Paul Cathedral?,brick
Peter and Paul Cathedral,architect,Domenico Trezzini,Who does Peter and Paul Cathedral architect?,Domenico Trezzini
Peter and Paul Cathedral,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Peter and Paul Cathedral?,Eastern Orthodoxy
Süleymaniye Mosque,architect,Mimar Sinan,Who does Süleymaniye Mosque architect?,Mimar Sinan
Süleymaniye Mosque,commissioned by,Suleiman the Magnificent,Who was Süleymaniye Mosque commissioned by?,Suleiman the Magnificent
Süleymaniye Mosque,heritage designation,World Heritage Site,What is the heritage designation of Süleymaniye Mosque?,World Heritage Site
Süleymaniye Mosque,architectural style,Ottoman architecture,What is the architectural style of Süleymaniye Mosque?,Ottoman architecture
Süleymaniye Mosque,named after,Suleiman the Magnificent,Who was Süleymaniye Mosque named after?,Suleiman the Magnificent
Hagia Irene,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Hagia Irene?,Eastern Orthodoxy
Hagia Irene,architectural style,Byzantine architecture,What is the architectural style of Hagia Irene?,Byzantine architecture
Karlstad Cathedral,religion or worldview,Church of Sweden,What is the religion or worldview of Karlstad Cathedral?,Church of Sweden
Karlstad Cathedral,architect,Christian Haller,Who does Karlstad Cathedral architect?,Christian Haller
Karlstad Cathedral,architectural style,baroque architecture,What is the architectural style of Karlstad Cathedral?,baroque architecture
Karlstad Cathedral,made from material,natural stone,What is the made from material of Karlstad Cathedral?,natural stone
Karlstad Cathedral,occupant,Karlstad church parish,What is the occupant of Karlstad Cathedral?,Karlstad church parish
Karlstad Cathedral,location,Karlstad,What is the location of Karlstad Cathedral?,Karlstad
British Library,owned by,"Department for Culture, Media and Sport",What was British Library owned by?,"Department for Culture, Media and Sport"
British Library,country,United Kingdom,What is the country of British Library?,United Kingdom
British Library,location,St Pancras,What is the location of British Library?,St Pancras
Helsinki Cathedral,located in the administrative territorial entity,Helsinki,What is the located in the administrative territorial entity of Helsinki Cathedral?,Helsinki
Helsinki Cathedral,architectural style,Neoclassical architecture,What is the architectural style of Helsinki Cathedral?,Neoclassical architecture
Helsinki Cathedral,named after,Nicholas I of Russia,Who was Helsinki Cathedral named after?,Nicholas I of Russia
Roman Forum,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Roman Forum?,Brockhaus and Efron Encyclopedic Dictionary
Helsinki Cathedral,architect,Carl Ludvig Engel,Who does Helsinki Cathedral architect?,Carl Ludvig Engel
Helsinki Cathedral,religion or worldview,Evangelical Lutheran Church of Finland,What is the religion or worldview of Helsinki Cathedral?,Evangelical Lutheran Church of Finland
Roman Forum,located in the administrative territorial entity,Rome,What is the located in the administrative territorial entity of Roman Forum?,Rome
Helsinki Cathedral,country,Finland,What is the country of Helsinki Cathedral?,Finland
Las Vegas Strip,located in the administrative territorial entity,Clark County,What is the located in the administrative territorial entity of Las Vegas Strip?,Clark County
Hollywood Sign,color,white,What is the color of Hollywood Sign?,white
Library of Celsus,significant event,construction,What is the significant event of Library of Celsus?,construction
Yosemite National Park,operator,National Park Service,What is the operator of Yosemite National Park?,National Park Service
Yosemite National Park,distributed by,Google Play,What was Yosemite National Park distributed by?,Google Play
Dormition Cathedral,architect,Aristotile Fioravanti,Who does Dormition Cathedral architect?,Aristotile Fioravanti
Dormition Cathedral,made from material,limestone,What is the made from material of Dormition Cathedral?,limestone
Dormition Cathedral,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Dormition Cathedral?,Eastern Orthodoxy
Dormition Cathedral,country,Russia,What is the country of Dormition Cathedral?,Russia
Dormition Cathedral,located in the administrative territorial entity,Tverskoy District,What is the located in the administrative territorial entity of Dormition Cathedral?,Tverskoy District
Dormition Cathedral,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Dormition Cathedral?,Brockhaus and Efron Encyclopedic Dictionary
Dormition Cathedral,diocese,Moscow Eparchy,What is the diocese of Dormition Cathedral?,Moscow Eparchy
Yosemite National Park,heritage designation,World Heritage Site,What is the heritage designation of Yosemite National Park?,World Heritage Site
Yosemite National Park,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Yosemite National Park?,Encyclopædia Britannica 11th edition
Brest Fortress,made from material,brick,What is the made from material of Brest Fortress?,brick
Yosemite National Park,significant place,Mariposa,What is the significant place of Yosemite National Park?,Mariposa
Brest Fortress,significant event,groundbreaking ceremony,What is the significant event of Brest Fortress?,groundbreaking ceremony
Stockholm Palace,owned by,National Property Board of Sweden,What was Stockholm Palace owned by?,National Property Board of Sweden
Stockholm Palace,follows,Tre Kronor Castle,What does Stockholm Palace follow?,Tre Kronor Castle
Stockholm Palace,replaces,Tre Kronor Castle,What does Stockholm Palace replace?,Tre Kronor Castle
Stockholm Palace,architectural style,baroque architecture,What is the architectural style of Stockholm Palace?,baroque architecture
Stockholm Palace,located in/on physical feature,Stadsholmen,What is the located in/on physical feature of Stockholm Palace?,Stadsholmen
Stockholm Palace,occupant,Gustav III's museum of antiquities,Who is the occupant of Stockholm Palace?,Gustav III's museum of antiquities
Swiss Alps,mountain range,Alps,What is the mountain range of Swiss Alps?,Alps
Swiss Alps,highest point,Dufourspitze,What is the highest point of Swiss Alps?,Dufourspitze
Atherton Tableland,mountain range,Great Dividing Range,What is the mountain range of Atherton Tableland?,Great Dividing Range
Royal Castle in Warsaw,architectural style,Gothic art,What is the architectural style of Royal Castle in Warsaw?,Gothic art
Royal Castle in Warsaw,architect,Giovanni Battista Trevano,Who does Royal Castle in Warsaw architect?,Giovanni Battista Trevano
Tokyo Tower,main building contractor,Takenaka Corporation,What is the main building contractor of Tokyo Tower?,Takenaka Corporation
Royal Castle in Warsaw,commissioned by,Sigismund III Vasa,Who was Royal Castle in Warsaw commissioned by?,Sigismund III Vasa
Royal Castle in Warsaw,significant event,building implosion,What is the significant event of Royal Castle in Warsaw?,building implosion
Tokyo Tower,architect,Tachū Naitō,Who does Tokyo Tower architect?,Tachū Naitō
Tokyo Tower,founded by,Hisakichi Maeda,Who was Tokyo Tower founded by?,Hisakichi Maeda
Royal Castle in Warsaw,located in the administrative territorial entity,Warsaw,What is the located in the administrative territorial entity of Royal Castle in Warsaw?,Warsaw
Tokyo Tower,country,Japan,What is the country of Tokyo Tower?,Japan
Disneyland,subject has role,operating system,What is the subject has role of Disneyland?,operating system
Becky Falls,country,United Kingdom,What is the country of Becky Falls?,United Kingdom
Singapore Flyer,country,Singapore,What is the country of Singapore Flyer?,Singapore
Disneyland,located in the administrative territorial entity,Anaheim,What is the located in the administrative territorial entity of Disneyland?,Anaheim
Disneyland,derivative work,Kinect: Disneyland Adventures,What is the derivative work of Disneyland?,Kinect: Disneyland Adventures
Disneyland,has part(s),Storybook Land Canal Boats,What does Disneyland have part(s )?,Storybook Land Canal Boats
Brühl's Terrace,country,Germany,What is the country of Brühl's Terrace?,Germany
Singapore Flyer,architect,Kisho Kurokawa,Who does Singapore Flyer architect?,Kisho Kurokawa
Tokyo Tower,offers view on,Tokyo,What does Tokyo Tower offer view on?,Tokyo
Tokyo Tower,inspired by,Eiffel Tower,What was Tokyo Tower inspired by?,Eiffel Tower
Willis Tower,main building contractor,American Bridge Company,What is the main building contractor of Willis Tower?,American Bridge Company
Willis Tower,located in the administrative territorial entity,Chicago,What is the located in the administrative territorial entity of Willis Tower?,Chicago
Willis Tower,architectural style,International Style,What is the architectural style of Willis Tower?,International Style
Willis Tower,named after,Willis Group,What was Willis Tower named after?,Willis Group
Willis Tower,commissioned by,Sears,What was Willis Tower commissioned by?,Sears
Willis Tower,owned by,Blackstone,What was Willis Tower owned by?,Blackstone
Stirling Castle,operator,Historic Environment Scotland,What is the operator of Stirling Castle?,Historic Environment Scotland
Stirling Castle,located in the administrative territorial entity,Stirling,What is the located in the administrative territorial entity of Stirling Castle?,Stirling
Trevi Fountain,architectural style,baroque architecture,What is the architectural style of Trevi Fountain?,baroque architecture
Stirling Castle,owned by,Historic Environment Scotland,What was Stirling Castle owned by?,Historic Environment Scotland
Trevi Fountain,located in the administrative territorial entity,Trevi,Who is the located in the administrative territorial entity of Trevi Fountain?,Trevi
Trevi Fountain,located in/on physical feature,Palazzo Poli,What is the located in/on physical feature of Trevi Fountain?,Palazzo Poli
Stirling Castle,country,United Kingdom,What is the country of Stirling Castle?,United Kingdom
Stirling Castle,location,Stirling,What is the location of Stirling Castle?,Stirling
Trevi Fountain,genre,public art,What is the genre of Trevi Fountain?,public art
Trevi Fountain,creator,Nicola Salvi,Who is the creator of Trevi Fountain?,Nicola Salvi
Trevi Fountain,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Trevi Fountain?,Brockhaus and Efron Encyclopedic Dictionary
Willis Tower,structural engineer,Fazlur Khan,Who is the structural engineer of Willis Tower?,Fazlur Khan
Roman Baths,associated electoral district,Bath,What is the associated electoral district of Roman Baths?,Bath
Roman Baths,architectural style,ancient Roman architecture,What is the architectural style of Roman Baths?,ancient Roman architecture
Roman Baths,country,United Kingdom,What is the country of Roman Baths?,United Kingdom
Roman Baths,architect,John Wood,Who does Roman Baths architect?,John Wood
Roman Baths,located in the administrative territorial entity,Bath and North East Somerset,What is the located in the administrative territorial entity of Roman Baths?,Bath and North East Somerset
Balboa Park,architect,Katherine Olivia Sessions,Who does Balboa Park architect?,Katherine Olivia Sessions
Balboa Park,heritage designation,National Historic Landmark,What is the heritage designation of Balboa Park?,National Historic Landmark
Doge's Palace,commissioned by,Republic of Venice,What was Doge's Palace commissioned by?,Republic of Venice
Balboa Park,located in the administrative territorial entity,San Diego,What is the located in the administrative territorial entity of Balboa Park?,San Diego
Doge's Palace,architectural style,Gothic architecture,What is the architectural style of Doge's Palace?,Gothic architecture
Doge's Palace,located in the administrative territorial entity,Venice,What is the located in the administrative territorial entity of Doge's Palace?,Venice
Basilica of Our Lady of the Pillar,architect,Francisco Herrera the Younger,Who does Basilica of Our Lady of the Pillar architect?,Francisco Herrera the Younger
Basilica of Our Lady of the Pillar,Christian liturgical rite,Roman Rite,What is the Christian liturgical rite of Basilica of Our Lady of the Pillar?,Roman Rite
Basilica of Our Lady of the Pillar,diocese,Roman Catholic Archdiocese of Zaragoza,What is the diocese of Basilica of Our Lady of the Pillar?,Roman Catholic Archdiocese of Zaragoza
Basilica of Our Lady of the Pillar,religion or worldview,Latin Church,What is the religion or worldview of Basilica of Our Lady of the Pillar?,Latin Church
Basilica of Our Lady of the Pillar,sponsor,Charles II of Spain,Who does Basilica of Our Lady of the Pillar sponsor?,Charles II of Spain
Basilica of Our Lady of the Pillar,named after,Our Lady of the Pillar,What was Basilica of Our Lady of the Pillar named after?,Our Lady of the Pillar
Vaxholm Fortress,owned by,National Property Board of Sweden,What was Vaxholm Fortress owned by?,National Property Board of Sweden
Vaxholm Fortress,operator,Vaxholm Fortress Museum,What is the operator of Vaxholm Fortress?,Vaxholm Fortress Museum
Pont du Gard,located in the administrative territorial entity,Vers-Pont-du-Gard,What is the located in the administrative territorial entity of Pont du Gard?,Vers-Pont-du-Gard
Pont du Gard,crosses,Gardon,Who does Pont du Gard cross?,Gardon
Beylerbeyi Palace,architectural style,Ottoman architecture,What is the architectural style of Beylerbeyi Palace?,Ottoman architecture
Pont du Gard,heritage designation,World Heritage Site,What is the heritage designation of Pont du Gard?,World Heritage Site
Beylerbeyi Palace,founded by,Abdülaziz,Who was Beylerbeyi Palace founded by?,Abdülaziz
Beylerbeyi Palace,located in the administrative territorial entity,Üsküdar,What is the located in the administrative territorial entity of Beylerbeyi Palace?,Üsküdar
Beylerbeyi Palace,location,Istanbul,What is the location of Beylerbeyi Palace?,Istanbul
National Flag Memorial,located in the administrative territorial entity,Rosario,What is the located in the administrative territorial entity of National Flag Memorial?,Rosario
Pont du Gard,location,Vers-Pont-du-Gard,What is the location of Pont du Gard?,Vers-Pont-du-Gard
White House,architectural style,Neoclassical architecture,What is the architectural style of White House?,Neoclassical architecture
White House,located in the administrative territorial entity,"Washington, D.C.",What is the located in the administrative territorial entity of White House?,"Washington, D.C."
White House,architect,James Hoban,Who does White House architect?,James Hoban
White House,owned by,Federal Government of the United States,What was White House owned by?,Federal Government of the United States
White House,operator,National Park Service,What is the operator of White House?,National Park Service
White House,color,white,What is the color of White House?,white
White House,occupant,President of the United States,What is the occupant of White House?,President of the United States
White House,inspired by,Leinster House,What was White House inspired by?,Leinster House
Mamayev Kurgan,country,Russia,What is the country of Mamayev Kurgan?,Russia
White House,has part(s),Oval Office,What does White House have part(s )?,Oval Office
White House,location,Northwest,What is the location of White House?,Northwest
Alamo Mission in San Antonio,heritage designation,National Historic Landmark,What is the heritage designation of Alamo Mission in San Antonio?,National Historic Landmark
White House,heritage designation,National Historic Landmark,What is the heritage designation of White House?,National Historic Landmark
Alamo Mission in San Antonio,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Alamo Mission in San Antonio?,Brockhaus and Efron Encyclopedic Dictionary
Alamo Mission in San Antonio,located in the administrative territorial entity,San Antonio,What is the located in the administrative territorial entity of Alamo Mission in San Antonio?,San Antonio
Doge's Palace,Wi-Fi access,gratis,What is the Wi-Fi access of Doge's Palace?,gratis
Doge's Palace,uses,digital library,What does Doge's Palace use?,digital library
Basilica di Santa Chiara,religion or worldview,Catholicism,What is the religion or worldview of Basilica di Santa Chiara?,Catholicism
Doge's Palace,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Doge's Palace?,Encyclopædia Britannica 11th edition
Basilica di Santa Chiara,architectural style,Gothic architecture,What is the architectural style of Basilica di Santa Chiara?,Gothic architecture
Basilica di Santa Chiara,Christian liturgical rite,Roman Rite,What is the Christian liturgical rite of Basilica di Santa Chiara?,Roman Rite
Basilica di Santa Chiara,diocese,Roman Catholic Diocese of Assisi-Nocera Umbra-Gualdo Tadino,What is the diocese of Basilica di Santa Chiara?,Roman Catholic Diocese of Assisi-Nocera Umbra-Gualdo Tadino
Monument Valley,location,Colorado Plateau,What is the location of Monument Valley?,Colorado Plateau
Ha Long Bay,heritage designation,World Heritage Site,What is the heritage designation of Ha Long Bay?,World Heritage Site
Santa Maria sopra Minerva,named after,Mary,Who was Santa Maria sopra Minerva named after?,Mary
Santa Maria sopra Minerva,religion or worldview,Catholicism,What is the religion or worldview of Santa Maria sopra Minerva?,Catholicism
Science and Industry Museum,country,United Kingdom,What is the country of Science and Industry Museum?,United Kingdom
Santa Maria sopra Minerva,owned by,Dominican Order,What was Santa Maria sopra Minerva owned by?,Dominican Order
Santa Maria sopra Minerva,Christian liturgical rite,Roman Rite,What is the Christian liturgical rite of Santa Maria sopra Minerva?,Roman Rite
Santa Maria sopra Minerva,replaces,Temple of Serapis,What does Santa Maria sopra Minerva replace?,Temple of Serapis
Santa Maria sopra Minerva,significant event,groundbreaking ceremony,What is the significant event of Santa Maria sopra Minerva?,groundbreaking ceremony
Santa Maria sopra Minerva,architect,Carlo Maderno,Who does Santa Maria sopra Minerva architect?,Carlo Maderno
Santa Maria sopra Minerva,significant person,Catherine of Siena,Who is the significant person of Santa Maria sopra Minerva?,Catherine of Siena
Santa Maria sopra Minerva,architectural style,Gothic architecture,What is the architectural style of Santa Maria sopra Minerva?,Gothic architecture
Santa Maria sopra Minerva,located in the administrative territorial entity,Rome,What is the located in the administrative territorial entity of Santa Maria sopra Minerva?,Rome
Ha Long Bay,country,Vietnam,What is the country of Ha Long Bay?,Vietnam
Santa Maria sopra Minerva,diocese,Diocese of Rome,What is the diocese of Santa Maria sopra Minerva?,Diocese of Rome
Santa Maria sopra Minerva,location,Pigna,Who is the location of Santa Maria sopra Minerva?,Pigna
30 St Mary Axe,located in the administrative territorial entity,City of London,What is the located in the administrative territorial entity of 30 St Mary Axe?,City of London
30 St Mary Axe,structural engineer,Arup,What is the structural engineer of 30 St Mary Axe?,Arup
Besakih,country,Indonesia,What is the country of Besakih?,Indonesia
30 St Mary Axe,main building contractor,Skanska,What is the main building contractor of 30 St Mary Axe?,Skanska
30 St Mary Axe,occupant,Swiss Re,What is the occupant of 30 St Mary Axe?,Swiss Re
30 St Mary Axe,country,United Kingdom,What is the country of 30 St Mary Axe?,United Kingdom
Bukit Timah,country,Singapore,What is the country of Bukit Timah?,Singapore
Singapore Zoo,country,Singapore,What is the country of Singapore Zoo?,Singapore
Little White House,owned by,Georgia,What was Little White House owned by?,Georgia
Little White House,significant event,death,What is the significant event of Little White House?,death
Little White House,architectural style,Colonial Revival architecture,What is the architectural style of Little White House?,Colonial Revival architecture
Downing Street,connects with,Whitehall,What does Downing Street connect with?,Whitehall
Downing Street,country,United Kingdom,What is the country of Downing Street?,United Kingdom
Downing Street,located in the administrative territorial entity,City of Westminster,What is the located in the administrative territorial entity of Downing Street?,City of Westminster
Tokyo Disneyland,owned by,Disney Experiences,What was Tokyo Disneyland owned by?,Disney Experiences
Spanish Steps,architectural style,baroque architecture,What is the architectural style of Spanish Steps?,baroque architecture
Downing Street,named after,"Sir George Downing, 1st Baronet",Who was Downing Street named after?,"Sir George Downing, 1st Baronet"
Tokyo Disneyland,operator,The Oriental Land Company,What is the operator of Tokyo Disneyland?,The Oriental Land Company
Spanish Steps,architect,Francesco de Sanctis,Who does Spanish Steps architect?,Francesco de Sanctis
Spanish Steps,located in the administrative territorial entity,Rome,What is the located in the administrative territorial entity of Spanish Steps?,Rome
Tokyo Disneyland,country,Japan,What is the country of Tokyo Disneyland?,Japan
Royal Observatory,founded by,Charles II of England,Who was Royal Observatory founded by?,Charles II of England
Royal Observatory,architect,Christopher Wren,Who does Royal Observatory architect?,Christopher Wren
Multnomah Falls,located in the administrative territorial entity,Multnomah County,What is the located in the administrative territorial entity of Multnomah Falls?,Multnomah County
Örebro Castle,architectural style,Romanesque architecture,What is the architectural style of Örebro Castle?,Romanesque architecture
Örebro Castle,founded by,Magnus IV of Sweden,Who was Örebro Castle founded by?,Magnus IV of Sweden
Royal Observatory,present in work,Now You See Me 2,What is the present in work of Royal Observatory?,Now You See Me 2
Örebro Castle,owned by,National Property Board of Sweden,What was Örebro Castle owned by?,National Property Board of Sweden
Örebro Castle,location,Örebro,What is the location of Örebro Castle?,Örebro
Örebro Castle,heritage designation,cultural heritage,What is the heritage designation of Örebro Castle?,cultural heritage
Royal Observatory,country,United Kingdom,What is the country of Royal Observatory?,United Kingdom
Prague Castle,named after,Prague,What was Prague Castle named after?,Prague
Prague Castle,operator,Správa Pražského hradu,Who is the operator of Prague Castle?,Správa Pražského hradu
Maiden's Tower,location,Salacak,What is the location of Maiden's Tower?,Salacak
Cascata delle Marmore,heritage designation,iridium,What is the heritage designation of Cascata delle Marmore?,iridium
Cascata delle Marmore,located in the administrative territorial entity,Terni,What is the located in the administrative territorial entity of Cascata delle Marmore?,Terni
National Museum of Archaeology,closed on,Good Friday,What did National Museum of Archaeology close on?,Good Friday
National Museum of Archaeology,architectural style,Baroque,What is the architectural style of National Museum of Archaeology?,Baroque
Cascata delle Marmore,location,Marmore,Who is the location of Cascata delle Marmore?,Marmore
National Museum of Archaeology,founded by,Agatha Barbara,Who was National Museum of Archaeology founded by?,Agatha Barbara
National Museum of Archaeology,maintained by,Heritage Malta,What was National Museum of Archaeology maintained by?,Heritage Malta
National Museum of Archaeology,architect,Girolamo Cassar,Who does National Museum of Archaeology architect?,Girolamo Cassar
National Museum of Archaeology,owned by,Heritage Malta,What was National Museum of Archaeology owned by?,Heritage Malta
National Museum of Archaeology,country,Malta,What is the country of National Museum of Archaeology?,Malta
Varberg Fortress,structural engineer,Jakob Nielsen,Who is the structural engineer of Varberg Fortress?,Jakob Nielsen
Varberg Fortress,operator,Halland Museum of Cultural History,What is the operator of Varberg Fortress?,Halland Museum of Cultural History
Uppsala Cathedral,patron saint,Eric IX of Sweden,Who is the patron saint of Uppsala Cathedral?,Eric IX of Sweden
Varberg Fortress,location,Varberg,What is the location of Varberg Fortress?,Varberg
Uppsala Cathedral,named after,Eric IX of Sweden,Who was Uppsala Cathedral named after?,Eric IX of Sweden
Uppsala Cathedral,architectural style,Brick Gothic,What is the architectural style of Uppsala Cathedral?,Brick Gothic
Varberg Fortress,owned by,National Property Board of Sweden,What was Varberg Fortress owned by?,National Property Board of Sweden
Uppsala Cathedral,Christian liturgical rite,Church of Sweden,What is the Christian liturgical rite of Uppsala Cathedral?,Church of Sweden
Uppsala Cathedral,diocese,Archdiocese of Uppsala,What is the diocese of Uppsala Cathedral?,Archdiocese of Uppsala
Abbaye de la Fille-Dieu Romont,diocese,"Roman Catholic Diocese of Lausanne, Geneva and Fribourg",What is the diocese of Abbaye de la Fille-Dieu Romont?,"Roman Catholic Diocese of Lausanne, Geneva and Fribourg"
Uppsala Cathedral,made from material,brick,What is the made from material of Uppsala Cathedral?,brick
Uppsala Cathedral,religion or worldview,Lutheranism,What is the religion or worldview of Uppsala Cathedral?,Lutheranism
Abbaye de la Fille-Dieu Romont,religion or worldview,Catholicism,What is the religion or worldview of Abbaye de la Fille-Dieu Romont?,Catholicism
Abbaye de la Fille-Dieu Romont,religious order,Cistercians,What is the religious order of Abbaye de la Fille-Dieu Romont?,Cistercians
Abbaye de la Fille-Dieu Romont,creator,Brian Clarke,Who is the creator of Abbaye de la Fille-Dieu Romont?,Brian Clarke
Uppsala Cathedral,location,Uppsala,What is the location of Uppsala Cathedral?,Uppsala
Galapagos Islands,country,Ecuador,What is the country of Galapagos Islands?,Ecuador
Galapagos Islands,located in the administrative territorial entity,Galápagos Province,What is the located in the administrative territorial entity of Galapagos Islands?,Galápagos Province
Galapagos Islands,highest point,Volcán Wolf,Who is the highest point of Galapagos Islands?,Volcán Wolf
Galapagos Islands,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Galapagos Islands?,Encyclopædia Britannica 11th edition
Mount Fuji,made from material,basalt,What is the made from material of Mount Fuji?,basalt
Mount Fuji,country,Japan,What is the country of Mount Fuji?,Japan
Mole Antonelliana,made from material,masonry,What is the made from material of Mole Antonelliana?,masonry
Mount Fuji,located in protected area,Fuji-Hakone-Izu National Park,What is the located in protected area of Mount Fuji?,Fuji-Hakone-Izu National Park
Mole Antonelliana,architectural style,eclectic architecture,What is the architectural style of Mole Antonelliana?,eclectic architecture
Old Faithful,located in the administrative territorial entity,Teton County,What is the located in the administrative territorial entity of Old Faithful?,Teton County
Big Sur,located in the administrative territorial entity,California,What is the located in the administrative territorial entity of Big Sur?,California
Mole Antonelliana,named after,Alessandro Antonelli,Who was Mole Antonelliana named after?,Alessandro Antonelli
Mole Antonelliana,architect,Alessandro Antonelli,Who does Mole Antonelliana architect?,Alessandro Antonelli
Huldah Gates,country,Israel,What is the country of Huldah Gates?,Israel
Huldah Gates,commissioned by,Ali az-Zahir,Who was Huldah Gates commissioned by?,Ali az-Zahir
Vreta Abbey,architectural style,Romanesque art,What is the architectural style of Vreta Abbey?,Romanesque art
Huldah Gates,located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of Huldah Gates?,Jerusalem
Huldah Gates,architectural style,Islamic architecture,What is the architectural style of Huldah Gates?,Islamic architecture
Vreta Abbey,religion or worldview,Catholicism,What is the religion or worldview of Vreta Abbey?,Catholicism
