subject,relation,object,question,label
Adolf Magnus d'Hoym,place of death,Racibórz,What is the place of death of Adolf Magnus d'Hoym?,Racibórz
Götz Werner,country of citizenship,Germany,What is the country of citizenship of Götz Werner?,Germany
Adolf Magnus d'Hoym,country of citizenship,Germany,What is the country of citizenship of Adolf Magnus d'Hoym?,Germany
Adolf Magnus d'Hoym,father,Ludwig Gebhard von Hoym,Who is the father of Adolf Magnus d'Hoym?,Ludwig Gebhard von Hoym
Götz Werner,place of birth,Heidelberg,What is the place of birth of Götz Werner?,Heidelberg
Götz Werner,sex or gender,male,What is the sex or gender of Götz Werner?,male
Adolf Magnus d'Hoym,spouse,Anna Constantia von Brockdorff,Who is the spouse of Adolf Magnus d'Hoym?,Anna Constantia von Brockdorff
Adolf Magnus d'Hoym,noble title,baron,What is the noble title of Adolf Magnus d'Hoym?,baron
Mohamed Sheikh,place of birth,Kenya,What is the place of birth of Mohamed Sheikh?,Kenya
Mohamed Sheikh,sex or gender,male,What is the sex or gender of Mohamed Sheikh?,male
Götz Werner,family name,Werner,Who is the family name of Götz Werner?,Werner
Adolf Magnus d'Hoym,sex or gender,male,What is the sex or gender of Adolf Magnus d'Hoym?,male
Karl Wlaschek,instrument,piano,What is the instrument of Karl Wlaschek?,piano
Mohamed Sheikh,country of citizenship,United Kingdom,What is the country of citizenship of Mohamed Sheikh?,United Kingdom
Mohamed Sheikh,member of political party,Conservative Party,What is the member of political party of Mohamed Sheikh?,Conservative Party
Nikita Mikhalkov,native language,Russian,What is the native language of Nikita Mikhalkov?,Russian
Nikita Mikhalkov,father,Sergey Mikhalkov,Who is the father of Nikita Mikhalkov?,Sergey Mikhalkov
Karl Wlaschek,given name,Karl,Who is the given name of Karl Wlaschek?,Karl
Nikita Mikhalkov,mother,Natalia Konchalovskaïa,Who is the mother of Nikita Mikhalkov?,Natalia Konchalovskaïa
Adolf Magnus d'Hoym,described by source,Allgemeine Deutsche Biographie,What is the described by source of Adolf Magnus d'Hoym?,Allgemeine Deutsche Biographie
Adolf Magnus d'Hoym,given name,Magnus,Who is the given name of Adolf Magnus d'Hoym?,Magnus
Nikita Mikhalkov,sex or gender,male,What is the sex or gender of Nikita Mikhalkov?,male
Heinz Nixdorf,country of citizenship,Germany,What is the country of citizenship of Heinz Nixdorf?,Germany
Heinz Nixdorf,sex or gender,male,What is the sex or gender of Heinz Nixdorf?,male
Heinz Nixdorf,member of political party,Nazi Party,What is the member of political party of Heinz Nixdorf?,Nazi Party
Nikita Mikhalkov,religion or worldview,Eastern Orthodox Church,What is the religion or worldview of Nikita Mikhalkov?,Eastern Orthodox Church
Heinz Nixdorf,place of birth,Paderborn,What is the place of birth of Heinz Nixdorf?,Paderborn
Heinz Nixdorf,place of burial,Paderborn,What is the place of burial of Heinz Nixdorf?,Paderborn
Nikita Mikhalkov,instrument,voice,What is the instrument of Nikita Mikhalkov?,voice
Anton Freissler,place of death,Vienna,What is the place of death of Anton Freissler?,Vienna
Heinz Nixdorf,manner of death,natural causes,What is the manner of death of Heinz Nixdorf?,natural causes
Alfred Lion,place of birth,Schöneberg,What is the place of birth of Alfred Lion?,Schöneberg
August Kappler,place of birth,Mannheim,What is the place of birth of August Kappler?,Mannheim
Alfred Lion,place of death,San Diego,What is the place of death of Alfred Lion?,San Diego
Anton Freissler,place of birth,Moravia,What is the place of birth of Anton Freissler?,Moravia
Anton Freissler,occupation,entrepreneur,What is the occupation of Anton Freissler?,entrepreneur
Anton Freissler,sex or gender,male,What is the sex or gender of Anton Freissler?,male
August Kappler,described by source,Allgemeine Deutsche Biographie,What is the described by source of August Kappler?,Allgemeine Deutsche Biographie
Veitel-Heine Ephraim,place of birth,Berlin,What is the place of birth of Veitel-Heine Ephraim?,Berlin
August Kappler,country of citizenship,Germany,What is the country of citizenship of August Kappler?,Germany
Veitel-Heine Ephraim,place of death,Berlin,What is the place of death of Veitel-Heine Ephraim?,Berlin
August Kappler,sex or gender,male,What is the sex or gender of August Kappler?,male
Veitel-Heine Ephraim,country of citizenship,Germany,What is the country of citizenship of Veitel-Heine Ephraim?,Germany
Carl Hahn,country of citizenship,Germany,What is the country of citizenship of Carl Hahn?,Germany
Veitel-Heine Ephraim,father,Chajm ben Ephraim,Who is the father of Veitel-Heine Ephraim?,Chajm ben Ephraim
Veitel-Heine Ephraim,sex or gender,male,What is the sex or gender of Veitel-Heine Ephraim?,male
Carl Hahn,father,Carl Hahn Sr.,Who is the father of Carl Hahn?,Carl Hahn Sr.
Martin Winterkorn,educated at,University of Stuttgart,What was Martin Winterkorn educated at?,University of Stuttgart
Martin Winterkorn,country of citizenship,Germany,What is the country of citizenship of Martin Winterkorn?,Germany
Alfred Lion,spouse,Lorraine Gordon,Who is the spouse of Alfred Lion?,Lorraine Gordon
Alfred Lion,sex or gender,male,What is the sex or gender of Alfred Lion?,male
Carl Hahn,sex or gender,male,What is the sex or gender of Carl Hahn?,male
Carl Hahn,employer,Westsächsische Hochschule Zwickau - University of Applied Sciences,What is the employer of Carl Hahn?,Westsächsische Hochschule Zwickau - University of Applied Sciences
Martin Winterkorn,sex or gender,male,What is the sex or gender of Martin Winterkorn?,male
Guido Henckel von Donnersmarck,place of death,Berlin,What is the place of death of Guido Henckel von Donnersmarck?,Berlin
Ludwig Knoop,sex or gender,male,What is the sex or gender of Ludwig Knoop?,male
Carl Hahn,given name,Carl,Who is the given name of Carl Hahn?,Carl
Carl Hahn,family name,Hahn,Who is the family name of Carl Hahn?,Hahn
Martin Winterkorn,given name,Martin,Who is the given name of Martin Winterkorn?,Martin
Guido Henckel von Donnersmarck,father,Carl Lazarus Henckel von Donnersmarck,Who is the father of Guido Henckel von Donnersmarck?,Carl Lazarus Henckel von Donnersmarck
Guido Henckel von Donnersmarck,sex or gender,male,What is the sex or gender of Guido Henckel von Donnersmarck?,male
Hans Georg Klamroth,place of birth,Halberstadt,What is the place of birth of Hans Georg Klamroth?,Halberstadt
Hans Georg Klamroth,member of political party,Nazi Party,What is the member of political party of Hans Georg Klamroth?,Nazi Party
Hans Georg Klamroth,conflict,World War II,What is the conflict of Hans Georg Klamroth?,World War II
Hans Georg Klamroth,manner of death,capital punishment,What is the manner of death of Hans Georg Klamroth?,capital punishment
Hans Georg Klamroth,country of citizenship,German Reich,What is the country of citizenship of Hans Georg Klamroth?,German Reich
Hans Georg Klamroth,father,Kurt Klamroth,Who is the father of Hans Georg Klamroth?,Kurt Klamroth
Hans Georg Klamroth,cause of death,hanging,What is the cause of death of Hans Georg Klamroth?,hanging
Hans Georg Klamroth,given name,Hans,Who is the given name of Hans Georg Klamroth?,Hans
Friedrich Bayer,family name,Bayer,What is the family name of Friedrich Bayer?,Bayer
Hans Georg Klamroth,place of death,Plötzensee Prison,What is the place of death of Hans Georg Klamroth?,Plötzensee Prison
Clancy Brown,native language,English,What is the native language of Clancy Brown?,English
Hans Georg Klamroth,sex or gender,male,What is the sex or gender of Hans Georg Klamroth?,male
Albert Böhler,given name,Albert,Who is the given name of Albert Böhler?,Albert
Kazimierz Sabbat,conflict,World War II,What is the conflict of Kazimierz Sabbat?,World War II
Albert Böhler,family name,Böhler,Who is the family name of Albert Böhler?,Böhler
Clancy Brown,father,Bud Brown,Who is the father of Clancy Brown?,Bud Brown
Heinrich Nordhoff,educated at,Technische Universität Berlin,What was Heinrich Nordhoff educated at?,Technische Universität Berlin
Clancy Brown,sex or gender,male,What is the sex or gender of Clancy Brown?,male
Heinrich Nordhoff,country of citizenship,Germany,What is the country of citizenship of Heinrich Nordhoff?,Germany
Gottlieb Daimler,place of birth,Schorndorf,What is the place of birth of Gottlieb Daimler?,Schorndorf
Gottlieb Daimler,field of work,mechanical engineering,What is the field of work of Gottlieb Daimler?,mechanical engineering
Gottlieb Daimler,educated at,University of Stuttgart,What was Gottlieb Daimler educated at?,University of Stuttgart
Heinrich Nordhoff,given name,Heinrich,Who is the given name of Heinrich Nordhoff?,Heinrich
Heinrich Nordhoff,sex or gender,male,What is the sex or gender of Heinrich Nordhoff?,male
Gottlieb Daimler,place of death,Bad Cannstatt,What is the place of death of Gottlieb Daimler?,Bad Cannstatt
Christian von Stetten,native language,German,What is the native language of Christian von Stetten?,German
Clancy Brown,writing language,English,What is the writing language of Clancy Brown?,English
Christian von Stetten,educated at,University of Mannheim,What was Christian von Stetten educated at?,University of Mannheim
Gottlieb Daimler,sex or gender,male,What is the sex or gender of Gottlieb Daimler?,male
Clancy Brown,notable role,Mr. Krabs,Who is the notable role of Clancy Brown?,Mr. Krabs
Christian von Stetten,member of political party,Christian Democratic Union,What is the member of political party of Christian von Stetten?,Christian Democratic Union
Clancy Brown,family name,Brown,Who is the family name of Clancy Brown?,Brown
Otto Wolff von Amerongen,employer,Association of German Chambers of Industry and Commerce,What is the employer of Otto Wolff von Amerongen?,Association of German Chambers of Industry and Commerce
Christian von Stetten,sex or gender,male,What is the sex or gender of Christian von Stetten?,male
Guido Henckel von Donnersmarck,family,Henckel von Donnersmarck,Who is the family of Guido Henckel von Donnersmarck?,Henckel von Donnersmarck
Otto Wolff von Amerongen,sex or gender,male,What is the sex or gender of Otto Wolff von Amerongen?,male
Guido Henckel von Donnersmarck,conflict,Franco-Prussian War,What is the conflict of Guido Henckel von Donnersmarck?,Franco-Prussian War
Otto Wolff von Amerongen,given name,Otto,Who is the given name of Otto Wolff von Amerongen?,Otto
Guido Henckel von Donnersmarck,given name,Heinrich,Who is the given name of Guido Henckel von Donnersmarck?,Heinrich
Otto Wolff von Amerongen,father,Otto Wolff,Who is the father of Otto Wolff von Amerongen?,Otto Wolff
Ludwig Knoop,given name,Ludwig,Who is the given name of Ludwig Knoop?,Ludwig
Guido Henckel von Donnersmarck,child,Guidotto Henckel von Donnersmarck,Who is the child of Guido Henckel von Donnersmarck?,Guidotto Henckel von Donnersmarck
Guido Henckel von Donnersmarck,spouse,La Païva,What is the spouse of Guido Henckel von Donnersmarck?,La Païva
Steve Coast,country of citizenship,United Kingdom,What is the country of citizenship of Steve Coast?,United Kingdom
Steve Coast,place of birth,United Kingdom,What is the place of birth of Steve Coast?,United Kingdom
Steve Coast,educated at,University College London,What was Steve Coast educated at?,University College London
Steve Coast,sex or gender,male,What is the sex or gender of Steve Coast?,male
Friedrich Bayer,place of birth,Barmen,What is the place of birth of Friedrich Bayer?,Barmen
Steve Coast,employer,TomTom,What is the employer of Steve Coast?,TomTom
Friedrich Bayer,sex or gender,male,What is the sex or gender of Friedrich Bayer?,male
Albert Böhler,place of death,Vienna,What is the place of death of Albert Böhler?,Vienna
Steve Coast,notable work,OpenStreetMap,What is the notable work of Steve Coast?,OpenStreetMap
Friedrich Bayer,place of death,Würzburg,What is the place of death of Friedrich Bayer?,Würzburg
Albert Böhler,place of birth,Frankfurt,What is the place of birth of Albert Böhler?,Frankfurt
Ernst August Geitner,given name,Ernst,Who is the given name of Ernst August Geitner?,Ernst
Albert Böhler,sex or gender,male,What is the sex or gender of Albert Böhler?,male
Albert Böhler,occupation,entrepreneur,What is the occupation of Albert Böhler?,entrepreneur
Hassan II,child,Mohammed VI of Morocco,Who is the child of Hassan II?,Mohammed VI of Morocco
Hassan II,place of death,Rabat,What is the place of death of Hassan II?,Rabat
Hassan II,father,Mohammed Abdelmonem,Who is the father of Hassan II?,Mohammed Abdelmonem
Ernst August Geitner,country of citizenship,Germany,What is the country of citizenship of Ernst August Geitner?,Germany
Hassan II,place of birth,Rabat,What is the place of birth of Hassan II?,Rabat
Ernst August Geitner,described by source,Allgemeine Deutsche Biographie,What is the described by source of Ernst August Geitner?,Allgemeine Deutsche Biographie
Gustav Heine von Geldern,place of birth,Düsseldorf,What is the place of birth of Gustav Heine von Geldern?,Düsseldorf
Hassan II,family,'Alawi dynasty,Who is the family of Hassan II?,'Alawi dynasty
Hassan II,sex or gender,male,What is the sex or gender of Hassan II?,male
Ernst August Geitner,sex or gender,male,What is the sex or gender of Ernst August Geitner?,male
Hassan II,country of citizenship,Morocco,What is the country of citizenship of Hassan II?,Morocco
Gustav Heine von Geldern,place of death,Vienna,What is the place of death of Gustav Heine von Geldern?,Vienna
Gustav Heine von Geldern,noble title,baron,What is the noble title of Gustav Heine von Geldern?,baron
Gustav Heine von Geldern,sex or gender,male,What is the sex or gender of Gustav Heine von Geldern?,male
Klaus-Michael Kühne,country of citizenship,Germany,What is the country of citizenship of Klaus-Michael Kühne?,Germany
Klaus-Michael Kühne,sex or gender,male,What is the sex or gender of Klaus-Michael Kühne?,male
Larry Page,employer,Google,What is the employer of Larry Page?,Google
Klaus-Michael Kühne,place of birth,Hamburg,What is the place of birth of Klaus-Michael Kühne?,Hamburg
Klaus-Michael Kühne,father,Alfred Kühne,Who is the father of Klaus-Michael Kühne?,Alfred Kühne
Hassan II,noble title,king,What is the noble title of Hassan II?,king
Hassan II,place of burial,Mausoleum of Mohammed V,What is the place of burial of Hassan II?,Mausoleum of Mohammed V
Klaus-Michael Kühne,occupation,entrepreneur,What is the occupation of Klaus-Michael Kühne?,entrepreneur
Adolph von Hansemann,place of death,Berlin,What is the place of death of Adolph von Hansemann?,Berlin
Hassan II,native language,Arabic,What is the native language of Hassan II?,Arabic
Larry Page,sex or gender,male,What is the sex or gender of Larry Page?,male
Hassan II,religion or worldview,Sunni Islam,What is the religion or worldview of Hassan II?,Sunni Islam
Adolph von Hansemann,place of burial,Alter St.-Matthäus-Kirchhof Berlin,What is the place of burial of Adolph von Hansemann?,Alter St.-Matthäus-Kirchhof Berlin
Klaus-Michael Kühne,residence,Feusisberg,What is the residence of Klaus-Michael Kühne?,Feusisberg
Larry Page,affiliation,Google,What is the affiliation of Larry Page?,Google
Adolph von Hansemann,father,David Hansemann,Who is the father of Adolph von Hansemann?,David Hansemann
Klaus-Michael Kühne,affiliation,Kuehne + Nagel,Who is the affiliation of Klaus-Michael Kühne?,Kuehne + Nagel
Adolph von Hansemann,child,Ferdinand von Hansemann,Who is the child of Adolph von Hansemann?,Ferdinand von Hansemann
Larry Page,influenced by,Terry Winograd,Who was Larry Page influenced by?,Terry Winograd
Adolph von Hansemann,sex or gender,male,What is the sex or gender of Adolph von Hansemann?,male
Adolph von Hansemann,spouse,Ottilie von Hansemann,Who is the spouse of Adolph von Hansemann?,Ottilie von Hansemann
Larry Page,family name,Page,What is the family name of Larry Page?,Page
Hassan II,handedness,right-handedness,What is the handedness of Hassan II?,right-handedness
Hassan II,hair color,black hair,What is the hair color of Hassan II?,black hair
Hassan II,manner of death,natural causes,What is the manner of death of Hassan II?,natural causes
William Ralph Merton,place of death,Berlin,What is the place of death of William Ralph Merton?,Berlin
Heinrich Schliemann,native language,German,What is the native language of Heinrich Schliemann?,German
William Ralph Merton,religion or worldview,Judaism,What is the religion or worldview of William Ralph Merton?,Judaism
William Ralph Merton,occupation,entrepreneur,What is the occupation of William Ralph Merton?,entrepreneur
William Ralph Merton,place of birth,Frankfurt,What is the place of birth of William Ralph Merton?,Frankfurt
William Ralph Merton,father,Ralph Merton,Who is the father of William Ralph Merton?,Ralph Merton
Heinrich Schliemann,sex or gender,male,What is the sex or gender of Heinrich Schliemann?,male
Heinrich Schliemann,spouse,Sofia Schliemann,Who is the spouse of Heinrich Schliemann?,Sofia Schliemann
Heinrich Schliemann,place of burial,First Cemetery of Athens,What is the place of burial of Heinrich Schliemann?,First Cemetery of Athens
William Ralph Merton,country of citizenship,Germany,What is the country of citizenship of William Ralph Merton?,Germany
William Ralph Merton,sex or gender,male,What is the sex or gender of William Ralph Merton?,male
Heinrich Schliemann,significant event,circumnavigation,What is the significant event of Heinrich Schliemann?,circumnavigation
Heinrich Schliemann,child,Agamemnon Schliemann,Who is the child of Heinrich Schliemann?,Agamemnon Schliemann
Heinrich Schliemann,cause of death,bacterial meningitis,What is the cause of death of Heinrich Schliemann?,bacterial meningitis
Jason Lee,spouse,Carmen Llywelyn,Who is the spouse of Jason Lee?,Carmen Llywelyn
Jason Lee,place of birth,Orange,What is the place of birth of Jason Lee?,Orange
William Ralph Merton,given name,William,Who is the given name of William Ralph Merton?,William
Heinrich Schliemann,given name,Heinrich,Who is the given name of Heinrich Schliemann?,Heinrich
Heinrich Schliemann,writing language,German,What is the writing language of Heinrich Schliemann?,German
Joseph Rosemeyer,country of citizenship,Germany,What is the country of citizenship of Joseph Rosemeyer?,Germany
Heinrich Schliemann,academic degree,honorary doctorate,What is the academic degree of Heinrich Schliemann?,honorary doctorate
Joseph Rosemeyer,place of burial,Melaten-Friedhof,Who is the place of burial of Joseph Rosemeyer?,Melaten-Friedhof
Jason Lee,influenced by,Bill Murray,Who was Jason Lee influenced by?,Bill Murray
Joseph Rosemeyer,sex or gender,male,What is the sex or gender of Joseph Rosemeyer?,male
"Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest",mother,Pauline Prinzessin von Fürstenberg,"Who is the mother of Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest?",Pauline Prinzessin von Fürstenberg
Jason Lee,native language,English,What is the native language of Jason Lee?,English
Jason Lee,sex or gender,male,What is the sex or gender of Jason Lee?,male
Jason Lee,residence,Denton,Who is the residence of Jason Lee?,Denton
Jason Lee,educated at,Ocean View High School,What was Jason Lee educated at?,Ocean View High School
Jason Lee,sport,skateboarding,What is the sport of Jason Lee?,skateboarding
"Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest",country of citizenship,Germany,"What is the country of citizenship of Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest?",Germany
"Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest",place of birth,Öhringen,"What is the place of birth of Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest?",Öhringen
"Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest",sex or gender,male,"What is the sex or gender of Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest?",male
Jason Lee,given name,Jason,Who is the given name of Jason Lee?,Jason
Jason Lee,religion or worldview,atheist,What is the religion or worldview of Jason Lee?,atheist
Jason Lee,writing language,English,What is the writing language of Jason Lee?,English
Jason Lee,family name,Lee,Who is the family name of Jason Lee?,Lee
Joseph Rosemeyer,given name,Joseph,Who is the given name of Joseph Rosemeyer?,Joseph
Joseph Rosemeyer,sport,cycle sport,What is the sport of Joseph Rosemeyer?,cycle sport
Meg Whitman,affiliation,Hewlett Packard Enterprise,What is the affiliation of Meg Whitman?,Hewlett Packard Enterprise
Paul Mauser,work location,Berlin,What is the work location of Paul Mauser?,Berlin
Hanns Klemm,member of political party,Nazi Party,What is the member of political party of Hanns Klemm?,Nazi Party
Paul Mauser,sex or gender,male,What is the sex or gender of Paul Mauser?,male
Kazimierz Sabbat,educated at,"Faculty of Law and Administration, University of Warsaw",What was Kazimierz Sabbat educated at?,"Faculty of Law and Administration, University of Warsaw"
Hanns Klemm,family name,Klemm,Who is the family name of Hanns Klemm?,Klemm
Hanns Klemm,country of citizenship,Germany,What is the country of citizenship of Hanns Klemm?,Germany
Kazimierz Sabbat,place of birth,Kielce,What is the place of birth of Kazimierz Sabbat?,Kielce
Kazimierz Sabbat,member of political party,independent politician,What is the member of political party of Kazimierz Sabbat?,independent politician
Kazimierz Sabbat,spouse,Anna Sabbat,Who is the spouse of Kazimierz Sabbat?,Anna Sabbat
Kazimierz Sabbat,sex or gender,male,What is the sex or gender of Kazimierz Sabbat?,male
Paul Mauser,given name,Paul,Who is the given name of Paul Mauser?,Paul
Bernd Pischetsrieder,educated at,Technical University of Munich,What was Bernd Pischetsrieder educated at?,Technical University of Munich
Hanns Klemm,sex or gender,male,What is the sex or gender of Hanns Klemm?,male
Bernd Pischetsrieder,place of birth,Munich,What is the place of birth of Bernd Pischetsrieder?,Munich
Christian von Stetten,affiliation,CDU/CSU Bundestag fraction,What is the affiliation of Christian von Stetten?,CDU/CSU Bundestag fraction
Bernd Pischetsrieder,country of citizenship,Germany,What is the country of citizenship of Bernd Pischetsrieder?,Germany
Bernd Pischetsrieder,affiliation,Volkswagen,What is the affiliation of Bernd Pischetsrieder?,Volkswagen
Anton Magnis,work location,Berlin,What is the work location of Anton Magnis?,Berlin
Robert Schlumberger von Goldeck,occupation,entrepreneur,What is the occupation of Robert Schlumberger von Goldeck?,entrepreneur
Christian von Stetten,work location,Berlin,What is the work location of Christian von Stetten?,Berlin
Anton Magnis,member of political party,Centre Party,What is the member of political party of Anton Magnis?,Centre Party
Anton Magnis,place of death,Strážnice,What is the place of death of Anton Magnis?,Strážnice
Anton Magnis,child,Gabriele von Magnis,Who is the child of Anton Magnis?,Gabriele von Magnis
Bernd Pischetsrieder,given name,Bernd,Who is the given name of Bernd Pischetsrieder?,Bernd
Anton Magnis,country of citizenship,German Reich,What is the country of citizenship of Anton Magnis?,German Reich
"Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest",work location,Berlin,"What is the work location of Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest?",Berlin
Bernd Pischetsrieder,sex or gender,male,What is the sex or gender of Bernd Pischetsrieder?,male
Anton Magnis,father,Wilhelm von Magnis,Who is the father of Anton Magnis?,Wilhelm von Magnis
Robert Schlumberger von Goldeck,given name,Robert,Who is the given name of Robert Schlumberger von Goldeck?,Robert
Anton Magnis,sex or gender,male,What is the sex or gender of Anton Magnis?,male
Robert Schlumberger von Goldeck,sex or gender,male,What is the sex or gender of Robert Schlumberger von Goldeck?,male
"Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest",member of political party,Free Conservative Party,"What is the member of political party of Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest?",Free Conservative Party
"Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest",military or police rank,general,"What is the military or police rank of Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest?",general
"Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest",educated at,University of Bonn,"What was Christian Kraft, 5th Prince of Hohenlohe-Öhringen, 2nd Duke of Ujest educated at?",University of Bonn
Margarete Steiff,place of death,Giengen an der Brenz,Who is the place of death of Margarete Steiff?,Giengen an der Brenz
Margarete Steiff,place of burial,Giengen an der Brenz,Who is the place of burial of Margarete Steiff?,Giengen an der Brenz
Margarete Steiff,place of birth,Giengen an der Brenz,Who is the place of birth of Margarete Steiff?,Giengen an der Brenz
Hippolyt Freiherr Poschinger von Frauenau,noble title,baron,What is the noble title of Hippolyt Freiherr Poschinger von Frauenau?,baron
Hippolyt Freiherr Poschinger von Frauenau,place of death,Zwiesel,What is the place of death of Hippolyt Freiherr Poschinger von Frauenau?,Zwiesel
Margarete Steiff,manner of death,natural causes,What is the manner of death of Margarete Steiff?,natural causes
Hippolyt Freiherr Poschinger von Frauenau,place of birth,Bamberg,What is the place of birth of Hippolyt Freiherr Poschinger von Frauenau?,Bamberg
Margarete Steiff,sex or gender,female,What is the sex or gender of Margarete Steiff?,female
Friedrich Jahn,place of birth,Linz,What is the place of birth of Friedrich Jahn?,Linz
Hippolyt Freiherr Poschinger von Frauenau,country of citizenship,Germany,What is the country of citizenship of Hippolyt Freiherr Poschinger von Frauenau?,Germany
Friedrich Jahn,family name,Jahn,Who is the family name of Friedrich Jahn?,Jahn
Ferdinand Porsche,member of political party,Nazi Party,What is the member of political party of Ferdinand Porsche?,Nazi Party
Friedrich Jahn,place of death,Bad Wiessee,What is the place of death of Friedrich Jahn?,Bad Wiessee
Friedrich Jahn,occupation,entrepreneur,What is the occupation of Friedrich Jahn?,entrepreneur
Hippolyt Freiherr Poschinger von Frauenau,sex or gender,male,What is the sex or gender of Hippolyt Freiherr Poschinger von Frauenau?,male
"Friedrich Wilhelm, Prince of Hohenzollern",child,"Karl Friedrich, Prince of Hohenzollern","Who is the child of Friedrich Wilhelm, Prince of Hohenzollern?","Karl Friedrich, Prince of Hohenzollern"
Friedrich Jahn,sex or gender,male,What is the sex or gender of Friedrich Jahn?,male
Ferdinand Porsche,field of work,automotive industry,What is the field of work of Ferdinand Porsche?,automotive industry
"Friedrich Wilhelm, Prince of Hohenzollern",mother,Princess Margarete Karola of Saxony,"Who is the mother of Friedrich Wilhelm, Prince of Hohenzollern?",Princess Margarete Karola of Saxony
Ferdinand Porsche,family,Porsche family,What is the family of Ferdinand Porsche?,Porsche family
"Friedrich Wilhelm, Prince of Hohenzollern",father,"Prince Friedrich, Prince of Hohenzollern","Who is the father of Friedrich Wilhelm, Prince of Hohenzollern?","Prince Friedrich, Prince of Hohenzollern"
Ferdinand Porsche,sex or gender,male,What is the sex or gender of Ferdinand Porsche?,male
"Friedrich Wilhelm, Prince of Hohenzollern",country of citizenship,Germany,"What is the country of citizenship of Friedrich Wilhelm, Prince of Hohenzollern?",Germany
Friedrich Wilhelm Schindler,place of death,Kennelbach,Who is the place of death of Friedrich Wilhelm Schindler?,Kennelbach
"Friedrich Wilhelm, Prince of Hohenzollern",occupation,entrepreneur,"What is the occupation of Friedrich Wilhelm, Prince of Hohenzollern?",entrepreneur
Friedrich Wilhelm Schindler,sex or gender,male,What is the sex or gender of Friedrich Wilhelm Schindler?,male
Karl Amson Joel,given name,Karl,Who is the given name of Karl Amson Joel?,Karl
"Friedrich Wilhelm, Prince of Hohenzollern",sex or gender,male,"What is the sex or gender of Friedrich Wilhelm, Prince of Hohenzollern?",male
Karl Amson Joel,occupation,entrepreneur,What is the occupation of Karl Amson Joel?,entrepreneur
Karl Amson Joel,country of citizenship,Germany,What is the country of citizenship of Karl Amson Joel?,Germany
Friedrich Wilhelm Schindler,child,Anna Margaretha Schindler,Who is the child of Friedrich Wilhelm Schindler?,Anna Margaretha Schindler
Karl Amson Joel,sex or gender,male,What is the sex or gender of Karl Amson Joel?,male
Karl Amson Joel,child,Howard Joel,Who is the child of Karl Amson Joel?,Howard Joel
"Friedrich Wilhelm, Prince of Hohenzollern",place of birth,Umkirch,"What is the place of birth of Friedrich Wilhelm, Prince of Hohenzollern?",Umkirch
Bill Gates,mother,Mary Maxwell Gates,Who is the mother of Bill Gates?,Mary Maxwell Gates
Bill Gates,father,Bill Gates Sr.,Who is the father of Bill Gates?,Bill Gates Sr.
Bill Gates,employer,Bill & Melinda Gates Foundation,What is the employer of Bill Gates?,Bill & Melinda Gates Foundation
Friedrich Wilhelm Schindler,place of birth,Mollis,Who is the place of birth of Friedrich Wilhelm Schindler?,Mollis
"Friedrich Wilhelm, Prince of Hohenzollern",religion or worldview,Catholicism,"What is the religion or worldview of Friedrich Wilhelm, Prince of Hohenzollern?",Catholicism
Bill Gates,spouse,Melinda Gates,Who is the spouse of Bill Gates?,Melinda Gates
Ferdinand Porsche,cause of death,infarction,What is the cause of death of Ferdinand Porsche?,infarction
Ferdinand Porsche,manner of death,natural causes,What is the manner of death of Ferdinand Porsche?,natural causes
Bill Gates,sport,contract bridge,What is the sport of Bill Gates?,contract bridge
Bill Gates,sex or gender,male,What is the sex or gender of Bill Gates?,male
Bill Gates,medical condition,color blindness,What is the medical condition of Bill Gates?,color blindness
Bill Gates,handedness,left-handedness,What is the handedness of Bill Gates?,left-handedness
Friedrich Wilhelm Schindler,family name,Schindler,Who is the family name of Friedrich Wilhelm Schindler?,Schindler
Michael Braungart,place of birth,Schwäbisch Gmünd,What is the place of birth of Michael Braungart?,Schwäbisch Gmünd
Michael Braungart,country of citizenship,Germany,What is the country of citizenship of Michael Braungart?,Germany
Michael Braungart,spouse,Monika Griefahn,Who is the spouse of Michael Braungart?,Monika Griefahn
Louis Victor Robert Schwartzkopff,place of birth,Magdeburg,What is the place of birth of Louis Victor Robert Schwartzkopff?,Magdeburg
