subject,relation,object,question,label
Tunisia,madhhab,Malikism,What is the madhhab of Tunisia?,Malikism
Zambia,capital,Lusaka,What is the capital of Zambia?,Lusaka
Zambia,head of government,Edgar Lungu,Who is the head of government of Zambia?,Edgar Lungu
Tunisia,replaces,French protectorate of Tunisia,What does Tunisia replace?,French protectorate of Tunisia
Tunisia,history of topic,history of Tunisia,What is the history of topic of Tunisia?,history of Tunisia
Tunisia,driving side,right,What is the driving side of Tunisia?,right
Tunisia,visitor center,Tunisian National Tourist Office,What is the visitor center of Tunisia?,Tunisian National Tourist Office
Zimbabwe,geography of topic,geography of Zimbabwe,What is the geography of topic of Zimbabwe?,geography of Zimbabwe
Zimbabwe,history of topic,history of Zimbabwe,What is the history of topic of Zimbabwe?,history of Zimbabwe
Zimbabwe,economy of topic,economy of Zimbabwe,What is the economy of topic of Zimbabwe?,economy of Zimbabwe
Botswana,basic form of government,republic,What is the basic form of government of Botswana?,republic
Botswana,official language,English,What is the official language of Botswana?,English
Belarus,highest point,Dzyarzhynskaya Hara,Who is the highest point of Belarus?,Dzyarzhynskaya Hara
Botswana,capital,Gaborone,What is the capital of Botswana?,Gaborone
Botswana,flag,flag of Botswana,What is the flag of Botswana?,flag of Botswana
Botswana,follows,Bechuanaland Protectorate,What does Botswana follow?,Bechuanaland Protectorate
Botswana,currency,Botswana pula,What is the currency of Botswana?,Botswana pula
Botswana,anthem,Fatshe leno la rona,Who does Botswana anthem?,Fatshe leno la rona
Iceland,official language,Icelandic,What is the official language of Iceland?,Icelandic
Iceland,named after,ice,What was Iceland named after?,ice
Botswana,named after,Tswana people,What was Botswana named after?,Tswana people
Botswana,legislative body,National Assembly of Botswana,What is the legislative body of Botswana?,National Assembly of Botswana
Iceland,legislative body,Althing,What is the legislative body of Iceland?,Althing
Iceland,flag,flag of Iceland,What is the flag of Iceland?,flag of Iceland
Iceland,highest judicial authority,Supreme Court of Iceland,What is the highest judicial authority of Iceland?,Supreme Court of Iceland
Iceland,anthem,Lofsöngur,What does Iceland anthem?,Lofsöngur
Iceland,head of government,Bjarni Benediktsson,Who is the head of government of Iceland?,Bjarni Benediktsson
Iceland,capital,Reykjavík,What is the capital of Iceland?,Reykjavík
Iceland,currency,Icelandic króna,What is the currency of Iceland?,Icelandic króna
Iceland,head of state,Halla Tómasdóttir,Who is the head of state of Iceland?,Halla Tómasdóttir
Iceland,located in/on physical feature,Scandinavia,What is the located in/on physical feature of Iceland?,Scandinavia
Iceland,highest point,Hvannadalshnúkur,What is the highest point of Iceland?,Hvannadalshnúkur
Botswana,separated from,United Kingdom,What was Botswana separated from?,United Kingdom
Botswana,located in/on physical feature,Southern Africa,What is the located in/on physical feature of Botswana?,Southern Africa
Botswana,replaces,Bechuanaland Protectorate,What does Botswana replace?,Bechuanaland Protectorate
Botswana,central bank,Bank of Botswana,What is the central bank of Botswana?,Bank of Botswana
Estonia,official language,Estonian,What is the official language of Estonia?,Estonian
Estonia,capital,Tallinn,What is the capital of Estonia?,Tallinn
Estonia,currency,Euro,What is the currency of Estonia?,Euro
Estonia,head of state,Alar Karis,Who is the head of state of Estonia?,Alar Karis
Estonia,flag,flag of Estonia,What is the flag of Estonia?,flag of Estonia
Estonia,legislative body,Riigikogu,What is the legislative body of Estonia?,Riigikogu
Estonia,executive body,Government of Estonia,What is the executive body of Estonia?,Government of Estonia
Estonia,head of government,Kaja Kallas,Who is the head of government of Estonia?,Kaja Kallas
Estonia,highest point,Suur Munamägi,Who is the highest point of Estonia?,Suur Munamägi
Estonia,railway traffic side,right,What is the railway traffic side of Estonia?,right
Estonia,economy of topic,economy of Estonia,What is the economy of topic of Estonia?,economy of Estonia
Burkina Faso,capital,Ouagadougou,What is the capital of Burkina Faso?,Ouagadougou
Burkina Faso,flag,flag of Burkina Faso,What is the flag of Burkina Faso?,flag of Burkina Faso
Burkina Faso,currency,West African CFA franc,What is the currency of Burkina Faso?,West African CFA franc
Burkina Faso,basic form of government,republic,What is the basic form of government of Burkina Faso?,republic
Burkina Faso,head of state,Ibrahim Traoré,Who is the head of state of Burkina Faso?,Ibrahim Traoré
Burkina Faso,located in/on physical feature,West Africa,What is the located in/on physical feature of Burkina Faso?,West Africa
Burkina Faso,central bank,Central Bank of West African States,What is the central bank of Burkina Faso?,Central Bank of West African States
Comoros,capital,Moroni,Who is the capital of Comoros?,Moroni
Burkina Faso,lowest point,Black Volta,What is the lowest point of Burkina Faso?,Black Volta
Burkina Faso,office held by head of state,military leader,What is the office held by head of state of Burkina Faso?,military leader
Burkina Faso,driving side,right,What is the driving side of Burkina Faso?,right
Republic of the Congo,head of state,Denis Sassou-Nguesso,Who is the head of state of Republic of the Congo?,Denis Sassou-Nguesso
Republic of the Congo,capital,Brazzaville,What is the capital of Republic of the Congo?,Brazzaville
Republic of the Congo,flag,flag of the Republic of the Congo,What is the flag of Republic of the Congo?,flag of the Republic of the Congo
Republic of the Congo,head of government,Clément Mouamba,Who is the head of government of Republic of the Congo?,Clément Mouamba
Republic of the Congo,anthem,La Congolaise,What does Republic of the Congo anthem?,La Congolaise
Republic of the Congo,named after,Congo,What was Republic of the Congo named after?,Congo
Republic of the Congo,currency,Central African CFA franc,What is the currency of Republic of the Congo?,Central African CFA franc
Republic of the Congo,central bank,Bank of Central African States,What is the central bank of Republic of the Congo?,Bank of Central African States
Republic of the Congo,located in/on physical feature,Central Africa,What is the located in/on physical feature of Republic of the Congo?,Central Africa
Burundi,flag,flag of Burundi,What is the flag of Burundi?,flag of Burundi
Burundi,central bank,Bank of the Republic of Burundi,What is the central bank of Burundi?,Bank of the Republic of Burundi
Iceland,driving side,right,What is the driving side of Iceland?,right
Burundi,driving side,right,What is the driving side of Burundi?,right
Iceland,central bank,Central Bank of Iceland,What is the central bank of Iceland?,Central Bank of Iceland
Iceland,history of topic,history of Iceland,What is the history of topic of Iceland?,history of Iceland
Iceland,official religion,Lutheranism,What is the official religion of Iceland?,Lutheranism
Iceland,geography of topic,geography of Iceland,What is the geography of topic of Iceland?,geography of Iceland
Iceland,taxon found at location,Vulpes lagopus,What is the taxon found at location of Iceland?,Vulpes lagopus
Estonia,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Estonia?,Encyclopædia Britannica 11th edition
Estonia,driving side,right,What is the driving side of Estonia?,right
Estonia,central bank,Bank of Estonia,What is the central bank of Estonia?,Bank of Estonia
Burundi,headquarters location,Bujumbura,What is the headquarters location of Burundi?,Bujumbura
Estonia,geography of topic,geography of Estonia,What is the geography of topic of Estonia?,geography of Estonia
Burundi,currency,Burundian franc,What is the currency of Burundi?,Burundian franc
Burundi,head of state,Évariste Ndayishimiye,Who is the head of state of Burundi?,Évariste Ndayishimiye
Burundi,named after,Kirundi,What was Burundi named after?,Kirundi
Comoros,head of state,Azali Assoumani,Who is the head of state of Comoros?,Azali Assoumani
Comoros,currency,Comorian franc,What is the currency of Comoros?,Comorian franc
Comoros,basic form of government,federal republic,What is the basic form of government of Comoros?,federal republic
Comoros,flag,flag of the Comoros,What is the flag of Comoros?,flag of the Comoros
Comoros,head of government,Azali Assoumani,Who is the head of government of Comoros?,Azali Assoumani
Comoros,described by source,The World Factbook,What is the described by source of Comoros?,The World Factbook
Comoros,driving side,right,What is the driving side of Comoros?,right
Slovakia,central bank,National Bank of Slovakia,What is the central bank of Slovakia?,National Bank of Slovakia
Djibouti,replaces,French Territory of the Afars and the Issas,What does Djibouti replace?,French Territory of the Afars and the Issas
Slovakia,driving side,right,What is the driving side of Slovakia?,right
Slovakia,lowest point,Bodrog,What is the lowest point of Slovakia?,Bodrog
Djibouti,highest point,Mousa Ali,Who is the highest point of Djibouti?,Mousa Ali
Slovakia,public holiday,Christmas,When is the public holiday of Slovakia?,Christmas
Djibouti,driving side,right,What is the driving side of Djibouti?,right
Djibouti,located in/on physical feature,East Africa,What is the located in/on physical feature of Djibouti?,East Africa
Djibouti,history of topic,history of Djibouti,What is the history of topic of Djibouti?,history of Djibouti
Eritrea,flag,flag of Eritrea,What is the flag of Eritrea?,flag of Eritrea
Eritrea,capital,Asmara,What is the capital of Eritrea?,Asmara
Eritrea,highest point,Emba Soira,Who is the highest point of Eritrea?,Emba Soira
Eritrea,driving side,right,What is the driving side of Eritrea?,right
Eritrea,geography of topic,geography of Eritrea,What is the geography of topic of Eritrea?,geography of Eritrea
Eritrea,located in/on physical feature,East Africa,What is the located in/on physical feature of Eritrea?,East Africa
Eritrea,history of topic,history of Eritrea,What is the history of topic of Eritrea?,history of Eritrea
Slovenia,head of state,Nataša Pirc Musar,Who is the head of state of Slovenia?,Nataša Pirc Musar
Slovenia,official language,Slovene,What is the official language of Slovenia?,Slovene
Slovenia,currency,Euro,What is the currency of Slovenia?,Euro
Slovenia,head of government,Robert Golob,Who is the head of government of Slovenia?,Robert Golob
Slovenia,capital,Ljubljana,What is the capital of Slovenia?,Ljubljana
Republic of the Congo,history of topic,history of the Republic of the Congo,What is the history of topic of Republic of the Congo?,history of the Republic of the Congo
Republic of the Congo,driving side,right,What is the driving side of Republic of the Congo?,right
Djibouti,flag,flag of Djibouti,What is the flag of Djibouti?,flag of Djibouti
Djibouti,legislative body,National Assembly,What is the legislative body of Djibouti?,National Assembly
Djibouti,head of state,Ismail Omar Guelleh,Who is the head of state of Djibouti?,Ismail Omar Guelleh
Djibouti,currency,Djiboutian franc,What is the currency of Djibouti?,Djiboutian franc
Slovakia,head of government,Robert Fico,Who is the head of government of Slovakia?,Robert Fico
Slovakia,flag,flag of Slovakia,What is the flag of Slovakia?,flag of Slovakia
Slovakia,currency,Euro,What is the currency of Slovakia?,Euro
Slovakia,capital,Bratislava,What is the capital of Slovakia?,Bratislava
Slovakia,official language,Slovak,What is the official language of Slovakia?,Slovak
Slovakia,executive body,Government of Slovakia,What is the executive body of Slovakia?,Government of Slovakia
Slovakia,anthem,Nad Tatrou sa blýska,Who does Slovakia anthem?,Nad Tatrou sa blýska
Slovakia,head of state,Peter Pellegrini,Who is the head of state of Slovakia?,Peter Pellegrini
Slovakia,legislative body,National Council of the Slovak Republic,What is the legislative body of Slovakia?,National Council of the Slovak Republic
Slovenia,flag,flag of Slovenia,What is the flag of Slovenia?,flag of Slovenia
Slovenia,follows,Socialist Republic of Slovenia,What does Slovenia follow?,Socialist Republic of Slovenia
Slovenia,executive body,Government of Slovenia,What is the executive body of Slovenia?,Government of Slovenia
Slovenia,highest judicial authority,Supreme Court of the Republic of Slovenia,What is the highest judicial authority of Slovenia?,Supreme Court of the Republic of Slovenia
Gabon,located in/on physical feature,Central Africa,What is the located in/on physical feature of Gabon?,Central Africa
Gabon,central bank,Bank of Central African States,What is the central bank of Gabon?,Bank of Central African States
Gabon,highest point,Mont Bengoué,What is the highest point of Gabon?,Mont Bengoué
Gabon,driving side,right,What is the driving side of Gabon?,right
Gabon,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Gabon?,Encyclopædia Britannica 11th edition
Bulgaria,central bank,Bulgarian National Bank,What is the central bank of Bulgaria?,Bulgarian National Bank
Bulgaria,official symbol,lion,What is the official symbol of Bulgaria?,lion
Bulgaria,currency,Bulgarian lev,What is the currency of Bulgaria?,Bulgarian lev
Bulgaria,highest point,Musala,Who is the highest point of Bulgaria?,Musala
Bulgaria,official language,Bulgarian,What is the official language of Bulgaria?,Bulgarian
Bulgaria,capital,Sofia,What is the capital of Bulgaria?,Sofia
Bulgaria,head of state,Rumen Radev,Who is the head of state of Bulgaria?,Rumen Radev
Bulgaria,named after,Bulgars,What was Bulgaria named after?,Bulgars
Bulgaria,twinned administrative body,Toyoake,What is the twinned administrative body of Bulgaria?,Toyoake
Bulgaria,legislative body,National Assembly of Bulgaria,What is the legislative body of Bulgaria?,National Assembly of Bulgaria
Bulgaria,flag,flag of Bulgaria,What is the flag of Bulgaria?,flag of Bulgaria
Bulgaria,head of government,Nikolay Denkov,Who is the head of government of Bulgaria?,Nikolay Denkov
Romania,official language,Romanian,What is the official language of Romania?,Romanian
Romania,basic form of government,semi-presidential system,What is the basic form of government of Romania?,semi-presidential system
Romania,capital,Bucharest,What is the capital of Romania?,Bucharest
Romania,flag,flag of Romania,What is the flag of Romania?,flag of Romania
Romania,currency,Romanian Leu,What is the currency of Romania?,Romanian Leu
Romania,head of state,Klaus Iohannis,Who is the head of state of Romania?,Klaus Iohannis
Romania,executive body,Government of Romania,What is the executive body of Romania?,Government of Romania
Romania,head of government,Marcel Ciolacu,Who is the head of government of Romania?,Marcel Ciolacu
Bulgaria,driving side,right,What is the driving side of Bulgaria?,right
Bulgaria,history of topic,history of Bulgaria,What is the history of topic of Bulgaria?,history of Bulgaria
Bulgaria,economy of topic,economy of Bulgaria,What is the economy of topic of Bulgaria?,economy of Bulgaria
Bulgaria,railway traffic side,right,What is the railway traffic side of Bulgaria?,right
The Gambia,basic form of government,republic,What is the basic form of government of The Gambia?,republic
The Gambia,capital,Banjul,What is the capital of The Gambia?,Banjul
The Gambia,head of state,Adama Barrow,Who is the head of state of The Gambia?,Adama Barrow
The Gambia,currency,dalasi,What is the currency of The Gambia?,dalasi
The Gambia,flag,flag of the Gambia,What is the flag of The Gambia?,flag of the Gambia
The Gambia,official language,English,What is the official language of The Gambia?,English
The Gambia,head of government,Adama Barrow,Who is the head of government of The Gambia?,Adama Barrow
The Gambia,headquarters location,Banjul,What is the headquarters location of The Gambia?,Banjul
The Gambia,located in/on physical feature,West Africa,What is the located in/on physical feature of The Gambia?,West Africa
The Gambia,named after,Gambia River,What was The Gambia named after?,Gambia River
The Gambia,central bank,Central Bank of The Gambia,What is the central bank of The Gambia?,Central Bank of The Gambia
Romania,history of topic,history of Romania,What is the history of topic of Romania?,history of Romania
Romania,central bank,National Bank of Romania,What is the central bank of Romania?,National Bank of Romania
Romania,driving side,right,What is the driving side of Romania?,right
Guinea,replaces,French West Africa,What does Guinea replace?,French West Africa
Guinea,located in/on physical feature,West Africa,What is the located in/on physical feature of Guinea?,West Africa
Guinea,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Guinea?,Encyclopædia Britannica 11th edition
Guinea,central bank,Central Bank of the Republic of Guinea,What is the central bank of Guinea?,Central Bank of the Republic of Guinea
Guinea,highest point,Mount Richard-Molard,What is the highest point of Guinea?,Mount Richard-Molard
Guinea,history of topic,history of Guinea,What is the history of topic of Guinea?,history of Guinea
Guinea-Bissau,flag,flag of Guinea-Bissau,What is the flag of Guinea-Bissau?,flag of Guinea-Bissau
Guinea,driving side,right,What is the driving side of Guinea?,right
Guinea,economy of topic,economy of Guinea,What is the economy of topic of Guinea?,economy of Guinea
Guinea-Bissau,located in/on physical feature,West Africa,What is the located in/on physical feature of Guinea-Bissau?,West Africa
Guinea-Bissau,official language,Portuguese,What is the official language of Guinea-Bissau?,Portuguese
Guinea-Bissau,currency,West African CFA franc,What is the currency of Guinea-Bissau?,West African CFA franc
Guinea-Bissau,central bank,Central Bank of West African States,What is the central bank of Guinea-Bissau?,Central Bank of West African States
Guinea-Bissau,head of state,Umaro Sissoco Embaló,What is the head of state of Guinea-Bissau?,Umaro Sissoco Embaló
Guinea-Bissau,history of topic,history of Guinea-Bissau,What is the history of topic of Guinea-Bissau?,history of Guinea-Bissau
Guinea-Bissau,driving side,right,What is the driving side of Guinea-Bissau?,right
Ivory Coast,capital,Yamoussoukro,What is the capital of Ivory Coast?,Yamoussoukro
Ivory Coast,head of state,Alassane Ouattara,Who is the head of state of Ivory Coast?,Alassane Ouattara
Ivory Coast,basic form of government,republic,What is the basic form of government of Ivory Coast?,republic
Ivory Coast,named after,coast,What was Ivory Coast named after?,coast
Ivory Coast,currency,West African CFA franc,What is the currency of Ivory Coast?,West African CFA franc
Ivory Coast,highest point,Mount Richard-Molard,What is the highest point of Ivory Coast?,Mount Richard-Molard
Ivory Coast,central bank,Central Bank of West African States,What is the central bank of Ivory Coast?,Central Bank of West African States
Ivory Coast,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Ivory Coast?,Encyclopædia Britannica 11th edition
Ivory Coast,located in/on physical feature,West Africa,What is the located in/on physical feature of Ivory Coast?,West Africa
Ivory Coast,driving side,right,What is the driving side of Ivory Coast?,right
Ivory Coast,replaces,French West Africa,What does Ivory Coast replace?,French West Africa
Albania,official language,Albanian,What is the official language of Albania?,Albanian
Albania,flag,flag of Albania,What is the flag of Albania?,flag of Albania
Albania,capital,Tirana,What is the capital of Albania?,Tirana
Albania,basic form of government,parliamentary system,What is the basic form of government of Albania?,parliamentary system
Albania,anthem,Himni i Flamurit,Who does Albania anthem?,Himni i Flamurit
Albania,currency,Albanian lek,What is the currency of Albania?,Albanian lek
Albania,highest judicial authority,Constitutional Court of Albania,What is the highest judicial authority of Albania?,Constitutional Court of Albania
Cameroon,basic form of government,republic,What is the basic form of government of Cameroon?,republic
Cameroon,highest judicial authority,Supreme Court of Cameroon,What is the highest judicial authority of Cameroon?,Supreme Court of Cameroon
Cameroon,capital,Yaoundé,What is the capital of Cameroon?,Yaoundé
Cameroon,head of state,Paul Biya,Who is the head of state of Cameroon?,Paul Biya
Cameroon,twinned administrative body,Tsushima,What is the twinned administrative body of Cameroon?,Tsushima
Cameroon,flag,flag of Cameroon,What is the flag of Cameroon?,flag of Cameroon
Cameroon,currency,Central African CFA franc,What is the currency of Cameroon?,Central African CFA franc
Cameroon,anthem,"O Cameroon, Cradle of Our Forefathers",What does Cameroon anthem?,"O Cameroon, Cradle of Our Forefathers"
Cameroon,head of government,Joseph Ngute,Who is the head of government of Cameroon?,Joseph Ngute
Cameroon,located in/on physical feature,Central Africa,What is the located in/on physical feature of Cameroon?,Central Africa
Cameroon,central bank,Bank of Central African States,What is the central bank of Cameroon?,Bank of Central African States
Cameroon,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Cameroon?,Brockhaus and Efron Encyclopedic Dictionary
Cameroon,driving side,right,What is the driving side of Cameroon?,right
Cameroon,history of topic,history of Cameroon,What is the history of topic of Cameroon?,history of Cameroon
Cape Verde,head of state,José Maria Neves,Who is the head of state of Cape Verde?,José Maria Neves
Cape Verde,head of government,Ulisses Correia e Silva,Who is the head of government of Cape Verde?,Ulisses Correia e Silva
Cape Verde,located in/on physical feature,Macaronesia,What is the located in/on physical feature of Cape Verde?,Macaronesia
Cape Verde,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Cape Verde?,Brockhaus and Efron Encyclopedic Dictionary
Cape Verde,central bank,Bank of Cape Verde,What is the central bank of Cape Verde?,Bank of Cape Verde
Cameroon,railway traffic side,right,What is the railway traffic side of Cameroon?,right
Cape Verde,driving side,right,What is the driving side of Cape Verde?,right
Croatia,capital,Zagreb,What is the capital of Croatia?,Zagreb
Croatia,official language,Croatian,What is the official language of Croatia?,Croatian
Croatia,basic form of government,republic,What is the basic form of government of Croatia?,republic
Croatia,head of state,Zoran Milanović,Who is the head of state of Croatia?,Zoran Milanović
Croatia,currency,Euro,What is the currency of Croatia?,Euro
Croatia,flag,flag of Croatia,What is the flag of Croatia?,flag of Croatia
Croatia,executive body,Government of Croatia,What is the executive body of Croatia?,Government of Croatia
Croatia,head of government,Andrej Plenković,Who is the head of government of Croatia?,Andrej Plenković
Azerbaijan,currency,Azerbaijani manat,What is the currency of Azerbaijan?,Azerbaijani manat
Azerbaijan,head of state,Ilham Aliyev,Who is the head of state of Azerbaijan?,Ilham Aliyev
Azerbaijan,capital,Baku,What is the capital of Azerbaijan?,Baku
Azerbaijan,official language,Azerbaijani,What is the official language of Azerbaijan?,Azerbaijani
Azerbaijan,flag,flag of Azerbaijan,What is the flag of Azerbaijan?,flag of Azerbaijan
Azerbaijan,legislative body,National Assembly of Azerbaijan,What is the legislative body of Azerbaijan?,National Assembly of Azerbaijan
Slovakia,history of topic,history of Slovakia,What is the history of topic of Slovakia?,history of Slovakia
Slovakia,railway traffic side,right,What is the railway traffic side of Slovakia?,right
Slovenia,central bank,Bank of Slovenia,What is the central bank of Slovenia?,Bank of Slovenia
Slovenia,history of topic,history of Slovenia,What is the history of topic of Slovenia?,history of Slovenia
Slovenia,driving side,right,What is the driving side of Slovenia?,right
Gabon,head of state,Ali Bongo Ondimba,Who is the head of state of Gabon?,Ali Bongo Ondimba
Gabon,flag,flag of Gabon,What is the flag of Gabon?,flag of Gabon
Gabon,basic form of government,republic,What is the basic form of government of Gabon?,republic
Gabon,twinned administrative body,Aisai,What is the twinned administrative body of Gabon?,Aisai
Gabon,named after,pea coat,What was Gabon named after?,pea coat
Bulgaria,official observer status in organisation,European Space Agency,What is the official observer status in organisation of Bulgaria?,European Space Agency
Romania,railway traffic side,right,What is the railway traffic side of Romania?,right
Romania,geography of topic,geography of Romania,What is the geography of topic of Romania?,geography of Romania
Gabon,capital,Libreville,What is the capital of Gabon?,Libreville
Gabon,currency,Central African CFA franc,What is the currency of Gabon?,Central African CFA franc
The Gambia,history of topic,history of the Gambia,What is the history of topic of The Gambia?,history of the Gambia
Guinea,currency,Guinean franc,What is the currency of Guinea?,Guinean franc
The Gambia,driving side,right,What is the driving side of The Gambia?,right
Guinea,basic form of government,republic,What is the basic form of government of Guinea?,republic
Guinea,flag,flag of Guinea,What is the flag of Guinea?,flag of Guinea
Azerbaijan,central bank,Central Bank of Azerbaijan,What is the central bank of Azerbaijan?,Central Bank of Azerbaijan
Liberia,flag,flag of Liberia,What is the flag of Liberia?,flag of Liberia
Liberia,highest judicial authority,Supreme Court of Liberia,What is the highest judicial authority of Liberia?,Supreme Court of Liberia
Liberia,currency,Liberian dollar,What is the currency of Liberia?,Liberian dollar
Azerbaijan,driving side,right,What is the driving side of Azerbaijan?,right
Liberia,official language,English,What is the official language of Liberia?,English
Liberia,capital,Monrovia,What is the capital of Liberia?,Monrovia
Liberia,head of state,George Weah,Who is the head of state of Liberia?,George Weah
Azerbaijan,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Azerbaijan?,Encyclopædia Britannica 11th edition
Liberia,head of government,George Weah,Who is the head of government of Liberia?,George Weah
Andorra,official language,Catalan,What is the official language of Andorra?,Catalan
Andorra,legislative body,General Council of Andorra,What is the legislative body of Andorra?,General Council of Andorra
Andorra,flag,flag of Andorra,What is the flag of Andorra?,flag of Andorra
Andorra,currency,Euro,What is the currency of Andorra?,Euro
Andorra,capital,Andorra la Vella,What is the capital of Andorra?,Andorra la Vella
Andorra,executive body,Executive Council of Andorra,What is the executive body of Andorra?,Executive Council of Andorra
Liberia,located in/on physical feature,West Africa,What is the located in/on physical feature of Liberia?,West Africa
Andorra,head of government,Xavier Espot Zamora,Who is the head of government of Andorra?,Xavier Espot Zamora
Libya,capital,Tripoli,What is the capital of Libya?,Tripoli
Libya,basic form of government,republic,What is the basic form of government of Libya?,republic
Libya,official language,Arabic,What is the official language of Libya?,Arabic
Libya,flag,flag of Libya,What is the flag of Libya?,flag of Libya
Libya,follows,Great Socialist People's Libyan Arab Jamahiriya,What does Libya follow?,Great Socialist People's Libyan Arab Jamahiriya
Andorra,driving side,right,What is the driving side of Andorra?,right
Andorra,highest point,Coma Pedrosa,Who is the highest point of Andorra?,Coma Pedrosa
Liberia,history of topic,history of Liberia,What is the history of topic of Liberia?,history of Liberia
Liberia,driving side,right,What is the driving side of Liberia?,right
Libya,located in/on physical feature,North Africa,What is the located in/on physical feature of Libya?,North Africa
Libya,central bank,Central Bank of Libya,What is the central bank of Libya?,Central Bank of Libya
Libya,highest point,Bikku Bitti,Who is the highest point of Libya?,Bikku Bitti
Libya,replaces,Great Socialist People's Libyan Arab Jamahiriya,What does Libya replace?,Great Socialist People's Libyan Arab Jamahiriya
Kazakhstan,basic form of government,presidential system,What is the basic form of government of Kazakhstan?,presidential system
Kazakhstan,twinned administrative body,Toyota,What is the twinned administrative body of Kazakhstan?,Toyota
Kazakhstan,flag,flag of Kazakhstan,What is the flag of Kazakhstan?,flag of Kazakhstan
Kazakhstan,head of state,Kassym-Jomart Tokayev,Who is the head of state of Kazakhstan?,Kassym-Jomart Tokayev
Kazakhstan,named after,Kazakhs,What was Kazakhstan named after?,Kazakhs
Kazakhstan,currency,Kazakhstani tenge,What is the currency of Kazakhstan?,Kazakhstani tenge
Kazakhstan,highest point,Khan Tengri,Who is the highest point of Kazakhstan?,Khan Tengri
Croatia,central bank,Croatian National Bank,What is the central bank of Croatia?,Croatian National Bank
Croatia,highest point,Sinjal,What is the highest point of Croatia?,Sinjal
Croatia,history of topic,history of Croatia,What is the history of topic of Croatia?,history of Croatia
Croatia,driving side,right,What is the driving side of Croatia?,right
Albania,central bank,Bank of Albania,What is the central bank of Albania?,Bank of Albania
Albania,replaces,People's Socialist Republic of Albania,What does Albania replace?,People's Socialist Republic of Albania
Albania,studied in,albanology,What was Albania studied in?,albanology
Albania,history of topic,history of Albania,What is the history of topic of Albania?,history of Albania
Albania,highest point,Korab,What is the highest point of Albania?,Korab
Albania,driving side,right,What is the driving side of Albania?,right
Albania,economy of topic,economy of Albania,What is the economy of topic of Albania?,economy of Albania
Azerbaijan,railway traffic side,right,What is the railway traffic side of Azerbaijan?,right
Azerbaijan,history of topic,history of Azerbaijan,What is the history of topic of Azerbaijan?,history of Azerbaijan
Croatia,railway traffic side,right,What is the railway traffic side of Croatia?,right
Croatia,economy of topic,economy of Croatia,What is the economy of topic of Croatia?,economy of Croatia
Libya,history of topic,history of Libya,What is the history of topic of Libya?,history of Libya
Libya,driving side,right,What is the driving side of Libya?,right
Malta,history of topic,history of Malta,What is the history of topic of Malta?,history of Malta
Croatia,demographics of topic,demographics of Croatia,What is the demographics of topic of Croatia?,demographics of Croatia
Malta,demographics of topic,demographics of Malta,What is the demographics of topic of Malta?,demographics of Malta
Libya,madhhab,Malikism,What is the madhhab of Libya?,Malikism
Mauritania,flag,flag of Mauritania,What is the flag of Mauritania?,flag of Mauritania
Mauritania,capital,Nouakchott,What is the capital of Mauritania?,Nouakchott
Mauritania,official language,Arabic,What is the official language of Mauritania?,Arabic
Mauritania,currency,Mauritanian ouguiya,What is the currency of Mauritania?,Mauritanian ouguiya
Mauritania,head of state,Mohamed Ould Ghazouani,Who is the head of state of Mauritania?,Mohamed Ould Ghazouani
Malawi,located in/on physical feature,Southern Africa,What is the located in/on physical feature of Malawi?,Southern Africa
Malawi,central bank,Reserve Bank of Malawi,What is the central bank of Malawi?,Reserve Bank of Malawi
Malawi,history of topic,history of Malawi,What is the history of topic of Malawi?,history of Malawi
Malawi,highest point,Mulanje Massif,Who is the highest point of Malawi?,Mulanje Massif
Malawi,geography of topic,geography of Malawi,What is the geography of topic of Malawi?,geography of Malawi
Madagascar,currency,ariary,What is the currency of Madagascar?,ariary
Madagascar,flag,flag of Madagascar,What is the flag of Madagascar?,flag of Madagascar
Madagascar,capital,Antananarivo,What is the capital of Madagascar?,Antananarivo
Madagascar,head of state,Andry Rajoelina,Who is the head of state of Madagascar?,Andry Rajoelina
Madagascar,basic form of government,republic,What is the basic form of government of Madagascar?,republic
Madagascar,history of topic,history of Madagascar,What is the history of topic of Madagascar?,history of Madagascar
Madagascar,driving side,right,What is the driving side of Madagascar?,right
Madagascar,central bank,Central Bank of Madagascar,What is the central bank of Madagascar?,Central Bank of Madagascar
Malta,currency,Euro,What is the currency of Malta?,Euro
Malta,flag,flag of Malta,What is the flag of Malta?,flag of Malta
Malta,head of government,Robert Abela,Who is the head of government of Malta?,Robert Abela
Malta,head of state,Myriam Spiteri Debono,Who is the head of state of Malta?,Myriam Spiteri Debono
Malta,religion or worldview,Christianity,What is the religion or worldview of Malta?,Christianity
Malta,named after,honey,What was Malta named after?,honey
Malta,basic form of government,parliamentary democracy,What is the basic form of government of Malta?,parliamentary democracy
Malta,central bank,Central Bank of Malta,What is the central bank of Malta?,Central Bank of Malta
Malta,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Malta?,Encyclopædia Britannica 11th edition
