topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels
places_landmark,Kalmar Cathedral,diocese,Diocese of Växjö,What is the diocese of Kalmar Cathedral?,The diocese of Kalmar Cathedral is the diocese of Kalmar,0.0,Who is the bishop of the diocese of Kalmar Cathedral?,Fredrik Modéus,What is the birth year of the bishop of the diocese of Kalmar Cathedral?,1964,In which city was the bishop of the diocese of Kalmar Cathedral born?,Jönköping,What is the population of the city where the bishop of the diocese of Kalmar Cathedral was born?,"Approximately 93,797",What is the area in square kilometers of the city where the bishop of the diocese of Kalmar Cathedral was born?,44.82 square kilometers,"['Diocese of Växjö', 'The diocese of Kalmar Cathedral is the diocese of Kalmar', 'Diocese of Lund', 'Diocese of Linköping']",Which diocese does Kalmar Cathedral belong to?,Is the diocese of Kalmar Cathedral the Diocese of Växjö?,Is the diocese of Kalmar Cathedral the diocese of Kalmar?,In which city is Kalmar Cathedral located?,Which cathedral belongs to the Diocese of Växjö?,A. Diocese of Lund  B. The diocese of Kalmar Cathedral is the diocese of Kalmar  C. Diocese of Växjö  D. Diocese of Linköping,C
places_landmark,Dung Gate,architectural style,Islamic architecture,What is the architectural style of Dung Gate?,Dung Gate is a style of architecture,0.0,Who was the ruler during the period when the Dung Gate was built in the Islamic architectural style?,Suleiman the Magnificent,Which empire was ruled by the ruler during the period when the Dung Gate was built in the Islamic architectural style?,Ottoman Empire,What was the capital of the empire ruled by the ruler during the period when the Dung Gate was built in the Islamic architectural style?,Constantinople,In which modern-day country is the capital located of the empire ruled by the ruler during the period when the Dung Gate was built in the Islamic architectural style?,Turkey,What is the official language of the modern-day country where the capital is located of the empire ruled by the ruler during the period when the Dung Gate was built in the Islamic architectural style?,Turkish,"['Islamic architecture', 'Dung Gate is a style of architecture', 'Gothic architecture', 'Baroque architecture']",Which architectural style does Dung Gate belong to?,Is the architectural style of Dung Gate Islamic architecture?,Is the architectural style of Dung Gate 'Dung Gate is a style of architecture'?,Where is Dung Gate located?,What gate is an example of Islamic architecture?,A. Dung Gate is a style of architecture  B. Baroque architecture  C. Islamic architecture  D. Gothic architecture,C
places_landmark,Tsaritsyno Park + palace,architectural style,Gothic Revival,What is the architectural style of Tsaritsyno Park + palace?,The architectural style of Tsaritsyno Park + palace is neoclassical,0.0,Who was the architect of the Tsaritsyno Park + palace that is designed in the Gothic Revival style?,Vasily Bazhenov,Which Russian Empress commissioned the architect of the Tsaritsyno Park + palace that is designed in the Gothic Revival style?,Catherine the Great,In which year did the Russian Empress who commissioned the architect of the Tsaritsyno Park + palace that is designed in the Gothic Revival style ascend to the throne?,1762,Which palace did the Russian Empress who ascended to the throne in 1762 and commissioned the architect of the Tsaritsyno Park + palace that is designed in the Gothic Revival style reside in?,Winter Palace,In which city is the palace located where the Russian Empress who ascended to the throne in 1762 and commissioned the architect of the Tsaritsyno Park + palace that is designed in the Gothic Revival style resided?,Saint Petersburg,"['Gothic Revival', 'The architectural style of Tsaritsyno Park + palace is neoclassical', 'Baroque', 'Renaissance']",Which architectural style characterizes Tsaritsyno Park + palace?,Is the architectural style of Tsaritsyno Park + palace Gothic Revival?,Is the architectural style of Tsaritsyno Park + palace neoclassical?,In which city is Tsaritsyno Park + palace located?,Which park + palace is known for its Gothic Revival architectural style?,A. The architectural style of Tsaritsyno Park + palace is neoclassical  B. Renaissance  C. Baroque  D. Gothic Revival,D
places_landmark,Trevi Fountain,creator,Nicola Salvi,Who is the creator of Trevi Fountain?,The creator of Trevi Fountain is the artist Gian Lorenzo Bernini,0.0,What is the birthplace of the creator of Trevi Fountain?,"Rome, Italy",What is the population of the birthplace of the creator of Trevi Fountain?,Approximately 2.8 million,"What is the area in square kilometers of the city with a population of approximately 2.8 million, which is the birthplace of the creator of Trevi Fountain?","1,285 square kilometers","What is the name of the river that flows through the city with an area of 1,285 square kilometers, which is the birthplace of the creator of Trevi Fountain?",Tiber River,"What is the length of the river that flows through the city with an area of 1,285 square kilometers, which is the birthplace of the creator of Trevi Fountain?",405 kilometers,"['Nicola Salvi', 'The creator of Trevi Fountain is the artist Gian Lorenzo Bernini', 'Michelangelo', 'Leonardo da Vinci']",Who designed the Trevi Fountain?,Is Nicola Salvi the creator of Trevi Fountain?,Is the creator of Trevi Fountain the artist Gian Lorenzo Bernini?,In which city is the Trevi Fountain located?,Who was created by Nicola Salvi?,A. Michelangelo  B. Leonardo da Vinci  C. The creator of Trevi Fountain is the artist Gian Lorenzo Bernini  D. Nicola Salvi,D
places_landmark,Bro Church,religion or worldview,Lutheranism,What is the religion or worldview of Bro Church?,I am a Christian,0.0,Who is the founder of the religion or worldview of Bro Church?,Martin Luther,In which country was the founder of the religion or worldview of Bro Church born?,Germany,In which city was the founder of the religion or worldview of Bro Church born?,Eisleben,In which state is the city located where the founder of the religion or worldview of Bro Church was born?,Saxony-Anhalt,In which country is the state located where the city is situated that the founder of the religion or worldview of Bro Church was born?,Germany,"['Lutheranism', 'I am a Christian', 'Catholicism', 'Buddhism']",What religious affiliation does Bro Church have?,Is the religion or worldview of Bro Church Lutheranism?,Is the religion or worldview of Bro Church 'I am a Christian'?,In which city is Bro Church located?,Which church follows Lutheranism?,A. Buddhism  B. Lutheranism  C. I am a Christian  D. Catholicism,B
places_landmark,Colosseum,uses,digital library,What does Colosseum use?,Colosseum is a Roman amphitheater,0.0,Who is the founder of the digital library that the Colosseum uses?,Brewster Kahle,Which university did the founder of the digital library that the Colosseum uses attend?,Massachusetts Institute of Technology (MIT),In which city is the university located that the founder of the digital library that the Colosseum uses attended?,Cambridge,In which state is the city located where the university is situated that the founder of the digital library that the Colosseum uses attended?,Massachusetts,In which country is the state located where the city is situated that contains the university the founder of the digital library that the Colosseum uses attended?,United States,"['digital library', 'Colosseum is a Roman amphitheater', 'museum', 'historical archive']",What is utilized by the Colosseum?,Does the Colosseum use a digital library?,Does the Colosseum use a Roman amphitheater?,In which city is the Colosseum located?,What uses the digital library?,A. historical archive  B. digital library  C. museum  D. Colosseum is a Roman amphitheater,B
places_landmark,15 July Martyrs Bridge,color,gray,What is the color of 15 July Martyrs Bridge?,Red,0.0,What is the material of the 15 July Martyrs Bridge?,steel,What is the length of the 15 July Martyrs Bridge made of steel?,"1,560 meters","Which city is home to the 15 July Martyrs Bridge that is 1,560 meters long?",Istanbul,Which strait does the 15 July Martyrs Bridge in Istanbul span?,Bosphorus,Which two continents are connected by the 15 July Martyrs Bridge that spans the Bosphorus strait?,Europe and Asia,"['gray', 'Red', 'Blue', 'Green']",What hue is the 15 July Martyrs Bridge?,Is the color of 15 July Martyrs Bridge gray?,Is the color of 15 July Martyrs Bridge red?,In which city is the 15 July Martyrs Bridge located?,What bridge is gray in color?,A. Red  B. Green  C. Blue  D. gray,D
places_landmark,Glimmingehus,made from material,sandstone,What is the made from material of Glimmingehus?,Wood,0.0,What is the primary color of the material that Glimmingehus is made from?,Yellowish-brown,What is the geological period of the primary color material that Glimmingehus is made from?,Ordovician,What is the typical fossil found in the geological period of the primary color material that Glimmingehus is made from?,Trilobites,What is the habitat of the typical fossil found in the geological period of the primary color material that Glimmingehus is made from?,Marine environments,What is the modern-day equivalent of the habitat of the typical fossil found in the geological period of the primary color material that Glimmingehus is made from?,Oceans,"['sandstone', 'Wood', 'brick', 'granite']",What material is Glimmingehus constructed from?,Is Glimmingehus made from sandstone?,Is Glimmingehus made from Wood?,Where is Glimmingehus located?,What is made from sandstone?,A. Wood  B. brick  C. granite  D. sandstone,D
places_landmark,Herod's Gate,location,Old City of Jerusalem,What is the location of Herod's Gate?,Herod's Gate,0.0,What is a notable landmark near the location of Herod's Gate?,Temple Mount,What is the historical significance of the notable landmark near the location of Herod's Gate?,"It is one of the holiest sites in Judaism, Christianity, and Islam.",Which religious structure is located on the notable landmark near the location of Herod's Gate?,Al-Aqsa Mosque,Who built the religious structure located on the notable landmark near the location of Herod's Gate?,The Umayyad Caliphate,In which century was the religious structure built by the Umayyad Caliphate located on the notable landmark near the location of Herod's Gate?,7th century,"['Old City of Jerusalem', ""Herod's Gate"", 'Western Wall', 'Mount of Olives']",Where is Herod's Gate situated?,Is the location of Herod's Gate the Old City of Jerusalem?,Is the location of Herod's Gate Herod's Gate?,What is a famous landmark near Herod's Gate?,What gate is located in the Old City of Jerusalem?,A. Herod's Gate  B. Western Wall  C. Old City of Jerusalem  D. Mount of Olives,C
places_landmark,Tribes' Gate,location,Old City of Jerusalem,What is the location of Tribes' Gate?,Tribes' Gate is located in the middle of the desert.  Question,0.0,What is a famous landmark near the location of Tribes' Gate?,Western Wall,What is the historical significance of the famous landmark near the location of Tribes' Gate?,It is a sacred site for Jewish prayer and pilgrimage.,Which empire constructed the famous landmark near the location of Tribes' Gate?,Herodian Dynasty,During which period did the empire that constructed the famous landmark near the location of Tribes' Gate rule?,37 BCE to 4 BCE,Who was the ruler of the empire during the period when the famous landmark near the location of Tribes' Gate was constructed?,Herod the Great,"['Old City of Jerusalem', ""Tribes' Gate is located in the middle of the desert.  Question"", 'New City of Jerusalem', 'Western Wall']",Where is Tribes' Gate situated?,Is the location of Tribes' Gate the Old City of Jerusalem?,Is the location of Tribes' Gate in the middle of the desert?,What is a famous landmark near the Old City of Jerusalem?,What gate is located in the Old City of Jerusalem?,A. Old City of Jerusalem  B. Western Wall  C. Tribes' Gate is located in the middle of the desert.  Question  D. New City of Jerusalem,A
places_landmark,Ponte Vecchio,made from material,stone,What is the made from material of Ponte Vecchio?,Steel,0.0,What is the primary architectural style of the structure made from stone that is Ponte Vecchio?,Medieval,In which city is the structure located that is made from stone and has a primary architectural style of Medieval?,Florence,In which country is the city located that contains the structure made from stone with a primary architectural style of Medieval?,Italy,What river does the structure made from stone with a primary architectural style of Medieval in the city of Florence cross?,Arno River,What is the name of the famous bridge that crosses the Arno River in the city of Florence and is made from stone with a primary architectural style of Medieval?,Ponte Vecchio,"['stone', 'Steel', 'wood', 'concrete']",What material is Ponte Vecchio made from?,Is Ponte Vecchio made from stone?,Is Ponte Vecchio made from Steel?,Where is Ponte Vecchio located?,What structure is made from stone?,A. wood  B. concrete  C. stone  D. Steel,C
places_landmark,Mnajdra,country,Malta,What is the country of Mnajdra?,Mnajdra,0.0,What is the capital of the country of Mnajdra?,Valletta,What is the population of the capital of the country of Mnajdra?,"About 6,444",What is the area of the capital of the country of Mnajdra?,0.61 square kilometers,What is the official language spoken in the capital of the country of Mnajdra?,Maltese,What is the currency used in the country where the capital of the country of Mnajdra is located?,Euro,"['Malta', 'Mnajdra', 'Italy', 'Greece']",Which country is Mnajdra located in?,Is the country of Mnajdra Malta?,Is the country of Mnajdra Mnajdra?,What is Mnajdra known for?,What is located in Malta?,A. Malta  B. Greece  C. Mnajdra  D. Italy,A
places_landmark,Sistine Chapel,Christian liturgical rite,Roman Rite,What is the Christian liturgical rite of Sistine Chapel?,The Sistine Chapel is the chapel of the Vatican Palace where the Pope resides,0.0,Who is the current Pope that presides over the Christian liturgical rite of Sistine Chapel?,Pope Francis,What is the birth name of the current Pope that presides over the Christian liturgical rite of Sistine Chapel?,Jorge Mario Bergoglio,"In which city was the current Pope, who presides over the Christian liturgical rite of Sistine Chapel, born?",Buenos Aires,"In which country is the city located where the current Pope, who presides over the Christian liturgical rite of Sistine Chapel, was born?",Argentina,On which continent is the country located where the city is situated that is the birthplace of the current Pope who presides over the Christian liturgical rite of Sistine Chapel?,South America,"['Roman Rite', 'The Sistine Chapel is the chapel of the Vatican Palace where the Pope resides', 'Byzantine Rite', 'Anglican Rite']",Which Christian liturgical rite is observed in the Sistine Chapel?,Is the Christian liturgical rite of the Sistine Chapel the Roman Rite?,Is the Christian liturgical rite of the Sistine Chapel the chapel of the Vatican Palace where the Pope resides?,In which city is the Sistine Chapel located?,Which chapel observes the Roman Rite as its Christian liturgical rite?,A. The Sistine Chapel is the chapel of the Vatican Palace where the Pope resides  B. Roman Rite  C. Anglican Rite  D. Byzantine Rite,B
places_landmark,Central Park,heritage designation,National Historic Landmark,What is the heritage designation of Central Park?,Central Park is a New York City park,0.0,In which year was Central Park designated as a National Historic Landmark?,1963,Who was the president of the United States when Central Park was designated as a National Historic Landmark in 1963?,John F. Kennedy,Who was the vice president of the United States when John F. Kennedy was president and Central Park was designated as a National Historic Landmark in 1963?,Lyndon B. Johnson,"Which state was Lyndon B. Johnson from, who was the vice president when Central Park was designated as a National Historic Landmark in 1963?",Texas,"What is the capital city of the state that Lyndon B. Johnson was from, who was the vice president when Central Park was designated as a National Historic Landmark in 1963?",Austin,"['National Historic Landmark', 'Central Park is a New York City park', 'World Heritage Site', 'National Monument']",What heritage status has been given to Central Park?,Is the heritage designation of Central Park a National Historic Landmark?,Is the heritage designation of Central Park that it is a New York City park?,In which city is Central Park located?,What place has the heritage designation of National Historic Landmark?,A. National Monument  B. World Heritage Site  C. Central Park is a New York City park  D. National Historic Landmark,D
places_landmark,Verona Arena,made from material,stone,What is the made from material of Verona Arena?,Steel,0.0,What is the primary color of the material that Verona Arena is made from?,gray,What is the geological classification of the primary material that Verona Arena is made from?,limestone,In which period was the geological classification of the primary material that Verona Arena is made from formed?,Jurassic,Which famous mountain range contains significant deposits of the geological classification of the primary material that Verona Arena is made from?,Alps,Which countries do the famous mountain range that contains significant deposits of the geological classification of the primary material that Verona Arena is made from span?,"France, Switzerland, Italy, Monaco, Liechtenstein, Austria, Germany, Slovenia","['stone', 'Steel', 'wood', 'concrete']",What material is the Verona Arena made from?,Is the Verona Arena made from stone?,Is the Verona Arena made from Steel?,In which city is the Verona Arena located?,What structure is made from stone?,A. stone  B. Steel  C. wood  D. concrete,A
places_landmark,National War Museum,owned by,Heritage Malta,What was National War Museum owned by?,The National War Museum was owned by the United States government,0.0,Who is the chairman of the organization that the National War Museum is owned by?,Anthony Scicluna,What is the primary role of the chairman of the organization that the National War Museum is owned by?,Overseeing the management and operations of Heritage Malta,Which ministry is responsible for the organization that the National War Museum is owned by?,"Ministry for the National Heritage, the Arts and Local Government",Who is the current minister of the ministry responsible for the organization that the National War Museum is owned by?,José Herrera,What is the main responsibility of the current minister of the ministry responsible for the organization that the National War Museum is owned by?,"Overseeing cultural heritage, arts, and local government in Malta","['Heritage Malta', 'The National War Museum was owned by the United States government', 'The British Museum', 'The Smithsonian Institution']",Who is the owner of the National War Museum?,Is the National War Museum owned by Heritage Malta?,Is the National War Museum owned by the United States government?,Where is the National War Museum located?,What museum is owned by Heritage Malta?,A. The British Museum  B. Heritage Malta  C. The National War Museum was owned by the United States government  D. The Smithsonian Institution,B
places_landmark,Rysy,located in protected area,Tatra National Park,What is the located in protected area of Rysy?,Rysy is located in protected area,0.0,"What is the country where the Tatra National Park, the protected area of Rysy, is located?",Poland,"What is the capital city of the country where the Tatra National Park, the protected area of Rysy, is located?",Warsaw,"What is the population of the capital city of the country where the Tatra National Park, the protected area of Rysy, is located?",1.8 million,"What is the main river flowing through the capital city of the country where the Tatra National Park, the protected area of Rysy, is located?",Vistula,"What is the length of the main river flowing through the capital city of the country where the Tatra National Park, the protected area of Rysy, is located?","1,047 kilometers","['Tatra National Park', 'Rysy is located in protected area', 'Bieszczady National Park', 'Pieniny National Park']",In which protected area is Rysy located?,Is Rysy located in Tatra National Park?,Is Rysy located in Rysy is located in protected area?,What is the highest peak in Poland?,What is located in Tatra National Park?,A. Tatra National Park  B. Bieszczady National Park  C. Rysy is located in protected area  D. Pieniny National Park,A
places_landmark,People's Palace,country,United Kingdom,What is the country of People's Palace?,People's Palace,0.0,What is the capital of the country of People's Palace?,London,What is the population of the capital of the country of People's Palace?,Approximately 9 million,What is the most famous landmark in the capital of the country of People's Palace?,Big Ben,Who designed the most famous landmark in the capital of the country of People's Palace?,Augustus Pugin,In which year was the most famous landmark in the capital of the country of People's Palace completed?,1859,"['United Kingdom', ""People's Palace"", 'France', 'Germany']",Which country is People's Palace located in?,Is the country of People's Palace the United Kingdom?,Is the country of People's Palace People's Palace?,What city is the People's Palace located in?,What is the palace located in the United Kingdom?,A. United Kingdom  B. Germany  C. France  D. People's Palace,A
places_landmark,Dormition Cathedral,diocese,Moscow Eparchy,What is the diocese of Dormition Cathedral?,The diocese of Dormition Cathedral is the diocese of the Russian Orthodox,0.0,Who is the current bishop of the diocese of Dormition Cathedral?,Patriarch Kirill of Moscow,What is the birth name of the current bishop of the diocese of Dormition Cathedral?,Vladimir Mikhailovich Gundyayev,In which city was the current bishop of the diocese of Dormition Cathedral born?,Leningrad,In which year was the current bishop of the diocese of Dormition Cathedral born?,1946,What significant event in the history of Russia occurred in the same year the current bishop of the diocese of Dormition Cathedral was born?,The end of World War II,"['Moscow Eparchy', 'The diocese of Dormition Cathedral is the diocese of the Russian Orthodox', 'Saint Petersburg Eparchy', 'Kiev Eparchy']",Which diocese is Dormition Cathedral a part of?,Is the diocese of Dormition Cathedral the Moscow Eparchy?,Is the diocese of Dormition Cathedral the diocese of the Russian Orthodox?,In which city is the Dormition Cathedral located?,Which cathedral is part of the Moscow Eparchy?,A. Kiev Eparchy  B. Saint Petersburg Eparchy  C. Moscow Eparchy  D. The diocese of Dormition Cathedral is the diocese of the Russian Orthodox,C
places_landmark,New Gate,country,Israel,What is the country of New Gate?,New Gate is a country,0.0,What is the capital of the country of New Gate?,Jerusalem,What is the population of the capital of the country of New Gate?,"936,425",What is the area in square kilometers of the capital of the country of New Gate?,125.1,What is the official language spoken in the capital of the country of New Gate?,Hebrew,What is the currency used in the country where the capital's official language is Hebrew and the area is 125.1 square kilometers?,Israeli new shekel,"['Israel', 'New Gate is a country', 'Jordan', 'Egypt']",Which country is New Gate located in?,Is the country of New Gate Israel?,Is the country of New Gate New Gate is a country?,What is a famous landmark near New Gate?,What is the gate located in Israel?,A. Israel  B. Jordan  C. Egypt  D. New Gate is a country,A
places_landmark,"Nigerian National Museum, Lagos",founded by,Kenneth Murray,"Who was Nigerian National Museum, Lagos founded by?","The Nigerian National Museum, Lagos was founded by the British colonial government in Nigeria",0.0,"What is the nationality of the person who founded the Nigerian National Museum, Lagos?",British,"What is the capital city of the country of the person who founded the Nigerian National Museum, Lagos?",London,"Which river flows through the capital city of the country of the person who founded the Nigerian National Museum, Lagos?",River Thames,"What is the length of the river that flows through the capital city of the country of the person who founded the Nigerian National Museum, Lagos?",215 miles,"Into which sea does the river that flows through the capital city of the country of the person who founded the Nigerian National Museum, Lagos, empty?",North Sea,"['Kenneth Murray', 'The Nigerian National Museum, Lagos was founded by the British colonial government in Nigeria', 'Obafemi Awolowo', 'Nnamdi Azikiwe']","Who established the Nigerian National Museum, Lagos?","Was the Nigerian National Museum, Lagos founded by Kenneth Murray?","Was the Nigerian National Museum, Lagos founded by the British colonial government in Nigeria?",In which city is the Nigerian National Museum located?,Who did Kenneth Murray found?,"A. Obafemi Awolowo  B. The Nigerian National Museum, Lagos was founded by the British colonial government in Nigeria  C. Nnamdi Azikiwe  D. Kenneth Murray",D
places_landmark,Årsta Castle,founded by,Klas Hansson Bjelkenstjerna,Who was Årsta Castle founded by?,King Magnus Eriksson,0.0,Who was the spouse of the person who Årsta Castle was founded by?,Barbro Åkesdotter Natt och Dag,What is the name of the family that the spouse of the person who Årsta Castle was founded by belonged to?,Natt och Dag,What is the historical significance of the family that the spouse of the person who Årsta Castle was founded by belonged to?,The Natt och Dag family is one of the oldest noble families in Sweden.,Which notable historical figure is associated with the family that the spouse of the person who Årsta Castle was founded by belonged to?,Bo Jonsson (Grip),What was the role of the notable historical figure associated with the family that the spouse of the person who Årsta Castle was founded by belonged to?,Bo Jonsson (Grip) was a prominent Swedish statesman and the wealthiest man in Sweden during the 14th century.,"['Klas Hansson Bjelkenstjerna', 'King Magnus Eriksson', 'Queen Christina', 'Gustav Vasa']",Who established Årsta Castle?,Was Årsta Castle founded by Klas Hansson Bjelkenstjerna?,Was Årsta Castle founded by King Magnus Eriksson?,What is a notable architectural feature of Årsta Castle?,Who did Klas Hansson Bjelkenstjerna found?,A. Gustav Vasa  B. Queen Christina  C. Klas Hansson Bjelkenstjerna  D. King Magnus Eriksson,C
places_landmark,South Street Seaport,architectural style,Greek Revival architecture,What is the architectural style of South Street Seaport?,Beaux-Arts,0.0,Who is a famous architect associated with the architectural style of South Street Seaport?,Alexander Jackson Davis,What is a notable building designed by the famous architect associated with the architectural style of South Street Seaport?,Lyndhurst Mansion,In which city is the notable building designed by the famous architect associated with the architectural style of South Street Seaport located?,Tarrytown,In which state is the city located where the notable building designed by the famous architect associated with the architectural style of South Street Seaport is situated?,New York,In which country is the state located where the city is situated that contains the notable building designed by the famous architect associated with the architectural style of South Street Seaport?,United States,"['Greek Revival architecture', 'Beaux-Arts', 'Gothic Revival', 'Art Deco']",Which architectural style characterizes South Street Seaport?,Is the architectural style of South Street Seaport Greek Revival architecture?,Is the architectural style of South Street Seaport Beaux-Arts?,What is a popular tourist attraction located at South Street Seaport?,What location features Greek Revival architecture?,A. Greek Revival architecture  B. Art Deco  C. Gothic Revival  D. Beaux-Arts,A
places_landmark,Reichstag,occupant,German Bundestag,What is the occupant of Reichstag?,Hitler,0.0,"Who is the current president of the German Bundestag, the occupant of Reichstag?",Bärbel Bas,"Which political party does the current president of the German Bundestag, the occupant of Reichstag, belong to?",Social Democratic Party of Germany (SPD),"Who is the current leader of the political party that the current president of the German Bundestag, the occupant of Reichstag, belongs to?",Lars Klingbeil,"In which year did the current leader of the political party that the current president of the German Bundestag, the occupant of Reichstag, belongs to, assume office?",2021,"Which city is the headquarters of the political party whose current leader assumed office in 2021 and to which the current president of the German Bundestag, the occupant of Reichstag, belongs?",Berlin,"['German Bundestag', 'Hitler', 'Berlin Senate', 'European Parliament']",Who occupies the Reichstag?,Is the German Bundestag the occupant of Reichstag?,Is Hitler the occupant of Reichstag?,In which city is the Reichstag located?,What building is occupied by the German Bundestag?,A. Hitler  B. German Bundestag  C. Berlin Senate  D. European Parliament,B
places_landmark,The Church of the Dormition of the Mother of God,parent organization,Optina Pustyn,Who is the parent organization of The Church of the Dormition of the Mother of God?,The Church of the Dormition of the Mother of God is a member of,0.0,Who is the founder of the parent organization of The Church of the Dormition of the Mother of God?,Saint Moses of Optina,In which year was the founder of the parent organization of The Church of the Dormition of the Mother of God born?,1782,In which country was the founder of the parent organization of The Church of the Dormition of the Mother of God born?,Russia,What is the capital city of the country where the founder of the parent organization of The Church of the Dormition of the Mother of God was born?,Moscow,Which river flows through the capital city of the country where the founder of the parent organization of The Church of the Dormition of the Mother of God was born?,Moskva River,"['Optina Pustyn', 'The Church of the Dormition of the Mother of God is a member of', 'Holy Trinity Monastery', 'St. Sergius Lavra']",What is the parent organization of The Church of the Dormition of the Mother of God?,Is Optina Pustyn the parent organization of The Church of the Dormition of the Mother of God?,Is The Church of the Dormition of the Mother of God is a member of the parent organization of The Church of the Dormition of the Mother of God?,Where is The Church of the Dormition of the Mother of God located?,What church is under the parent organization of Optina Pustyn?,A. Holy Trinity Monastery  B. St. Sergius Lavra  C. The Church of the Dormition of the Mother of God is a member of  D. Optina Pustyn,D
places_landmark,Tower of London,owned by,Charles III of the United Kingdom,Who was Tower of London owned by?,The Crown,0.0,Who is the spouse of the person who owned the Tower of London?,"Camilla, Queen Consort of the United Kingdom",What is the title of the spouse of the person who owned the Tower of London?,Queen Consort of the United Kingdom,Who was the predecessor of the spouse of the person who owned the Tower of London?,"Prince Philip, Duke of Edinburgh",What was the birth name of the predecessor of the spouse of the person who owned the Tower of London?,Philip Mountbatten,In which country was the birth name of the predecessor of the spouse of the person who owned the Tower of London born?,Greece,"['Charles III of the United Kingdom', 'The Crown', 'Queen Elizabeth II', 'Prince William']",Who is the owner of the Tower of London?,Is the Tower of London owned by Charles III of the United Kingdom?,Is the Tower of London owned by The Crown?,What is a famous historical landmark located in London?,What does Charles III of the United Kingdom own?,A. The Crown  B. Prince William  C. Queen Elizabeth II  D. Charles III of the United Kingdom,D
places_landmark,Royal Armoury,location,Stockholm Palace,What is the location of Royal Armoury?,Royal Armoury is located in the Royal Citadel,0.0,In which city is the location of Royal Armoury?,Stockholm,In which country is the city located where the location of Royal Armoury is situated?,Sweden,What is the official language of the country where the city is located that contains the location of Royal Armoury?,Swedish,What is the population of the country where the city is located that contains the location of Royal Armoury?,Approximately 10 million,What is the currency used in the country where the city is located that contains the location of Royal Armoury?,Swedish krona,"['Stockholm Palace', 'Royal Armoury is located in the Royal Citadel', 'The National Museum', 'The Swedish Parliament']",Where is the Royal Armoury situated?,Is the Royal Armoury located in Stockholm Palace?,Is the Royal Armoury located in the Royal Citadel?,What type of artifacts can be found in the Royal Armoury?,What is located in Stockholm Palace?,A. Stockholm Palace  B. Royal Armoury is located in the Royal Citadel  C. The National Museum  D. The Swedish Parliament,A
places_landmark,Tarxien Temples,country,Malta,What is the country of Tarxien Temples?,Tarxien,0.0,What is the capital of the country of Tarxien Temples?,Valletta,What is the population of the capital of the country of Tarxien Temples?,"About 6,444",What is the area of the capital of the country of Tarxien Temples?,0.61 square kilometers,What is the official language spoken in the capital of the country of Tarxien Temples?,Maltese,What is the currency used in the country of Tarxien Temples?,Euro,"['Malta', 'Tarxien', 'Italy', 'Greece']",Which country are the Tarxien Temples located in?,Are the Tarxien Temples located in Malta?,Are the Tarxien Temples located in Tarxien?,What is a famous historical site in Malta?,What temples are located in Malta?,A. Greece  B. Malta  C. Italy  D. Tarxien,B
places_landmark,Piazza Navona,architectural style,baroque architecture,What is the architectural style of Piazza Navona?,Roman,0.0,Who is a famous architect associated with the architectural style of Piazza Navona?,Gian Lorenzo Bernini,What is a famous work by the architect associated with the architectural style of Piazza Navona?,Fountain of the Four Rivers,In which city is the famous work by the architect associated with the architectural style of Piazza Navona located?,Rome,In which country is the city located where the famous work by the architect associated with the architectural style of Piazza Navona is situated?,Italy,What is the official language of the country where the city is located that contains the famous work by the architect associated with the architectural style of Piazza Navona?,Italian,"['baroque architecture', 'Roman', 'Gothic architecture', 'Renaissance architecture']",Which architectural style is Piazza Navona known for?,Is the architectural style of Piazza Navona baroque architecture?,Is the architectural style of Piazza Navona Roman?,In which city is Piazza Navona located?,Which famous square is known for baroque architecture?,A. Renaissance architecture  B. baroque architecture  C. Gothic architecture  D. Roman,B
places_landmark,Sacro Monte di Varese,religion or worldview,Catholicism,What is the religion or worldview of Sacro Monte di Varese?,The religion of Sacro Monte di Varese is Christianity.  Question,0.0,Who is the head of the religion or worldview of Sacro Monte di Varese?,Pope,What is the official residence of the head of the religion or worldview of Sacro Monte di Varese?,Apostolic Palace,In which city is the official residence of the head of the religion or worldview of Sacro Monte di Varese located?,Vatican City,What is the primary language spoken in the city where the official residence of the head of the religion or worldview of Sacro Monte di Varese is located?,Italian,What is the population of the city where the official residence of the head of the religion or worldview of Sacro Monte di Varese is located?,Approximately 800,"['Catholicism', 'The religion of Sacro Monte di Varese is Christianity.  Question', 'Buddhism', 'Hinduism']",Which religion or worldview is associated with Sacro Monte di Varese?,Is the religion or worldview of Sacro Monte di Varese Catholicism?,Is the religion or worldview of Sacro Monte di Varese Christianity?,In which country is Sacro Monte di Varese located?,What site is associated with the religion or worldview of Catholicism?,A. Buddhism  B. The religion of Sacro Monte di Varese is Christianity.  Question  C. Hinduism  D. Catholicism,D
