topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_disease,acute abdomen,health specialty,gastroenterology,What is the health specialty of acute abdomen?,Acute abdomen,0.0,"['gastroenterology', 'Acute abdomen', 'cardiology', 'neurology']",Which medical specialty deals with acute abdomen?,Is gastroenterology the health specialty of acute abdomen?,Is Acute abdomen the health specialty of acute abdomen?,What is a common symptom associated with acute abdomen?,What condition is treated by the health specialty of gastroenterology?,A. neurology  B. Acute abdomen  C. cardiology  D. gastroenterology,D,What is a common diagnostic procedure used in the health specialty of acute abdomen?,CT scan,What is a common condition that can be diagnosed using a CT scan in the health specialty of acute abdomen?,appendicitis,"What is a common treatment for appendicitis, a condition diagnosed using a CT scan in the health specialty of acute abdomen?",appendectomy,"What type of anesthesia is typically used during an appendectomy, a treatment for appendicitis diagnosed using a CT scan in the health specialty of acute abdomen?",general anesthesia,"What is a common postoperative complication of an appendectomy, which is a treatment for appendicitis diagnosed using a CT scan in the health specialty of acute abdomen?",infection
health_disease,airway obstruction,"handled, mitigated, or managed by",airway management,"What did airway obstruction handle , mitigated , or managed by?",airway obstruction,0.0,"['airway management', 'airway obstruction', 'respiratory therapy', 'intubation']","What is used to handle, mitigate, or manage airway obstruction?","Is airway obstruction handled, mitigated, or managed by airway management?","Is airway obstruction handled, mitigated, or managed by airway obstruction?",What is a common symptom associated with airway obstruction?,"What does airway management handle, mitigate, or manage?",A. respiratory therapy  B. airway management  C. intubation  D. airway obstruction,B,"What is a common technique used in airway management to handle, mitigate, or manage airway obstruction?",Endotracheal intubation,"What is the purpose of endotracheal intubation, a common technique used in airway management to handle, mitigate, or manage airway obstruction?",To maintain an open airway,"What medical professional typically performs endotracheal intubation, a common technique used in airway management to handle, mitigate, or manage airway obstruction?",Anesthesiologist,"In which medical setting is an anesthesiologist most likely to perform endotracheal intubation, a common technique used in airway management to handle, mitigate, or manage airway obstruction?",Operating room,"What type of surgery might require the use of endotracheal intubation, a common technique used in airway management to handle, mitigate, or manage airway obstruction, performed by an anesthesiologist in an operating room?",Cardiac surgery
health_disease,dwarfism,health specialty,medical genetics,What is the health specialty of dwarfism?,Endocrinology,0.0,"['medical genetics', 'Endocrinology', 'Pediatrics', 'Orthopedics']",Which medical field specializes in the health concerns of dwarfism?,Is the health specialty of dwarfism medical genetics?,Is the health specialty of dwarfism Endocrinology?,What is a common genetic condition associated with dwarfism?,What condition is associated with the health specialty of medical genetics?,A. Orthopedics  B. medical genetics  C. Pediatrics  D. Endocrinology,B,Who is a notable specialist in the health specialty of dwarfism?,Dr. John M. Opitz,Which university is associated with a notable specialist in the health specialty of dwarfism?,University of Utah,In which city is the university associated with a notable specialist in the health specialty of dwarfism located?,Salt Lake City,In which state is the city located where the university associated with a notable specialist in the health specialty of dwarfism is situated?,Utah,In which country is the state located where the city is situated that contains the university associated with a notable specialist in the health specialty of dwarfism?,United States
health_disease,dysarthria,drug or therapy used for treatment,clonazepam,What is the drug or therapy used for treatment of dysarthria?,Dysarthria is a disorder of speech,0.0,"['clonazepam', 'Dysarthria is a disorder of speech', 'baclofen', 'diazepam']",Which drug or therapy is utilized to treat dysarthria?,Is clonazepam the drug or therapy used for treatment of dysarthria?,Is Dysarthria is a disorder of speech the drug or therapy used for treatment of dysarthria?,What type of disorder is dysarthria?,What condition is treated with clonazepam?,A. baclofen  B. Dysarthria is a disorder of speech  C. clonazepam  D. diazepam,C,What is the mechanism of action of the drug or therapy used for treatment of dysarthria?,Enhances the activity of GABA receptors,What is the primary medical condition for which the drug or therapy used for treatment of dysarthria is prescribed?,Seizure disorders,What is the common side effect of the primary medical condition for which the drug or therapy used for treatment of dysarthria is prescribed?,Drowsiness,What is the recommended dosage form of the drug or therapy used for treatment of dysarthria?,Oral tablet,What is the typical starting dose of the recommended dosage form of the drug or therapy used for treatment of dysarthria?,0.5 mg
health_disease,adenovirus infection,has cause,Adenoviridae,What does adenovirus infection have cause?,Adenovirus infection has cause,0.0,"['Adenoviridae', 'Adenovirus infection has cause', 'Bacteria', 'Fungi']",What is the cause of adenovirus infection?,Does adenovirus infection have cause Adenoviridae?,Does adenovirus infection have cause Adenovirus infection has cause?,What type of virus is associated with adenovirus infection?,What does Adenoviridae cause?,A. Adenoviridae  B. Fungi  C. Bacteria  D. Adenovirus infection has cause,A,What is a common symptom of the cause of adenovirus infection?,Respiratory illness,What is a common treatment for the symptom of the cause of adenovirus infection?,Rest and fluids,What is a common preventive measure for the symptom of the cause of adenovirus infection?,Hand washing,What is a common setting where the preventive measure for the symptom of the cause of adenovirus infection is emphasized?,Hospitals,What is a common role of individuals who work in the setting where the preventive measure for the symptom of the cause of adenovirus infection is emphasized?,Healthcare workers
health_disease,microtia,studied in,audiology,What was microtia studied in?,Microtia was studied in the field of genetics,0.0,"['audiology', 'Microtia was studied in the field of genetics', 'biology', 'medicine']",In which field was microtia researched?,Was microtia studied in audiology?,Was microtia studied in the field of genetics?,What is a common characteristic of microtia?,What condition was studied in audiology?,A. medicine  B. biology  C. audiology  D. Microtia was studied in the field of genetics,C,Who is a notable researcher in the field that microtia was studied in?,Georg von Békésy,Which university did a notable researcher in the field that microtia was studied in work at?,Harvard University,In which city is the university located where a notable researcher in the field that microtia was studied in worked?,Cambridge,In which state is the city located where the university is situated that a notable researcher in the field that microtia was studied in worked?,Massachusetts,In which country is the state located where the city is situated that contains the university where a notable researcher in the field that microtia was studied in worked?,United States
health_disease,infection of the central nervous system,health specialty,neurology,What is the health specialty of infection of the central nervous system?,Infectious Diseases,0.0,"['neurology', 'Infectious Diseases', 'Cardiology', 'Dermatology']",Which medical specialty deals with infections of the central nervous system?,Is neurology the health specialty for infection of the central nervous system?,Is Infectious Diseases the health specialty for infection of the central nervous system?,What part of the body does neurology primarily focus on?,What health specialty is associated with neurology?,A. Infectious Diseases  B. neurology  C. Dermatology  D. Cardiology,B,Who is a notable specialist in the health specialty of infection of the central nervous system?,Oliver Sacks,What is a famous book written by the notable specialist in the health specialty of infection of the central nervous system?,The Man Who Mistook His Wife for a Hat,In which year was the famous book written by the notable specialist in the health specialty of infection of the central nervous system published?,1985,Which publishing house published the famous book written by the notable specialist in the health specialty of infection of the central nervous system?,Summit Books,Who was the founder of the publishing house that published the famous book written by the notable specialist in the health specialty of infection of the central nervous system?,Richard E. Snyder
health_disease,rotator cuff tear,drug or therapy used for treatment,Diclofenac,What is the drug or therapy used for treatment of rotator cuff tear?,Rotator cuff tear,0.0,"['Diclofenac', 'Rotator cuff tear', 'Ibuprofen', 'Paracetamol']",Which drug or therapy is utilized to treat a rotator cuff tear?,Is Diclofenac used as a drug or therapy for the treatment of rotator cuff tear?,Is Rotator cuff tear used as a drug or therapy for the treatment of rotator cuff tear?,What is a common symptom associated with a rotator cuff tear?,What condition is treated with Diclofenac?,A. Diclofenac  B. Paracetamol  C. Ibuprofen  D. Rotator cuff tear,A,What is the common brand name of the drug or therapy used for treatment of rotator cuff tear?,Voltaren,What is the active ingredient in the common brand name of the drug or therapy used for treatment of rotator cuff tear?,Diclofenac sodium,What is the mechanism of action of the active ingredient in the common brand name of the drug or therapy used for treatment of rotator cuff tear?,Inhibition of cyclooxygenase (COX) enzymes,What are the common side effects of the mechanism of action of the active ingredient in the common brand name of the drug or therapy used for treatment of rotator cuff tear?,"Gastrointestinal issues, headache, dizziness",What are the recommended precautions to take to avoid the common side effects of the mechanism of action of the active ingredient in the common brand name of the drug or therapy used for treatment of rotator cuff tear?,"Take with food, avoid alcohol, monitor for signs of gastrointestinal bleeding"
health_disease,ventilator-associated pneumonia,health specialty,pulmonology,What is the health specialty of ventilator-associated pneumonia?,Infectious Diseases,0.0,"['pulmonology', 'Infectious Diseases', 'cardiology', 'neurology']",Which medical specialty deals with ventilator-associated pneumonia?,Is the health specialty of ventilator-associated pneumonia pulmonology?,Is the health specialty of ventilator-associated pneumonia Infectious Diseases?,What type of infection is ventilator-associated pneumonia?,What condition is associated with the health specialty of pulmonology?,A. pulmonology  B. Infectious Diseases  C. cardiology  D. neurology,A,Who is a notable specialist in the health specialty of ventilator-associated pneumonia?,Dr. John Doe,Which hospital is the notable specialist in the health specialty of ventilator-associated pneumonia affiliated with?,Mayo Clinic,In which city is the hospital located where the notable specialist in the health specialty of ventilator-associated pneumonia is affiliated?,Rochester,In which state is the city located where the hospital is situated that the notable specialist in the health specialty of ventilator-associated pneumonia is affiliated?,Minnesota,In which country is the state located where the city is situated that contains the hospital the notable specialist in the health specialty of ventilator-associated pneumonia is affiliated?,United States
health_disease,recurrent miscarriage,health specialty,obstetrics,What is the health specialty of recurrent miscarriage?,Reproductive endocrinology,0.0,"['obstetrics', 'Reproductive endocrinology', 'gynecology', 'maternal-fetal medicine']",Which medical specialty deals with recurrent miscarriage?,Is the health specialty of recurrent miscarriage obstetrics?,Is the health specialty of recurrent miscarriage Reproductive endocrinology?,What is a common treatment approach for recurrent miscarriage?,What condition does obstetrics specialize in?,A. Reproductive endocrinology  B. maternal-fetal medicine  C. gynecology  D. obstetrics,D,What is a common treatment provided by the health specialty of recurrent miscarriage?,Progesterone therapy,What is a potential side effect of the common treatment provided by the health specialty of recurrent miscarriage?,Nausea,What is a common medication used to manage the potential side effect of the common treatment provided by the health specialty of recurrent miscarriage?,Ondansetron,What is the mechanism of action of the common medication used to manage the potential side effect of the common treatment provided by the health specialty of recurrent miscarriage?,Serotonin 5-HT3 receptor antagonist,Which company manufactures the common medication used to manage the potential side effect of the common treatment provided by the health specialty of recurrent miscarriage?,GlaxoSmithKline
health_disease,preterm birth,has characteristic,gestational age,What does preterm birth have characteristic?,"Preterm birth has characteristic of low birth weight, low Apgar score, and",0.0,"['gestational age', 'Preterm birth has characteristic of low birth weight, low Apgar score, and', 'premature delivery', 'early labor']",What characteristic is associated with preterm birth?,Does preterm birth have the characteristic of gestational age?,"Does preterm birth have the characteristic of low birth weight, low Apgar score, and?",What is a common risk factor for preterm birth?,What has the characteristic of gestational age?,"A. gestational age  B. early labor  C. Preterm birth has characteristic of low birth weight, low Apgar score, and  D. premature delivery",A,What is a common complication associated with the characteristic of preterm birth?,Respiratory distress syndrome,What is a common treatment for the complication associated with the characteristic of preterm birth?,Surfactant therapy,Which medical professional typically administers the treatment for the complication associated with the characteristic of preterm birth?,Neonatologist,In which type of hospital unit does the medical professional who administers the treatment for the complication associated with the characteristic of preterm birth typically work?,Neonatal Intensive Care Unit (NICU),What is the primary goal of the hospital unit where the medical professional works who administers the treatment for the complication associated with the characteristic of preterm birth?,To provide specialized care for premature and ill newborns
health_disease,Conradi–Hünermann syndrome,genetic association,EBP,What is the genetic association of Conradi–Hünermann syndrome?,The genetic association of Conradi–Hünermann syndrome is X-linked,0.0,"['EBP', 'The genetic association of Conradi–Hünermann syndrome is X-linked', 'ABCD1', 'NEMO']",Which gene is associated with Conradi–Hünermann syndrome?,Is the genetic association of Conradi–Hünermann syndrome EBP?,Is the genetic association of Conradi–Hünermann syndrome X-linked?,What type of disorder is Conradi–Hünermann syndrome?,Which syndrome is genetically associated with EBP?,A. ABCD1  B. EBP  C. NEMO  D. The genetic association of Conradi–Hünermann syndrome is X-linked,B,What is the function of the gene that has a genetic association with Conradi–Hünermann syndrome?,"The EBP gene encodes the enzyme emopamil-binding protein, which is involved in cholesterol biosynthesis.","What is the name of the enzyme encoded by the gene that has a genetic association with Conradi–Hünermann syndrome, and what is its function?","The enzyme is called emopamil-binding protein, and it is involved in cholesterol biosynthesis.",In which cellular process is the enzyme involved that is encoded by the gene with a genetic association to Conradi–Hünermann syndrome?,Cholesterol biosynthesis,Which organ primarily carries out the cellular process in which the enzyme encoded by the gene associated with Conradi–Hünermann syndrome is involved?,The liver,Which metabolic pathway in the liver involves the enzyme encoded by the gene associated with Conradi–Hünermann syndrome?,The mevalonate pathway
health_disease,aphakia,health specialty,medical genetics,What is the health specialty of aphakia?,Ophthalmology,0.0,"['medical genetics', 'Ophthalmology', 'Cardiology', 'Neurology']",Which health specialty deals with aphakia?,Is the health specialty of aphakia medical genetics?,Is the health specialty of aphakia Ophthalmology?,What is a common treatment method for aphakia?,What condition is associated with the health specialty of medical genetics?,A. Cardiology  B. medical genetics  C. Neurology  D. Ophthalmology,B,Who is a notable expert in the health specialty of aphakia?,Victor A. McKusick,Which institution did a notable expert in the health specialty of aphakia work at?,Johns Hopkins University,In which city is the institution located where a notable expert in the health specialty of aphakia worked?,Baltimore,In which state is the city located where the institution is situated that a notable expert in the health specialty of aphakia worked?,Maryland,In which country is the state located where the city is situated that contains the institution where a notable expert in the health specialty of aphakia worked?,United States
health_disease,anopsia,medical examination,visual field test,What is the medical examination of anopsia?,The medical examination of anopsia is the examination of the eyes,0.0,"['visual field test', 'The medical examination of anopsia is the examination of the eyes', 'eye chart test', 'retinal imaging']",Which medical examination is used for diagnosing anopsia?,Is the medical examination of anopsia a visual field test?,Is the medical examination of anopsia the examination of the eyes?,What is a common symptom of anopsia?,What condition is diagnosed using a visual field test?,A. eye chart test  B. visual field test  C. The medical examination of anopsia is the examination of the eyes  D. retinal imaging,B,What is the purpose of the medical examination of anopsia?,To assess the extent of vision loss,Which medical specialist typically conducts the medical examination of anopsia?,Ophthalmologist,What is the primary tool used by the medical specialist who conducts the medical examination of anopsia?,Perimeter,What is the principle behind the primary tool used by the medical specialist who conducts the medical examination of anopsia?,Mapping the visual field,What is a common condition that can be diagnosed using the principle behind the primary tool used by the medical specialist who conducts the medical examination of anopsia?,Glaucoma
health_disease,spasticity,health specialty,neurology,What is the health specialty of spasticity?,Spasticity is a neurological disorder that causes muscle stiffness and spasms,0.0,"['neurology', 'Spasticity is a neurological disorder that causes muscle stiffness and spasms', 'cardiology', 'dermatology']",Which medical field specializes in treating spasticity?,Is neurology the health specialty of spasticity?,Is Spasticity is a neurological disorder that causes muscle stiffness and spasms the health specialty of spasticity?,What type of disorder is spasticity commonly associated with?,What condition does neurology specialize in treating?,A. neurology  B. cardiology  C. dermatology  D. Spasticity is a neurological disorder that causes muscle stiffness and spasms,A,What is a common treatment for the health specialty of spasticity?,Physical therapy,What is a common goal of the treatment for the health specialty of spasticity?,Improving muscle function,What is a common method used in the treatment that aims at improving muscle function for the health specialty of spasticity?,Stretching exercises,What is a common benefit of the method used in the treatment that aims at improving muscle function for the health specialty of spasticity?,Increased range of motion,What is a common outcome of the benefit of the method used in the treatment that aims at improving muscle function for the health specialty of spasticity?,Enhanced daily living activities
health_disease,osteophyte,health specialty,rheumatology,What is the health specialty of osteophyte?,Osteophyte,0.0,"['rheumatology', 'Osteophyte', 'orthopedics', 'neurology']",Which medical field specializes in osteophytes?,Is the health specialty of osteophyte rheumatology?,Is the health specialty of osteophyte Osteophyte?,What is a common symptom associated with osteophytes?,What condition does rheumatology specialize in?,A. Osteophyte  B. neurology  C. rheumatology  D. orthopedics,C,Who is a notable specialist in the health specialty of osteophyte?,Dr. Eric Matteson,Which institution is the notable specialist in the health specialty of osteophyte affiliated with?,Mayo Clinic,In which city is the institution located where the notable specialist in the health specialty of osteophyte is affiliated?,Rochester,In which state is the city located where the institution is situated that the notable specialist in the health specialty of osteophyte is affiliated with?,Minnesota,In which country is the state located where the city is situated that contains the institution the notable specialist in the health specialty of osteophyte is affiliated with?,United States
health_disease,foodborne illness,has cause,food contaminant,What does foodborne illness have cause?,Foodborne illness has a cause,0.0,"['food contaminant', 'Foodborne illness has a cause', 'bacteria', 'virus']",What is the cause of foodborne illness?,Does foodborne illness have a cause in food contaminant?,Does foodborne illness have a cause in Foodborne illness has a cause?,What is a common symptom of foodborne illness?,What does food contaminant cause?,A. food contaminant  B. virus  C. bacteria  D. Foodborne illness has a cause,A,What is a common type of food contaminant that causes foodborne illness?,bacteria,What is a common type of bacteria that is a food contaminant causing foodborne illness?,Salmonella,What is a common source of the bacteria that is a food contaminant causing foodborne illness?,raw poultry,What is a common method to prevent contamination of raw poultry with bacteria that causes foodborne illness?,proper cooking,What is a recommended internal temperature to properly cook poultry to prevent contamination with bacteria that causes foodborne illness?,165°F (74°C)
health_disease,kyphoscoliosis,health specialty,medical genetics,What is the health specialty of kyphoscoliosis?,Orthopedics,0.0,"['medical genetics', 'Orthopedics', 'Neurology', 'Rheumatology']",Which medical field specializes in kyphoscoliosis?,Is the health specialty of kyphoscoliosis medical genetics?,Is the health specialty of kyphoscoliosis Orthopedics?,What type of condition is kyphoscoliosis?,What condition does medical genetics specialize in?,A. Rheumatology  B. Neurology  C. Orthopedics  D. medical genetics,D,Who is a notable specialist in the health specialty of kyphoscoliosis?,Victor A. McKusick,Which institution did a notable specialist in the health specialty of kyphoscoliosis work at?,Johns Hopkins University,In which city is the institution located where a notable specialist in the health specialty of kyphoscoliosis worked?,Baltimore,In which state is the city located where the institution is situated that a notable specialist in the health specialty of kyphoscoliosis worked?,Maryland,In which country is the state located where the city is situated that contains the institution a notable specialist in the health specialty of kyphoscoliosis worked?,United States
health_disease,hysteria,measurement scale,Minnesota Multiphasic Personality Inventory,What is the measurement scale of hysteria?,Hysteria is a measurement scale,0.0,"['Minnesota Multiphasic Personality Inventory', 'Hysteria is a measurement scale', 'Beck Depression Inventory', 'Hamilton Anxiety Rating Scale']",Which scale is used to measure hysteria?,Is the Minnesota Multiphasic Personality Inventory the measurement scale of hysteria?,Is Hysteria is a measurement scale the measurement scale of hysteria?,What is a common symptom associated with hysteria?,What does the Minnesota Multiphasic Personality Inventory measure?,A. Beck Depression Inventory  B. Minnesota Multiphasic Personality Inventory  C. Hysteria is a measurement scale  D. Hamilton Anxiety Rating Scale,B,Who developed the measurement scale of hysteria?,Starke R. Hathaway and J. C. McKinley,Which university were the developers of the measurement scale of hysteria affiliated with?,University of Minnesota,In which city is the university located where the developers of the measurement scale of hysteria were affiliated?,Minneapolis,In which state is the city located where the university is situated that the developers of the measurement scale of hysteria were affiliated with?,Minnesota,In which country is the state located where the city is situated that contains the university the developers of the measurement scale of hysteria were affiliated with?,United States
health_disease,Jarisch-Herxheimer reaction,health specialty,infectious diseases,What is the health specialty of Jarisch-Herxheimer reaction?,Jarisch-Herxheimer reaction is a side effect of the antibiotic treatment of,0.0,"['infectious diseases', 'Jarisch-Herxheimer reaction is a side effect of the antibiotic treatment of', 'cardiology', 'neurology']",Which medical specialty deals with the Jarisch-Herxheimer reaction?,Is the health specialty of Jarisch-Herxheimer reaction infectious diseases?,Is the health specialty of Jarisch-Herxheimer reaction Jarisch-Herxheimer reaction is a side effect of the antibiotic treatment of?,What type of reaction is the Jarisch-Herxheimer reaction?,What condition is associated with the health specialty of infectious diseases?,A. cardiology  B. Jarisch-Herxheimer reaction is a side effect of the antibiotic treatment of  C. infectious diseases  D. neurology,C,Who is a notable specialist in the health specialty of Jarisch-Herxheimer reaction?,Anthony Fauci,What is the primary institution where a notable specialist in the health specialty of Jarisch-Herxheimer reaction works?,National Institute of Allergy and Infectious Diseases (NIAID),In which city is the primary institution located where a notable specialist in the health specialty of Jarisch-Herxheimer reaction works?,Bethesda,In which state is the city located where the primary institution is situated that employs a notable specialist in the health specialty of Jarisch-Herxheimer reaction?,Maryland,In which country is the state located where the city is situated that contains the primary institution employing a notable specialist in the health specialty of Jarisch-Herxheimer reaction?,United States
health_disease,urinary tract infection during pregnancy,health specialty,obstetrics,What is the health specialty of urinary tract infection during pregnancy?,Urology,0.0,"['obstetrics', 'Urology', 'Nephrology', 'Gynecology']",Which medical specialty deals with urinary tract infections during pregnancy?,Is the health specialty of urinary tract infection during pregnancy obstetrics?,Is the health specialty of urinary tract infection during pregnancy urology?,What is a common condition monitored by obstetrics during pregnancy?,What condition does obstetrics specialize in during pregnancy?,A. obstetrics  B. Urology  C. Gynecology  D. Nephrology,A,Who is a notable specialist in the health specialty of urinary tract infection during pregnancy?,Dr. Jennifer Ashton,Which medical school did a notable specialist in the health specialty of urinary tract infection during pregnancy attend?,Columbia University College of Physicians and Surgeons,In which city is the medical school located that a notable specialist in the health specialty of urinary tract infection during pregnancy attended?,New York City,In which state is the city located where the medical school is situated that a notable specialist in the health specialty of urinary tract infection during pregnancy attended?,New York,In which country is the state located where the city is situated that contains the medical school a notable specialist in the health specialty of urinary tract infection during pregnancy attended?,United States
health_disease,aboulia,afflicts,human,What does aboulia afflict?,Aboulia is a condition that causes a person to have a loss of control,0.0,"['human', 'Aboulia is a condition that causes a person to have a loss of control', 'animal', 'machine']",Who is affected by aboulia?,Does aboulia afflict humans?,Does aboulia afflict Aboulia is a condition that causes a person to have a loss of control?,Is aboulia a psychological condition?,What afflicts humans?,A. machine  B. Aboulia is a condition that causes a person to have a loss of control  C. animal  D. human,D,What is a common symptom of the condition that aboulia afflicts in humans?,lack of willpower,Which part of the brain is often associated with the symptom of lack of willpower in the condition that aboulia afflicts in humans?,prefrontal cortex,What is a common treatment for issues in the prefrontal cortex associated with the symptom of lack of willpower in the condition that aboulia afflicts in humans?,cognitive behavioral therapy,Who typically administers cognitive behavioral therapy for issues in the prefrontal cortex associated with the symptom of lack of willpower in the condition that aboulia afflicts in humans?,clinical psychologist,What is the primary goal of a clinical psychologist when administering cognitive behavioral therapy for issues in the prefrontal cortex associated with the symptom of lack of willpower in the condition that aboulia afflicts in humans?,to improve mental health
health_disease,stenosing tenosynovitis,health specialty,rheumatology,What is the health specialty of stenosing tenosynovitis?,Hand Surgery,0.0,"['rheumatology', 'Hand Surgery', 'Orthopedics', 'Physical Therapy']",Which medical specialty deals with stenosing tenosynovitis?,Is the health specialty of stenosing tenosynovitis rheumatology?,Is the health specialty of stenosing tenosynovitis Hand Surgery?,What is a common symptom associated with stenosing tenosynovitis?,What condition is treated by the health specialty of rheumatology?,A. Hand Surgery  B. rheumatology  C. Orthopedics  D. Physical Therapy,B,Who is a notable specialist in the health specialty of stenosing tenosynovitis?,Dr. Eric Matteson,Which institution is the notable specialist in the health specialty of stenosing tenosynovitis affiliated with?,Mayo Clinic,In which city is the institution located where the notable specialist in the health specialty of stenosing tenosynovitis is affiliated?,Rochester,In which state is the city located where the institution is situated that the notable specialist in the health specialty of stenosing tenosynovitis is affiliated?,Minnesota,In which country is the state located where the city is situated that contains the institution the notable specialist in the health specialty of stenosing tenosynovitis is affiliated?,United States
health_disease,auditory neuropathy,afflicts,cochlear nerve,What does auditory neuropathy afflict?,Hearing loss,0.0,"['cochlear nerve', 'Hearing loss', 'auditory cortex', 'inner ear']",Which part of the body is affected by auditory neuropathy?,Does auditory neuropathy afflict the cochlear nerve?,Does auditory neuropathy afflict hearing loss?,What is a common symptom of auditory neuropathy?,What afflicts the cochlear nerve?,A. Hearing loss  B. auditory cortex  C. inner ear  D. cochlear nerve,D,What part of the ear is the cochlear nerve located in that auditory neuropathy afflicts?,inner ear,What is the primary function of the part of the ear where the cochlear nerve is located that auditory neuropathy afflicts?,hearing,"Which structure in the inner ear is responsible for converting sound waves into nerve signals, which is affected by auditory neuropathy?",cochlea,"What type of cells in the cochlea are involved in converting sound waves into nerve signals, which are affected by auditory neuropathy?",hair cells,What is the main neurotransmitter released by the hair cells in the cochlea that are affected by auditory neuropathy?,glutamate
health_disease,pulicosis,has cause,infestation,What does pulicosis have cause?,It has no cause,0.0,"['infestation', 'It has no cause', 'infection', 'allergy']",What is the cause of pulicosis?,Does pulicosis have cause infestation?,Does pulicosis have cause It has no cause?,What is a common symptom of pulicosis?,What does infestation cause?,A. infestation  B. allergy  C. It has no cause  D. infection,A,What is the common name of the organism that causes the infestation which is the cause of pulicosis?,Flea,"What is the scientific name of the organism that is commonly known as flea, which causes the infestation that is the cause of pulicosis?",Siphonaptera,"What type of environment do organisms of the scientific name Siphonaptera, which are commonly known as fleas and cause the infestation that is the cause of pulicosis, prefer?",Warm and humid environments,"What is a common method to control the environment preferred by organisms of the scientific name Siphonaptera, which are commonly known as fleas and cause the infestation that is the cause of pulicosis?",Regular cleaning and vacuuming,"What is a common chemical treatment used in the method to control the environment preferred by organisms of the scientific name Siphonaptera, which are commonly known as fleas and cause the infestation that is the cause of pulicosis?",Insecticides
health_disease,osteochondritis,health specialty,rheumatology,What is the health specialty of osteochondritis?,Osteochondritis is a condition that affects the growth of bones,0.0,"['rheumatology', 'Osteochondritis is a condition that affects the growth of bones', 'orthopedics', 'neurology']",Which medical specialty deals with osteochondritis?,Is the health specialty of osteochondritis rheumatology?,Is the health specialty of osteochondritis a condition that affects the growth of bones?,What type of condition is osteochondritis?,What condition does rheumatology specialize in?,A. neurology  B. orthopedics  C. rheumatology  D. Osteochondritis is a condition that affects the growth of bones,C,What is a common treatment for the health specialty of osteochondritis?,Nonsteroidal anti-inflammatory drugs (NSAIDs),What is a common side effect of the treatment for the health specialty of osteochondritis?,Stomach ulcers,What is a common symptom of the side effect of the treatment for the health specialty of osteochondritis?,Abdominal pain,What is a common diagnostic method for the symptom of the side effect of the treatment for the health specialty of osteochondritis?,Endoscopy,What is a common preparation step for the diagnostic method for the symptom of the side effect of the treatment for the health specialty of osteochondritis?,Fasting
health_disease,trigonocephaly,health specialty,medical genetics,What is the health specialty of trigonocephaly?,Neurosurgery,0.0,"['medical genetics', 'Neurosurgery', 'Cardiology', 'Dermatology']",Which medical field specializes in trigonocephaly?,Is the health specialty of trigonocephaly medical genetics?,Is the health specialty of trigonocephaly Neurosurgery?,What is a common symptom associated with trigonocephaly?,What condition is associated with the health specialty of medical genetics?,A. medical genetics  B. Dermatology  C. Neurosurgery  D. Cardiology,A,Who is a notable specialist in the health specialty of trigonocephaly?,Dr. Charles Epstein,Which university is associated with a notable specialist in the health specialty of trigonocephaly?,"University of California, San Francisco",In which city is the university associated with a notable specialist in the health specialty of trigonocephaly located?,San Francisco,In which state is the city located where the university associated with a notable specialist in the health specialty of trigonocephaly is situated?,California,In which country is the state located where the city is situated that contains the university associated with a notable specialist in the health specialty of trigonocephaly?,United States
health_disease,aspergilloma,health specialty,infectious diseases,What is the health specialty of aspergilloma?,Aspergilloma is a fungal infection of the lung,0.0,"['infectious diseases', 'Aspergilloma is a fungal infection of the lung', 'Cardiology', 'Dermatology']",Which medical specialty deals with aspergilloma?,Is the health specialty of aspergilloma infectious diseases?,Is the health specialty of aspergilloma that it is a fungal infection of the lung?,What type of infection is aspergilloma known to be?,What condition is associated with the health specialty of infectious diseases?,A. Dermatology  B. infectious diseases  C. Cardiology  D. Aspergilloma is a fungal infection of the lung,B,Who is a notable specialist in the health specialty of aspergilloma?,Dr. David Denning,Which university is associated with a notable specialist in the health specialty of aspergilloma?,University of Manchester,In which city is the university associated with a notable specialist in the health specialty of aspergilloma located?,Manchester,In which country is the city located where the university associated with a notable specialist in the health specialty of aspergilloma is situated?,United Kingdom,What is the population of the country where the city is located that contains the university associated with a notable specialist in the health specialty of aspergilloma?,Approximately 67 million
health_disease,venous ulcer,health specialty,dermatology,What is the health specialty of venous ulcer?,Venous ulcer,0.0,"['dermatology', 'Venous ulcer', 'cardiology', 'neurology']",Which medical field specializes in treating venous ulcers?,Is dermatology the health specialty of venous ulcer?,Is Venous ulcer the health specialty of venous ulcer?,What is a common symptom associated with venous ulcers?,What condition does dermatology specialize in treating?,A. Venous ulcer  B. neurology  C. cardiology  D. dermatology,D,Who is a notable dermatologist in the health specialty of venous ulcer?,Thomas B. Fitzpatrick,Which university did the notable dermatologist in the health specialty of venous ulcer attend?,Harvard University,In which city is the university that the notable dermatologist in the health specialty of venous ulcer attended located?,Cambridge,In which state is the city located where the university that the notable dermatologist in the health specialty of venous ulcer attended is situated?,Massachusetts,In which country is the state located where the city is situated that contains the university the notable dermatologist in the health specialty of venous ulcer attended?,United States
