topic,type,subject,relation,object,question,label,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,paraphrased_question,yes_question,no_question,multiple_choice_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
places_country,wh,Ghana,country,Ghana,What is the country of Ghana?,Ghana,Nation,0.0,Which country is Ghana?,Is the country of Ghana Ghana?,Is the country of Ghana Nation?,"{'question': 'What is the country of Ghana?', 'options': {'A': 'Ghana', 'B': 'Nation', 'C': 'Kenya', 'D': 'Nigeria'}, 'ground_truth': 'A'}",What is the capital city of Ghana?,Which country is Ghana a part of?,What is the capital city of the country Ghana?,Accra,What is the population of the capital city of the country Ghana?,2.27 million,What is the main language spoken in the capital city of the country Ghana?,English,What is the currency used in the country where the main language spoken in its capital city is English?,Ghanaian cedi,What is the symbol for the currency used in the country where the main language spoken in its capital city is English?,₵
places_country,wh,Ghana,basic form of government,democracy,What is the basic form of government of Ghana?,democracy,Presidential,0.0,What type of government does Ghana have?,Is the basic form of government of Ghana a democracy?,Is the basic form of government of Ghana a presidential system?,"{'question': 'What is the basic form of government of Ghana?', 'options': {'A': 'Monarchy', 'B': 'Democracy', 'C': 'Presidential', 'D': 'Oligarchy'}, 'ground_truth': 'B'}",In which continent is Ghana located?,Which country has democracy as its basic form of government?,Who is the current head of state of the country with the basic form of government in Ghana?,Nana Akufo-Addo,Which political party does the current head of state of Ghana belong to?,New Patriotic Party,Who was the founder of the political party that the current head of state of Ghana belongs to?,J.B. Danquah,What was the profession of the founder of the political party that the current head of state of Ghana belongs to?,Lawyer,Which university did the founder of the political party that the current head of state of Ghana belongs to attend?,University of London
places_country,wh,Ghana,country,Ghana,Which country's country is Ghana?,Ghana,Africa,0.0,Ghana is a country in which nation?,Is Ghana a country in Ghana?,Is Ghana a country in Africa?,"{'question': ""Which country's country is Ghana?"", 'options': {'A': 'Ghana', 'B': 'Africa', 'C': 'Nigeria', 'D': 'Kenya'}, 'ground_truth': 'A'}",What is the capital city of Ghana?,Which country is Ghana a country of?,What is the capital city of the country Ghana?,Accra,What is the main airport in the capital city of the country Ghana?,Kotoka International Airport,Which airline has its hub at the main airport in the capital city of the country Ghana?,Africa World Airlines,Which country is the airline that has its hub at the main airport in the capital city of the country Ghana based in?,Ghana,What is the official language of the country where the airline that has its hub at the main airport in the capital city of the country Ghana is based?,English
places_country,wh,Nicaragua,country,Nicaragua,What is the country of Nicaragua?,Nicaragua,Central American,0.0,Which country is Nicaragua?,Is Nicaragua the country of Nicaragua?,Is Central American the country of Nicaragua?,"{'question': 'What is the country of Nicaragua?', 'options': {'A': 'Nicaragua', 'B': 'Central American', 'C': 'Mexico', 'D': 'Costa Rica'}, 'ground_truth': 'A'}",What is the capital city of Nicaragua?,Which country is Nicaragua?,What is the capital city of the country Nicaragua?,Managua,Which lake is located near the capital city of Nicaragua?,Lake Managua,What is the primary river that flows into the lake located near the capital city of Nicaragua?,Tipitapa River,Which ocean does the primary river that flows into the lake near the capital city of Nicaragua eventually drain into?,Caribbean Sea,Which sea is part of the ocean that the primary river flowing into the lake near the capital city of Nicaragua eventually drains into?,Atlantic Ocean
places_country,wh,Nicaragua,country,Nicaragua,Which country's country is Nicaragua?,Nicaragua,El Salvador,0.0,Nicaragua is the country of which nation?,Is Nicaragua the country of Nicaragua?,Is Nicaragua the country of El Salvador?,"{'question': ""Which country's country is Nicaragua?"", 'options': {'A': 'Nicaragua', 'B': 'El Salvador', 'C': 'Honduras', 'D': 'Costa Rica'}, 'ground_truth': 'A'}",What is the capital city of Nicaragua?,Nicaragua is the country of which country?,What is the capital city of the country Nicaragua?,Managua,Which lake is located near the capital city of the country Nicaragua?,Lake Managua,What is the primary river that flows into the lake located near the capital city of the country Nicaragua?,Tipitapa River,Which ocean does the primary river that flows into the lake near the capital city of the country Nicaragua eventually drain into?,Pacific Ocean,Which continent is the ocean located on that the primary river flowing into the lake near the capital city of the country Nicaragua eventually drains into?,North America
places_country,wh,Kazakhstan,twinned administrative body,Toyota,What is the twinned administrative body of Kazakhstan?,Toyota,Astana,0.0,Which administrative body is twinned with Kazakhstan?,Is Toyota the twinned administrative body of Kazakhstan?,Is Astana the twinned administrative body of Kazakhstan?,"{'question': 'What is the twinned administrative body of Kazakhstan?', 'options': {'A': 'Toyota', 'B': 'Astana', 'C': 'Almaty', 'D': 'Nur-Sultan'}, 'ground_truth': 'A'}",What is the capital city of Kazakhstan?,Which country has Toyota as its twinned administrative body?,What is the capital city of the twinned administrative body of Kazakhstan?,Warsaw,Which river flows through the capital city of the twinned administrative body of Kazakhstan?,Vistula River,What is the length of the river that flows through the capital city of the twinned administrative body of Kazakhstan?,"1,047 kilometers",Which sea does the river that flows through the capital city of the twinned administrative body of Kazakhstan empty into?,Baltic Sea,Which country borders the sea that the river flowing through the capital city of the twinned administrative body of Kazakhstan empties into?,Germany
places_country,wh,Kazakhstan,country,Kazakhstan,What is the country of Kazakhstan?,Kazakhstan,Central Asian,0.0,Which country does Kazakhstan belong to?,Is Kazakhstan the country of Kazakhstan?,Is Central Asian the country of Kazakhstan?,"{'question': 'What is the country of Kazakhstan?', 'options': {'A': 'Kazakhstan', 'B': 'Central Asian', 'C': 'Russia', 'D': 'Uzbekistan'}, 'ground_truth': 'A'}",What is the capital city of Kazakhstan?,Which country is Kazakhstan?,What is the capital city of Kazakhstan?,Astana,What is the population of the capital city of Kazakhstan?,1.2 million,What is the main river that flows through the capital city of Kazakhstan?,Ishim River,Which sea does the main river flowing through the capital city of Kazakhstan eventually drain into?,Aral Sea,Which two countries share the sea that the main river flowing through the capital city of Kazakhstan eventually drains into?,Kazakhstan and Uzbekistan
places_country,wh,Kazakhstan,country,Kazakhstan,Which country's country is Kazakhstan?,Kazakhstan,Russia,0.0,Kazakhstan is the country of which nation?,Is Kazakhstan the country of Kazakhstan?,Is Kazakhstan the country of Russia?,"{'question': ""Which country's country is Kazakhstan?"", 'options': {'A': 'Kazakhstan', 'B': 'Russia', 'C': 'China', 'D': 'Uzbekistan'}, 'ground_truth': 'A'}",What is the capital city of Kazakhstan?,Kazakhstan is the country of which country?,What is the capital city of Kazakhstan?,Astana,What is the population of the capital city of Kazakhstan?,1.2 million,What is the main river that flows through the capital city of Kazakhstan?,Ishim River,Which sea does the main river that flows through the capital city of Kazakhstan eventually drain into?,Aral Sea,Which two countries share the sea that the main river flowing through the capital city of Kazakhstan drains into?,Kazakhstan and Uzbekistan
places_country,wh,Mongolia,named after,Mongols,What was Mongolia named after?,Mongols,Mongol Empire founder,0.0,Who were Mongolia named after?,Was Mongolia named after the Mongols?,Was Mongolia named after the Mongol Empire founder?,"{'question': 'What was Mongolia named after?', 'options': {'A': 'Mongol Empire founder', 'B': 'Mongols', 'C': 'Genghis Khan', 'D': 'Silk Road'}, 'ground_truth': 'B'}",What is the capital city of Mongolia?,Which country was named after the Mongols?,Who was Mongolia named after?,The Mongols,Who was the leader of the group that Mongolia was named after?,Genghis Khan,Which empire was founded by the leader of the group that Mongolia was named after?,Mongol Empire,What was the capital of the empire founded by the leader of the group that Mongolia was named after?,Karakorum,In which modern-day country is the capital of the empire founded by the leader of the group that Mongolia was named after located?,Mongolia
places_country,wh,Mongolia,official observer status in organisation,Shanghai Cooperation Organisation,What is the official observer status in organisation of Mongolia?,Shanghai Cooperation Organisation,International University of Japan,0.0,Which organisation does Mongolia have official observer status in?,Does Mongolia have official observer status in the Shanghai Cooperation Organisation?,Does Mongolia have official observer status in the International University of Japan?,"{'question': 'In which organisation does Mongolia hold official observer status?', 'options': {'A': 'Shanghai Cooperation Organisation', 'B': 'International University of Japan', 'C': 'European Union', 'D': 'United Nations'}, 'ground_truth': 'A'}",What is the capital city of Mongolia?,Which country has official observer status in the Shanghai Cooperation Organisation?,Which organization does Mongolia have official observer status in?,Shanghai Cooperation Organisation,In which year did Mongolia obtain official observer status in the Shanghai Cooperation Organisation?,2004,Which country hosted the Shanghai Cooperation Organisation summit in the year Mongolia obtained official observer status?,Uzbekistan,What is the capital city of the country that hosted the Shanghai Cooperation Organisation summit in the year Mongolia obtained official observer status?,Tashkent,Which river flows through the capital city of the country that hosted the Shanghai Cooperation Organisation summit in the year Mongolia obtained official observer status?,Chirchiq River
places_country,wh,Mongolia,country,Mongolia,What is the country of Mongolia?,Mongolia,Nation,0.0,Which country does Mongolia belong to?,Is Mongolia the country of Mongolia?,Is Nation the country of Mongolia?,"{'question': 'What is the country of Mongolia?', 'options': {'A': 'Nation', 'B': 'China', 'C': 'Russia', 'D': 'Mongolia'}, 'ground_truth': 'D'}",What is the capital city of Mongolia?,Which country is Mongolia?,What is the capital city of the country Mongolia?,Ulaanbaatar,Which river flows through the capital city of the country Mongolia?,Tuul River,What is the name of the national park located near the river that flows through the capital city of Mongolia?,Gorkhi-Terelj National Park,Which mountain range is located near the national park that is near the river flowing through the capital city of Mongolia?,Khentii Mountains,What is the highest peak in the mountain range located near the national park that is near the river flowing through the capital city of Mongolia?,Asralt Khairkhan
places_country,wh,Mongolia,country,Mongolia,Which country's country is Mongolia?,Mongolia,China,0.0,What is the name of the country that Mongolia is a country of?,Is Mongolia the country of Mongolia?,Is China the country of Mongolia?,"{'question': ""Which country's country is Mongolia?"", 'options': {'A': 'China', 'B': 'Russia', 'C': 'Mongolia', 'D': 'Kazakhstan'}, 'ground_truth': 'C'}",What is the capital city of Mongolia?,Which country is Mongolia a country of?,What is the capital city of the country Mongolia?,Ulaanbaatar,What is the population of the capital city of the country Mongolia?,1.4 million,What is the main river that flows through the capital city of the country Mongolia?,Tuul River,Which mountain range is near the main river that flows through the capital city of the country Mongolia?,Khentii Mountains,What is the highest peak in the mountain range near the main river that flows through the capital city of the country Mongolia?,Asralt Khairkhan
places_country,wh,Sudan,country,Sudan,What is the country of Sudan?,Sudan,Africa,0.0,Which country is Sudan?,Is Sudan the country of Sudan?,Is Africa the country of Sudan?,"{'question': 'What is the country of Sudan?', 'options': {'A': 'Sudan', 'B': 'Africa', 'C': 'Egypt', 'D': 'Kenya'}, 'ground_truth': 'A'}",What is the capital city of Sudan?,Which country is Sudan?,What is the capital city of the country Sudan?,Khartoum,Which river flows through the capital city of the country Sudan?,Nile River,What is the name of the dam located on the river that flows through the capital city of the country Sudan?,Merowe Dam,Which region in Sudan is the Merowe Dam located?,Northern State,What is the population of the region where the Merowe Dam is located in Sudan?,"Approximately 833,743"
places_country,wh,Sudan,country,Sudan,Which country's country is Sudan?,Sudan,Egypt,0.0,What is the name of the country that is Sudan?,Is Sudan the country of Sudan?,Is Egypt the country of Sudan?,"{'question': ""Which country's country is Sudan?"", 'options': {'A': 'Sudan', 'B': 'Egypt', 'C': 'Kenya', 'D': 'Nigeria'}, 'ground_truth': 'A'}",What is the capital city of Sudan?,Which country is Sudan a country of?,What is the capital city of the country Sudan?,Khartoum,Which river flows through the capital city of the country Sudan?,Nile River,What is the name of the dam located on the river that flows through the capital city of the country Sudan?,Merowe Dam,Which region is the dam located in that is on the river flowing through the capital city of the country Sudan?,Northern State,What is the population of the region where the dam is located on the river that flows through the capital city of the country Sudan?,"Approximately 833,743"
places_country,wh,Saudi Arabia,country,Saudi Arabia,What is the country of Saudi Arabia?,Saudi Arabia,Monarchy,0.0,Which country is Saudi Arabia?,Is the country of Saudi Arabia Saudi Arabia?,Is the country of Saudi Arabia Monarchy?,"{'question': 'What is the country of Saudi Arabia?', 'options': {'A': 'Saudi Arabia', 'B': 'Monarchy', 'C': 'Egypt', 'D': 'United Arab Emirates'}, 'ground_truth': 'A'}",What is the capital city of Saudi Arabia?,What country is Saudi Arabia?,What is the capital city of Saudi Arabia?,Riyadh,Who is the current mayor of the capital city of Saudi Arabia?,Fahad Al-Rasheed,Which university did the current mayor of the capital city of Saudi Arabia attend?,King Saud University,What is the primary language of instruction at the university attended by the current mayor of the capital city of Saudi Arabia?,Arabic,What is the official language of the country where the primary language of instruction at the university attended by the current mayor of the capital city of Saudi Arabia is Arabic?,Arabic
places_country,wh,Saudi Arabia,head of government,Salman bin Abdulaziz Al Saud,Who is the head of government of Saudi Arabia?,Salman bin Abdulaziz Al Saud,Mohammed bin Salman,0.0,Who serves as the head of government in Saudi Arabia?,Is Salman bin Abdulaziz Al Saud the head of government of Saudi Arabia?,Is Mohammed bin Salman the head of government of Saudi Arabia?,"{'question': 'Who is the head of government of Saudi Arabia?', 'options': {'A': 'Salman bin Abdulaziz Al Saud', 'B': 'Mohammed bin Salman', 'C': 'Abdullah bin Abdulaziz Al Saud', 'D': 'Faisal bin Abdulaziz Al Saud'}, 'ground_truth': 'A'}",What is the capital city of Saudi Arabia?,Of which country is Salman bin Abdulaziz Al Saud the head of government?,Who is the spouse of the head of government of Saudi Arabia?,Sara bint Mashoor bin Abdulaziz Al Saud,Who is the father of the spouse of the head of government of Saudi Arabia?,Mashoor bin Abdulaziz Al Saud,Who is the sibling of the father of the spouse of the head of government of Saudi Arabia?,Salman bin Abdulaziz Al Saud,What is the title of the sibling of the father of the spouse of the head of government of Saudi Arabia?,King of Saudi Arabia,In which year did the sibling of the father of the spouse of the head of government of Saudi Arabia become the King of Saudi Arabia?,2015
places_country,wh,Saudi Arabia,religion or worldview,Wahhabism,What is the religion or worldview of Saudi Arabia?,Wahhabism,Islam,0.0,Which religion or worldview is predominant in Saudi Arabia?,Is Wahhabism the religion or worldview of Saudi Arabia?,Is Islam the religion or worldview of Saudi Arabia?,"{'question': 'What is the religion or worldview of Saudi Arabia?', 'options': {'A': 'Wahhabism', 'B': 'Islam', 'C': 'Buddhism', 'D': 'Hinduism'}, 'ground_truth': 'A'}",What is the capital city of Saudi Arabia?,Which country predominantly follows Wahhabism?,What is the holy city for the predominant religion in Saudi Arabia?,Mecca,What is the name of the annual pilgrimage to the holy city of the predominant religion in Saudi Arabia?,Hajj,During which Islamic month does the annual pilgrimage to the holy city of the predominant religion in Saudi Arabia take place?,Dhu al-Hijjah,What is the name of the festival that marks the end of the annual pilgrimage to the holy city of the predominant religion in Saudi Arabia?,Eid al-Adha,Which prophet is commemorated during the festival that marks the end of the annual pilgrimage to the holy city of the predominant religion in Saudi Arabia?,Prophet Ibrahim (Abraham)
places_country,wh,Saudi Arabia,country,Saudi Arabia,Which country's country is Saudi Arabia?,Saudi Arabia,Asia,0.0,What is the country of Saudi Arabia?,Is Saudi Arabia the country of Saudi Arabia?,Is Asia the country of Saudi Arabia?,"{'question': ""Which country's country is Saudi Arabia?"", 'options': {'A': 'Saudi Arabia', 'B': 'Asia', 'C': 'Egypt', 'D': 'India'}, 'ground_truth': 'A'}",What is the capital city of Saudi Arabia?,Which country is Saudi Arabia a part of?,What is the capital city of the country Saudi Arabia?,Riyadh,What is the population of the capital city of the country Saudi Arabia?,Approximately 7.6 million,What is the main language spoken in the capital city of the country Saudi Arabia?,Arabic,What is the official religion of the country where the main language spoken in its capital city is Arabic?,Islam,What is the name of the holy city located in the country where the official religion is Islam?,Mecca
places_country,wh,Niger,replaces,French West Africa,What does Niger replace?,French West Africa,Niger River,0.0,What entity did Niger take the place of?,Does Niger replace French West Africa?,Does Niger replace the Niger River?,"{'question': 'What does Niger replace?', 'options': {'A': 'Niger River', 'B': 'French West Africa', 'C': 'Sahara Desert', 'D': 'Mali'}, 'ground_truth': 'B'}",What is the capital city of Niger?,Which country replaces French West Africa?,Who is the current president of the country that Niger's president replaces?,Mohamed Bazoum,Which political party does the current president of the country that Niger's president replaces belong to?,Nigerien Party for Democracy and Socialism,What is the capital city of the country whose current president belongs to the Nigerien Party for Democracy and Socialism?,Niamey,What is the population of the capital city of the country whose current president belongs to the Nigerien Party for Democracy and Socialism?,1.3 million,"What is the primary language spoken in the capital city with a population of 1.3 million, where the current president of Niger's party is based?",French
places_country,wh,Niger,country,Niger,What is the country of Niger?,Niger,Landlocked,0.0,Which country is Niger a part of?,Is Niger the country of Niger?,Is Landlocked the country of Niger?,"{'question': 'What is the country of Niger?', 'options': {'A': 'Niger', 'B': 'Landlocked', 'C': 'Nigeria', 'D': 'Chad'}, 'ground_truth': 'A'}",What is the capital city of Niger?,Which country is named after Niger?,What is the capital city of the country Niger?,Niamey,Which river flows through the capital city of the country Niger?,Niger River,What is the source country of the river that flows through the capital city of the country Niger?,Guinea,What is the official language of the source country of the river that flows through the capital city of the country Niger?,French,What is the currency used in the country where the official language is French and is the source of the river that flows through the capital city of the country Niger?,Guinean franc
places_country,wh,Niger,country,Niger,Which country's country is Niger?,Niger,France,0.0,Niger is the country of which nation?,Is Niger the country of Niger?,Is Niger the country of France?,"{'question': ""Which country's country is Niger?"", 'options': {'A': 'Niger', 'B': 'France', 'C': 'Nigeria', 'D': 'Mali'}, 'ground_truth': 'A'}",What is the capital city of Niger?,Niger is the country of which country?,What is the capital city of the country Niger?,Niamey,Which river flows through the capital city of the country Niger?,Niger River,What is the source country of the river that flows through the capital city of the country Niger?,Guinea,What is the official language of the source country of the river that flows through the capital city of the country Niger?,French,What is the currency used in the country where the official language is French and is the source of the river that flows through the capital city of Niger?,Guinean franc
places_country,wh,Lesotho,named after,Sesotho,What was Lesotho named after?,Sesotho,King Moshoeshoe I,0.0,Lesotho was named after which language?,Was Lesotho named after Sesotho?,Was Lesotho named after King Moshoeshoe I?,"{'question': 'What was Lesotho named after?', 'options': {'A': 'Sesotho', 'B': 'Zulu', 'C': 'King Moshoeshoe I', 'D': 'Swahili'}, 'ground_truth': 'A'}",What is the capital city of Lesotho?,Which country was named after Sesotho?,Who was Lesotho named after?,Moshoeshoe I,What was the title of the person Lesotho was named after?,King,Which tribe was led by the person after whom Lesotho was named?,Basotho,In which region did the tribe led by the person after whom Lesotho was named primarily reside?,Southern Africa,Which mountain range is located in the region where the tribe led by the person after whom Lesotho was named primarily resided?,Drakensberg Mountains
places_country,wh,Lesotho,basic form of government,constitutional monarchy,What is the basic form of government of Lesotho?,constitutional monarchy,Parliamentary monarchy,0.0,What type of government does Lesotho have?,Is the basic form of government of Lesotho a constitutional monarchy?,Is the basic form of government of Lesotho a parliamentary monarchy?,"{'question': 'What is the basic form of government of Lesotho?', 'options': {'A': 'Constitutional monarchy', 'B': 'Parliamentary monarchy', 'C': 'Republic', 'D': 'Federal republic'}, 'ground_truth': 'A'}",What is the capital city of Lesotho?,Which country has a basic form of government that is a constitutional monarchy?,Who is the head of state in the basic form of government of Lesotho?,King Letsie III,What is the title of the head of state in the basic form of government of Lesotho?,King,Which country has a head of state with the title 'King' and is located in Southern Africa?,Lesotho,What is the official language of the country in Southern Africa with a head of state titled 'King'?,Sesotho,What is the currency used in the country where Sesotho is an official language and the head of state is titled 'King'?,Lesotho loti
places_country,wh,Lesotho,located in/on physical feature,Southern Africa,What is the located in/on physical feature of Lesotho?,Southern Africa,Mountainous,0.0,Where is Lesotho situated?,Is Lesotho located in Southern Africa?,Is Lesotho located in a mountainous region?,"{'question': 'In which region is Lesotho located?', 'options': {'A': 'Southern Africa', 'B': 'Mountainous', 'C': 'Western Europe', 'D': 'Northern America'}, 'ground_truth': 'A'}",What is the capital city of Lesotho?,Which country is located in Southern Africa?,What is the highest point in the physical feature where Lesotho is located?,Thabana Ntlenyana,Which mountain range contains the highest point in the physical feature where Lesotho is located?,Drakensberg,In which country is the mountain range that contains the highest point in the physical feature where Lesotho is located?,South Africa,What is the capital city of the country where the mountain range that contains the highest point in the physical feature where Lesotho is located?,Pretoria,Which river flows through the capital city of the country where the mountain range that contains the highest point in the physical feature where Lesotho is located?,Apies River
places_country,wh,Lesotho,country,Lesotho,Which country's country is Lesotho?,Lesotho,South Africa,0.0,Lesotho is the country of which nation?,Is Lesotho the country of Lesotho?,Is Lesotho the country of South Africa?,"{'question': ""Which country's country is Lesotho?"", 'options': {'A': 'Lesotho', 'B': 'South Africa', 'C': 'Botswana', 'D': 'Namibia'}, 'ground_truth': 'A'}",What is the capital city of Lesotho?,Lesotho is the country of which country?,What is the capital city of the country Lesotho?,Maseru,Which river flows through the capital city of the country Lesotho?,Caledon River,Which country borders the river that flows through the capital city of Lesotho?,South Africa,What is the official language of the country that borders the river flowing through the capital city of Lesotho?,Afrikaans,Who is a famous author that writes in the official language of the country bordering the river flowing through the capital city of Lesotho?,J.M. Coetzee
places_country,wh,Lesser Antilles,located in/on physical feature,Grenada,Which country's located in/on physical feature is Lesser Antilles?,Grenada,Caribbean Sea,0.0,Which country is situated in the Lesser Antilles?,Is Grenada located in the Lesser Antilles?,Is Grenada located in the Caribbean Sea?,"{'question': ""Which country's located in/on physical feature is Lesser Antilles?"", 'options': {'A': 'Grenada', 'B': 'Caribbean Sea', 'C': 'Jamaica', 'D': 'Barbados'}, 'ground_truth': 'A'}",What is the capital city of Grenada?,In which physical feature is Grenada located?,What is the name of the sea where the Lesser Antilles are located?,Caribbean Sea,Which ocean does the sea where the Lesser Antilles are located connect to?,Atlantic Ocean,What is the name of the current that flows through the ocean connected to the sea where the Lesser Antilles are located?,Gulf Stream,Which country has a coastline along the current that flows through the ocean connected to the sea where the Lesser Antilles are located?,United States,What is the capital city of the country that has a coastline along the current that flows through the ocean connected to the sea where the Lesser Antilles are located?,"Washington, D.C."
places_country,wh,Aruba,country,Aruba,What is the country of Aruba?,Aruba,Island,0.0,Which country does Aruba belong to?,Is Aruba the country of Aruba?,Is Island the country of Aruba?,"{'question': 'What is the country of Aruba?', 'options': {'A': 'Aruba', 'B': 'Island', 'C': 'Netherlands', 'D': 'Curacao'}, 'ground_truth': 'A'}",What is the capital city of Aruba?,Which place is a country named Aruba?,What is the capital of the country Aruba?,Oranjestad,What is the population of the capital of the country Aruba?,"Around 35,000",What is the official language spoken in the capital of the country Aruba?,Dutch,What is the currency used in the country where the capital is Oranjestad?,Aruban florin,Which continent is the country located in where the currency is Aruban florin?,North America
places_country,wh,Aruba,country,Aruba,Which country's country is Aruba?,Aruba,Netherlands,0.0,Aruba is a country of which nation?,Is Aruba a country?,Is Aruba a part of the Netherlands?,"{'question': ""Which country's country is Aruba?"", 'options': {'A': 'Aruba', 'B': 'Netherlands', 'C': 'Curacao', 'D': 'Bonaire'}, 'ground_truth': 'A'}",What is the capital city of Aruba?,Which country is Aruba?,What is the capital city of the country Aruba?,Oranjestad,What is the official language spoken in the capital city of the country Aruba?,Dutch,Which European country is the official language of the capital city of the country Aruba associated with?,Netherlands,What is the currency used in the European country associated with the official language of the capital city of the country Aruba?,Euro,Which international organization is the European country that uses the Euro and is associated with the official language of the capital city of the country Aruba a member of?,European Union
places_country,wh,Jamaica,country,Jamaica,Which country's country is Jamaica?,Jamaica,United Kingdom,0.0,Jamaica is a country in which nation?,Is Jamaica a country in Jamaica?,Is Jamaica a country in the United Kingdom?,"{'question': ""Which country's country is Jamaica?"", 'options': {'A': 'United Kingdom', 'B': 'Jamaica', 'C': 'Canada', 'D': 'Australia'}, 'ground_truth': 'B'}",What is the capital city of Jamaica?,Which country is Jamaica a part of?,What is the capital of the country Jamaica?,Kingston,What is the population of the capital of the country Jamaica?,"Approximately 670,000",What is the name of the airport in the capital of the country Jamaica?,Norman Manley International Airport,Which airline has its hub at the airport in the capital of the country Jamaica?,Caribbean Airlines,What is the IATA code for the airline that has its hub at the airport in the capital of the country Jamaica?,BW
places_country,wh,Bahrain,country,Bahrain,What is the country of Bahrain?,Bahrain,Island nation,0.0,Which country does Bahrain belong to?,Is Bahrain the country of Bahrain?,Is Island nation the country of Bahrain?,"{'question': 'What is the country of Bahrain?', 'options': {'A': 'Bahrain', 'B': 'Island nation', 'C': 'Qatar', 'D': 'Saudi Arabia'}, 'ground_truth': 'A'}",What is the capital city of Bahrain?,Which country is Bahrain?,What is the capital city of the country Bahrain?,Manama,What is the population of the capital city of the country Bahrain?,"Approximately 157,000",What is the main language spoken in the capital city of the country Bahrain?,Arabic,What is the official religion of the country where the capital city Manama is located?,Islam,What is the currency used in the country where the capital city Manama is located?,Bahraini dinar
places_country,wh,Bahrain,country,Bahrain,Which country's country is Bahrain?,Bahrain,Saudi Arabia,0.0,Bahrain is the country of which nation?,Is Bahrain the country of Bahrain?,Is Bahrain the country of Saudi Arabia?,"{'question': ""Which country's country is Bahrain?"", 'options': {'A': 'Bahrain', 'B': 'Saudi Arabia', 'C': 'Kuwait', 'D': 'Qatar'}, 'ground_truth': 'A'}",What is the capital city of Bahrain?,Bahrain is the country of which country?,What is the capital city of the country Bahrain?,Manama,What is the population of the capital city of the country Bahrain?,"Approximately 157,000",What is the main language spoken in the capital city of the country Bahrain?,Arabic,What is the official religion of the country where the capital city Manama is located?,Islam,What is the currency used in the country where the capital city Manama is located?,Bahraini dinar
places_country,wh,Turkey,head of government,Recep Tayyip Erdoğan,Who is the head of government of Turkey?,Recep Tayyip Erdoğan,Süleyman Soylu,0.0,Who serves as the head of government in Turkey?,Is Recep Tayyip Erdoğan the head of government of Turkey?,Is Süleyman Soylu the head of government of Turkey?,"{'question': 'Who is the head of government of Turkey?', 'options': {'A': 'Recep Tayyip Erdoğan', 'B': 'Süleyman Soylu', 'C': 'Kemal Kılıçdaroğlu', 'D': 'Binali Yıldırım'}, 'ground_truth': 'A'}",What is the capital city of Turkey?,Which country has Recep Tayyip Erdoğan as its head of government?,Who is the spouse of the head of government of Turkey?,Emine Erdoğan,Which university did the spouse of the head of government of Turkey attend?,Marmara University,In which city is the university located that the spouse of the head of government of Turkey attended?,Istanbul,In which region is the city located where the university that the spouse of the head of government of Turkey attended is situated?,Marmara Region,In which country is the region located where the city is situated that contains the university the spouse of the head of government of Turkey attended?,Turkey
places_country,wh,Turkey,replaces,Ottoman Empire,What does Turkey replace?,Ottoman Empire,Columbus,0.0,Which entity did Turkey succeed?,Does Turkey replace the Ottoman Empire?,Does Turkey replace Columbus?,"{'question': 'What does Turkey replace?', 'options': {'A': 'Columbus', 'B': 'Roman Empire', 'C': 'Byzantine Empire', 'D': 'Ottoman Empire'}, 'ground_truth': 'D'}",What is the capital city of Turkey?,Who replaces the Ottoman Empire?,Who is the current president of the country that Turkey replaces in NATO?,Jens Stoltenberg,Which country is the current president of NATO from?,Norway,What is the capital city of the country that the current president of NATO is from?,Oslo,Which famous landmark is located in the capital city of the country that the current president of NATO is from?,The Royal Palace,Who resides in the famous landmark located in the capital city of the country that the current president of NATO is from?,The Norwegian Royal Family
places_country,wh,East Asia,located in/on physical feature,Mongolia,Which country's located in/on physical feature is East Asia?,Mongolia,China,0.0,Which country is situated in East Asia?,Is Mongolia located in East Asia?,Is China located in East Asia?,"{'question': 'Which country is located in East Asia?', 'options': {'A': 'Mongolia', 'B': 'China', 'C': 'India', 'D': 'Russia'}, 'ground_truth': 'A'}",What is the primary language spoken in East Asia?,Which region is Mongolia located in?,Which ocean is East Asia located near?,Pacific Ocean,What is the largest island in the ocean that East Asia is located near?,New Guinea,Which country shares the island that is the largest in the ocean near East Asia?,Indonesia,What is the capital city of the country that shares the largest island in the ocean near East Asia?,Jakarta,What is the population of the capital city of the country that shares the largest island in the ocean near East Asia?,Over 10 million
