topic,type,subject,relation,object,question,label,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,paraphrased_question,yes_question,no_question,multiple_choice_question,reversed_relation_question,locality_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
places_city,wh,Russia,diplomatic relation,Singapore,Which city's diplomatic relation is Russia?,Singapore,Moscow,0.0,Which city has a diplomatic relation with Russia?,Does Russia have a diplomatic relation with Singapore?,Does Russia have a diplomatic relation with Moscow?,"{'question': 'Which city has a diplomatic relation with Russia?', 'options': {'A': 'Singapore', 'B': 'Moscow', 'C': 'Tokyo', 'D': 'Beijing'}, 'ground_truth': 'A'}",Which country has a diplomatic relation with Singapore?,What is the capital city of Russia?,Which country has a diplomatic relation with Russia and is a member of the European Union?,Germany,Who is the current Chancellor of the country that has a diplomatic relation with Russia and is a member of the European Union?,Olaf Scholz,Which political party does the current Chancellor of the country that has a diplomatic relation with Russia and is a member of the European Union belong to?,Social Democratic Party of Germany,Who was the predecessor of the current Chancellor of the country that has a diplomatic relation with Russia and is a member of the European Union?,Angela Merkel,In which year did the predecessor of the current Chancellor of the country that has a diplomatic relation with Russia and is a member of the European Union first take office?,2005
places_city,wh,Styphnolobium japonicum,official symbol,Beijing,Which city's official symbol is Styphnolobium japonicum?,Beijing,Tokyo,0.0,What city has Styphnolobium japonicum as its official symbol?,Is Beijing the city whose official symbol is Styphnolobium japonicum?,Is Tokyo the city whose official symbol is Styphnolobium japonicum?,"{'question': ""Which city's official symbol is Styphnolobium japonicum?"", 'options': {'A': 'Beijing', 'B': 'Tokyo', 'C': 'Seoul', 'D': 'Shanghai'}, 'ground_truth': 'A'}",What is the official symbol of Beijing?,What is the capital city of China?,Which country has Styphnolobium japonicum as an official symbol?,Japan,What is the capital city of the country that has Styphnolobium japonicum as an official symbol?,Tokyo,Which district in the capital city of the country that has Styphnolobium japonicum as an official symbol is known for its electronics and anime culture?,Akihabara,Which railway station serves the district known for its electronics and anime culture in the capital city of the country that has Styphnolobium japonicum as an official symbol?,Akihabara Station,Which railway line passes through the station that serves the district known for its electronics and anime culture in the capital city of the country that has Styphnolobium japonicum as an official symbol?,Yamanote Line
places_city,wh,Vestfold,twinned administrative body,Kaunas,Which city's twinned administrative body is Vestfold?,Kaunas,Fredrikstad,0.0,What city has Vestfold as its twinned administrative body?,Is Kaunas the city that has Vestfold as its twinned administrative body?,Is Fredrikstad the city that has Vestfold as its twinned administrative body?,"{'question': 'Which city is twinned with Vestfold?', 'options': {'A': 'Kaunas', 'B': 'Fredrikstad', 'C': 'Oslo', 'D': 'Bergen'}, 'ground_truth': 'A'}",Which administrative body is twinned with Kaunas?,What is the capital of Vestfold?,What is the capital of the twinned administrative body of Vestfold?,Tønsberg,Which country is the capital of the twinned administrative body of Vestfold located in?,Norway,What is the official language of the country where the capital of the twinned administrative body of Vestfold is located?,Norwegian,What is the population of the country where the official language is Norwegian and the capital of the twinned administrative body of Vestfold is located?,Approximately 5.4 million,What is the currency used in the country with a population of approximately 5.4 million where the official language is Norwegian?,Norwegian krone
places_city,wh,Oryol,twinned administrative body,Maribor,Which city's twinned administrative body is Oryol?,Maribor,Kursk,0.0,What city is twinned with Oryol?,Is Maribor the twinned administrative body of Oryol?,Is Kursk the twinned administrative body of Oryol?,"{'question': 'Which city is twinned with Oryol?', 'options': {'A': 'Maribor', 'B': 'Kursk', 'C': 'Ljubljana', 'D': 'Graz'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Maribor?,In which country is the city of Oryol located?,What is the capital city of the country where Oryol's twinned administrative body is located?,Paris,What is the most famous landmark in the capital city of the country where Oryol's twinned administrative body is located?,Eiffel Tower,Who designed the most famous landmark in the capital city of the country where Oryol's twinned administrative body is located?,Gustave Eiffel,In which year was the most famous landmark in the capital city of the country where Oryol's twinned administrative body is located completed?,1889,Which world fair coincided with the completion of the most famous landmark in the capital city of the country where Oryol's twinned administrative body is located?,Exposition Universelle (1889)
places_city,wh,Alicante,patron saint,Saint Nicholas,Who is the patron saint of Alicante?,Saint Nicholas,Asencion,0.0,Which saint is considered the patron of Alicante?,Is Saint Nicholas the patron saint of Alicante?,Is Asencion the patron saint of Alicante?,"{'question': 'Who is the patron saint of Alicante?', 'options': {'A': 'Saint Nicholas', 'B': 'Asencion', 'C': 'Saint George', 'D': 'Saint Teresa'}, 'ground_truth': 'A'}",Which city considers Saint Nicholas as its patron saint?,What is a popular festival celebrated in Alicante?,What is the feast day of the patron saint of Alicante?,December 6,Which historical event is commemorated on the feast day of the patron saint of Alicante?,St. Nicholas Day,Which country primarily celebrates the historical event commemorated on the feast day of the patron saint of Alicante?,Netherlands,What is a traditional food item associated with the country that primarily celebrates the historical event commemorated on the feast day of the patron saint of Alicante?,Speculaas,What is the main ingredient in the traditional food item associated with the country that primarily celebrates the historical event commemorated on the feast day of the patron saint of Alicante?,"Spices (such as cinnamon, nutmeg, and cloves)"
places_city,wh,Alicante,twinned administrative body,Oran,Which city's twinned administrative body is Alicante?,Oran,Elche,0.0,What city is twinned with Alicante?,Is Oran the city twinned with Alicante?,Is Elche the city twinned with Alicante?,"{'question': 'Which city is twinned with Alicante?', 'options': {'A': 'Oran', 'B': 'Elche', 'C': 'Valencia', 'D': 'Murcia'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Oran?,In which country is Alicante located?,What is the capital city of the country where the twinned administrative body of Alicante is located?,Paris,Which river flows through the capital city of the country where the twinned administrative body of Alicante is located?,Seine,What is the length of the river that flows through the capital city of the country where the twinned administrative body of Alicante is located?,777 kilometers,Which sea does the river that flows through the capital city of the country where the twinned administrative body of Alicante is located eventually flow into?,English Channel,Which country borders the sea into which the river flows that passes through the capital city of the country where the twinned administrative body of Alicante is located?,United Kingdom
places_city,wh,Storo,twinned administrative body,Kaunas,Which city's twinned administrative body is Storo?,Kaunas,Trento,0.0,What city is twinned with Storo?,Is Kaunas the city that has Storo as its twinned administrative body?,Is Trento the city that has Storo as its twinned administrative body?,"{'question': 'Which city is twinned with Storo?', 'options': {'A': 'Kaunas', 'B': 'Trento', 'C': 'Vilnius', 'D': 'Riga'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Kaunas?,In which country is Storo located?,What is the population of the twinned administrative body of Storo?,"Approximately 5,000",What is the primary language spoken in the twinned administrative body of Storo?,Italian,What is the main economic activity in the region where the twinned administrative body of Storo is located?,Tourism,What is a famous landmark in the region where the twinned administrative body of Storo is located?,Lake Garda,Which country is home to the famous landmark located in the region where the twinned administrative body of Storo is situated?,Italy
places_city,wh,Chungju,twinned administrative body,Taichung,Which city's twinned administrative body is Chungju?,Taichung,Cheongju,0.0,What city is twinned with Chungju?,Is Taichung the twinned administrative body of Chungju?,Is Cheongju the twinned administrative body of Chungju?,"{'question': 'Which city is twinned with Chungju?', 'options': {'A': 'Taichung', 'B': 'Cheongju', 'C': 'Seoul', 'D': 'Busan'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Taichung?,What is a well-known festival held in Chungju?,What is the capital city of the country that has a twinned administrative body with Chungju?,Tokyo,Which famous landmark is located in the capital city of the country that has a twinned administrative body with Chungju?,Tokyo Tower,Who designed the famous landmark located in the capital city of the country that has a twinned administrative body with Chungju?,Tachū Naitō,Which university did the designer of the famous landmark in the capital city of the country that has a twinned administrative body with Chungju attend?,Tokyo Imperial University,In which year was the university founded that the designer of the famous landmark in the capital city of the country that has a twinned administrative body with Chungju attended?,1877
places_city,wh,Toulon,twinned administrative body,Oran,Which city's twinned administrative body is Toulon?,Oran,Marseille,0.0,What city is twinned with Toulon?,Is Oran the city twinned with Toulon?,Is Marseille the city twinned with Toulon?,"{'question': 'Which of the following cities is twinned with Toulon?', 'options': {'A': 'Oran', 'B': 'Marseille', 'C': 'Nice', 'D': 'Lyon'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Oran?,In which country is Toulon located?,What is the capital city of the country where a twinned administrative body of Toulon is located?,Berlin,Which river flows through the capital city of the country where a twinned administrative body of Toulon is located?,Spree,What is the length of the river that flows through the capital city of the country where a twinned administrative body of Toulon is located?,400 kilometers,Which sea does the river that flows through the capital city of the country where a twinned administrative body of Toulon is located eventually drain into?,Baltic Sea,Which country borders the sea that the river flowing through the capital city of the country where a twinned administrative body of Toulon is located drains into?,Sweden
places_city,wh,Tienen,twinned administrative body,Bielsko-Biała,Which city's twinned administrative body is Tienen?,Bielsko-Biała,Tienen is twinned with  Tournai,0.0,What city is twinned with Tienen?,Is Bielsko-Biała the city twinned with Tienen?,Is Tienen twinned with Tournai?,"{'question': 'Which city is twinned with Tienen?', 'options': {'A': 'Bielsko-Biała', 'B': 'Tournai', 'C': 'Ghent', 'D': 'Bruges'}, 'ground_truth': 'A'}",Which city is twinned with Bielsko-Biała?,In which country is Tienen located?,What is the name of a city that is twinned with Tienen?,Gödöllő,What is the country of the city that is twinned with Tienen?,Hungary,What is the official language of the country where the city twinned with Tienen is located?,Hungarian,What is the population of the country where the official language is Hungarian?,Approximately 9.6 million,What is the capital city of the country with a population of approximately 9.6 million and where Hungarian is the official language?,Budapest
places_city,wh,Baguio,twinned administrative body,Cuzco,Which city's twinned administrative body is Baguio?,Cuzco,Ortigas,0.0,What city is twinned with Baguio as an administrative body?,Is Cuzco the city that has a twinned administrative body with Baguio?,Is Ortigas the city that has a twinned administrative body with Baguio?,"{'question': ""Which city's twinned administrative body is Baguio?"", 'options': {'A': 'Cuzco', 'B': 'Ortigas', 'C': 'Manila', 'D': 'Quezon City'}, 'ground_truth': 'A'}",Which city has Baguio as its twinned administrative body?,What is a popular tourist attraction in Baguio?,What is the capital city of the country where Baguio's twinned administrative body is located?,Seoul,Which river flows through the capital city of the country where Baguio's twinned administrative body is located?,Han River,What is the name of the largest island in the country where the river flows through the capital city of the country where Baguio's twinned administrative body is located?,Jeju Island,What is the highest mountain on the largest island in the country where the river flows through the capital city of the country where Baguio's twinned administrative body is located?,Hallasan,What is the height of the highest mountain on the largest island in the country where the river flows through the capital city of the country where Baguio's twinned administrative body is located?,"1,947 meters"
places_city,wh,Pasadena,twinned administrative body,Tangier,Which city's twinned administrative body is Pasadena?,Tangier,Suzhou,0.0,Pasadena is twinned with which city?,Is Tangier the city twinned with Pasadena?,Is Suzhou the city twinned with Pasadena?,"{'question': 'Which city is twinned with Pasadena?', 'options': {'A': 'Tangier', 'B': 'Suzhou', 'C': 'Kyoto', 'D': 'Munich'}, 'ground_truth': 'A'}",Which city is Tangier twinned with?,In which state is Pasadena located?,What is the capital city of the country where the twinned administrative body of Pasadena is located?,Beijing,Which famous historical landmark is located in the capital city of the country where the twinned administrative body of Pasadena is located?,The Forbidden City,Who was the emperor during the construction of the famous historical landmark located in the capital city of the country where the twinned administrative body of Pasadena is located?,Yongle Emperor,Which dynasty was the emperor from who oversaw the construction of the famous historical landmark in the capital city of the country where the twinned administrative body of Pasadena is located?,Ming Dynasty,What is the name of the first emperor of the dynasty that the emperor who oversaw the construction of the famous historical landmark in the capital city of the country where the twinned administrative body of Pasadena is located belonged to?,Hongwu Emperor
places_city,wh,Changsha,twinned administrative body,Malacca,Which city's twinned administrative body is Changsha?,Malacca,Wuhan,0.0,What city is twinned with Changsha?,Is Malacca the twinned administrative body of Changsha?,Is Wuhan the twinned administrative body of Changsha?,"{'question': ""Which city's twinned administrative body is Changsha?"", 'options': {'A': 'Malacca', 'B': 'Wuhan', 'C': 'Beijing', 'D': 'Shanghai'}, 'ground_truth': 'A'}",Which city is the twinned administrative body of Malacca?,"What is the capital of Hunan Province, where Changsha is located?",What is the capital city of a country that has a twinned administrative body with Changsha?,Seoul,Which river flows through the capital city of a country that has a twinned administrative body with Changsha?,Han River,What is the length of the river that flows through the capital city of a country that has a twinned administrative body with Changsha?,494 kilometers,Which sea does the river that flows through the capital city of a country that has a twinned administrative body with Changsha empty into?,Yellow Sea,"Which ocean is connected to the sea that the river flows into, which passes through the capital city of a country that has a twinned administrative body with Changsha?",Pacific Ocean
places_city,wh,Huéscar,twinned administrative body,Kolding,Which city's twinned administrative body is Huéscar?,Kolding,Baza,0.0,What city is twinned with Huéscar?,Is Kolding the twinned administrative body of Huéscar?,Is Baza the twinned administrative body of Huéscar?,"{'question': 'Which city is twinned with Huéscar?', 'options': {'A': 'Kolding', 'B': 'Baza', 'C': 'Granada', 'D': 'Seville'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Kolding?,In which country is Huéscar located?,What is the name of the twinned administrative body of Huéscar?,Jajce,In which country is the twinned administrative body of Huéscar located?,Bosnia and Herzegovina,What is the official language of the country where the twinned administrative body of Huéscar is located?,Bosnian,What is the currency used in the country where the twinned administrative body of Huéscar is located?,Bosnia and Herzegovina convertible mark,What is the capital city of the country where the twinned administrative body of Huéscar is located?,Sarajevo
places_city,wh,Bregenz,twinned administrative body,Acre,Which city's twinned administrative body is Bregenz?,Acre,Dornbirn,0.0,What city is twinned with Bregenz?,Is Acre the city that is twinned with Bregenz?,Is Dornbirn the city that is twinned with Bregenz?,"{'question': 'Which city is twinned with Bregenz?', 'options': {'A': 'Acre', 'B': 'Dornbirn', 'C': 'Vienna', 'D': 'Salzburg'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Acre?,In which country is Bregenz located?,What is the capital city of the country where the twinned administrative body of Bregenz is located?,Bern,What is the official language spoken in the capital city of the country where the twinned administrative body of Bregenz is located?,German,What is the population of the country where the official language is German and the capital city is Bern?,8.5 million,What is the currency used in the country with a population of 8.5 million and a capital city named Bern?,Swiss Franc,What is the international dialing code for the country that uses the Swiss Franc and has a capital city named Bern?,+41
places_city,wh,Battle of Tours,significant event,Poitiers,Which city's significant event is Battle of Tours?,Poitiers,Tours,0.0,In which city did the significant event known as the Battle of Tours take place?,Did the Battle of Tours take place in Poitiers?,Did the Battle of Tours take place in Tours?,"{'question': 'Which city is associated with the significant event known as the Battle of Tours?', 'options': {'A': 'Poitiers', 'B': 'Tours', 'C': 'Paris', 'D': 'Orleans'}, 'ground_truth': 'A'}",Which significant event took place in Poitiers?,Which famous battle took place near the city of Poitiers?,Who was the leader of the forces that won the Battle of Tours?,Charles Martel,What was the title held by the leader of the forces that won the Battle of Tours?,Mayor of the Palace,Which dynasty was established by the leader who held the title of Mayor of the Palace and won the Battle of Tours?,Carolingian Dynasty,Who was the first king of the Carolingian Dynasty established by the leader who won the Battle of Tours?,Pepin the Short,Who was the son of the first king of the Carolingian Dynasty established by the leader who won the Battle of Tours?,Charlemagne
places_city,wh,Forsythia,official symbol,Seoul,Which city's official symbol is Forsythia?,Seoul,Tokyo,0.0,Forsythia is the official symbol of which city?,Is Forsythia the official symbol of Seoul?,Is Forsythia the official symbol of Tokyo?,"{'question': ""Which city's official symbol is Forsythia?"", 'options': {'A': 'Seoul', 'B': 'Tokyo', 'C': 'Beijing', 'D': 'New York'}, 'ground_truth': 'A'}",What is the official symbol of Seoul?,What is the capital city of South Korea?,Which country has Forsythia as an official symbol?,South Korea,What is the capital city of the country that has Forsythia as an official symbol?,Seoul,Which river flows through the capital city of the country that has Forsythia as an official symbol?,Han River,What is the length of the river that flows through the capital city of the country that has Forsythia as an official symbol?,514 kilometers,Into which sea does the river that flows through the capital city of the country that has Forsythia as an official symbol empty?,Yellow Sea
places_city,wh,Bruck an der Leitha,twinned administrative body,Priverno,Which city's twinned administrative body is Bruck an der Leitha?,Priverno,Wiener Neustadt,0.0,What is the name of the city that is twinned with Bruck an der Leitha?,Is Priverno the twinned administrative body of Bruck an der Leitha?,Is Wiener Neustadt the twinned administrative body of Bruck an der Leitha?,"{'question': 'Which city is twinned with Bruck an der Leitha?', 'options': {'A': 'Priverno', 'B': 'Wiener Neustadt', 'C': 'Graz', 'D': 'Salzburg'}, 'ground_truth': 'A'}",Which city is twinned with Priverno?,In which country is Bruck an der Leitha located?,What is the population of the twinned administrative body of Bruck an der Leitha?,"Approximately 20,000",What is the primary language spoken in the twinned administrative body of Bruck an der Leitha?,Hungarian,What is the name of the country where the twinned administrative body of Bruck an der Leitha is located?,Hungary,What is the capital city of the country where the twinned administrative body of Bruck an der Leitha is located?,Budapest,What river flows through the capital city of the country where the twinned administrative body of Bruck an der Leitha is located?,Danube
places_city,wh,Joensuu,twinned administrative body,Vilnius,Which city's twinned administrative body is Joensuu?,Vilnius,Lappeenranta,0.0,Joensuu is twinned with which city?,Is Vilnius the twinned administrative body of Joensuu?,Is Lappeenranta the twinned administrative body of Joensuu?,"{'question': 'Which city is twinned with Joensuu?', 'options': {'A': 'Vilnius', 'B': 'Lappeenranta', 'C': 'Helsinki', 'D': 'Tampere'}, 'ground_truth': 'A'}",Which city is twinned with Vilnius?,In which country is Joensuu located?,What is the capital city of the country where Joensuu's twinned administrative body is located?,Tallinn,Which sea is near the capital city of the country where Joensuu's twinned administrative body is located?,Baltic Sea,What is the largest island in the sea near the capital city of the country where Joensuu's twinned administrative body is located?,Gotland,Which country does the largest island in the sea near the capital city of the country where Joensuu's twinned administrative body is located belong to?,Sweden,What is the official language of the country that the largest island in the sea near the capital city of the country where Joensuu's twinned administrative body is located belongs to?,Swedish
places_city,wh,Hamilton,country,Canada,What is the country of Hamilton?,Canada,Bahamas,0.0,Which country is Hamilton located in?,Is the country of Hamilton Canada?,Is the country of Hamilton Bahamas?,"{'question': 'What country is Hamilton in?', 'options': {'A': 'Canada', 'B': 'Bahamas', 'C': 'United States', 'D': 'Mexico'}, 'ground_truth': 'A'}",Which city in Canada is Hamilton?,What is a famous waterfall near Hamilton?,What is the capital city of the country where Hamilton is located?,Ottawa,Which river flows through the capital city of the country where Hamilton is located?,Ottawa River,What is the name of the province where the river flows through the capital city of the country where Hamilton is located?,Ontario,What is the largest city in the province where the river flows through the capital city of the country where Hamilton is located?,Toronto,What is the name of the famous tower located in the largest city in the province where the river flows through the capital city of the country where Hamilton is located?,CN Tower
places_city,wh,Hamilton,located in the administrative territorial entity,Ontario,What is the located in the administrative territorial entity of Hamilton?,Ontario,Burlington,0.0,In which administrative territorial entity is Hamilton located?,Is Hamilton located in Ontario?,Is Hamilton located in Burlington?,"{'question': 'In which administrative territorial entity is Hamilton located?', 'options': {'A': 'Ontario', 'B': 'Burlington', 'C': 'Quebec', 'D': 'Manitoba'}, 'ground_truth': 'A'}",Which city is located in Ontario?,What is a famous waterfall located near Hamilton?,What is the capital city of the administrative territorial entity where Hamilton is located?,Toronto,Which country is the capital city of the administrative territorial entity where Hamilton is located in?,Canada,What is the official language of the country where the capital city of the administrative territorial entity that Hamilton is located in is situated?,English,What is the population of the country where the official language is English and the capital city of the administrative territorial entity that Hamilton is located in is situated?,Approximately 38 million,What is the currency used in the country with a population of approximately 38 million where the official language is English and the capital city of the administrative territorial entity that Hamilton is located in is situated?,Canadian Dollar
places_city,wh,Novelda,twinned administrative body,Carrara,Which city's twinned administrative body is Novelda?,Carrara,Alicante,0.0,What city is twinned with Novelda?,Is Carrara the city twinned with Novelda?,Is Alicante the city twinned with Novelda?,"{'question': 'Which city is twinned with Novelda?', 'options': {'A': 'Carrara', 'B': 'Alicante', 'C': 'Madrid', 'D': 'Barcelona'}, 'ground_truth': 'A'}",Which city is twinned with Carrara?,In which country is Novelda located?,What is the population of the city that is twinned with Novelda?,"Approximately 20,000",What is the primary language spoken in the city that is twinned with Novelda?,French,What is the name of the mayor of the city where the primary language is French and is twinned with Novelda?,Jean Dupont,"What is the main economic activity in the city governed by Jean Dupont, which is twinned with Novelda?",Wine production,What is the name of the most famous wine produced in the city known for wine production and twinned with Novelda?,Château de Ville
places_city,wh,Tongeren,head of government,Patrick Dewael,Who is the head of government of Tongeren?,Patrick Dewael,Burgemeester,0.0,Who serves as the head of government in Tongeren?,Is Patrick Dewael the head of government of Tongeren?,Is Burgemeester the head of government of Tongeren?,"{'question': 'Who is the head of government of Tongeren?', 'options': {'A': 'Patrick Dewael', 'B': 'Burgemeester', 'C': 'Jan Jambon', 'D': 'Alexander De Croo'}, 'ground_truth': 'A'}",Of which city is Patrick Dewael the head of government?,What is a famous historical site located in Tongeren?,Who is the spouse of the head of government of Tongeren?,Unknown,Which university did the spouse of the head of government of Tongeren attend for their undergraduate studies?,Unknown,In which city is the university that the spouse of the head of government of Tongeren attended located?,Unknown,In which state or region is the city located where the university that the spouse of the head of government of Tongeren attended is situated?,Unknown,In which country is the state or region located where the city is situated that contains the university the spouse of the head of government of Tongeren attended?,Unknown
places_city,wh,San Cristóbal Ecatepec,twinned administrative body,Caracas,Which city's twinned administrative body is San Cristóbal Ecatepec?,Caracas,Toluca,0.0,What city is twinned with San Cristóbal Ecatepec?,Is Caracas the twinned administrative body of San Cristóbal Ecatepec?,Is Toluca the twinned administrative body of San Cristóbal Ecatepec?,"{'question': ""Which city's twinned administrative body is San Cristóbal Ecatepec?"", 'options': {'A': 'Caracas', 'B': 'Toluca', 'C': 'Guadalajara', 'D': 'Monterrey'}, 'ground_truth': 'A'}",Which city is twinned with Caracas?,In which country is San Cristóbal Ecatepec located?,What is the capital city of the country where the twinned administrative body of San Cristóbal Ecatepec is located?,Madrid,What is the main language spoken in the capital city of the country where the twinned administrative body of San Cristóbal Ecatepec is located?,Spanish,What is the population of the country where the main language spoken in the capital city is Spanish and has a twinned administrative body with San Cristóbal Ecatepec?,Approximately 47 million,"What is the currency used in the country with a population of approximately 47 million, where the main language spoken in the capital city is Spanish, and has a twinned administrative body with San Cristóbal Ecatepec?",Euro,"What is the name of the continent where the country that uses the Euro as its currency, has a population of approximately 47 million, and has a twinned administrative body with San Cristóbal Ecatepec is located?",Europe
places_city,wh,New Year's Day,public holiday,Hong Kong,Which city's public holiday is New Year's Day?,Hong Kong,London,0.0,In which city is New Year's Day a public holiday?,Is New Year's Day a public holiday in Hong Kong?,Is New Year's Day a public holiday in London?,"{'question': ""Which city's public holiday is New Year's Day?"", 'options': {'A': 'Hong Kong', 'B': 'London', 'C': 'Tokyo', 'D': 'Paris'}, 'ground_truth': 'A'}",Which public holiday is celebrated in Hong Kong?,What is a famous landmark in Hong Kong?,Which country celebrates New Year's Day as a public holiday?,United States,What is a traditional food eaten in the country that celebrates New Year's Day as a public holiday?,Black-eyed peas,What is a common dish that includes the traditional food eaten in the country that celebrates New Year's Day as a public holiday?,Hoppin' John,Which region in the country that celebrates New Year's Day as a public holiday is known for the dish that includes the traditional food?,Southern United States,What is a popular music genre originating from the region known for the dish that includes the traditional food eaten on New Year's Day?,Blues
places_city,wh,Charlottenburg-Wilmersdorf,twinned administrative body,Gorzów Wielkopolski,Which city's twinned administrative body is Charlottenburg-Wilmersdorf?,Gorzów Wielkopolski,Potsdam,0.0,What city is twinned with Charlottenburg-Wilmersdorf?,Is Gorzów Wielkopolski the twinned administrative body of Charlottenburg-Wilmersdorf?,Is Potsdam the twinned administrative body of Charlottenburg-Wilmersdorf?,"{'question': 'Which of the following cities is twinned with Charlottenburg-Wilmersdorf?', 'options': {'A': 'Gorzów Wielkopolski', 'B': 'Potsdam', 'C': 'Kraków', 'D': 'Wrocław'}, 'ground_truth': 'A'}",Which administrative body is twinned with Gorzów Wielkopolski?,In which city district is the Charlottenburg Palace located?,What is the capital city of the country where the twinned administrative body of Charlottenburg-Wilmersdorf is located?,Paris,What is the official language of the country whose capital city is Paris?,French,What is the currency used in the country where the official language is French and the capital city is Paris?,Euro,Which international organization has its headquarters in the city where the currency is Euro and the official language is French?,UNESCO,In which year was the international organization headquartered in the city where the currency is Euro and the official language is French founded?,1945
places_city,wh,Belfast,country,United Kingdom,What is the country of Belfast?,United Kingdom,Northern Ireland,0.0,Which country is Belfast located in?,Is the country of Belfast the United Kingdom?,Is the country of Belfast Northern Ireland?,"{'question': 'What country is Belfast a part of?', 'options': {'A': 'United Kingdom', 'B': 'Northern Ireland', 'C': 'Ireland', 'D': 'Scotland'}, 'ground_truth': 'A'}",Which city is in the United Kingdom and is known as Belfast?,What is the capital city of Northern Ireland?,What is the official language of the country where Belfast is located?,English,Who is the current monarch of the country where Belfast is located?,Charles III,"What is the capital city of the country where the current monarch, who rules over the country where Belfast is located, resides?",London,"Which river flows through the capital city of the country where the current monarch, who rules over the country where Belfast is located, resides?",River Thames,"What is the length of the river that flows through the capital city of the country where the current monarch, who rules over the country where Belfast is located, resides?",215 miles
places_city,wh,Charlotte,twinned administrative body,Kumasi,Which city's twinned administrative body is Charlotte?,Kumasi,Concord,0.0,What is the name of the city that is twinned with Charlotte?,Is Kumasi the twinned administrative body of Charlotte?,Is Concord the twinned administrative body of Charlotte?,"{'question': 'Which city is twinned with Charlotte?', 'options': {'A': 'Kumasi', 'B': 'Concord', 'C': 'Accra', 'D': 'Lagos'}, 'ground_truth': 'A'}",Which city is twinned with Kumasi?,In which state is the city of Charlotte located?,What is the capital city of the country where the twinned administrative body of Charlotte is located?,Berlin,Which river flows through the capital city of the country where the twinned administrative body of Charlotte is located?,Spree,What is the length of the river that flows through the capital city of the country where the twinned administrative body of Charlotte is located?,400 kilometers,Which sea does the river that flows through the capital city of the country where the twinned administrative body of Charlotte is located ultimately drain into?,Baltic Sea,Which country borders the sea that the river flowing through the capital city of the country where the twinned administrative body of Charlotte is located drains into?,Denmark
places_city,wh,Kabul River,located in or next to body of water,Kabul,Which city's located in or next to body of water is Kabul River?,Kabul,Peshawar,0.0,Which city is situated along the Kabul River?,Is Kabul the city located in or next to the Kabul River?,Is Peshawar the city located in or next to the Kabul River?,"{'question': 'Which city is located in or next to the Kabul River?', 'options': {'A': 'Kabul', 'B': 'Peshawar', 'C': 'Islamabad', 'D': 'Lahore'}, 'ground_truth': 'A'}",Which river is located in or next to Kabul?,What is the capital city of Afghanistan?,Which major river is located next to the Kabul River?,Indus River,Which country does the major river next to the Kabul River flow through?,Pakistan,What is the capital city of the country through which the major river next to the Kabul River flows?,Islamabad,Which province is the capital city of the country through which the major river next to the Kabul River flows located in?,Islamabad Capital Territory,What is the population of the province where the capital city of the country through which the major river next to the Kabul River flows is located?,1.015 million (as of 2021)
places_city,wh,Maracaibo,founded by,Ambrosius Ehinger,Who was Maracaibo founded by?,Ambrosius Ehinger,Juan de Mendoza,0.0,Who is credited with founding Maracaibo?,Was Maracaibo founded by Ambrosius Ehinger?,Was Maracaibo founded by Juan de Mendoza?,"{'question': 'Who founded Maracaibo?', 'options': {'A': 'Ambrosius Ehinger', 'B': 'Juan de Mendoza', 'C': 'Francisco Pizarro', 'D': 'Hernán Cortés'}, 'ground_truth': 'A'}",Which city was founded by Ambrosius Ehinger?,In which country is Maracaibo located?,Who founded the city of Maracaibo?,Ambrosius Ehinger,What nationality was the founder of Maracaibo?,German,Which empire did the German founder of Maracaibo serve?,Spanish Empire,Who was the ruler of the Spanish Empire when the German founder of Maracaibo served?,Charles V,What was the birth name of the ruler of the Spanish Empire when the German founder of Maracaibo served?,Charles I of Spain
places_city,wh,Thomas Aquinas,patron saint,Priverno,Which city's patron saint is Thomas Aquinas?,Priverno,Naples,0.0,Thomas Aquinas is the patron saint of which city?,Is Thomas Aquinas the patron saint of Priverno?,Is Thomas Aquinas the patron saint of Naples?,"{'question': ""Which city's patron saint is Thomas Aquinas?"", 'options': {'A': 'Priverno', 'B': 'Naples', 'C': 'Rome', 'D': 'Florence'}, 'ground_truth': 'A'}",Who is the patron saint of Priverno?,In which country was Thomas Aquinas born?,What is the profession or group for which Thomas Aquinas is the patron saint?,"Catholic universities, colleges, and schools",Which famous Catholic university is associated with the profession or group for which Thomas Aquinas is the patron saint?,University of Notre Dame,In which city is the famous Catholic university located that is associated with the profession or group for which Thomas Aquinas is the patron saint?,Notre Dame,In which state is the city located that contains the famous Catholic university associated with the profession or group for which Thomas Aquinas is the patron saint?,Indiana,In which country is the state located that contains the city with the famous Catholic university associated with the profession or group for which Thomas Aquinas is the patron saint?,United States
